date,week_ahead,point,mode,true,date_origin,q_1,q_2,q_5,q_10,q_15,q_20,q_25,q_30,q_35,q_40,q_45,q_55,q_60,q_65,q_70,q_75,q_80,q_85,q_90,q_95,q_97,q_99
2024-08-04,3,2.769308117197601,train,1.2431721103,2024-07-14,0.6417161434408474,0.8315983680556651,1.0252971189402085,1.286556942458739,1.4872980326685767,1.6616015693031085,1.8219007971091352,1.9745377372886124,2.1234632438374743,2.271551549546565,2.421200670235862,2.734382104905545,2.9031083344964075,3.0844036267176085,3.2831303160756344,3.5064986002101506,3.766211799166832,4.083669829668414,4.505819139754314,5.178439537916779,5.807471519089689,6.592237286998233
2024-08-11,3,2.9127512426517397,train,0.8009439648,2024-07-21,0.7087867724678774,0.9098897715262332,1.1136667846124593,1.3869113609335013,1.5958939523545261,1.7768056155264629,1.9427991738072907,2.100559597254158,2.254233879410064,2.4068236719734233,2.5608190272955236,2.8825128819007473,3.055534670425855,3.2412438688592617,3.444589484431076,3.6728999145460315,3.9380586825582986,4.261779143905805,4.691664273173545,5.375422661148618,6.013766456512566,6.808916509400374
2024-08-18,3,2.730152797514802,train,0.504929493,2024-07-28,0.6237520067939352,0.810536170824562,1.0014458278159684,1.2593830308020866,1.4578364392301617,1.6303043946816058,1.7890211177985555,1.9402336977112271,2.087838658413078,2.2346749161285313,2.3831149610347833,2.693927858667092,2.8614586883399533,3.0415255530703833,3.238966681283175,3.460959387771883,3.719156853736485,4.034871782004075,4.454867945529304,5.124388518058887,5.750829277261816,6.532705885205732
2024-08-25,3,2.3066593180275037,train,0.5518313152000001,2024-08-04,0.4398857118851752,0.5921648492314434,0.751787011779404,0.9722471298001227,1.1447992501793836,1.2964402256999705,1.4371756694992868,1.5721869553111247,1.7047594379477469,1.8373339980077583,1.9719948962856153,2.255799568539917,2.4096935774665322,2.5757440344470783,2.7585147170231137,2.964808303927794,3.20570653464447,3.50152800656592,3.8969544276201957,4.53111415182305,5.128010511264585,5.876965425305186
2024-09-01,3,2.0197719296987815,train,0.5279565749999999,2024-08-11,0.3277330547545509,0.4555802807283315,0.5927356283886285,0.7859972708080063,0.9396152962932298,1.0759698340682184,1.203471953723796,1.3265367217920103,1.4480082671884658,1.5700390667694974,1.6945037932429907,1.958303320231216,2.102089260446964,2.257746990858079,2.4296377195003167,2.624287281988086,2.852354894056491,3.133424008140097,3.5106369397797397,4.118603437207153,4.6936386053682595,5.418264094665496
2023-12-31,4,2.2348058145288014,train,2.5085215348999994,2023-12-03,0.36434379489313345,0.5060830568258536,0.6580431395275744,0.8720344433049285,1.042041408318768,1.192887233708773,1.3338971522599603,1.4699635638407875,1.6042359179189465,1.739095693017252,1.8766149937385943,2.1679877143986013,2.3267505336225676,2.4985820467998474,2.6882867756452127,2.9030517294906306,3.154612998367684,3.464526950246869,3.880268293521015,4.549903599258222,5.182793393150879,5.979682689290325
2024-01-07,4,2.6235874968722017,train,4.5948212625,2023-12-10,0.5185113010441532,0.6932423762601005,0.8754802169587232,1.126064771238993,1.3215126321212551,1.4928803682887817,1.6516438352515417,1.803728136680422,1.9528768373957075,2.101859364210784,2.2530293864806943,2.5711663203883215,2.7434425699582388,2.9291608895638626,3.133395323890432,3.363700673123221,3.632373672892793,3.9619451333094866,4.401928122831728,5.10636440142991,5.768234397063803,6.597291852415033
2024-01-14,4,2.7147320302601354,train,5.0353735881,2023-12-17,0.5571549963017663,0.7394137570886447,0.9284964673745458,1.187295865057161,1.3884276535927953,1.5643680332595087,1.7270802239487917,1.8827225888735772,2.035172532195726,2.187286664901402,2.341481782338736,2.665545830173715,2.840813236634517,3.0296046588796757,3.2370539579248376,3.470797490934145,3.7432562620145,4.077177040713923,4.522524687525569,5.234665748933169,5.902955927247141,6.73914519380472
2024-01-21,4,2.8486701121946294,train,3.0567399029999995,2023-12-24,0.6154990842298489,0.8086780049256991,1.0076552908441274,1.2782977214758722,1.4876086552946821,1.670122175693457,1.8385066450139085,1.9992574958480707,2.1564453394190353,2.3130525261993915,2.4715868090935045,2.804150261787206,2.983706044590474,3.176902880574158,3.3889604678173098,3.6276321572780783,3.905517182992449,4.245672030106367,4.698709506850462,5.421896338436359,6.099392646677414,6.945811167355603
2024-02-04,4,3.659572786688227,train,1.5948365448,2024-01-07,1.0027676361668345,1.2586336737298023,1.5137751274717737,1.8510643240226234,2.106128209233499,2.325285297145232,2.525217859754271,2.7143324329229794,2.897791506291141,3.0792858740156173,3.261834191720555,3.6413881422871412,3.8446343815801587,4.062158476209927,4.299655470388394,4.565525751246781,4.873353528778819,5.247906379278417,5.7433768314264695,6.527532312326002,7.255869383428419,8.158816740563319
