YEAR,WEEK,flu_season_year,flu_weekid,holiday_effect,date,ILI+,ILI_weight,pos,ILI_est,beta,S,I,R,gamma,xi,total_inf,ILI_growth_rate,diff_spike,status,ili_status,SIR,ILI*beta,SIR_new,I_gr,SIR_gr,ILI_est_gr,beta_gr,beta_diff2,mean_2,max_2,min_2,avg_2,ILI,ILI_diff,diff_mean_4,diff_std_4,diff_max_4,seq_diff2,diff_mean_4_est,diff_std_4_est,diff_max_4_est,seq_diff2_est,beta_lag1,ILI_lag1,beta_lag2,ILI_lag2,beta_lag3,ILI_lag3,sin_week,cos_week,beta_lag1_gr,ILI_lag1_gr,time_idx,time_sin,time_cos,decay_distance
2002,50,2003,7,0,2002-12-15,0.6221384677095858,1.59896,0.0389089450461291,0.06028903089369601,0.10876113294233514,99767.33803008891,7.9930200651565055,224.6689498461384,0.2506049799627212,0.0054223274190316,3.8463197815252985,0.3802710277758665,0,1,0,86730.73178051862,0.06766448459510294,10850.808714793387,0.8572940418460773,11581.810341673598,0.005505760781753757,0.003218193513086637,-0.000838759471957301,0.43200295382165255,0.6221384677095858,0.1055429394292485,0.10876113294233514,0.43200295382165255,0.2473547601705829,0.15808062107137671,0.2039027952967605,0.3802710277758665,0.2658325352105672,0.0045863410586439194,0.004285595146444939,0.008337608077671442,-0.0028318472959176846,0.1055429394292485,0.2418674399337193,0.10148598644420456,0.12742894736842,0.09780464874774847,0.1478966044954557,0.7485107481711011,0.6631226582407953,0.004056952985043938,0.11443849256529931,10,0.05304253930147725,0.9985922536373147,-0.125
2002,51,2003,8,0,2002-12-22,1.4223067697594496,2.16697,0.0656357388316151,0.06915943399823622,0.11156142774506052,99746.14451801735,9.038039179259162,244.81744280313995,0.2506826015402163,0.005407520481300535,4.495605090592224,0.8001683020498638,0,1,0,100573.69387748081,0.15867457392582926,11127.822294495156,1.0450191141026561,13842.96209696219,0.008870403104540209,0.002800294802725381,-0.0004178987103612558,1.0222226187345176,1.4223067697594496,0.10876113294233514,0.11156142774506052,1.0222226187345176,0.590219664912865,0.43162594079700983,0.3457373833164287,0.8001683020498638,0.41989727427399726,0.007571257321321803,0.0018085006500938167,0.008870403104540209,0.0033646423227864514,0.10876113294233514,0.6221384677095858,0.1055429394292485,0.2418674399337193,0.10148598644420456,0.12742894736842,0.8229838658936564,0.5680647467311558,0.003218193513086637,0.3802710277758665,11,0.05834104134819936,0.99829671085024,-0.25
2002,52,2003,9,0,2002-12-29,1.742175675675674,2.57842,0.0675675675675675,0.07250791260729024,0.11385893644695379,99729.8819581553,8.643638112991354,261.4744037314391,0.2505715070138944,0.005422911407000334,4.418178665350706,0.3198689059162245,0,1,0,98149.70611673516,0.19836226953618535,11355.138291735808,-0.39440106626780747,-2423.9877607456438,0.0033484786090540175,0.0022975087018932694,-0.0005027861008321116,1.582241222717562,1.742175675675674,0.11156142774506052,0.11385893644695379,1.582241222717562,0.5600186039830444,0.5001027452473182,0.2616134703445199,0.8001683020498638,-0.48029939613363926,0.005908214165115995,0.002782874247571645,0.008870403104540209,-0.005521924495486191,0.11156142774506052,1.4223067697594496,0.10876113294233514,0.6221384677095858,0.1055429394292485,0.2418674399337193,0.8854560256532098,0.4647231720437686,0.002800294802725381,0.8001683020498638,12,0.06363790042546624,0.9979730545608125,-0.5
2003,1,2003,10,1,2003-01-05,1.3418741641337366,2.38636,0.0562310030395136,0.07577193971970081,0.11502222825911515,99715.29918843992,8.790848729648165,275.9099628306329,0.2505180769659326,0.005426140745403629,4.554739812014285,-0.4003015115419375,0,1,0,100826.42768197952,0.154345356402,11469.475904178697,0.14721061665681034,2676.7215652443556,0.0032640271124105696,0.0011632918121613628,-0.0011342168897319066,1.5420249199047054,1.742175675675674,0.11385893644695379,0.11502222825911515,1.5420249199047054,-0.0402163028128566,0.23991189880805028,0.6042158435323887,0.8001683020498638,-0.720170417458162,0.005160969608668266,0.003212741144107933,0.008870403104540209,-8.445149664344787e-05,0.11385893644695379,1.742175675675674,0.11156142774506052,1.4223067697594496,0.10876113294233514,0.6221384677095858,0.9350162426854148,0.35460488704253557,0.0022975087018932694,0.3198689059162245,13,0.06893296736594262,0.997621293883669,1.0
2003,2,2003,11,0,2003-01-12,1.5286997524752466,1.73621,0.088048090523338,0.07622488454765526,0.11705027581926915,99704.38009359824,8.532581736654011,287.08732466500504,0.25044631990975036,0.005436960667021948,4.52617042652135,0.18682558834150997,0,1,0,99578.856838124,0.17893472767207608,11670.425190344922,-0.25826699299415345,-1247.5708438555157,0.0004529448279544518,0.0020280475601539977,0.0008647557479926349,1.4352869583044916,1.5286997524752466,0.11502222825911515,0.11705027581926915,1.4352869583044916,-0.10673796160021376,0.03546432757193233,0.3832023368819439,0.3198689059162245,0.5871270998834475,0.0023551501831396795,0.0016478992456436497,0.0033484786090540175,-0.002811082284456118,0.11502222825911515,1.3418741641337366,0.11385893644695379,1.742175675675674,0.11156142774506052,1.4223067697594496,0.970941817426052,0.23931566428755804,0.0011632918121613628,-0.4003015115419375,14,0.0742260930527625,0.9972414387249071,0.5
2003,3,2003,12,0,2003-01-19,2.369616216216215,2.06296,0.1148648648648648,0.07864592426399641,0.12009719645148356,99693.17967963898,9.509373895565787,297.3109464653852,0.2504099342829597,0.005441228058773867,5.222257061198164,0.8409164637409683,0,1,1,113854.51060214145,0.2845842642335399,11972.871384858652,0.9767921589117758,14275.65376401745,0.002421039716341153,0.0030469206322144143,0.0010188730720604167,1.9491579843457307,2.369616216216215,0.11705027581926915,0.12009719645148356,1.9491579843457307,0.5138710260412391,0.20914684684684692,0.6209099729246547,0.8409164637409683,0.6540908753994583,0.002046003885568725,0.0014425792207945433,0.0032640271124105696,0.001968094888386701,0.11705027581926915,1.5286997524752466,0.11502222825911515,1.3418741641337366,0.11385893644695379,1.742175675675674,0.992708874098054,0.120536680255323,0.0020280475601539977,0.18682558834150997,15,0.07951712842372839,0.9968334997818062,0.25
2003,4,2003,13,0,2003-01-26,4.212046867541765,2.58113,0.1631861575178997,0.09682316187717938,0.1262188800291714,99676.44336146361,11.290146416881313,312.2664921194579,0.2503999000600821,0.005459152639550093,6.634700804883705,1.8424306513255497,0,1,1,142041.8858115396,0.5316398382515012,12581.049046375072,1.7807725213155265,28187.375209398146,0.01817723761318296,0.006121683577687831,0.0030747629454734166,3.2908315418789895,4.212046867541765,0.12009719645148356,0.1262188800291714,3.2908315418789895,1.3416735575332588,0.9567242344693426,0.8338558694195317,1.8424306513255497,1.0015141875845814,0.007017074052492855,0.009714951744524518,0.01817723761318296,0.01575619789684181,0.12009719645148356,2.369616216216215,0.11705027581926915,1.5286997524752466,0.11502222825911515,1.3418741641337366,1.0,-1.6081226496766366e-16,0.0030469206322144143,0.8409164637409683,16,0.08480592447550919,0.9963974885425265,0.125
2003,5,2003,14,0,2003-02-02,6.024922851656264,2.93909,0.2049927988478156,0.1374617201408579,0.14315459469077363,109616.16775383246,13.77313101312063,335.1652745937447,0.25025979866960596,0.005479468743146161,10.013265806264638,1.8128759841144992,0,1,1,216128.7716134139,0.8624953888720325,15692.058066355736,2.4829845962393158,74086.8858018743,0.040638558263678515,0.016935714661602236,0.010814031083914405,5.118484859599015,6.024922851656264,0.1262188800291714,0.14315459469077363,5.118484859599015,1.8276533177200252,1.4987410330603392,0.569884411603485,1.8424306513255497,-0.02955466721105049,0.020412278531067543,0.0192065415134397,0.040638558263678515,0.022461320650495553,0.1262188800291714,4.212046867541765,0.12009719645148356,2.369616216216215,0.11705027581926915,1.5286997524752466,0.992708874098054,-0.12053668025532288,0.006121683577687831,1.8424306513255497,17,0.09009233226783632,0.9959334172857851,0.0625
2003,6,2003,15,0,2003-02-09,8.503541546983996,3.22539,0.2636438243742306,0.40657972569354117,0.31373831388018997,109576.24573802724,29.4530982938361,355.77804895392154,0.2503218347408012,0.005471666641727509,84.65214614775503,2.4786186953277323,0,1,1,1012546.4647279951,2.667886786960901,34378.26657917002,15.67996728071547,796417.6931145812,0.2691180055526833,0.17058371918941634,0.1536480045278141,7.264232199320131,8.503541546983996,0.14315459469077363,0.31373831388018997,7.264232199320131,2.145747339721116,2.0446417769225937,0.37612543635043283,2.4786186953277323,0.665742711213233,0.10931126714318158,0.1388516221084697,0.2691180055526833,0.22847944728900477,0.14315459469077363,6.024922851656264,0.1262188800291714,4.212046867541765,0.12009719645148356,2.369616216216215,0.9709418174260521,-0.2393156642875575,0.016935714661602236,1.8128759841144992,18,0.09537620292769805,0.9954412990805106,0.03125
2003,7,2003,16,0,2003-02-16,7.773025834046191,3.06982,0.253207869974337,3.977167228688817,0.5766611335792547,109050.7972338214,312.09839788553813,550.8132077313157,0.25018366884115617,0.0054682934594293894,4909.135822446911,-0.7305157129378053,0,1,1,19626418.967476204,4.482401888801909,62885.356350576905,282.64529959170204,18613872.50274821,3.570587502995276,0.2629228196990648,0.09233910050964844,8.138283690515095,8.503541546983996,0.31373831388018997,0.5766611335792547,8.138283690515095,0.8740514911949644,1.1869929888348085,1.6936449023965023,2.4786186953277323,-3.2091344082655375,1.2934480222705458,1.975366769859421,3.570587502995276,3.3014694974425924,0.31373831388018997,8.503541546983996,0.14315459469077363,6.024922851656264,0.1262188800291714,4.212046867541765,0.9350162426854148,-0.35460488704253545,0.17058371918941634,2.4786186953277323,19,0.1006573876535321,0.9949211477854748,0.015625
