date,ILI+,Influenza_Reported_Cases,Prefecture,Year,Week,holiday_effect,flu_season_year,flu_weekid,month,season,month_sin,month_cos,ILI_est,beta,gamma,xi,S,I,R,ILI_growth_rate,diff_spike,status,ili_status,SIR,ILI*beta,SIR_new,I_gr,SIR_gr,ILI_est_gr,beta_gr,beta_diff2,mean_2,max_2,min_2,avg_2,ILI,ILI_diff,diff_mean_4,diff_std_4,diff_max_4,seq_diff2,diff_mean_4_est,diff_std_4_est,diff_max_4_est,seq_diff2_est,beta_lag1,ILI_lag1,beta_lag2,ILI_lag2,beta_lag3,ILI_lag3,beta_lag1_gr,ILI_lag1_gr,time_idx,time_sin,time_cos,decay_distance
2013-01-06,0.44,1127.0,Tokyo,2013,1,0,2013,10,1,1,0.49999999999999994,0.8660254037844387,0.4696730229074402,0.11424177023269909,0.2499198590191464,0.005525930698058108,99844.0087016968,42.232781205441604,113.75851709731377,0.0,0,1,0,481722.1500203482,0.0502663789023876,11406.356301210855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0,0.0,1.0,0.0
2013-01-13,0.86,5866.0,Tokyo,2013,2,0,2013,11,1,1,0.49999999999999994,0.8660254037844387,0.47412640277234996,0.16212279678522373,0.24983583159950007,0.005557062954485317,99757.0167957791,36.94949264174624,206.033711579176,0.42,0,1,0,597579.9530140647,0.1394256052352924,16172.886561882246,-5.283288563695365,115857.8029937165,0.00445337986490979,0.047881026552524644,0.047881026552524644,0.65,0.86,0.11424177023269909,0.16212279678522373,0.65,0.65,3.0,0.0,0.0,0.42,3.0,0.0,0.0,0.00445337986490979,0.11424177023269909,0.44,,,,,0.0,0.0,1,0.009534279380682539,0.9999545477253909,0.0
2013-01-20,0.57,9989.0,Tokyo,2013,3,0,2013,12,1,1,0.49999999999999994,0.8660254037844387,0.5357295949034732,0.1926242744430791,0.24971595548411935,0.0055736355335049385,99648.98156840478,40.35546869210157,310.66296290320673,-0.29000000000000004,0,1,0,774615.6659359975,0.10979583643255508,19194.812773605736,3.405976050355328,177035.7129219328,0.0616031921311232,0.03050147765785538,-0.017379548894669264,0.715,0.86,0.16212279678522373,0.1926242744430791,0.715,0.06499999999999995,0.043333333333333314,0.35697805721547277,0.42,-0.71,0.022018857332010994,0.03435327959848157,0.0616031921311232,0.05714981226621341,0.16212279678522373,0.86,0.11424177023269909,0.44,,,0.047881026552524644,0.42,2,0.019067692051995856,0.9998181950333822,0.0
2013-01-27,0.98,17259.0,Tokyo,2013,4,0,2013,13,1,1,0.49999999999999994,0.8660254037844387,0.6735298248649044,0.21455729738381027,0.24941321791174867,0.005592962812829534,99504.95641263887,49.65737273857162,445.38621462259636,0.41000000000000003,0,1,0,1060160.8005152333,0.21026615143613406,21349.51452418964,9.30190404647005,285545.1345792358,0.13780022996143126,0.021933022940731156,-0.008568454717124224,0.7749999999999999,0.98,0.1926242744430791,0.21455729738381027,0.7749999999999999,0.05999999999999994,0.18000000000000002,0.40706264874095244,0.42,0.7000000000000001,0.06795226731915475,0.06689976587756867,0.13780022996143126,0.07619703783030807,0.1926242744430791,0.57,0.16212279678522373,0.86,0.11424177023269909,0.44,0.03050147765785538,-0.29000000000000004,3,0.02859937138335856,0.9995909543190539,0.0
2013-02-03,1.25,15006.0,Tokyo,2013,5,0,2013,14,2,1,0.8660254037844386,0.5000000000000001,0.8339048609121746,0.22788075021710258,0.24903546794000705,0.005598302470634964,99338.24940242706,60.48272276557174,601.267874807315,0.27,0,1,0,1369164.0158407418,0.2848509377713782,22637.27479907872,10.82535002700012,309003.2153255085,0.16037503604727021,0.01332345283329231,-0.008609570107438846,1.115,1.25,0.21455729738381027,0.22788075021710258,1.115,0.3400000000000001,0.13,0.3704051835490427,0.41000000000000003,-0.14,0.11992615271327489,0.05175501198679917,0.16037503604727021,0.02257480608583895,0.21455729738381027,0.98,0.1926242744430791,0.57,0.16212279678522373,0.86,0.021933022940731156,0.41000000000000003,4,0.03812845090175773,0.9992728462396205,0.0
2013-02-10,0.79,8804.0,Tokyo,2013,6,0,2013,15,2,1,0.8660254037844386,0.5000000000000001,0.8625179316705508,0.23399697084377724,0.24889823109634787,0.005596498892581214,99217.1008787968,61.877981019305885,721.0211401839124,-0.45999999999999996,0,1,0,1436590.2120206621,0.18485760696658401,23216.501061539922,1.3952582537341485,67426.19617992034,0.028613070758376158,0.006116220626674662,-0.0072072322066176475,1.02,1.25,0.22788075021710258,0.23399697084377724,1.02,-0.09499999999999997,0.07333333333333336,0.4671545069175008,0.41000000000000003,-0.73,0.10892944558902588,0.07046591741335934,0.16037503604727021,-0.13176196528889406,0.22788075021710258,1.25,0.21455729738381027,0.98,0.1926242744430791,0.57,0.01332345283329231,0.27,5,0.047654064370515295,0.9988638997125538,0.0
2013-02-17,0.72,3811.0,Tokyo,2013,7,0,2013,16,2,1,0.8660254037844386,0.5000000000000001,0.8795548946413565,0.23790481239923505,0.24886400333662903,0.005593808250943371,99104.3663634307,63.19565355327278,832.437983016112,-0.07000000000000006,0,1,0,1489989.5615208736,0.17129146492744923,23577.40568763704,1.317672533966892,53399.34950021142,0.017036962970805702,0.003907841555457814,-0.0022083790712168483,0.755,0.79,0.23399697084377724,0.23790481239923505,0.755,-0.265,-0.08666666666666667,0.3652852766446156,0.27,0.3899999999999999,0.06867502325881736,0.07962518965082077,0.16037503604727021,-0.011576107787570455,0.23399697084377724,0.79,0.22788075021710258,1.25,0.21455729738381027,0.98,0.006116220626674662,-0.45999999999999996,6,0.05717534586803284,0.9983641519129535,0.0
2013-02-24,0.59,2611.0,Tokyo,2013,8,0,2013,17,2,1,0.8660254037844386,0.5000000000000001,0.8741389451728473,0.23990008207367575,0.24884292134724587,0.00559151882229112,99011.04044040083,62.68574241989452,926.2738171792014,-0.13,0,1,0,1488959.1900045588,0.14154104842346868,23752.75672785219,-0.5099111333782602,-1030.3715163148008,-0.005415949468509207,0.0019952696744406917,-0.0019125718810171222,0.655,0.72,0.23790481239923505,0.23990008207367575,0.655,-0.09999999999999998,-0.22,0.20999999999999994,-0.07000000000000006,-0.05999999999999994,0.013411361420224218,0.017301800321155178,0.028613070758376158,-0.02245291243931491,0.23790481239923505,0.72,0.23399697084377724,0.79,0.22788075021710258,1.25,0.003907841555457814,-0.07000000000000006,7,0.06669142986650786,0.9977736482701679,0.0
2013-03-03,0.67,1907.0,Tokyo,2013,9,0,2013,18,3,2,1.0,6.123233995736766e-17,0.9107004284801188,0.2423727961109959,0.2488234707534474,0.005586575920398657,98906.15166514064,65.27221182819311,1028.576123031267,0.08000000000000007,0,1,0,1564715.9402018555,0.16238977339436728,23972.16053165837,2.5864694082985906,75756.75019729673,0.03656148330727149,0.0024727140373201617,0.00047744436287947,0.63,0.67,0.23990008207367575,0.2423727961109959,0.63,-0.025000000000000022,-0.04,0.10816653826391966,0.08000000000000007,0.21000000000000008,0.016060832269855996,0.02100573347851242,0.03656148330727149,0.0419774327757807,0.23990008207367575,0.59,0.23790481239923505,0.72,0.23399697084377724,0.79,0.0019952696744406917,-0.13,8,0.07620145131061415,0.9970924424636645,0.0
2013-03-10,0.34,1471.0,Tokyo,2013,10,0,2013,19,3,2,1.0,6.123233995736766e-17,0.8264095956343144,0.24124054722688595,0.2487982143981429,0.00558886488519153,98854.30908695245,59.835274164883074,1085.855638882698,-0.33,0,1,0,1426931.7302280536,0.08202178605714124,23847.667619872132,-5.436937663310033,-137784.20997380186,-0.08429083284580441,-0.0011322488841099543,-0.003604962921430116,0.505,0.67,0.24124054722688595,0.2423727961109959,0.505,-0.125,-0.12666666666666665,0.20502032419575708,0.08000000000000007,-0.4100000000000001,-0.01771509966901404,0.06135774117119765,0.03656148330727149,-0.1208523161530759,0.2423727961109959,0.67,0.23990008207367575,0.59,0.23790481239923505,0.72,0.0024727140373201617,0.08000000000000007,9,0.08570454569613928,0.9963205964181501,0.0
2013-03-17,0.45,1061.0,Tokyo,2013,11,0,2013,20,3,2,1.0,6.123233995736766e-17,0.8154748047367891,0.24202109534060137,0.24878282287928116,0.005589136250481267,98784.02789455201,58.8281045104571,1157.1440009374858,0.10999999999999999,0,1,0,1406451.6531707079,0.10890949290327062,23907.818633196,-1.0071696544259723,-20480.07705734577,-0.010934790897525248,0.000780548113715418,0.0019127969978253723,0.395,0.45,0.24124054722688595,0.24202109534060137,0.395,-0.10999999999999999,-0.046666666666666655,0.24583192089989722,0.10999999999999999,0.44,-0.019554713478686054,0.060885530948408866,0.03656148330727149,0.07335604194827916,0.24124054722688595,0.34,0.2423727961109959,0.67,0.23990008207367575,0.59,-0.0011322488841099543,-0.33,10,0.09519984914857195,0.9954581802979415,0.0
2013-03-24,0.39,870.0,Tokyo,2013,12,0,2013,21,3,2,1.0,6.123233995736766e-17,0.7928189718169649,0.24271043768859601,0.24877463814472298,0.00558760201376272,98723.58259576827,57.30807776626243,1219.1093264653398,-0.06,0,1,0,1373172.8312048172,0.09465707069855245,23961.243942005178,-1.5200267441946735,-33278.821965890704,-0.022655832919824204,0.0006893423479946426,-9.120576572077543e-05,0.42000000000000004,0.45,0.24202109534060137,0.24271043768859601,0.42000000000000004,0.025000000000000022,-0.09333333333333334,0.22188585654190154,0.10999999999999999,-0.16999999999999998,-0.039293818887717956,0.03940677803855945,-0.010934790897525248,-0.011721042022298955,0.24202109534060137,0.45,0.24124054722688595,0.34,0.2423727961109959,0.67,0.000780548113715418,0.10999999999999999,11,0.10468649850163211,0.9945052725005875,0.0
2013-03-31,0.46,423.0,Tokyo,2013,13,0,2013,22,3,2,1.0,6.123233995736766e-17,0.801017022833015,0.24402509178409448,0.24875748246356952,0.005587236694476289,98655.27476749348,58.28075747601476,1286.444475030609,0.07,0,1,0,1403072.081093698,0.11225154222068347,24074.362480122658,0.9726797097523345,29899.249888880877,0.00819805101605009,0.0013146540954984687,0.0006253117475038261,0.42500000000000004,0.46,0.24271043768859601,0.24402509178409448,0.42500000000000004,0.0050000000000000044,0.04,0.08888194417315574,0.10999999999999999,0.13,-0.008464190933766455,0.015574608714757214,0.00819805101605009,0.030853883935874293,0.24271043768859601,0.39,0.24202109534060137,0.45,0.24124054722688595,0.34,0.0006893423479946426,-0.06,12,0.11416363137573679,0.9934619596497416,0.0
