Year,,date,ILI+,Influenza_Reported_Cases,Prefecture,flu_season_year,flu_weekid,holiday_effect,month,season,month_sin,month_cos,ILI_est,beta,gamma,xi,S,I,R,ILI_growth_rate,diff_spike,status,ili_status,SIR,ILI*beta,SIR_new,I_gr,SIR_gr,ILI_est_gr,beta_gr,beta_diff2,mean_2,max_2,min_2,avg_2,ILI,ILI_diff,diff_mean_4,diff_std_4,diff_max_4,seq_diff2,diff_mean_4_est,diff_std_4_est,diff_max_4_est,seq_diff2_est,beta_lag1,ILI_lag1,beta_lag2,ILI_lag2,beta_lag3,ILI_lag3,beta_lag1_gr,ILI_lag1_gr,time_idx,time_sin,time_cos,decay_distance
2013,0,2013-01-06,0.44,1127.0,Tokyo,2013,1,0,1,1,0.49999999999999994,0.8660254037844387,0.47268372846944073,0.1142029166064033,0.2496169486569435,0.0055029520118050415,99843.62097128351,42.520862440175804,113.8581662765562,0.0,0,1,0,484841.2731477238,0.05024928330681745,11402.43271946483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0,0.0,1.0,0.0
2013,1,2013-01-13,0.86,5866.0,Tokyo,2013,2,0,1,1,0.49999999999999994,0.8660254037844387,0.5116501362274141,0.1649196204236268,0.2494676621312334,0.005514257196977181,99749.5462275005,39.6078311629835,210.84594133655625,0.42,0,1,0,651574.8569087405,0.14183087356431903,16450.657301268395,-2.913031277192303,166733.58376101666,0.03896640775797333,0.050716703817223485,0.050716703817223485,0.65,0.86,0.1142029166064033,0.1649196204236268,0.65,0.65,3.0,0.0,0.0,0.42,3.0,0.0,0.0,0.03896640775797333,0.1142029166064033,0.44,,,,,0.0,0.0,1,0.009534279380682539,0.9999545477253909,0.0
2013,2,2013-01-20,0.57,9989.0,Tokyo,2013,3,0,1,1,0.49999999999999994,0.8660254037844387,0.5859610654701729,0.19642961782218926,0.24935098149908833,0.0055259232958031375,99634.19627544528,43.0663248381807,322.73739971668545,-0.29000000000000004,0,1,0,842855.6556566748,0.11196488215864787,19571.10709640671,3.4584936751971966,191280.79874793428,0.07431092924275884,0.03150999739856247,-0.019206706418661013,0.715,0.86,0.1649196204236268,0.19642961782218926,0.715,0.06499999999999995,0.043333333333333314,0.35697805721547277,0.42,-0.71,0.03775911233357739,0.03717017248967111,0.07431092924275884,0.03534452148478551,0.1649196204236268,0.86,0.1142029166064033,0.44,,,0.050716703817223485,0.42,2,0.019067692051995856,0.9998181950333822,0.0
2013,3,2013-01-27,0.98,17259.0,Tokyo,2013,4,0,1,1,0.49999999999999994,0.8660254037844387,0.7361265955450474,0.21857819450812774,0.24915872254222468,0.005553129001264789,99478.52670558909,54.36901290494597,467.10428150612546,0.41000000000000003,0,1,0,1182190.9413877008,0.2142066306179652,21743.83675963623,11.30268806676527,339335.2857310261,0.15016553007487454,0.022148576685938476,-0.009361420712623997,0.7749999999999999,0.98,0.19642961782218926,0.21857819450812774,0.7749999999999999,0.05999999999999994,0.18000000000000002,0.40706264874095244,0.42,0.7000000000000001,0.08781428902520223,0.056816078226791335,0.15016553007487454,0.0758546008321157,0.19642961782218926,0.57,0.1649196204236268,0.86,0.1142029166064033,0.44,0.03150999739856247,-0.29000000000000004,3,0.02859937138335856,0.9995909543190539,0.0
2013,4,2013-02-03,1.25,15006.0,Tokyo,2013,5,0,2,1,0.8660254037844386,0.5000000000000001,0.9579107178261226,0.2322272564402923,0.24902040336688733,0.005585796152890623,99289.60423028556,70.17378412584497,640.2219855885436,0.27,0,1,0,1618049.7381828222,0.29028407055036537,23057.752383441657,15.804771220899006,435858.7967951214,0.22178412228107514,0.013649061932164558,-0.008499514753773918,1.115,1.25,0.21857819450812774,0.2322272564402923,1.115,0.3400000000000001,0.13,0.3704051835490427,0.41000000000000003,-0.14,0.1487535271995695,0.07374673538753447,0.22178412228107514,0.0716185922062006,0.21857819450812774,0.98,0.19642961782218926,0.57,0.1649196204236268,0.86,0.022148576685938476,0.41000000000000003,4,0.03812845090175773,0.9992728462396205,0.0
2013,5,2013-02-10,0.79,8804.0,Tokyo,2013,6,0,2,1,0.8660254037844386,0.5000000000000001,1.0038861031646586,0.23659624484046546,0.24895420584300615,0.005590590812196612,99156.78522960367,72.18593411078618,771.0288362854884,-0.45999999999999996,0,1,0,1693490.8956915182,0.18691103342396773,23460.12303577676,2.0121499849412032,75441.15750869596,0.04597538533853607,0.004368988400173163,-0.009280073531991395,1.02,1.25,0.2322272564402923,0.23659624484046546,1.02,-0.09499999999999997,0.07333333333333336,0.4671545069175008,0.41000000000000003,-0.73,0.1393083458981619,0.08840580768545707,0.22178412228107514,-0.17580873694253907,0.2322272564402923,1.25,0.21857819450812774,0.98,0.19642961782218926,0.57,0.013649061932164558,0.27,5,0.047654064370515295,0.9988638997125538,0.0
2013,6,2013-02-17,0.72,3811.0,Tokyo,2013,7,0,2,1,0.8660254037844386,0.5000000000000001,0.9881310174734017,0.2384440279408505,0.2489262551500135,0.005593041542957906,99044.90493729002,71.32446023978797,883.7706024701955,-0.07000000000000006,0,1,0,1684445.960838286,0.17167970011741235,23616.666080266063,-0.8614738709982106,-9044.934853232233,-0.015755085691256943,0.0018477831003850531,-0.0025212052997881096,0.755,0.79,0.23659624484046546,0.2384440279408505,0.755,-0.265,-0.08666666666666667,0.3652852766446156,0.27,0.3899999999999999,0.08400147397611808,0.12325058374642954,0.22178412228107514,-0.06173047102979301,0.23659624484046546,0.79,0.2322272564402923,1.25,0.21857819450812774,0.98,0.004368988400173163,-0.45999999999999996,6,0.05717534586803284,0.9983641519129535,0.0
2013,7,2013-02-24,0.59,2611.0,Tokyo,2013,8,0,2,1,0.8660254037844386,0.5000000000000001,0.9375327376969477,0.2394883076038481,0.24892794182443811,0.005596091218468993,98958.2561171296,68.25421949483606,973.4896633754771,-0.13,0,1,0,1617580.3146877878,0.14129810148627037,23699.345280919515,-3.070240744951903,-66865.64615049819,-0.050598279776454036,0.0010442796629975826,-0.0008035034373874705,0.655,0.72,0.2384440279408505,0.2394883076038481,0.655,-0.09999999999999998,-0.22,0.20999999999999994,-0.07000000000000006,-0.05999999999999994,-0.006792660043058303,0.04890666624868418,0.04597538533853607,-0.03484319408519709,0.2384440279408505,0.72,0.23659624484046546,0.79,0.2322272564402923,1.25,0.0018477831003850531,-0.07000000000000006,7,0.06669142986650786,0.9977736482701679,0.0
2013,8,2013-03-03,0.67,1907.0,Tokyo,2013,9,0,3,2,1.0,6.123233995736766e-17,0.9403463662378503,0.24132359700015618,0.24890424696601116,0.005599592474825258,98860.73011325498,67.43257152579068,1071.8373152192567,0.08000000000000007,0,1,0,1608767.6521262857,0.16168680999010465,23857.42699299235,-0.8216479690453866,-8812.662561502075,0.002813628540902613,0.0018352893963080874,0.0007910097333105048,0.63,0.67,0.2394883076038481,0.24132359700015618,0.63,-0.025000000000000022,-0.04,0.10816653826391966,0.08000000000000007,0.21000000000000008,-0.021179912308936122,0.027116038527029387,0.002813628540902613,0.05341190831735665,0.2394883076038481,0.59,0.2384440279408505,0.72,0.23659624484046546,0.79,0.0010442796629975826,-0.13,8,0.07620145131061415,0.9970924424636645,0.0
2013,9,2013-03-10,0.34,1471.0,Tokyo,2013,10,0,3,2,1.0,6.123233995736766e-17,0.8189277841299876,0.23996284333766782,0.24888785214720252,0.005605135186566279,98827.97357961534,59.254699582767635,1112.7717208019353,-0.33,0,1,0,1405227.6621323284,0.08158736673480707,23715.04154146441,-8.177871943023042,-203539.98999395734,-0.12141858210786272,-0.001360753662488362,-0.0031960430587964495,0.505,0.67,0.23996284333766782,0.24132359700015618,0.505,-0.125,-0.12666666666666665,0.20502032419575708,0.08000000000000007,-0.4100000000000001,-0.056401077781138044,0.062319057191056564,0.002813628540902613,-0.12423221064876533,0.24132359700015618,0.67,0.2394883076038481,0.59,0.2384440279408505,0.72,0.0018352893963080874,0.08000000000000007,9,0.08570454569613928,0.9963205964181501,0.0
2013,10,2013-03-17,0.45,1061.0,Tokyo,2013,11,0,3,2,1.0,6.123233995736766e-17,0.7883085389691277,0.2402740373863879,0.2488895760752077,0.005605948534000538,98765.57351726203,56.724838522319885,1177.7016442155052,0.10999999999999999,0,1,0,1346125.974066585,0.10812331682387455,23730.80310377466,-2.5298610604477503,-59101.68806574331,-0.030619245160859898,0.0003111940487200704,0.0016719477112084324,0.395,0.45,0.23996284333766782,0.2402740373863879,0.395,-0.10999999999999999,-0.046666666666666655,0.24583192089989722,0.10999999999999999,0.44,-0.04974139957594,0.0642857148422216,0.002813628540902613,0.09079933694700282,0.23996284333766782,0.34,0.24132359700015618,0.67,0.2394883076038481,0.59,-0.001360753662488362,-0.33,10,0.09519984914857195,0.9954581802979415,0.0
2013,11,2013-03-24,0.39,870.0,Tokyo,2013,12,0,3,2,1.0,6.123233995736766e-17,0.7522564394636126,0.240538634218615,0.24889377785001102,0.005601717738927654,98714.69302221987,54.26444249384877,1231.0425352862558,-0.06,0,1,0,1288492.7685971204,0.09381006734525985,23744.697436874612,-2.4603960284711164,-57633.20546946465,-0.03605209950551502,0.0002645968322270986,-4.659721649297177e-05,0.42000000000000004,0.45,0.2402740373863879,0.240538634218615,0.42000000000000004,0.025000000000000022,-0.09333333333333334,0.22188585654190154,0.10999999999999999,-0.16999999999999998,-0.06269664225807921,0.05092718960804492,-0.030619245160859898,-0.005432854344655125,0.2402740373863879,0.45,0.23996284333766782,0.34,0.24132359700015618,0.67,0.0003111940487200704,0.10999999999999999,11,0.10468649850163211,0.9945052725005875,0.0
2013,12,2013-03-31,0.46,423.0,Tokyo,2013,13,0,3,2,1.0,6.123233995736766e-17,0.7368506612480371,0.24154428206663558,0.248937294037915,0.0055967569659621155,98656.785969172,52.99932322484393,1290.2147076032356,0.07,0,1,0,1262972.9469698935,0.11111036975065237,23829.982537925374,-1.2651192690048418,-25519.82162722689,-0.015405778215575539,0.0010056478480205966,0.000741051015793498,0.42500000000000004,0.46,0.240538634218615,0.24154428206663558,0.42500000000000004,0.0050000000000000044,0.04,0.08888194417315574,0.10999999999999999,0.13,-0.027359040960650154,0.010702305558717502,-0.015405778215575539,0.020646321289939484,0.240538634218615,0.39,0.2402740373863879,0.45,0.23996284333766782,0.34,0.0002645968322270986,-0.06,12,0.11416363137573679,0.9934619596497416,0.0
