date,week_ahead,point,mode,true,q_1,q_2,q_5,q_10,q_15,q_20,q_25,q_30,q_35,q_40,q_45,q_55,q_60,q_65,q_70,q_75,q_80,q_85,q_90,q_95,q_97,q_99
2013-06-16,0,0.22,train,0.14,1.3748983934214154e-05,0.00010487608633433878,0.000487957609053012,0.002274794258022505,0.005615899826402536,0.010703620443769858,0.017727756859734017,0.026899193178282765,0.03846790679784645,0.052742142104440184,0.07011283729621096,0.11634408995264824,0.1468077727374382,0.1837918555030517,0.22923794084729762,0.28618389975893566,0.3597645179785489,0.4596934812625344,0.6079965211514062,0.8758324059239514,1.1558455862779704,1.5380086775709483
2013-06-23,0,0.14,train,0.24,3.6370698909966825e-08,8.857329139158677e-07,9.912746295138796e-06,0.00011095540158612518,0.0004559780890533301,0.001243975866363121,0.0027132270155390153,0.005140949730341024,0.00884796748527843,0.014208959385744494,0.021670065303195877,0.0452211449341916,0.06291095638006008,0.08609801119827777,0.11659834518494008,0.15722285159519933,0.2127014235907984,0.29198457468890154,0.41545069712137356,0.6494560320773832,0.9032367612799806,1.258416080465616
2013-06-30,0,0.24,train,0.31,3.2957995209346224e-05,0.000212269772738359,0.0008692141414838651,0.003569224512741668,0.008188618654946266,0.014827203810064709,0.023614695848956813,0.03472128663701244,0.04836942846064573,0.06484959761444763,0.08454280628969074,0.1357634823207076,0.16890899107822277,0.2087238537328646,0.2571832075472858,0.3173789642382191,0.39453616714553347,0.4985324017757036,0.6517406675947173,0.9263270004005225,1.2116596031898912,1.5993936465806264
2013-07-07,0,0.31,train,0.33,0.0002947763603840693,0.0012479331191832686,0.003725785514219366,0.01119247186833196,0.021454406277242592,0.0342726921513912,0.04960934410644872,0.06754335850004187,0.08824845260051167,0.11199366661041804,0.13915867982919133,0.20602345794194665,0.24742662472723928,0.29588549532186,0.3534916627647387,0.4235150877862583,0.5114697180239937,0.6277499353093112,0.7958167474434523,1.0909908745063195,1.3927017247749618,1.7977647425984555
2013-07-14,0,0.33,train,0.39,0.0004670544032591421,0.0018126309917830573,0.005069952975454441,0.014282920261843392,0.02638963358990481,0.04109076178786014,0.058327630665686706,0.07817281636029262,0.10080036272475956,0.12648359805720763,0.15560941524458827,0.22650708332447128,0.2700126035636685,0.3206599451187283,0.3805730290599183,0.4530695623537864,0.5437394793603365,0.663111748320151,0.8349296374754912,1.1353327009056855,1.441237198616824,1.8507756132607693
2013-07-21,0,0.39,train,0.53,0.0014144762163426912,0.004465046880287922,0.010700337563778297,0.02590125725980724,0.043880103752369344,0.06432030649407128,0.08718429193869263,0.11257368909416884,0.14069373572537686,0.17185030219852807,0.20646492244933748,0.2885457458295683,0.3378436784032565,0.3945041492295431,0.46074460203812073,0.540018451867382,0.6381294973181723,0.7659836842218343,0.9481136735181805,1.2629510121185379,1.5804943850476434,2.0025243093700453
2013-07-28,0,0.53,train,0.55,0.007385332545143117,0.017330579999814036,0.03330989440615921,0.06498486408037962,0.0973191229269695,0.13087694941407085,0.16604628177403696,0.20318715886367147,0.24268515190927342,0.284986176664674,0.33063131002818247,0.4348800462900889,0.4955554090312803,0.5639829899831102,0.6425783716278591,0.735075591603009,0.8477148167888529,0.9921664541506999,1.194561738873102,1.5379844962551172,1.8788057893545822,2.3260791802396286
2013-08-04,0,0.55,train,0.93,0.008770571899576592,0.019979757909423995,0.037566416097755115,0.07173088900081605,0.106106510890759,0.1414663602164874,0.17828821512577891,0.2169822098251129,0.2579664417568795,0.3017104936638911,0.3487744681552482,0.4558551929505949,0.5179775769335179,0.5878991943030788,0.6680618678672041,0.7622363836233396,0.8767197059390507,1.0232814893637139,1.228260473193369,1.575345473436491,1.9191674279618123,2.369715889829035
2013-08-11,0,0.93,train,1.33,0.063078210681278,0.1049722741641061,0.1563642834058255,0.23751579602688716,0.30778699200943554,0.3736445766979362,0.4377589017378433,0.5016739665909136,0.5665006895300082,0.6331864211391917,0.7026567522623475,0.8541592354726879,0.9388837597695352,1.0321084371756952,1.1367039028554058,1.2570354160321322,1.400314046932507,1.579904111204966,1.8254810904559031,2.2304920882329715,2.6221721795399846,3.1254180971942445
2013-08-18,0,1.33,train,0.89,0.1700640310766085,0.24798127558323213,0.3345573611150552,0.46028564033339614,0.562558509900993,0.6546976561896822,0.7418222275336795,0.8266796796170015,0.9110865431751236,0.9964591175527221,1.0840694330299776,1.271317330629042,1.374162207043805,1.4860477458925798,1.6102037928303836,1.7514896172780574,1.9178731039784014,2.124037979900531,2.4024250043998534,2.854600218749378,3.28561689074929,3.8326178857934567
2013-08-25,0,0.89,train,0.78,0.054951818787435866,0.09329310565296763,0.14104911774558937,0.21743214351301562,0.2842015972087728,0.34714809707971706,0.40869372658775105,0.47025825300858115,0.5328787084561732,0.5974527191480964,0.6648687080990806,0.8123143656682603,0.8949797179601272,0.9860829911097546,1.0884546513011308,1.2064045703797626,1.3470588714858758,1.523633770043473,1.7654945963834374,2.165179366967792,2.5524339148450568,3.050777295177753
2013-09-01,0,0.78,train,1.46,0.03540187560830273,0.06419955237595847,0.10193722549242845,0.16492806528587303,0.22173798447567183,0.2763481926501702,0.3305057964148395,0.38528925314704604,0.4415308995571254,0.49998958209806815,0.5614492676215959,0.6971186561131114,0.7738022898825232,0.8587417316315169,0.9546517819067581,1.0656825781994348,1.1987150875156702,1.366538065529621,1.5976219650347445,1.9818839356887785,2.356348289529154,2.8405520429962587
2013-09-08,0,1.46,train,2.12,0.21338569390600462,0.30281730357453573,0.4002307194721267,0.5393132080849123,0.6509970257784933,0.7507874491532271,0.8445674504185559,0.9354547174193801,1.0254804883550839,1.1162023779125452,1.2089958613900555,1.4064383851923556,1.5144453388612067,1.6316450907660929,1.7613712240548245,1.9086253721196291,2.0815933298514286,2.2953387432493186,2.583099234104851,3.0487841348819757,3.4911066260565162,4.050730251517829
