date,week_ahead,point,mode,true,date_origin,q_1,q_2,q_5,q_10,q_15,q_20,q_25,q_30,q_35,q_40,q_45,q_55,q_60,q_65,q_70,q_75,q_80,q_85,q_90,q_95,q_97,q_99
2024-01-28,7,1.9935629957345404,train_seed42,0.11,2023-12-10,0.14925311015874862,0.2435640054467539,0.35750758783079245,0.5350858066688233,0.6873261161246461,0.8290810650342184,0.9664057439644966,1.1027512943665536,1.240559990230749,1.3818789277468035,1.5286771018299947,1.8475270243660273,2.025160759492407,2.220119426364411,2.438289910241082,2.6886012205835192,2.9857712248142882,3.3570188811329422,3.8626393145813833,4.691870158245184,5.48878880343313,6.506031172467083
2024-02-04,7,2.112833027646067,train_seed42,0.16,2023-12-17,0.1771801978256506,0.2823219647401298,0.40707695616945905,0.5985620424934016,0.7608767310748056,0.9109393648778292,1.0555523944741356,1.1985370014613588,1.3425534475012364,1.4897940687864022,1.6423351924560885,1.9724764480163595,2.155816612672253,2.356636466227882,2.580931240060295,2.8377779123437135,3.14211953827071,3.5215650535690686,4.0372207420366895,4.880680533602863,5.689255020153884,6.719189543937659
2024-02-11,7,2.144704623386491,train_seed42,0.2,2023-12-24,0.18500039095091975,0.2930449910625489,0.4206736146704325,0.6158321318064061,0.7807969005870515,0.9330399393874289,1.0795630315445786,1.2242857371210285,1.3699261231912012,1.5187149523336985,1.6727568868865572,2.005847530010077,2.1906777847378205,2.393027941651431,2.6189215953317913,2.877474434854813,3.183688408501916,3.5652744315482425,4.083550918969743,4.930728140852723,5.742349359819507,6.775603368560512
2024-02-18,7,2.158627124139917,train_seed42,0.27,2023-12-31,0.1884627330679389,0.29777612649136775,0.4266578285940975,0.6234153666680499,0.7895323466015461,0.9427227826811182,1.0900754615218773,1.23555284391136,1.3818981864721571,1.531358985894139,1.6860522365079262,2.020422671306252,2.2058994433365715,2.408913540320873,2.6355008716991284,2.894793931145385,3.20182023031133,3.5843349487737686,4.103748578698227,4.95253893340619,5.765482432992817,6.800177325674577
2024-02-25,7,2.1278295559404565,train_seed42,0.31,2024-01-07,0.18084139764508927,0.28734871048907934,0.41345669778924665,0.6066724854836346,0.7702362788400989,0.9213268827507803,1.0668405666712586,1.2106448310833644,1.3554271611049684,1.5033979941667048,1.6566470081132285,1.988179476201256,2.172222533353832,2.3737642584814362,2.598813258692072,2.856464768973277,3.161689620617067,3.5421448471177794,4.059036781495718,4.904250036942108,5.714261551444726,6.74576165768689
2024-03-03,7,1.782473901330078,train_seed42,0.63,2024-01-14,0.10526231334895997,0.18064338816684883,0.2752851654936973,0.4276354260446603,0.5614049851861045,0.687839847575694,0.8116736492942428,0.9356977169681335,1.0619630156275897,1.1922543589612038,1.3283458108853226,1.6261202574956637,1.7930944387664622,1.9771010480178632,2.1838258999155,2.421922955893174,2.705691149451222,3.0616237415423395,3.5485066196385735,4.351195646819523,5.126400522176157,6.120032522928672
2024-03-10,7,1.4786655753521711,train_seed42,0.65,2024-01-21,0.05514194001854995,0.10446210824150132,0.1713151740816108,0.286093710039184,0.39172822792599393,0.49453892543135725,0.5974035408897718,0.7021693035288943,0.8103188417499306,0.923250923228788,1.042449055280476,1.306889722279834,1.4569774513857168,1.6236236027105178,1.8121999187561761,2.030929264422783,2.293452797700108,2.625123692439025,3.082357452089467,3.8431353915202875,4.584145958338056,5.540707030315946
2024-03-17,7,1.1258652368862414,train_seed42,1.2,2024-01-28,0.01795823485975067,0.040953888496680184,0.07706038626905418,0.1472372360867686,0.2178612830733678,0.290505394380689,0.36614267719163096,0.4456088617159397,0.5297559523222339,0.6195406877529464,0.7161038567754723,0.9356580884372726,1.0629326406722963,1.2060961646168165,1.3701085413235568,1.5626230656410771,1.7964084037860304,2.095303318811605,2.5125757438497676,3.2170960640797683,3.9124495314857968,4.8197943344954295
2024-03-24,7,0.9522188776990591,train_seed42,1.41,2024-02-04,0.00788400085475984,0.020771082110155447,0.04350375900966021,0.0922967788595083,0.14500654783792083,0.2016509811673462,0.26250830764312727,0.32801637242806886,0.3987633228565928,0.4755104689330112,0.5592391180363042,0.7531648471129017,0.8673544253774602,0.9970251235166101,1.146909971090262,1.324345016334396,1.5416100058852085,1.8216929605880121,2.216093585711821,2.8885745188636642,3.5580917680633712,4.437776708014766
2024-03-31,7,0.6752683540127651,train_seed42,1.9,2024-02-11,0.000949140054687225,0.003692629437638079,0.010347192877904032,0.02920123767477296,0.05400576621136718,0.08414546339842821,0.11949797053973497,0.16020987438555592,0.20663555990682111,0.25933253523280697,0.3190904082499677,0.46452073542202577,0.5537310035828668,0.6575498154594273,0.7803069023074076,0.9287612266394931,1.1142917114924866,1.3583095469960564,1.7090326369432276,2.320765004050444,2.941748292816931,3.7699850479750157
2024-04-07,7,0.7113376780256062,train_seed42,2.43,2024-02-18,0.0013659934504554592,0.004963296438250506,0.013213345691189999,0.03545866338788227,0.0637159835253191,0.09730317428494717,0.13608344563751065,0.18020557585921732,0.2300333060785498,0.2861375987924437,0.34932477173603926,0.5017648507985945,0.5946111956722531,0.7022043682878748,0.828929693462532,0.9816272411513955,1.1718039187837856,1.4210961220882559,1.778191216029731,2.3987447400768316,3.0267322329307484,3.862344939185701
2024-04-14,7,0.9182605263629109,train_seed42,4.25,2024-02-25,0.006490633314657327,0.01770661083984686,0.03805922881655656,0.08281785784479458,0.13201287886656918,0.18544911201540892,0.2433006129682073,0.3059417452575163,0.37391638296894786,0.44795156902722766,0.5289995176769451,0.7175493637874266,0.8289863956777807,0.9558155181913445,1.1027231828128097,1.276979822829899,1.4907636573345067,1.7668857313779103,2.1564778205404025,2.8222407831690015,3.486359385475535,4.360285853416795
2024-04-21,7,0.9572688958648193,train_seed42,5.4,2024-03-03,0.008106427392713918,0.021251311923689314,0.044345596941773355,0.09374402337043644,0.1469767909941224,0.2040963460575064,0.26539744252988506,0.33132784736148546,0.4024825447715206,0.4796280812835689,0.5637501687285771,0.758464145191172,0.8730570617814536,1.0031440359864612,1.153464959107494,1.3313655296064997,1.5491404124808899,1.8298036224705088,2.2249089016276056,2.8983748582645585,3.5686842641519494,4.449214817724428
2024-04-28,7,1.1209520704540805,train_seed42,4.83,2024-03-10,0.017601579013862844,0.04027911467888688,0.07598463159122995,0.14554492191584084,0.21566604015289398,0.28786763315435565,0.36310009735772514,0.44218658174707176,0.5259709739944393,0.6154041482547296,0.7116222164491747,0.930489375829319,1.0574138217353257,1.2002166061721278,1.3638514362802647,1.5559630150291441,1.7893068028310306,2.0876986104217683,2.5043586703694727,3.2080194732050127,3.9026780634923846,4.80927691316933
2024-05-05,7,0.8193822352198425,train_seed42,3.25,2024-03-17,0.0033823755468941883,0.010387716586683622,0.024388057589110605,0.057855905130358494,0.09688844640412861,0.14087490409193212,0.18976405656234266,0.24378299289019362,0.3033669817735883,0.3691549101162043,0.4420209743860469,0.6141000552927792,0.7170820760686992,0.8351735029915865,0.9729206816018345,1.1373953479010384,1.3404671218744777,1.604408190933845,1.97922963136383,2.6244003577784847,3.27201627958983,4.128391698783131
2024-05-12,7,1.1463861354198661,train_seed42,2.86,2024-03-24,0.019494662798003555,0.04383690600099323,0.08162968364968602,0.15438613581137983,0.227107151328255,0.3015928526308684,0.3789127668890561,0.45995582434599097,0.5456082380461497,0.6368513909979879,0.7348456714506884,0.9572481053921209,1.0859736452762658,1.2306320850624073,1.3962089478872164,1.5903931919997665,1.826008280966577,2.1269882055424967,2.546798804814485,3.2548826389842063,3.9531179944659787,4.8635576228645085
2024-05-19,7,1.635606285755596,train_seed42,3.2,2024-03-31,0.07901066691789575,0.14155081562106817,0.2227182697611051,0.3570734463254226,0.47747826098113133,0.5927416474363164,0.7066883693007049,0.8216505905612933,0.93940440211649,1.061548836698421,1.18971879070029,1.471876368577053,1.6309438277975277,1.8068235607308403,2.0050535537614325,2.234085115573404,2.5079081709976894,2.8524805105009854,3.3254746072213406,4.1085159856358855,4.867674953822532,5.843892508400681
2024-05-26,7,2.3547457740642836,train_seed42,3.38,2024-04-07,0.24012359073342418,0.3673273196616344,0.5137051317583176,0.7326259297949752,0.9146354200768876,1.08085857046221,1.23960353950279,1.3954318122663139,1.551437324003863,1.710099920205568,1.8737073883400734,2.2255837082552743,2.4199005448235615,2.6319914623524223,2.86806124386018,3.1374726471662893,3.455603324581168,3.850814662948137,4.3857782491394275,5.256637090694002,6.087680689227035,7.142112118806741
2024-06-02,7,3.4002078049094893,train_seed42,2.42,2024-04-14,0.5925061411602972,0.8128401184944343,1.0468346752167668,1.3735787050212442,1.631420054340673,1.8591692831585793,2.071320506356177,2.2754309396913466,2.4763283448837736,2.677629616964163,2.8824500997692506,3.315061457250332,3.5500755629370397,3.8039206337645335,4.08358714722926,4.399505597459509,4.768674317841724,5.22225875058615,5.82876466096545,6.80130634667599,7.715922379097341,8.861699508957933
2024-06-09,7,4.52441374306685,train_seed42,2.46,2024-04-21,1.0793309133560434,1.3923465067103142,1.7103718396667733,2.137652608376139,2.46484399117724,2.7482480097689352,3.008354967826999,3.255587447035979,3.4964137117278837,3.7355158168292766,3.9767766426423794,4.480555436763256,4.751359077281951,5.0418789998669045,5.35980203283624,5.716500925942883,6.130400632660357,6.635131948366661,7.30432873179218,8.366029307800755,9.354010277578308,10.580093764405088
2024-06-16,7,3.8895708360229344,train_seed42,1.84,2024-04-28,0.7930521079500445,1.0547451389992033,1.3265051848336056,1.698678997170855,1.9879764886513298,2.2410247388648545,2.4750075928275628,2.6987708397654195,2.9178815192694962,3.136437469297162,3.357901288063621,3.8230395612491614,4.0744205298458755,4.345042561873583,4.642214304251276,4.9767972197453485,5.366442565455538,5.843444498694064,6.478656944036613,7.492028112873161,8.440240908147164,9.622791751900833
2024-06-23,7,2.8546347089685353,train_seed42,1.47,2024-05-05,0.39393293004328694,0.5663566030313977,0.7558483075742443,1.0283559969815639,1.2483055471820403,1.4454252092177384,1.631054663083021,1.8112306148127963,1.9899041181629618,2.1701190882216355,2.35457525038162,2.7473305805777493,2.962267642620856,3.1955209084472633,3.4536919271512825,3.7466833179345462,4.090692730998574,4.515500680780327,5.08673137271898,6.009114501061727,6.8824787389485484,7.983133000797768
2024-06-30,7,2.1132865933917104,train_seed42,1.58,2024-05-12,0.17729044724006343,0.2824735055543184,0.4072694402407987,0.5988069296597935,0.7611594537222114,0.9112532313002276,1.055893551153348,1.1989029965209386,1.3429426530590944,1.4902054049599776,1.642767983624762,1.9729514063921223,2.1563128761252615,2.3571546102886,2.5814722455920704,2.8383433134898977,3.1427117109661777,3.522187831429613,4.0378809908162365,4.88139392846599,5.690011968156359,6.719993938831399
2024-07-07,7,2.109676684307557,train_seed42,1.25,2024-05-19,0.17641381280045282,0.281268251296406,0.4057382823037411,0.5968585967476473,0.7589098918015004,0.9087557054239624,1.0531787362632097,1.1959904106909796,1.3398452551488238,1.4869317914068276,1.6393235325452968,1.9691711915535985,2.15236301478798,2.3530305192028336,2.577166114115873,2.8338429255290203,3.137998147677042,3.517230567186522,4.032625356626047,4.875715110795687,5.683986355760531,6.713590531726185
2024-07-14,7,2.075934773132567,train_seed42,1.16,2024-05-26,0.16831279177430838,0.27009761511323477,0.3915172709331954,0.5787270466009843,0.7379518312474399,0.8854696607678878,1.027851970788126,1.1688057674262016,1.31092414957138,1.4563547620276098,1.6071409455475143,1.9338326848790883,2.1154298387743102,2.31445954003524,2.536883879042692,2.7917345894437164,3.09388588332856,3.470827481806272,3.98341769248804,4.82253002543501,5.6275422119532275,6.6535964850175695
2024-07-21,7,2.2889525057749287,train_seed42,0.97,2024-06-02,0.2222033320865611,0.34340508289410954,0.4839470085435466,0.6955071995250917,0.8722539584345398,1.0341682522068378,1.1891506310493745,1.3415627778111958,1.4943818645687743,1.6500104939992006,1.8106797596091369,2.156787976960766,2.348192749241757,2.5572939096928073,2.790240515784006,3.0563193772273936,3.370792687349965,3.761821952053855,4.291662929625013,5.155249902026308,5.980327186239295,7.0282503410449255
2024-07-28,7,1.9898078346168269,train_seed42,0.78,2024-06-09,0.14840885564405742,0.24237985926172828,0.3559817047620505,0.5331179664023221,0.6850369668020694,0.8265264362638655,0.9636179151198828,1.0997508515733456,1.2373606157744632,1.3784896948762355,1.5251036712596522,1.8435912940803374,2.021041880293202,2.2158124109536756,2.4337863014924155,2.6838878200182785,2.9808276162407084,3.351812147686297,3.857110539121131,4.685884910329518,5.482429793212188,6.499265365847978
