date,week_ahead,point,mode,true,date_origin,q_1,q_2,q_5,q_10,q_15,q_20,q_25,q_30,q_35,q_40,q_45,q_55,q_60,q_65,q_70,q_75,q_80,q_85,q_90,q_95,q_97,q_99
2023-02-26,0,0.7089010737044684,train,0.5907731455117622,2023-02-26,0.0250609388750457,0.0479700372888316,0.0792818154977189,0.1334281534013901,0.1835327422249127,0.2324718406810103,0.2815699075855959,0.3316880717329037,0.3835265698472588,0.4377536168509147,0.4950842014275748,0.6225751008448943,0.695099925544137,0.7757524819238947,0.8671681987924497,0.973387331168994,1.1011220056883633,1.2628665136477977,1.4864751213052578,1.8600623277600803,2.2256981696686915,2.700170343770502
2023-03-05,0,0.614531048170573,train,0.5975209883476063,2023-03-05,0.0142431763776773,0.0298913930970951,0.052888286941928,0.0951598895619693,0.1360386563378173,0.1770703672104447,0.2190533067318335,0.2625718301469631,0.3081548226581255,0.3563509983753475,0.407782991865777,0.5235630415258198,0.5901241920366564,0.6646265111304848,0.749593452142818,0.8489097277486022,0.9690480688321964,1.122085059275295,1.3350012363512715,1.6933581387648864,2.046437857700111,2.507116206093832
2023-03-12,0,0.6456107292060271,train,0.5631646394439607,2023-03-12,0.0174355175542854,0.0353884866263357,0.0610836920920924,0.1072739553298794,0.1512309595534987,0.1949167795661569,0.2392970263364725,0.2850450438860572,0.3327453014114734,0.3829855832611184,0.4364189401258359,0.5561766001213307,0.6247646426105419,0.701357716358617,0.7885170616630499,0.8901799614788234,1.0129001205789827,1.1688954429931533,1.385442026143227,1.748964577280881,2.10629723891473,2.5716411252436187
2023-03-19,0,0.6128901847704944,train,0.4910759902991101,2023-03-19,0.0140847510082478,0.0296140240104537,0.052469873691289,0.0945346222412911,0.1352498377363099,0.1761400312134765,0.2179948550233486,0.2613940428981319,0.3068635776964433,0.3549501236020985,0.4062747121396012,0.5218411644463847,0.5882934279326203,0.6626834140563768,0.747532554738633,0.846722747731248,0.966722386003844,1.1196004814664309,1.3323217363151607,1.6904014566499708,2.043253143852328,2.50368154178452
2023-03-26,0,0.5495701405445683,train,0.5910192295241167,2023-03-26,0.0087392766807694,0.0199206903583456,0.0374724036353968,0.0715832041572654,0.1059150620389072,0.1412363982256963,0.1780230059234702,0.2166839199235646,0.2576365277653967,0.3013498981896953,0.348383722485771,0.4554043025356775,0.5174959664952686,0.5873858699414951,0.6675152765899842,0.7616541901683713,0.8760983665642232,1.0226153490237273,1.227539462494745,1.5745466501354766,1.9183048105730471,2.368783600433728
2023-04-02,0,0.654812839522176,train,0.6246803571428559,2023-04-02,0.0184506128268999,0.0371036889541389,0.0636065433811478,0.1109564521035438,0.1558175294323134,0.2002796462088662,0.245359222039736,0.2917564203413698,0.3400723601923671,0.3909064656059606,0.4449208027229341,0.5658322798581754,0.6350080088041107,0.7122071914796921,0.80000207873114,0.9023452549219104,1.025813980509852,1.1826672629705737,1.4002671722170577,1.7652895785801603,2.1238582232189898,2.5905593163065754
2023-04-09,0,0.6611857563201897,train,0.6173776409849087,2023-04-09,0.0191723301847696,0.038314670164786,0.0653789104378625,0.1135315479965016,0.1590167292809522,0.2040139443010929,0.2495751039896776,0.2964190558639713,0.3451584932355431,0.3964009158550632,0.4508146336113701,0.5725190637557104,0.6420986097870705,0.7197142452811363,0.8079458003773317,0.9107563883117512,1.0347394750005725,1.1921823439045431,1.410506209493829,1.776559750880721,2.1359784083265274,2.603613216407957
2023-04-16,0,0.6280865074758287,train,0.4479369128863906,2023-04-16,0.0155907402117718,0.032232351109516,0.0564001103409298,0.1003808992801181,0.142606871737815,0.1848023222450898,0.2278376526839616,0.2723357057047147,0.3188494742792211,0.3679446605199972,0.4202571550326978,0.5377877354777916,0.6052410972088764,0.6806638035443683,0.7665959044476269,0.8669452137069174,0.98822005372103,1.1425591297240092,1.357072896018596,1.717702251299578,2.0726521506680124,2.5353812342354334
2023-04-23,0,0.4353196361816687,train,0.5077512702637298,2023-04-23,0.0026921327005461,0.0075557529353428,0.016587985095104,0.0368529158813424,0.0594485822860866,0.084214268998474,0.1112019146551932,0.1405739071259848,0.1725816331505578,0.207569387558867,0.2459934892920789,0.3357666641876801,0.3890249387511532,0.4497864008596096,0.5203355961444194,0.6042217567092129,0.7073983403061613,0.841033988066375,1.0302108390850595,1.3549578670705382,1.6805396419305472,2.111251102961304
2023-04-30,0,0.4886681210836316,train,0.5796182415976606,2023-04-30,0.0049706927988653,0.0125014686187364,0.0252964203980647,0.0518945454571059,0.0799838946998018,0.1097537653397846,0.1414249817551526,0.175262054511878,0.2115872454592853,0.2507995545404284,0.2934017029651838,0.3915643312535811,0.449125904205453,0.5143369794010242,0.5895573754323898,0.67844278010513,0.7871120546447584,0.9270234919318716,1.1238648597883738,1.4594278628363897,1.7938222518123443,2.2340958710752323
2023-05-07,0,0.5689625448373015,train,0.5713022950819657,2023-05-07,0.0102184117619456,0.0226779013761345,0.0418220466088009,0.07835998834269,0.1146608112326488,0.1517100056841353,0.1900750845479133,0.2302155806208426,0.2725813288791433,0.3176647889775509,0.3660442947883377,0.4757479057346678,0.5392095272044292,0.6105135446535263,0.6921262361699062,0.7878525766959056,0.90404232406893,1.052557351930918,1.2599292178102188,1.6104091294288347,1.95701595132552,2.4106076867603536
