date,ILI+,Influenza_Reported_Cases,Prefecture,Year,Week,holiday_effect
2024-01-14,0.19,4186.0,Tokyo,2024,2,0
2024-01-21,0.06,6725.0,Tokyo,2024,3,0
2024-01-28,0.11,7672.0,Tokyo,2024,4,0
2024-02-04,0.16,8398.0,Tokyo,2024,5,0
2024-02-11,0.2,9475.0,Tokyo,2024,6,0
2024-02-18,0.27,8909.0,Tokyo,2024,7,0
2024-02-25,0.31,6964.0,Tokyo,2024,8,0
2024-03-03,0.63,5214.0,Tokyo,2024,9,0
2024-03-10,0.65,5588.0,Tokyo,2024,10,0
2024-03-17,1.2,5847.0,Tokyo,2024,11,0
2024-03-24,1.41,4777.0,Tokyo,2024,12,0
2024-03-31,1.9,3903.0,Tokyo,2024,13,0
2024-04-07,2.43,1744.0,Tokyo,2024,14,0
2024-04-14,4.25,819.0,Tokyo,2024,15,0
2024-04-21,5.4,504.0,Tokyo,2024,16,0
2024-04-28,4.83,298.0,Tokyo,2024,17,0
2024-05-05,3.25,141.0,Tokyo,2024,18,0
2024-05-12,2.86,82.0,Tokyo,2024,19,0
2024-05-19,3.2,73.0,Tokyo,2024,20,0
2024-05-26,3.38,60.0,Tokyo,2024,21,0
2024-06-02,2.42,53.0,Tokyo,2024,22,0
2024-06-09,2.46,62.0,Tokyo,2024,23,0
2024-06-16,1.84,81.0,Tokyo,2024,24,0
2024-06-23,1.47,78.0,Tokyo,2024,25,0
2024-06-30,1.58,76.0,Tokyo,2024,26,0
2024-07-07,1.25,124.0,Tokyo,2024,27,0
2024-07-14,1.16,139.0,Tokyo,2024,28,0
2024-07-21,0.97,121.0,Tokyo,2024,29,0
2024-07-28,0.78,111.0,Tokyo,2024,30,0
2024-08-04,1.04,102.0,Tokyo,2024,31,0
2024-08-11,0.98,79.0,Tokyo,2024,32,0
2024-08-18,0.5,61.0,Tokyo,2024,33,1
2024-08-25,0.5,108.0,Tokyo,2024,34,0
2024-09-01,0.68,130.0,Tokyo,2024,35,0
2024-09-08,0.69,208.0,Tokyo,2024,36,0
2024-09-15,0.63,201.0,Tokyo,2024,37,0
2024-09-22,0.54,246.0,Tokyo,2024,38,0
2024-09-29,0.81,290.0,Tokyo,2024,39,0
2024-10-06,0.5,335.0,Tokyo,2024,40,0
2024-10-13,0.53,393.0,Tokyo,2024,41,0
2024-10-20,0.35,308.0,Tokyo,2024,42,0
2024-10-27,0.52,307.0,Tokyo,2024,43,0
2024-11-03,0.66,386.0,Tokyo,2024,44,0
2024-11-10,0.52,468.0,Tokyo,2024,45,0
2024-11-17,0.59,873.0,Tokyo,2024,46,0
2024-11-24,0.62,1000.0,Tokyo,2024,47,0
2024-12-01,0.57,1807.0,Tokyo,2024,48,0
2024-12-08,0.66,3425.0,Tokyo,2024,49,0
2024-12-15,0.74,7256.0,Tokyo,2024,50,0
2024-12-22,0.71,16727.0,Tokyo,2024,51,0
2024-12-29,1.05,23625.0,Tokyo,2024,52,0
2025-01-05,0.17,4474.0,Tokyo,2025,1,0
2025-01-12,0.86,9166.0,Tokyo,2025,2,0
2025-01-19,0.93,4297.0,Tokyo,2025,3,0
2025-01-26,1.61,2759.0,Tokyo,2025,4,0
2025-02-02,1.74,1586.0,Tokyo,2025,5,0
2025-02-09,1.82,1124.0,Tokyo,2025,6,0
2025-02-16,2.02,685.0,Tokyo,2025,7,0
2025-02-23,1.79,655.0,Tokyo,2025,8,0
2025-03-02,1.57,589.0,Tokyo,2025,9,0
2025-03-09,1.48,769.0,Tokyo,2025,10,0
2025-03-16,1.41,865.0,Tokyo,2025,11,0
2025-03-23,1.12,810.0,Tokyo,2025,12,0
2025-03-30,1.25,798.0,Tokyo,2025,13,0
2025-04-06,0.8,495.0,Tokyo,2025,14,0
2025-04-13,1.36,519.0,Tokyo,2025,15,0
2025-04-20,1.05,394.0,Tokyo,2025,16,0
2025-04-27,1.02,372.0,Tokyo,2025,17,0
2025-05-04,0.58,234.0,Tokyo,2025,18,0
2025-05-11,0.27,185.0,Tokyo,2025,19,0
2025-05-18,0.22,174.0,Tokyo,2025,20,0
2025-05-25,0.28,132.0,Tokyo,2025,21,0
2025-06-01,0.42,102.0,Tokyo,2025,22,0
2025-06-08,0.33,84.0,Tokyo,2025,23,0
2025-06-15,0.3,96.0,Tokyo,2025,24,0
2025-06-22,0.37,60.0,Tokyo,2025,25,0
2025-06-29,0.28,84.0,Tokyo,2025,26,0
2025-07-06,0.55,104.0,Tokyo,2025,27,0
2025-07-13,0.56,92.0,Tokyo,2025,28,0
2025-07-20,0.91,96.0,Tokyo,2025,29,0
2025-07-27,1.37,186.0,Tokyo,2025,30,0
2025-08-03,1.63,176.0,Tokyo,2025,31,0
2025-08-10,2.5,98.0,Tokyo,2025,32,0
2025-08-17,1.42,83.0,Tokyo,2025,33,1
2025-08-24,1.78,110.0,Tokyo,2025,34,0
