date,week_ahead,true,point,q_1,q_2,q_5,q_10,q_15,q_20,q_25,q_30,q_35,q_40,q_45,q_99,q_97,q_95,q_90,q_85,q_80,q_75,q_70,q_65,q_60,q_55
2023-12-03,0,1.5035924940999998,1.4514076725286567,0.22008697894749396,0.308241767924133,0.4041092330330106,0.5409715216445997,0.6509427080679451,0.7492751569176662,0.8417499445593751,0.9314311253418299,1.0203168848419653,1.1099419465795684,1.201664240277832,4.024203108658589,3.4670859343566662,3.027046034459202,2.564129010257919,2.278310243841268,2.0661449616932073,1.8945546663664707,1.7485518475068353,1.6199943954120886,1.5039091124121147,1.3969829461511576
2023-12-10,0,1.0565545479999998,1.5959701144858214,0.271765179490422,0.37242049306476044,0.479976032145683,0.6311744727530219,0.7512185852029318,0.8577274394486474,0.9573070762701936,1.0534205317773728,1.1482969734884783,1.2436229218941202,1.3408672651965716,4.262677817737242,3.692095929608647,3.240003700887903,2.762692878941769,2.4668911775186224,2.2466541623433622,2.0680535437576646,1.9156967137512222,1.78120921325351,1.6594660244130905,1.547043426371068
2023-12-10,1,1.0565545479999998,1.4719411446840975,0.21529980747076938,0.3018772557792468,0.39686103613108487,0.5337129916957517,0.6445487350761476,0.7441978942501988,0.8383121710372257,0.9299079957081463,1.0209706126395404,1.1130417409786713,1.2075015009521144,4.168395037881912,3.579393663979886,3.1151708052175673,2.628075870590541,2.3281572650842595,2.1060336038132577,1.926762745321747,1.7745269769727456,1.6407420264018355,1.5201718357856941,1.409335199486077
2023-12-17,0,1.872016332,1.4078651326189904,0.2083547666663127,0.29241601350772073,0.384367946886652,0.5163510169806965,0.6228589825340872,0.7183649442209334,0.8083750194940388,0.8958192618041272,0.9826178181887586,1.0702538591705857,1.1600474450174099,3.9479053154522377,3.395471403002209,2.959632483100307,2.5017418125611974,2.219413744892549,2.0100728712419413,1.8409365295250362,1.6971582997309242,1.570676998700381,1.4565722799749143,1.3515695689239853
2023-12-17,1,1.872016332,1.712476280248618,0.29110837485946556,0.3988654757595306,0.5140949271583904,0.6761973362309818,0.8049736272661772,0.9192737012694815,1.026168135907364,1.129365192898968,1.2312532106116036,1.333640291797674,1.4381022725244024,4.578180350403921,3.965091607567131,3.479225918697157,2.966196141469748,2.6482433099291214,2.411515217808804,2.2195471626560344,2.0557948680517946,1.9112570970386287,1.7804253321825867,1.6596198895649197
2023-12-17,2,1.872016332,1.795071772001023,0.3042465653276631,0.4151149300221205,0.5341249300465812,0.7022982454301729,0.8364463040025489,0.955864298991143,1.0678063408392182,1.1760893021869279,1.2831825789933986,1.3909662588719858,1.5010891342334811,4.846222688829173,4.1902192828686795,3.6709395095148736,3.1234106862194135,2.7846043261045454,2.5326787438857514,2.3286305465218433,2.1547722869537167,2.0014863777842318,1.8628918194875919,1.7350647330286983
2023-12-24,0,0.7055861865999999,1.8265016372355902,0.36664671690709305,0.48638158785256713,0.6114025618846546,0.7836834817492562,0.9183814075618502,1.0367144678025584,1.146528749377385,1.2518824603102194,1.3553472388123966,1.4588334492126418,1.5639727513648936,4.6277383165589425,4.0378044721221915,3.5684305206868023,3.0705232407781518,2.760458865868271,2.528699722719795,2.340097192055793,2.178677218786293,2.0357318573666676,1.9059180650121763,1.7856529797213354
2023-12-24,1,0.7055861865999999,1.6026462037884006,0.25642589003373456,0.35438715534508264,0.46031082965974734,0.6108653231647985,0.7314653757714784,0.8391013306084671,0.9401898679112514,1.038121212582342,1.135098776102383,1.23280867517171,1.3327372756337545,4.3915714972942475,3.789422998744447,3.3133803260243253,2.812113734416288,2.5023362571894725,2.2722265564802395,2.0860113535206173,1.927476270918583,1.787809393544551,1.6616259328835072,1.5453363727451679
2023-12-24,2,0.7055861865999999,1.8437659734617078,0.3256539134727702,0.44060888752891403,0.5632664328832645,0.7357426894863237,0.8728296682539674,0.9945944686198878,1.1085533254597395,1.2186475758196453,1.3274175646992243,1.4367893318886127,1.5484447702493227,4.920939078129724,4.261208963175572,3.7386009473513004,3.187106238832881,2.8455539893989816,2.5914100263039965,2.3854356777837804,2.20983130970935,2.054914896139909,1.9147631990728358,1.7854213774542005
2023-12-24,3,0.7055861865999999,1.9356925781906926,0.32585700503842524,0.4450685051235005,0.5730680580561373,0.7540833429980869,0.8986124195457202,1.027373414712705,1.1481555118439424,1.2650593784923485,1.3807408431340809,1.4972249826719595,1.6162908353387244,5.243910412042516,4.531891012503188,3.968308638590968,3.3741992889268797,3.006692375816151,2.7335163793965003,2.5123292619950175,2.3239305069241056,2.157880878312755,2.0077981311201083,1.8694252618354394
2023-12-31,1,2.5085215348999994,2.1274291539686887,0.45917196767024093,0.6014701319751271,0.7484125015601022,0.948879218723613,1.104358525845758,1.2402201607036816,1.3657847832537229,1.4858417017280603,1.6034017442476878,1.7206800779291467,1.839548622294295,5.237771664105444,4.589661268405975,4.072459160208102,3.5220185845406755,3.178124831842135,2.9204226633437953,2.7102366836136715,2.5299685641016554,2.3700121559843463,2.2244632341575925,2.0893531075055565
2023-12-31,2,2.5085215348999994,1.7447499218833837,0.29432893951760203,0.4003713922066594,0.5145982222910717,0.6766481283952779,0.8063707972061864,0.9221416619477467,1.0308835519195176,1.1362496824656747,1.2406131139908458,1.3457896995431347,1.4533806432803325,4.75326531178862,4.103281985166245,3.58943641444389,3.0484457437644994,2.714199569182241,2.465973337052839,2.2651448953614732,2.0942089328596563,1.9436524307897667,1.8076626884087381,1.6823655017599304
