flu_season_year,flu_weekid,holiday_effect,date,rate.All,pos,ILI,H1N1,H3N2,BIV
1998,10,0,1998-01-04,84.7648097607963,0.105610561056106,8.95205911665178,0.2797518473953673,8.67230726925636,0.0
1998,11,0,1998-01-11,52.9612756264237,0.1071953010279,5.67719988359607,0.4666191685147425,5.210580715081335,0.0
1998,12,0,1998-01-18,31.679617453676,0.206967213114754,6.55664213692885,0.2596689955219341,6.167138643645943,0.129834497760967
1998,13,0,1998-01-25,35.3471596032462,0.316784869976359,11.197445358948,0.417815125333878,10.77963023361408,0.0
1998,14,1,1998-02-01,28.1893747741236,0.465201465201465,13.1137384480355,0.7228044813877834,12.390933966647747,0.0
1998,15,0,1998-02-08,34.7905699244678,0.408415841584158,14.209019894894,0.1722305441805319,14.036789350713478,0.0
1998,16,0,1998-02-15,41.2192587461032,0.493534482758621,20.3431255449518,0.3553384374664063,19.81011788875218,0.1776692187332031
1998,17,0,1998-02-22,47.981721249048,0.517605633802817,24.8356092380635,0.4223743067697863,24.32876006993984,0.0844748613539534
1998,18,0,1998-03-01,62.6829688307215,0.56282722513089,35.279681409961,0.082045770720839,35.03354409779851,0.1640915414416781
1998,19,0,1998-03-08,73.4959349593496,0.542568542568543,39.8765823156068,0.4242189608043213,39.34630861460128,0.1060547402010785
1998,20,0,1998-03-15,63.9239468939518,0.453717754172989,29.0034296225972,0.1940028737297465,28.51842243827286,0.2910043105946199
1998,21,0,1998-03-22,54.6969960062511,0.429411764705882,23.4875335791549,0.3217470353308849,22.736790496716143,0.4289960471078484
1998,22,0,1998-03-29,58.3490646988159,0.303854875283447,17.7296477769645,0.0,17.06809375543594,0.6615540215285235
1998,23,0,1998-04-05,45.095220984549,0.233739837398374,10.5405496203722,0.0,10.35723571393095,0.1833139064412559
1998,24,0,1998-04-12,43.314972458688,0.15987460815047,6.92496424888115,0.1357836127231592,6.381829797988506,0.4073508381694777
1998,25,0,1998-04-19,38.4440400363967,0.106007067137809,4.07533993318693,0.0,3.939495268747383,0.1358446644395627
1998,26,0,1998-04-26,30.6809678223996,0.0572916666666667,1.75776378149164,0.0,1.4381703666749814,0.3195934148166636
1998,27,0,1998-05-03,33.3333333333333,0.0885245901639344,2.95081967213114,0.0,2.6229508196721274,0.327868852459013
1998,28,0,1998-05-10,38.8848129126926,0.123376623376623,4.79747691779972,0.0,4.418728740078719,0.3787481777210303
1998,29,0,1998-05-17,48.5491071428571,0.107558139534884,5.22185164036547,0.0,4.798458264119598,0.4233933762458449
1998,30,0,1998-05-24,39.1204295576579,0.120743034055728,4.72351935835499,0.0,4.11793995343768,0.6055794049173044
1998,31,0,1998-05-31,38.546866333888,0.151162790697674,5.82685188768072,0.0,5.714797043686869,0.1120548439938586
1998,32,0,1998-06-07,42.9447852760736,0.135693215339233,5.82731599616338,0.0,5.19391208353693,0.6334039126264561
1998,33,0,1998-06-14,31.6279069767442,0.107142857142857,3.38870431893687,0.0,2.918050941306757,0.4706533776301226
1998,34,0,1998-06-21,37.7152227384531,0.152061855670103,5.73504675662044,0.0,4.957413298095633,0.7776334585248051
1998,35,0,1998-06-28,37.2507869884575,0.158836689038031,5.91679166930755,0.0833350939339062,4.5834301663650105,1.250026409008642
1998,36,0,1998-07-05,31.6554229372081,0.183246073298429,5.8007319518444,0.0,5.054923558035863,0.7458083938085688
1998,37,0,1998-07-12,33.7463749011337,0.164759725400458,5.56004346197169,0.0,4.47892389992162,1.081119562050049
1998,38,0,1998-07-19,40.5913304936106,0.213592233009709,8.66999292096538,0.0,6.6010173375531815,2.068975583412192
1998,39,0,1998-07-26,33.0846578008433,0.152744630071599,5.05350381683525,0.0,3.94804985690255,1.105453959932712
1998,40,0,1998-08-02,54.0019286403086,0.138655462184874,7.48766237449656,0.0,6.012819785580577,1.474842588915991
1998,41,0,1998-08-09,48.7412961971077,0.14367816091954,7.003059798435,0.0,4.341897075029707,2.661162723405306
1998,42,0,1998-08-16,43.5272045028143,0.101973684210526,4.43862940653697,0.0,2.4340870939073764,2.004542312629608
1998,43,0,1998-08-23,41.2371134020619,0.0709219858156028,2.92461797177744,0.0,2.193463478833079,0.7311544929443595
1998,44,0,1998-08-30,37.5477654095365,0.113564668769716,4.26409954177701,0.0,2.724285818357538,1.5398137234194789
1998,45,0,1998-09-06,46.0497278210975,0.0536912751677852,2.47246860784416,0.0,1.85435145588312,0.6181171519610398
1998,46,0,1998-09-13,45.5002153007033,0.042483660130719,1.93301568270962,0.0,1.4869351405458593,0.4460805421637556
1998,47,0,1998-09-20,47.99151531221,0.0323529411764706,1.55266667186562,0.0,0.9880606093690272,0.5646060624965862
1998,48,0,1998-09-27,46.7032967032967,0.014792899408284,0.690877170167109,0.0,0.5527017361336879,0.1381754340334219
1998,49,0,1998-10-04,42.8408767435241,0.0275590551181102,1.18065408348294,0.1686648690689904,0.8433243453449609,0.1686648690689904
1998,50,0,1998-10-11,37.2266170311773,0.0114503816793893,0.426258973639434,0.0,0.1420863245464756,0.2841726490929549
1998,51,0,1998-10-18,39.29418742586,0.0093896713615023,0.368959506346103,0.0,0.1844797531730487,0.1844797531730487
1998,52,0,1998-10-25,41.0038398244652,0.0130434782608696,0.53483269336259,0.0,0.3565551289083913,0.1782775644541956
1999,1,0,1998-11-01,35.942373384821,0.0,0.05,0.0,0.0,0.0
1999,2,0,1998-11-08,42.6677713338857,0.0046948356807511,0.200318175276458,0.0,0.0,0.2003181752764555
1999,3,0,1998-11-15,47.9033970276009,0.0084388185654008,0.404248076182286,0.0,0.404248076182284,0.0
1999,4,0,1998-11-22,47.3083197389886,0.008695652173913,0.41137669338251,0.2056883466912537,0.2056883466912537,0.0
1999,5,0,1998-11-29,45.3992703688691,0.0093457943925233,0.424292246438028,0.0,0.2121461232190107,0.2121461232190107
1999,6,0,1998-12-06,38.926570333235,0.0229885057471264,0.894863685821493,0.0,0.6711477643661196,0.2237159214553731
1999,7,0,1998-12-13,45.1023796347537,0.0153256704980843,0.691224208961744,0.0,0.691224208961743,0.0
1999,8,0,1998-12-20,44.4678331798448,0.0084745762711864,0.376846043896989,0.0,0.188423021948494,0.188423021948494
1999,9,0,1998-12-27,40.2553644263167,0.0177514792899408,0.714592267922781,0.0,0.7145922679227806,0.0
1999,10,0,1999-01-03,45.4545454545455,0.131205673758865,5.96389426176659,0.0,5.802707930367506,0.1611863313990956
1999,11,0,1999-01-10,55.9769814281978,0.189024390243902,10.5810147821593,0.1706615287445011,10.069030195925835,0.3413230574890079
1999,12,0,1999-01-17,62.2204148027653,0.272373540856031,16.9471946933602,0.0,16.46298913069277,0.4842055626674295
1999,13,0,1999-01-24,103.901845915773,0.345921450151057,35.9418772125559,0.0,35.31407149705277,0.6278057155031546
1999,14,0,1999-01-31,123.041382081157,0.336749633967789,41.4341403787205,0.0,40.35324976014521,1.0808906185753075
1999,15,0,1999-02-07,106.448945845391,0.346020761245675,36.8335452752217,0.0,36.28104209609352,0.5525031791283247
1999,16,0,1999-02-14,97.1953578336557,0.259515570934256,25.2237087803605,0.0,23.878444312074578,1.3452644682858932
1999,17,1,1999-02-21,116.493979277513,0.219251336898396,25.5414606972088,0.0,23.98405455713497,1.557406140073709
1999,18,0,1999-02-28,54.0093689721686,0.0798611111111111,4.31324821652735,0.0,3.750650623067262,0.5625975934600914
1999,19,0,1999-03-07,47.3884976525822,0.0871212121212121,4.12854335609617,0.0,2.692528275714897,1.4360150803812788
1999,20,0,1999-03-14,43.6073773054079,0.0919117647058824,4.00803100233529,0.0,2.244497361307759,1.763533641027524
1999,21,0,1999-03-21,45.7535885167464,0.134545454545455,6.15593736407136,0.1663766855154397,2.662026968247064,3.327533710308828
1999,22,0,1999-03-28,48.5636114911081,0.121428571428571,5.89700996677738,0.3468829392221986,2.254739104944304,3.2953879226109084
