"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2015",,,,,,"Data collected as of July 22, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1148223,232.95,30653,9.74,41395,13.15,249888,79.38,607158,192.87,45639,14.5,156219,49.62,55345,17.58,47492,15.09,1363,0.43,41993,13.34,34140,10.84,266,0.39,10408,15.17,225,0.47,456,0.96,3316,6.98,191,0.4,3925,8.26
Hokkaido,41424,182.48,2010,14.06,3504,24.5,15410,107.76,15432,107.92,2259,15.8,2554,17.86,2330,16.29,1340,9.37,54,0.38,298,2.08,2103,14.71,6,0.22,292,10.81,-,-,7,0.32,133,6.05,2,0.09,378,17.18
Aomori,14796,227.63,358,8.52,368,8.76,1958,46.62,4938,117.57,474,11.29,1121,26.69,771,18.36,527,12.55,2,0.05,49,1.17,76,1.81,-,-,153,13.91,7,1.17,9,1.5,80,13.33,-,-,116,19.33
Iwate,15431,241.11,319,8.18,375,9.62,3594,92.15,7391,189.51,613,15.72,563,14.44,538,13.79,518,13.28,7,0.18,231,5.92,108,2.77,1,0.07,146,10.43,2,0.11,2,0.11,136,7.16,2,0.11,135,7.11
Miyagi,19605,208.56,352,6.07,860,14.83,4720,81.38,13799,237.91,1024,17.66,2179,37.57,1395,24.05,1059,18.26,1,0.02,363,6.26,225,3.88,3,0.25,109,9.08,1,0.08,3,0.25,198,16.5,1,0.08,76,6.33
Akita,13227,249.57,120,3.53,344,10.12,1529,44.97,4138,121.71,368,10.82,120,3.53,197,5.79,237,6.97,4,0.12,74,2.18,282,8.29,10,1.43,56,8,1,0.13,-,-,99,12.38,-,-,70,8.75
Yamagata,10045,213.72,128,4.41,709,24.45,3994,137.72,8193,282.52,538,18.55,1694,58.41,535,18.45,582,20.07,8,0.28,90,3.1,570,19.66,-,-,30,4.29,3,0.3,6,0.6,27,2.7,11,1.1,49,4.9
Fukushima,19038,250.5,719,15.98,568,12.62,3313,73.62,8136,180.8,612,13.6,2938,65.29,1389,30.87,810,18,10,0.22,221,4.91,722,16.04,-,-,218,18.17,2,0.29,4,0.57,112,16,2,0.29,126,18
Ibaraki,22498,187.48,405,5.4,843,11.24,5936,79.15,13878,185.04,1019,13.59,1499,19.99,1469,19.59,767,10.23,12,0.16,485,6.47,751,10.01,9,0.53,397,23.35,2,0.15,2,0.15,33,2.54,1,0.08,37,2.85
Tochigi,13909,183.01,290,6.04,258,5.38,2705,56.35,4735,98.65,500,10.42,3157,65.77,992,20.67,773,16.1,36,0.75,173,3.6,323,6.73,5,0.42,138,11.5,2,0.29,7,1,58,8.29,1,0.14,44,6.29
Gunma,19528,201.32,423,7.17,498,8.44,5491,93.07,11039,187.1,542,9.19,3926,66.54,1182,20.03,909,15.41,27,0.46,376,6.37,583,9.88,1,0.08,615,47.31,4,0.5,5,0.63,69,8.63,-,-,185,23.13
Saitama,41298,167.88,973,6.28,2342,15.11,14504,93.57,34873,224.99,2801,18.07,9152,59.05,5692,36.72,2790,18,41,0.26,1672,10.79,2917,18.82,26,0.65,720,18,3,0.3,21,2.1,103,10.3,19,1.9,111,11.1
Chiba,48132,229.2,541,4.07,2092,15.73,11565,86.95,22903,172.2,1687,12.68,2765,20.79,3419,25.71,1853,13.93,52,0.39,1503,11.3,1795,13.5,7,0.21,695,21.06,11,1.22,19,2.11,23,2.56,10,1.11,52,5.78
Tokyo,57829,140.7,1416,5.47,3055,11.8,22842,88.19,54517,210.49,4002,15.45,12031,46.45,7579,29.26,4458,17.21,168,0.65,2757,10.64,1990,7.68,9,0.24,495,13.03,25,1,29,1.16,144,5.76,20,0.8,85,3.4
Kanagawa,53873,164.75,946,4.61,2051,10,15002,73.18,38377,187.2,3946,19.25,9140,44.59,5170,25.22,3448,16.82,44,0.21,2184,10.65,1232,6.01,44,0.94,1050,22.34,10,1,13,1.3,90,9,-,-,123,12.3
Niigata,26594,282.91,607,10.29,2011,34.08,6823,115.64,10896,184.68,1071,18.15,2085,35.34,1005,17.03,993,16.83,38,0.64,157,2.66,412,6.98,12,1.2,153,15.3,2,0.15,-,-,75,5.77,47,3.62,45,3.46
