"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2021",,,,,,"Data collected as of October 6, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,755,0.15,213327,67.66,26867,8.52,71206,22.58,338597,107.39,12894,4.09,23065,7.32,1742,0.55,46483,14.74,19294,6.12,5933,1.88,108,0.16,5121,7.38,274,0.57,339,0.71,579,1.21,16,0.03,62,0.13
Hokkaido,53,0.24,8347,60.05,1566,11.27,5143,37,7349,52.87,699,5.03,132,0.95,50,0.36,1189,8.55,75,0.54,144,1.04,2,0.07,102,3.64,4,0.18,1,0.05,27,1.23,-,-,3,0.14
Aomori,7,0.11,1320,31.43,275,6.55,420,10,3930,93.57,140,3.33,30,0.71,32,0.76,502,11.95,138,3.29,39,0.93,-,-,25,2.27,4,0.67,3,0.5,22,3.67,-,-,-,-
Iwate,3,0.05,1607,40.18,197,4.93,1894,47.35,4628,115.7,202,5.05,1124,28.1,24,0.6,735,18.38,198,4.95,63,1.58,-,-,85,6.07,4,0.21,4,0.21,18,0.95,-,-,4,0.21
Miyagi,12,0.13,5203,89.71,464,8,834,14.38,4941,85.19,312,5.38,299,5.16,38,0.66,1074,18.52,72,1.24,132,2.28,1,0.08,55,4.58,2,0.17,-,-,35,2.92,-,-,1,0.08
Akita,-,-,1596,46.94,157,4.62,679,19.97,1980,58.24,171,5.03,31,0.91,18,0.53,301,8.85,68,2,15,0.44,3,0.43,21,3,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,66,1.47,3009,103.76,388,13.38,1091,37.62,2463,84.93,105,3.62,61,2.1,14,0.48,557,19.21,381,13.14,46,1.59,-,-,46,5.75,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,4541,90.82,609,12.18,1368,27.36,4706,94.12,197,3.94,73,1.46,32,0.64,1103,22.06,125,2.5,95,1.9,1,0.08,142,10.92,6,0.86,1,0.14,2,0.29,-,-,2,0.29
Ibaraki,17,0.14,2625,35,453,6.04,1785,23.8,5373,71.64,235,3.13,127,1.69,31,0.41,718,9.57,685,9.13,113,1.51,-,-,279,16.41,-,-,2,0.17,86,7.17,-,-,1,0.08
