"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2017",,,,,,"Data collected as of February 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Aichi,27325,140.13,234,1.29,174,0.96,930,5.11,3203,17.6,205,1.13,111,0.61,38,0.21,169,0.93,2,0.01,10,0.05,270,1.48,-,-,38,1.09,1,0.07,6,0.4,64,4.27,1,0.07,4,0.27
Mie,7775,107.99,138,3.07,98,2.18,162,3.6,821,18.24,54,1.2,34,0.76,34,0.76,55,1.22,-,-,1,0.02,53,1.18,1,0.08,4,0.33,2,0.22,5,0.56,21,2.33,4,0.44,-,-
Shiga,4226,79.74,60,1.88,17,0.53,74,2.31,772,24.13,54,1.69,28,0.88,3,0.09,40,1.25,-,-,5,0.16,78,2.44,-,-,6,0.75,-,-,3,0.43,14,2,-,-,1,0.14
Kyoto,10068,80.54,47,0.62,111,1.46,264,3.47,1352,17.79,78,1.03,39,0.51,12,0.16,55,0.72,4,0.05,4,0.05,165,2.17,1,0.06,19,1.12,1,0.14,2,0.29,22,3.14,-,-,-,-
Osaka,26521,86.39,545,2.74,253,1.27,1046,5.26,3699,18.59,330,1.66,147,0.74,26,0.13,286,1.44,6,0.03,29,0.15,850,4.27,3,0.06,63,1.21,4,0.24,2,0.12,59,3.47,-,-,3,0.18
Hyogo,16992,85.82,301,2.35,211,1.65,477,3.73,3153,24.63,215,1.68,56,0.44,44,0.34,167,1.3,2,0.02,7,0.05,504,3.94,-,-,40,1.14,2,0.18,3,0.27,31,2.82,-,-,3,0.27
Nara,3898,72.19,126,3.71,37,1.09,151,4.44,398,11.71,36,1.06,21,0.62,5,0.15,58,1.71,-,-,3,0.09,136,4,-,-,29,2.9,1,0.17,4,0.67,17,2.83,-,-,1,0.17
Wakayama,3252,65.04,85,2.74,50,1.61,47,1.52,747,24.1,54,1.74,7,0.23,14,0.45,43,1.39,1,0.03,5,0.16,261,8.42,1,0.25,3,0.75,-,-,2,0.18,13,1.18,1,0.09,1,0.09
Tottori,1660,57.24,25,1.32,23,1.21,347,18.26,323,17,63,3.32,11,0.58,3,0.16,16,0.84,-,-,-,-,78,4.11,-,-,11,2.2,-,-,2,0.4,9,1.8,-,-,-,-
Shimane,2164,56.95,36,1.57,28,1.22,186,8.09,611,26.57,41,1.78,26,1.13,57,2.48,44,1.91,5,0.22,-,-,130,5.65,-,-,1,0.33,-,-,4,0.5,18,2.25,-,-,-,-
Okayama,8761,104.3,80,1.48,94,1.74,130,2.41,1416,26.22,50,0.93,75,1.39,20,0.37,66,1.22,2,0.04,9,0.17,91,1.69,-,-,13,1.08,-,-,2,0.4,16,3.2,1,0.2,1,0.2
Hiroshima,11598,100.85,161,2.24,147,2.04,383,5.32,1430,19.86,155,2.15,64,0.89,59,0.82,89,1.24,4,0.06,10,0.14,109,1.51,1,0.05,68,3.58,1,0.05,-,-,43,2.15,-,-,6,0.3
Yamaguchi,6888,101.29,151,3.15,88,1.83,270,5.63,877,18.27,75,1.56,41,0.85,38,0.79,91,1.9,-,-,8,0.17,441,9.19,-,-,17,1.89,1,0.11,1,0.11,38,4.22,-,-,2,0.22
Tokushima,3516,95.03,115,5,31,1.35,88,3.83,661,28.74,28,1.22,34,1.48,19,0.83,47,2.04,3,0.13,4,0.17,77,3.35,-,-,2,0.5,-,-,-,-,5,0.71,-,-,1,0.14
Kagawa,3757,79.94,50,1.79,60,2.14,164,5.86,971,34.68,21,0.75,23,0.82,21,0.75,43,1.54,2,0.07,15,0.54,148,5.29,-,-,9,1.8,-,-,-,-,19,3.8,-,-,5,1
Ehime,5746,94.2,74,2,30,0.81,278,7.51,1707,46.14,49,1.32,40,1.08,45,1.22,77,2.08,-,-,6,0.16,203,5.49,-,-,43,5.38,1,0.17,-,-,12,2,-,-,-,-
Kochi,4471,93.15,82,2.73,14,0.47,161,5.37,835,27.83,72,2.4,10,0.33,21,0.7,29,0.97,4,0.13,-,-,33,1.1,-,-,4,1.33,1,0.13,-,-,20,2.5,2,0.25,3,0.38
Fukuoka,23002,116.17,350,2.92,212,1.77,1200,10,5037,41.98,298,2.48,225,1.88,28,0.23,265,2.21,12,0.1,26,0.22,419,3.49,-,-,61,2.35,2,0.13,5,0.33,66,4.4,-,-,-,-
Saga,3640,93.33,97,4.22,58,2.52,186,8.09,572,24.87,25,1.09,57,2.48,6,0.26,45,1.96,-,-,4,0.17,43,1.87,-,-,21,5.25,4,0.67,-,-,9,1.5,-,-,1,0.17
Nagasaki,4716,67.37,77,1.75,28,0.64,582,13.23,1129,25.66,80,1.82,64,1.45,5,0.11,68,1.55,5,0.11,5,0.11,124,2.82,-,-,14,1.75,-,-,-,-,19,1.58,-,-,1,0.08
Kumamoto,7023,87.79,87,1.74,78,1.56,297,5.94,2595,51.9,166,3.32,149,2.98,10,0.2,130,2.6,-,-,65,1.3,210,4.2,1,0.11,58,6.44,1,0.07,-,-,26,1.73,-,-,5,0.33
Oita,6633,114.36,58,1.61,41,1.14,374,10.39,3012,83.67,112,3.11,7,0.19,-,-,78,2.17,-,-,5,0.14,65,1.81,-,-,14,2.8,-,-,-,-,22,2,-,-,3,0.27
Miyazaki,7554,128.03,108,3,85,2.36,239,6.64,1986,55.17,125,3.47,104,2.89,99,2.75,87,2.42,-,-,9,0.25,55,1.53,1,0.2,38,7.6,-,-,-,-,7,1,-,-,4,0.57
Kagoshima,7379,79.34,142,2.58,153,2.78,296,5.38,2304,41.89,118,2.15,143,2.6,13,0.24,71,1.29,1,0.02,25,0.45,484,8.8,-,-,16,2.29,1,0.08,1,0.08,8,0.67,-,-,-,-
Okinawa,4979,85.84,34,1,40,1.18,122,3.59,817,24.03,53,1.56,2,0.06,6,0.18,35,1.03,6,0.18,6,0.18,20,0.59,-,-,29,3.22,-,-,6,0.86,18,2.57,-,-,-,-
