"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1st week, 2021",,,,,,"Data collected as of January 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,73,0.01,257,0.08,826,0.26,1670,0.53,6936,2.22,588,0.19,164,0.05,40,0.01,1115,0.36,69,0.02,102,0.03,3,0,158,0.23,8,0.02,8,0.02,22,0.05,-,-,4,0.01
Hokkaido,4,0.02,1,0.01,44,0.31,113,0.81,51,0.36,41,0.29,1,0.01,2,0.01,24,0.17,1,0.01,3,0.02,-,-,2,0.07,-,-,-,-,2,0.09,-,-,-,-
Aomori,1,0.02,-,-,9,0.21,23,0.55,53,1.26,6,0.14,-,-,-,-,15,0.36,-,-,-,-,-,-,4,0.36,-,-,-,-,-,-,-,-,-,-
Iwate,-,-,16,0.4,7,0.18,37,0.93,91,2.28,26,0.65,1,0.03,-,-,20,0.5,-,-,1,0.03,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-
Miyagi,-,-,-,-,27,0.47,28,0.48,144,2.48,16,0.28,1,0.02,-,-,29,0.5,-,-,1,0.02,-,-,2,0.17,-,-,-,-,4,0.33,-,-,-,-
Akita,-,-,-,-,7,0.2,17,0.49,23,0.66,12,0.34,2,0.06,-,-,4,0.11,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Yamagata,-,-,1,0.03,15,0.52,56,1.93,87,3,3,0.1,4,0.14,-,-,13,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukushima,1,0.01,3,0.06,20,0.4,39,0.78,96,1.92,14,0.28,-,-,2,0.04,26,0.52,1,0.02,1,0.02,-,-,3,0.23,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,1,0.01,-,-,11,0.15,46,0.61,102,1.36,6,0.08,1,0.01,1,0.01,16,0.21,2,0.03,1,0.01,-,-,6,0.35,-,-,-,-,-,-,-,-,-,-
Tochigi,-,-,-,-,3,0.06,10,0.21,34,0.71,10,0.21,3,0.06,2,0.04,19,0.4,-,-,6,0.13,1,0.08,6,0.5,-,-,-,-,1,0.14,-,-,-,-
Gunma,-,-,-,-,15,0.28,19,0.35,88,1.63,3,0.06,-,-,1,0.02,28,0.52,2,0.04,5,0.09,-,-,9,0.6,2,0.22,-,-,-,-,-,-,-,-
Saitama,1,0,1,0.01,37,0.24,60,0.39,314,2.03,23,0.15,3,0.02,1,0.01,71,0.46,3,0.02,6,0.04,-,-,6,0.15,-,-,1,0.09,-,-,-,-,-,-
Chiba,7,0.03,-,-,40,0.32,62,0.49,227,1.8,21,0.17,5,0.04,2,0.02,37,0.29,1,0.01,5,0.04,1,0.03,15,0.48,1,0.13,-,-,-,-,-,-,-,-
Tokyo,3,0.01,1,0,40,0.16,77,0.31,598,2.37,45,0.18,5,0.02,4,0.02,100,0.4,6,0.02,8,0.03,-,-,7,0.18,-,-,2,0.08,1,0.04,-,-,-,-
Kanagawa,-,-,5,0.02,19,0.09,72,0.33,437,2.03,26,0.12,3,0.01,4,0.02,76,0.35,-,-,5,0.02,1,0.02,17,0.35,-,-,-,-,-,-,-,-,-,-
Niigata,3,0.03,-,-,29,0.52,73,1.3,128,2.29,22,0.39,-,-,3,0.05,29,0.52,1,0.02,3,0.05,-,-,1,0.1,-,-,-,-,1,0.08,-,-,-,-
Toyama,-,-,-,-,12,0.41,18,0.62,37,1.28,5,0.17,1,0.03,1,0.03,11,0.38,1,0.03,1,0.03,-,-,1,0.14,-,-,1,0.2,1,0.2,-,-,-,-
Ishikawa,-,-,-,-,19,0.66,23,0.79,54,1.86,16,0.55,-,-,-,-,9,0.31,-,-,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,-,-,14,0.61,12,0.52,46,2,6,0.26,-,-,-,-,6,0.26,1,0.04,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,-,-,-,-,1,0.04,8,0.33,31,1.29,2,0.08,-,-,-,-,4,0.17,-,-,-,-,-,-,1,0.11,-,-,-,-,2,0.2,-,-,-,-
Nagano,1,0.01,-,-,4,0.07,27,0.5,107,1.98,9,0.17,1,0.02,-,-,21,0.39,2,0.04,1,0.02,-,-,3,0.27,-,-,-,-,-,-,-,-,-,-
Gifu,2,0.02,-,-,9,0.17,19,0.36,32,0.6,10,0.19,2,0.04,2,0.04,15,0.28,-,-,2,0.04,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
Shizuoka,-,-,-,-,24,0.27,31,0.35,183,2.08,16,0.18,-,-,2,0.02,35,0.4,2,0.02,2,0.02,-,-,-,-,1,0.1,-,-,-,-,-,-,-,-
Aichi,5,0.03,3,0.02,37,0.2,65,0.36,208,1.14,19,0.1,3,0.02,1,0.01,37,0.2,-,-,5,0.03,-,-,3,0.09,-,-,1,0.07,-,-,-,-,-,-
Mie,8,0.11,-,-,10,0.23,7,0.16,127,2.89,12,0.27,1,0.02,1,0.02,20,0.45,-,-,-,-,-,-,1,0.08,-,-,1,0.11,1,0.11,-,-,-,-
Shiga,3,0.05,-,-,12,0.33,19,0.53,49,1.36,4,0.11,1,0.03,1,0.03,14,0.39,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,7,0.06,-,-,20,0.26,40,0.52,98,1.27,10,0.13,-,-,-,-,15,0.19,1,0.01,2,0.03,-,-,3,0.17,1,0.14,-,-,1,0.14,-,-,-,-
Osaka,9,0.03,11,0.06,41,0.21,77,0.39,380,1.94,42,0.21,-,-,2,0.01,55,0.28,6,0.03,7,0.04,-,-,5,0.1,-,-,-,-,-,-,-,-,-,-
Hyogo,1,0.01,8,0.06,35,0.27,44,0.34,263,2.05,22,0.17,-,-,-,-,42,0.33,3,0.02,6,0.05,-,-,8,0.23,1,0.07,-,-,1,0.07,-,-,-,-
Nara,-,-,-,-,9,0.26,11,0.32,34,1,4,0.12,1,0.03,-,-,9,0.26,-,-,2,0.06,-,-,1,0.1,-,-,-,-,1,0.17,-,-,1,0.17
Wakayama,-,-,-,-,6,0.2,17,0.57,66,2.2,2,0.07,-,-,-,-,14,0.47,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
Tottori,1,0.03,-,-,6,0.32,53,2.79,35,1.84,4,0.21,6,0.32,-,-,8,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,1,0.03,-,-,7,0.3,10,0.43,39,1.7,6,0.26,10,0.43,-,-,7,0.3,2,0.09,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
Okayama,4,0.05,-,-,15,0.28,12,0.22,118,2.19,4,0.07,3,0.06,-,-,18,0.33,1,0.02,4,0.07,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
Hiroshima,-,-,3,0.04,26,0.37,20,0.28,136,1.92,3,0.04,8,0.11,2,0.03,19,0.27,9,0.13,-,-,-,-,3,0.16,-,-,-,-,1,0.05,-,-,-,-
Yamaguchi,1,0.01,1,0.02,4,0.09,32,0.7,120,2.61,11,0.24,1,0.02,-,-,23,0.5,-,-,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
Tokushima,-,-,-,-,12,0.52,7,0.3,54,2.35,2,0.09,-,-,-,-,8,0.35,1,0.04,1,0.04,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kagawa,-,-,-,-,14,0.5,12,0.43,68,2.43,12,0.43,7,0.25,1,0.04,6,0.21,9,0.32,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ehime,1,0.02,-,-,12,0.32,24,0.65,97,2.62,5,0.14,7,0.19,-,-,19,0.51,4,0.11,1,0.03,-,-,14,1.75,-,-,-,-,-,-,-,-,1,0.17
Kochi,-,-,-,-,3,0.11,12,0.43,33,1.18,9,0.32,7,0.25,1,0.04,11,0.39,2,0.07,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
Fukuoka,-,-,17,0.14,49,0.41,155,1.29,594,4.95,23,0.19,3,0.03,1,0.01,62,0.52,1,0.01,4,0.03,-,-,11,0.42,-,-,-,-,-,-,-,-,-,-
Saga,-,-,4,0.17,5,0.22,14,0.61,86,3.74,4,0.17,2,0.09,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nagasaki,3,0.04,7,0.16,17,0.4,19,0.44,138,3.21,7,0.16,1,0.02,-,-,22,0.51,-,-,2,0.05,-,-,-,-,-,-,2,0.17,-,-,-,-,1,0.08
Kumamoto,-,-,10,0.2,18,0.36,15,0.3,339,6.78,5,0.1,12,0.24,-,-,32,0.64,1,0.02,2,0.04,-,-,8,0.89,-,-,-,-,-,-,-,-,-,-
Oita,-,-,-,-,5,0.14,15,0.42,213,5.92,9,0.25,-,-,-,-,19,0.53,-,-,2,0.06,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,1,0.02,37,1.03,20,0.56,64,1.78,223,6.19,8,0.22,41,1.14,1,0.03,28,0.78,2,0.06,2,0.06,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,2,0.02,101,1.87,21,0.39,39,0.72,427,7.91,14,0.26,9,0.17,2,0.04,10,0.19,-,-,5,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okinawa,2,0.03,27,0.79,16,0.47,17,0.5,28,0.82,9,0.26,8,0.24,-,-,7,0.21,2,0.06,1,0.03,-,-,3,0.33,2,0.29,-,-,-,-,-,-,-,-
