"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2017",,,,,,"Data collected as of March 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1067478,215.22,8973,2.84,9482,3,58664,18.55,164938,52.15,10249,3.24,4317,1.36,2382,0.75,10359,3.28,195,0.06,680,0.21,18772,5.93,59,0.09,3087,4.45,76,0.16,135,0.28,2184,4.61,58,0.12,575,1.21
Hokkaido,30160,134.04,590,4.15,521,3.67,4653,32.77,4031,28.39,719,5.06,48,0.34,98,0.69,332,2.34,12,0.08,13,0.09,629,4.43,4,0.14,106,3.79,1,0.04,3,0.13,71,3.09,-,-,25,1.09
Aomori,11251,175.8,58,1.41,121,2.95,627,15.29,1838,44.83,52,1.27,63,1.54,50,1.22,148,3.61,2,0.05,29,0.71,97,2.37,1,0.09,47,4.27,2,0.33,-,-,42,7,-,-,7,1.17
Iwate,9821,151.09,51,1.28,197,4.93,1049,26.23,2203,55.08,74,1.85,15,0.38,21,0.53,152,3.8,-,-,2,0.05,170,4.25,2,0.14,34,2.43,1,0.05,-,-,64,3.37,-,-,6,0.32
Miyagi,20383,214.56,82,1.39,112,1.9,1584,26.85,1804,30.58,258,4.37,11,0.19,22,0.37,225,3.81,1,0.02,6,0.1,102,1.73,-,-,17,1.42,2,0.17,-,-,64,5.33,-,-,5,0.42
Akita,9230,170.93,75,2.14,54,1.54,542,15.49,984,28.11,60,1.71,102,2.91,13,0.37,62,1.77,1,0.03,7,0.2,29,0.83,-,-,8,1.14,-,-,-,-,37,4.63,-,-,3,0.38
Yamagata,7639,159.15,31,1.03,68,2.27,1319,43.97,1026,34.2,135,4.5,19,0.63,18,0.6,146,4.87,3,0.1,15,0.5,236,7.87,-,-,8,1,1,0.1,2,0.2,44,4.4,-,-,2,0.2
Fukushima,14747,191.52,150,3.26,106,2.3,1052,22.87,1928,41.91,175,3.8,12,0.26,127,2.76,205,4.46,2,0.04,4,0.09,91,1.98,1,0.08,63,5.25,2,0.29,2,0.29,40,5.71,-,-,82,11.71
Ibaraki,24492,204.1,91,1.21,153,2.04,1623,21.64,3451,46.01,226,3.01,62,0.83,40,0.53,156,2.08,5,0.07,3,0.04,198,2.64,1,0.06,121,7.12,-,-,-,-,39,3,-,-,13,1
Tochigi,12719,167.36,59,1.23,81,1.69,573,11.94,1313,27.35,125,2.6,11,0.23,15,0.31,179,3.73,-,-,2,0.04,74,1.54,-,-,88,7.33,-,-,-,-,44,6.29,2,0.29,5,0.71
Gunma,18360,193.26,79,1.36,145,2.5,1272,21.93,2938,50.66,162,2.79,163,2.81,58,1,204,3.52,-,-,17,0.29,286,4.93,-,-,79,5.64,-,-,1,0.13,78,9.75,-,-,24,3
Saitama,68042,271.08,212,1.34,339,2.15,3499,22.15,7948,50.3,663,4.2,97,0.61,76,0.48,486,3.08,8,0.05,17,0.11,745,4.72,10,0.25,137,3.43,-,-,9,0.9,36,3.6,6,0.6,9,0.9
Chiba,55460,257.95,131,0.97,183,1.36,3794,28.1,6157,45.61,418,3.1,97,0.72,102,0.76,420,3.11,9,0.07,10,0.07,287,2.13,6,0.18,212,6.24,-,-,7,0.78,46,5.11,-,-,4,0.44
Tokyo,84474,204.04,240,0.92,525,2.01,4153,15.91,14236,54.54,745,2.85,163,0.62,255,0.98,981,3.76,13,0.05,14,0.05,698,2.67,1,0.03,103,2.71,7,0.28,2,0.08,71,2.84,13,0.52,49,1.96
Kanagawa,78821,226.5,202,0.94,268,1.25,3214,14.95,9776,45.47,772,3.59,98,0.46,141,0.66,748,3.48,3,0.01,13,0.06,1116,5.19,5,0.1,545,10.9,2,0.2,4,0.4,35,3.5,-,-,69,6.9
Niigata,17208,187.04,184,3.17,344,5.93,1480,25.52,4656,80.28,198,3.41,19,0.33,61,1.05,190,3.28,3,0.05,8,0.14,1281,22.09,1,0.1,63,6.3,3,0.23,2,0.15,77,5.92,6,0.46,5,0.38
Toyama,8362,174.21,244,8.41,122,4.21,376,12.97,1911,65.9,59,2.03,53,1.83,5,0.17,62,2.14,2,0.07,7,0.24,389,13.41,2,0.29,59,8.43,1,0.2,-,-,23,4.6,-,-,9,1.8
Ishikawa,11636,242.42,33,1.14,160,5.52,709,24.45,2634,90.83,93,3.21,17,0.59,9,0.31,87,3,-,-,4,0.14,36,1.24,-,-,4,0.57,-,-,-,-,41,8.2,-,-,5,1
Fukui,8704,272,54,2.45,89,4.05,409,18.59,1896,86.18,58,2.64,13,0.59,7,0.32,61,2.77,1,0.05,2,0.09,95,4.32,-,-,4,1.33,3,0.5,2,0.33,31,5.17,-,-,-,-
Yamanashi,9096,221.85,21,0.88,113,4.71,518,21.58,1754,73.08,53,2.21,38,1.58,16,0.67,43,1.79,1,0.04,3,0.13,190,7.92,1,0.11,19,2.11,1,0.1,-,-,66,6.6,2,0.2,7,0.7
Nagano,22020,256.05,156,2.94,27,0.51,882,16.64,3960,74.72,133,2.51,60,1.13,41,0.77,122,2.3,-,-,7,0.13,918,17.32,3,0.27,39,3.55,1,0.09,1,0.09,57,5.18,-,-,8,0.73
Gifu,18493,212.56,121,2.28,147,2.77,366,6.91,1926,36.34,119,2.25,47,0.89,12,0.23,115,2.17,3,0.06,-,-,365,6.89,-,-,22,2,-,-,2,0.4,65,13,-,-,32,6.4
Shizuoka,31985,230.11,182,2.04,275,3.09,1930,21.69,3842,43.17,180,2.02,69,0.78,29,0.33,208,2.34,4,0.04,6,0.07,334,3.75,6,0.29,60,2.86,2,0.2,3,0.3,52,5.2,13,1.3,7,0.7
Aichi,56378,289.12,416,2.29,430,2.36,2348,12.9,6879,37.8,368,2.02,191,1.05,61,0.34,423,2.32,6,0.03,16,0.09,523,2.87,3,0.09,74,2.11,2,0.13,7,0.47,109,7.27,1,0.07,16,1.07
Mie,16359,227.21,261,5.8,232,5.16,540,12,1561,34.69,118,2.62,84,1.87,55,1.22,166,3.69,2,0.04,3,0.07,101,2.24,2,0.17,9,0.75,3,0.33,9,1,34,3.78,6,0.67,2,0.22
Shiga,10043,193.13,105,3.39,68,2.19,205,6.61,1571,50.68,105,3.39,55,1.77,5,0.16,82,2.65,3,0.1,17,0.55,183,5.9,-,-,12,1.5,-,-,5,0.71,26,3.71,-,-,4,0.57
Kyoto,22902,183.22,77,1.01,252,3.32,707,9.3,2875,37.83,144,1.89,86,1.13,29,0.38,176,2.32,7,0.09,21,0.28,299,3.93,1,0.06,45,2.65,2,0.29,3,0.43,34,4.86,-,-,7,1
Osaka,59175,192.75,970,4.87,641,3.22,2824,14.19,7952,39.96,659,3.31,344,1.73,53,0.27,648,3.26,7,0.04,65,0.33,1636,8.22,4,0.08,129,2.48,6,0.35,6,0.35,99,5.82,-,-,28,1.65
Hyogo,38401,192.97,542,4.2,498,3.86,1374,10.65,6834,52.98,374,2.9,129,1,84,0.65,370,2.87,6,0.05,13,0.1,941,7.29,-,-,92,2.63,2,0.18,4,0.36,67,6.09,-,-,8,0.73
Nara,8998,166.63,249,7.32,110,3.24,528,15.53,903,26.56,64,1.88,45,1.32,11,0.32,121,3.56,-,-,7,0.21,279,8.21,-,-,40,4,3,0.5,6,1,34,5.67,1,0.17,4,0.67
Wakayama,7418,148.36,131,4.23,106,3.42,121,3.9,1353,43.65,83,2.68,15,0.48,20,0.65,100,3.23,5,0.16,8,0.26,582,18.77,1,0.25,4,1,-,-,3,0.27,23,2.09,3,0.27,11,1
