"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2020",,,,,,"Data collected as of September 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562914,114.2,13486,4.28,25899,8.22,168349,53.44,325816,103.43,24045,7.63,13529,4.29,17690,5.62,48129,15.28,18157,5.76,6110,1.94,147,0.21,6958,10.04,316,0.66,344,0.72,3153,6.6,53,0.11,227,0.47
Hokkaido,26994,122.7,912,6.66,1379,10.07,8363,61.04,5121,37.38,935,6.82,213,1.55,1438,10.5,1393,10.17,188,1.37,156,1.14,9,0.32,416,14.86,9,0.41,8,0.36,190,8.64,1,0.05,29,1.32
Aomori,5299,81.52,187,4.45,269,6.4,1539,36.64,4293,102.21,251,5.98,306,7.29,372,8.86,575,13.69,30,0.71,42,1,1,0.09,85,7.73,1,0.17,-,-,48,8,-,-,2,0.33
Iwate,9107,140.11,205,5,325,7.93,3503,85.44,4331,105.63,323,7.88,351,8.56,212,5.17,762,18.59,45,1.1,79,1.93,-,-,149,10.64,3,0.16,3,0.16,74,3.89,-,-,6,0.32
Miyagi,7748,82.43,410,7.07,453,7.81,3510,60.52,5063,87.29,470,8.1,376,6.48,170,2.93,1094,18.86,53,0.91,97,1.67,3,0.25,60,5,2,0.17,-,-,190,15.83,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,159,4.68,844,24.82,2308,67.88,144,4.24,275,8.09,94,2.76,286,8.41,29,0.85,35,1.03,4,0.67,36,6,1,0.13,-,-,25,3.13,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,490,16.9,3156,108.83,2812,96.97,313,10.79,70,2.41,231,7.97,614,21.17,130,4.48,26,0.9,-,-,56,8,4,0.4,-,-,30,3,1,0.1,1,0.1
Fukushima,10239,123.36,330,6.6,483,9.66,3298,65.96,3925,78.5,415,8.3,136,2.72,614,12.28,1161,23.22,95,1.9,91,1.82,-,-,244,18.77,5,0.83,3,0.5,38,6.33,-,-,2,0.33
Ibaraki,11751,97.93,182,2.43,649,8.65,3635,48.47,7014,93.52,631,8.41,164,2.19,260,3.47,746,9.95,100,1.33,109,1.45,2,0.12,416,24.47,-,-,6,0.5,121,10.08,-,-,5,0.42
Tochigi,5942,78.18,164,3.42,128,2.67,1535,31.98,2635,54.9,331,6.9,136,2.83,161,3.35,867,18.06,23,0.48,85,1.77,-,-,74,6.17,3,0.43,6,0.86,65,9.29,3,0.43,2,0.29
Gunma,11040,128.37,112,2.11,439,8.28,2056,38.79,4938,93.17,419,7.91,149,2.81,220,4.15,872,16.45,74,1.4,114,2.15,-,-,193,13.79,8,0.89,4,0.44,86,9.56,2,0.22,1,0.11
Saitama,29315,116.79,547,3.44,1215,7.64,8287,52.12,19819,124.65,1687,10.61,714,4.49,507,3.19,2666,16.77,278,1.75,409,2.57,35,0.9,417,10.69,9,0.82,20,1.82,83,7.55,-,-,1,0.09
Chiba,24827,118.22,311,2.36,531,4.02,9047,68.54,11507,87.17,1005,7.61,383,2.9,372,2.82,1758,13.32,142,1.08,322,2.44,6,0.18,343,10.39,11,1.22,9,1,80,8.89,-,-,1,0.11
Tokyo,33388,81.83,540,2.11,1052,4.11,11726,45.8,31489,123,2021,7.89,903,3.53,409,1.6,3943,15.4,515,2.01,511,2,9,0.24,248,6.7,23,0.96,27,1.13,156,6.5,24,1,7,0.29
Kanagawa,29720,85.9,524,2.34,794,3.54,10524,46.98,20893,93.27,1727,7.71,656,2.93,378,1.69,3018,13.47,215,0.96,451,2.01,4,0.08,871,17.42,8,0.73,18,1.64,44,4,1,0.09,3,0.27
Niigata,9883,109.81,411,7.21,1154,20.25,6841,120.02,4068,71.37,690,12.11,248,4.35,165,2.89,983,17.25,46,0.81,116,2.04,19,1.9,98,9.8,5,0.38,4,0.31,95,7.31,3,0.23,1,0.08
Toyama,3564,74.25,74,2.55,349,12.03,2972,102.48,4211,145.21,242,8.34,112,3.86,229,7.9,423,14.59,90,3.1,32,1.1,-,-,17,2.83,2,0.4,7,1.4,62,12.4,1,0.2,4,0.8
Ishikawa,6189,128.94,107,3.69,259,8.93,3390,116.9,4047,139.55,412,14.21,91,3.14,237,8.17,423,14.59,14,0.48,32,1.1,-,-,10,1.43,-,-,6,1.2,60,12,-,-,1,0.2
