"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2020",,,,,,"Data collected as of December 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563159,114.18,16281,5.16,30906,9.8,189203,60.01,379701,120.43,28944,9.18,16856,5.35,18069,5.73,60192,19.09,23907,7.58,7491,2.38,172,0.25,8408,12.12,369,0.77,427,0.89,3416,7.15,56,0.12,237,0.5
Hokkaido,27005,122.19,929,6.73,1781,12.91,9800,71.01,6062,43.93,1181,8.56,235,1.7,1447,10.49,1718,12.45,286,2.07,188,1.36,9,0.32,458,16.36,9,0.41,9,0.41,216,9.82,1,0.05,30,1.36
Aomori,5301,81.55,190,4.52,320,7.62,1656,39.43,4742,112.9,302,7.19,309,7.36,375,8.93,709,16.88,43,1.02,52,1.24,1,0.09,96,8.73,2,0.33,2,0.33,58,9.67,-,-,2,0.33
Iwate,9109,140.14,322,8.05,369,9.23,3997,99.93,5105,127.63,396,9.9,359,8.98,223,5.58,938,23.45,59,1.48,97,2.43,-,-,182,13,5,0.26,3,0.16,83,4.37,-,-,6,0.32
Miyagi,7749,82.44,421,7.26,533,9.19,3725,64.22,5713,98.5,533,9.19,387,6.67,177,3.05,1358,23.41,62,1.07,125,2.16,3,0.25,81,6.75,2,0.17,1,0.08,226,18.83,1,0.08,2,0.17
Akita,7134,134.6,58,1.71,186,5.47,1008,29.65,2596,76.35,231,6.79,281,8.26,97,2.85,362,10.65,33,0.97,41,1.21,4,0.67,41,6.83,1,0.13,-,-,28,3.5,1,0.13,2,0.25
Yamagata,4164,92.53,133,4.59,546,18.83,3433,118.38,4176,144,351,12.1,100,3.45,237,8.17,767,26.45,798,27.52,39,1.34,1,0.14,72,10.29,6,0.6,-,-,31,3.1,1,0.1,1,0.1
Fukushima,10243,123.41,350,7,589,11.78,3839,76.78,4294,85.88,542,10.84,247,4.94,620,12.4,1427,28.54,273,5.46,115,2.3,-,-,273,21,6,1,3,0.5,38,6.33,-,-,3,0.5
Ibaraki,11753,97.94,185,2.47,709,9.45,4159,55.45,7900,105.33,709,9.45,207,2.76,269,3.59,896,11.95,144,1.92,129,1.72,2,0.12,471,27.71,-,-,8,0.67,132,11,-,-,5,0.42
Tochigi,5944,78.21,166,3.46,173,3.6,1723,35.9,2954,61.54,392,8.17,145,3.02,166,3.46,1048,21.83,77,1.6,115,2.4,-,-,101,8.42,3,0.43,8,1.14,72,10.29,3,0.43,2,0.29
Gunma,11040,128.37,113,2.13,503,9.49,2314,43.66,5658,106.75,517,9.75,159,3,233,4.4,1079,20.36,87,1.64,139,2.62,1,0.07,234,16.71,11,1.22,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29321,116.35,550,3.46,1474,9.27,9301,58.5,23212,145.99,1967,12.37,771,4.85,551,3.47,3378,21.25,380,2.39,523,3.29,39,1,525,13.46,10,0.91,21,1.91,86,7.82,-,-,1,0.09
Chiba,24839,118.28,317,2.4,643,4.87,9859,74.69,12999,98.48,1230,9.32,415,3.14,390,2.95,2238,16.95,228,1.73,404,3.06,7,0.21,437,13.24,11,1.22,17,1.89,82,9.11,-,-,1,0.11
Tokyo,33409,81.88,555,2.17,1293,5.05,12783,49.93,36760,143.59,2405,9.39,993,3.88,438,1.71,5097,19.91,641,2.5,642,2.51,10,0.27,336,9.08,27,1.13,31,1.29,166,6.92,25,1.04,7,0.29
Kanagawa,29726,85.67,534,2.38,981,4.38,11672,52.11,24036,107.3,2020,9.02,716,3.2,406,1.81,3876,17.3,267,1.19,560,2.5,8,0.16,1087,21.74,8,0.73,23,2.09,48,4.36,1,0.09,5,0.45
Niigata,9890,109.89,412,7.23,1326,23.26,7615,133.6,4930,86.49,865,15.18,257,4.51,168,2.95,1230,21.58,48,0.84,141,2.47,20,2,105,10.5,6,0.46,6,0.46,107,8.23,3,0.23,1,0.08
Toyama,3565,74.27,77,2.66,428,14.76,3207,110.59,4727,163,300,10.34,122,4.21,235,8.1,532,18.34,111,3.83,39,1.34,-,-,26,4.33,3,0.6,8,1.6,68,13.6,1,0.2,4,0.8
Ishikawa,6189,128.94,109,3.76,325,11.21,3508,120.97,4507,155.41,449,15.48,152,5.24,240,8.28,532,18.34,32,1.1,43,1.48,-,-,14,2,-,-,7,1.4,65,13,-,-,1,0.2
