"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2017",,,,,,"Data collected as of April 19, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1290414,260.48,13078,4.14,15902,5.03,101060,31.97,270848,85.68,16916,5.35,7020,2.22,3759,1.19,18352,5.81,340,0.11,1166,0.37,30010,9.49,111,0.16,5148,7.43,136,0.29,225,0.47,2932,6.16,86,0.18,2367,4.97
Hokkaido,43134,191.71,844,5.99,877,6.22,8134,57.69,6526,46.28,1061,7.52,77,0.55,147,1.04,545,3.87,20,0.14,21,0.15,982,6.96,5,0.18,144,5.14,3,0.14,8,0.36,98,4.45,-,-,65,2.95
Aomori,14394,224.91,80,1.95,176,4.29,1236,30.15,2535,61.83,103,2.51,107,2.61,94,2.29,253,6.17,2,0.05,46,1.12,146,3.56,1,0.09,57,5.18,2,0.33,-,-,62,10.33,-,-,25,4.17
Iwate,12879,201.23,78,2,391,10.03,1743,44.69,3059,78.44,113,2.9,15,0.38,43,1.1,262,6.72,-,-,3,0.08,379,9.72,3,0.21,57,4.07,2,0.11,-,-,83,4.37,-,-,28,1.47
Miyagi,25092,264.13,138,2.34,269,4.56,2381,40.36,3306,56.03,409,6.93,17,0.29,32,0.54,412,6.98,5,0.08,7,0.12,173,2.93,-,-,35,2.92,2,0.17,-,-,81,6.75,-,-,27,2.25
Akita,12386,229.37,104,2.97,75,2.14,875,25,1474,42.11,92,2.63,272,7.77,19,0.54,97,2.77,2,0.06,11,0.31,45,1.29,-,-,16,2.29,-,-,-,-,65,8.13,1,0.13,19,2.38
Yamagata,10226,217.57,75,2.5,111,3.7,2379,79.3,1625,54.17,231,7.7,23,0.77,55,1.83,263,8.77,4,0.13,16,0.53,330,11,-,-,38,4.75,1,0.1,4,0.4,61,6.1,-,-,25,2.5
Fukushima,21610,280.65,200,4.35,185,4.02,1676,36.43,2955,64.24,269,5.85,15,0.33,188,4.09,378,8.22,5,0.11,6,0.13,150,3.26,1,0.08,114,9.5,3,0.43,3,0.43,47,6.71,2,0.29,172,24.57
Ibaraki,29792,248.27,130,1.73,229,3.05,2669,35.59,5495,73.27,355,4.73,73,0.97,63,0.84,265,3.53,7,0.09,8,0.11,276,3.68,3,0.18,206,12.12,-,-,-,-,50,3.85,-,-,80,6.15
Tochigi,16587,218.25,85,1.77,125,2.6,910,18.96,2223,46.31,261,5.44,12,0.25,32,0.67,287,5.98,1,0.02,2,0.04,119,2.48,-,-,134,11.17,1,0.14,3,0.43,53,7.57,2,0.29,52,7.43
Gunma,22353,237.8,97,1.67,221,3.81,2180,37.59,5400,93.1,240,4.14,199,3.43,108,1.86,343,5.91,-,-,22,0.38,532,9.17,1,0.07,121,8.64,1,0.13,1,0.13,107,13.38,-,-,178,22.25
Saitama,81080,323.03,316,1.99,553,3.48,5969,37.54,14493,91.15,1139,7.16,144,0.91,123,0.77,957,6.02,11,0.07,37,0.23,1172,7.37,15,0.38,274,6.85,1,0.1,10,1,51,5.1,6,0.6,61,6.1
Chiba,65310,305.19,228,1.7,333,2.49,6260,46.72,11298,84.31,733,5.47,115,0.86,137,1.02,726,5.42,13,0.1,35,0.26,472,3.52,11,0.32,387,11.38,5,0.56,11,1.22,65,7.22,-,-,48,5.33
Tokyo,102420,247.39,455,1.74,873,3.34,7272,27.86,25815,98.91,1256,4.81,266,1.02,404,1.55,1696,6.5,21,0.08,28,0.11,1072,4.11,3,0.08,180,4.74,10,0.42,8,0.33,96,4,20,0.83,159,6.63
Kanagawa,93832,271.19,329,1.53,505,2.35,5555,25.84,17814,82.86,1347,6.27,147,0.68,230,1.07,1288,5.99,6,0.03,28,0.13,1683,7.83,11,0.22,891,17.82,3,0.3,9,0.9,50,5,-,-,155,15.5
Niigata,23092,253.76,239,4.19,518,9.09,2375,41.67,6146,107.82,299,5.25,34,0.6,126,2.21,317,5.56,7,0.12,11,0.19,1904,33.4,1,0.1,104,10.4,4,0.31,3,0.23,92,7.08,9,0.69,35,2.69
Toyama,10250,213.54,300,10.34,182,6.28,729,25.14,2728,94.07,129,4.45,85,2.93,8,0.28,131,4.52,2,0.07,13,0.45,633,21.83,3,0.43,137,19.57,1,0.2,1,0.2,30,6,-,-,25,5
Ishikawa,15250,317.71,96,3.31,254,8.76,1146,39.52,3976,137.1,199,6.86,21,0.72,12,0.41,158,5.45,2,0.07,4,0.14,55,1.9,-,-,9,1.29,1,0.2,-,-,57,11.4,-,-,30,6
Fukui,10852,339.13,63,2.86,160,7.27,721,32.77,2694,122.45,127,5.77,19,0.86,11,0.5,109,4.95,1,0.05,2,0.09,149,6.77,-,-,7,2.33,4,0.67,3,0.5,38,6.33,-,-,22,3.67
Yamanashi,10331,251.98,25,1.04,158,6.58,836,34.83,2338,97.42,87,3.63,48,2,26,1.08,80,3.33,1,0.04,5,0.21,259,10.79,1,0.11,36,4,3,0.3,1,0.1,79,7.9,2,0.2,27,2.7
Nagano,26177,304.38,178,3.36,46,0.87,1435,27.08,5743,108.36,205,3.87,73,1.38,65,1.23,229,4.32,4,0.08,8,0.15,1631,30.77,4,0.36,55,5,1,0.09,1,0.09,84,7.64,-,-,50,4.55
Gifu,21860,251.26,166,3.13,209,3.94,595,11.23,2815,53.11,199,3.75,62,1.17,26,0.49,206,3.89,5,0.09,3,0.06,627,11.83,-,-,35,3.18,-,-,7,1.4,89,17.8,-,-,46,9.2
Shizuoka,37056,266.59,235,2.64,439,4.93,3455,38.82,7041,79.11,361,4.06,118,1.33,54,0.61,385,4.33,8,0.09,10,0.11,551,6.19,9,0.43,109,5.19,2,0.2,10,1,67,6.7,19,1.9,38,3.8
Aichi,63970,328.05,577,3.17,735,4.04,3957,21.74,11504,63.21,650,3.57,364,2,101,0.55,798,4.38,9,0.05,30,0.16,843,4.63,5,0.14,123,3.51,3,0.2,11,0.73,149,9.93,1,0.07,83,5.53
Mie,18701,259.74,365,8.11,415,9.22,922,20.49,2735,60.78,172,3.82,107,2.38,69,1.53,290,6.44,5,0.11,6,0.13,175,3.89,2,0.17,13,1.08,13,1.44,14,1.56,55,6.11,10,1.11,9,1
Shiga,11682,224.65,135,4.35,120,3.87,436,14.06,2552,82.32,155,5,73,2.35,10,0.32,148,4.77,3,0.1,36,1.16,317,10.23,-,-,18,2.25,1,0.14,7,1,32,4.57,-,-,7,1
Kyoto,26756,215.77,109,1.45,383,5.11,1239,16.52,4842,64.56,250,3.33,199,2.65,40,0.53,302,4.03,12,0.16,36,0.48,511,6.81,1,0.06,79,4.65,2,0.29,3,0.43,42,6,-,-,35,5
Osaka,65246,212.53,1424,7.16,1148,5.77,5149,25.87,14414,72.43,1074,5.4,716,3.6,100,0.5,1148,5.77,16,0.08,119,0.6,2518,12.65,5,0.1,192,3.69,11,0.69,6,0.38,140,8.75,-,-,99,6.19
Hyogo,43375,222.44,740,5.87,878,6.97,2482,19.7,11756,93.3,657,5.21,193,1.53,153,1.21,629,4.99,11,0.09,27,0.21,1500,11.9,4,0.12,161,4.74,4,0.31,8,0.62,82,6.31,-,-,70,5.38
Nara,10056,186.22,389,11.44,221,6.5,1005,29.56,1676,49.29,114,3.35,71,2.09,23,0.68,205,6.03,1,0.03,15,0.44,444,13.06,-,-,67,6.7,6,1,7,1.17,57,9.5,1,0.17,28,4.67
Wakayama,8198,167.31,184,6.13,155,5.17,223,7.43,2027,67.57,120,4,16,0.53,25,0.83,177,5.9,6,0.2,11,0.37,904,30.13,3,0.75,9,2.25,3,0.27,6,0.55,32,2.91,3,0.27,30,2.73
Tottori,5741,197.97,36,1.89,122,6.42,1580,83.16,1342,70.63,214,11.26,13,0.68,23,1.21,110,5.79,4,0.21,10,0.53,444,23.37,2,0.4,48,9.6,1,0.2,9,1.8,28,5.6,-,-,41,8.2
