"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2019",,,,,,"Data collected as of January 23, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,537518,109.54,3278,1.05,2919,0.93,15651,5.01,54198,17.33,3913,1.25,1318,0.42,7141,2.28,2619,0.84,141,0.05,803,0.26,19,0.03,1535,2.22,33,0.07,29,0.06,329,0.69,4,0.01,81,0.17
Hokkaido,23055,104.8,327,2.37,95,0.69,940,6.81,612,4.43,152,1.1,16,0.12,105,0.76,61,0.44,2,0.01,15,0.11,1,0.04,32,1.14,1,0.04,1,0.04,45,1.96,-,-,4,0.17
Aomori,2811,43.25,41,0.98,34,0.81,148,3.52,530,12.62,30,0.71,7,0.17,69,1.64,47,1.12,-,-,21,0.5,2,0.18,12,1.09,-,-,-,-,6,1,-,-,6,1
Iwate,5208,80.12,43,1.08,58,1.45,377,9.43,341,8.53,52,1.3,65,1.63,175,4.38,37,0.93,3,0.08,59,1.48,-,-,34,2.43,1,0.05,-,-,12,0.63,1,0.05,6,0.32
Miyagi,7828,82.4,79,1.34,41,0.69,444,7.53,717,12.15,139,2.36,31,0.53,731,12.39,57,0.97,-,-,6,0.1,1,0.08,9,0.75,-,-,-,-,13,1.08,-,-,-,-
Akita,3394,64.04,13,0.38,30,0.88,90,2.65,283,8.32,32,0.94,9,0.26,99,2.91,22,0.65,1,0.03,-,-,-,-,9,1.29,1,0.13,-,-,27,3.38,-,-,-,-
Yamagata,2812,62.49,25,0.86,28,0.97,266,9.17,449,15.48,44,1.52,3,0.1,155,5.34,28,0.97,5,0.17,4,0.14,-,-,31,3.88,-,-,-,-,6,0.6,-,-,-,-
Fukushima,8338,100.46,91,1.82,73,1.46,332,6.64,556,11.12,99,1.98,20,0.4,156,3.12,69,1.38,1,0.02,20,0.4,-,-,46,3.54,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,15428,128.57,61,0.81,65,0.87,378,5.04,1328,17.71,100,1.33,14,0.19,118,1.57,38,0.51,4,0.05,7,0.09,-,-,44,2.59,-,-,-,-,16,1.23,-,-,1,0.08
