"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2022",,,,,,"Data collected as of April 27, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,490,0.1,11924,3.79,6286,2,16221,5.16,227108,72.26,3673,1.17,7405,2.36,655,0.21,13640,4.34,1431,0.46,1255,0.4,46,0.07,1618,2.34,87,0.18,96,0.2,87,0.18,13,0.03,50,0.1
Hokkaido,14,0.06,965,6.94,368,2.65,1130,8.13,2751,19.79,222,1.6,66,0.47,11,0.08,323,2.32,19,0.14,38,0.27,5,0.18,34,1.21,4,0.18,-,-,7,0.32,1,0.05,6,0.27
Aomori,1,0.02,2,0.05,47,1.15,87,2.12,2054,50.1,43,1.05,113,2.76,6,0.15,181,4.41,1,0.02,17,0.41,-,-,13,1.18,-,-,1,0.17,10,1.67,-,-,1,0.17
Iwate,2,0.03,378,9.69,85,2.18,377,9.67,2425,62.18,82,2.1,22,0.56,14,0.36,226,5.79,35,0.9,18,0.46,-,-,19,1.36,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,13,0.14,87,1.53,84,1.47,256,4.49,4589,80.51,94,1.65,66,1.16,19,0.33,315,5.53,60,1.05,19,0.33,1,0.08,26,2.17,3,0.25,-,-,2,0.17,-,-,1,0.08
Akita,2,0.04,55,1.62,46,1.35,201,5.91,1366,40.18,92,2.71,5,0.15,1,0.03,76,2.24,1,0.03,3,0.09,1,0.14,3,0.43,-,-,-,-,1,0.13,-,-,1,0.13
Yamagata,3,0.07,3,0.1,120,4.14,214,7.38,3541,122.1,43,1.48,23,0.79,5,0.17,178,6.14,28,0.97,9,0.31,-,-,37,4.63,-,-,-,-,-,-,-,-,1,0.1
Fukushima,6,0.07,64,1.28,213,4.26,246,4.92,3625,72.5,82,1.64,113,2.26,22,0.44,368,7.36,25,0.5,16,0.32,-,-,41,3.15,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,53,0.71,99,1.32,311,4.15,4534,60.45,67,0.89,67,0.89,6,0.08,166,2.21,11,0.15,36,0.48,-,-,82,4.82,1,0.08,-,-,17,1.42,-,-,-,-
Tochigi,8,0.11,134,2.79,31,0.65,212,4.42,1976,41.17,27,0.56,213,4.44,10,0.21,269,5.6,16,0.33,19,0.4,-,-,31,2.58,4,0.57,1,0.14,-,-,-,-,-,-
Gunma,3,0.03,65,1.2,97,1.8,156,2.89,4995,92.5,58,1.07,135,2.5,11,0.2,275,5.09,23,0.43,32,0.59,1,0.08,42,3.23,1,0.11,-,-,-,-,-,-,-,-
Saitama,19,0.08,72,0.46,198,1.25,344,2.18,13329,84.36,199,1.26,174,1.1,46,0.29,708,4.48,40,0.25,86,0.54,8,0.21,93,2.38,1,0.09,8,0.73,1,0.09,-,-,-,-
Chiba,22,0.11,9,0.07,126,0.98,536,4.19,9466,73.95,128,1,126,0.98,24,0.19,529,4.13,28,0.22,71,0.55,2,0.06,59,1.84,4,0.44,3,0.33,3,0.33,-,-,-,-
Tokyo,20,0.05,95,0.37,177,0.69,568,2.23,21200,83.14,222,0.87,354,1.39,55,0.22,1069,4.19,69,0.27,121,0.47,-,-,81,2.19,4,0.16,5,0.2,2,0.08,9,0.36,2,0.08
Kanagawa,29,0.08,60,0.27,167,0.75,683,3.08,13771,62.03,211,0.95,331,1.49,45,0.2,851,3.83,76,0.34,96,0.43,2,0.04,214,4.28,-,-,8,0.67,5,0.42,1,0.08,-,-
Niigata,7,0.08,22,0.39,236,4.14,987,17.32,2132,37.4,93,1.63,314,5.51,11,0.19,306,5.37,147,2.58,37,0.65,5,0.5,16,1.6,2,0.17,2,0.17,1,0.08,-,-,1,0.08
Toyama,1,0.02,593,20.45,183,6.31,245,8.45,2896,99.86,27,0.93,103,3.55,6,0.21,106,3.66,72,2.48,4,0.14,-,-,9,1.29,1,0.2,-,-,1,0.2,-,-,-,-
