"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23rd week, 2019",,,,,,"Data collected as of June 12, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1418947,287.41,29104,9.23,27580,8.75,170126,53.96,437203,138.66,24949,7.91,35386,11.22,47863,15.18,27957,8.87,6481,2.06,6785,2.15,169,0.24,9460,13.63,222,0.46,241,0.5,1737,3.63,49,0.1,4183,8.73
Hokkaido,58817,267.35,1849,13.4,1286,9.32,12506,90.62,10309,74.7,983,7.12,237,1.72,1672,12.12,714,5.17,50,0.36,154,1.12,4,0.14,268,9.57,8,0.36,4,0.18,149,6.77,3,0.14,251,11.41
Aomori,14897,229.18,197,4.69,207,4.93,1801,42.88,5008,119.24,260,6.19,475,11.31,851,20.26,376,8.95,47,1.12,212,5.05,3,0.27,68,6.18,2,0.33,2,0.33,86,14.33,-,-,58,9.67
Iwate,17689,272.14,211,5.28,276,6.9,3316,82.9,4465,111.63,330,8.25,207,5.18,616,15.4,354,8.85,11,0.28,202,5.05,-,-,205,14.64,7,0.37,2,0.11,63,3.32,1,0.05,232,12.21
Miyagi,30370,323.09,641,11.05,333,5.74,4521,77.95,7923,136.6,762,13.14,124,2.14,2360,40.69,619,10.67,19,0.33,96,1.66,4,0.33,64,5.33,1,0.08,1,0.08,84,7,-,-,27,2.25
Akita,14916,281.43,79,2.32,125,3.68,1230,36.18,2433,71.56,112,3.29,22,0.65,299,8.79,166,4.88,15,0.44,20,0.59,-,-,36,6,2,0.25,-,-,80,10,-,-,18,2.25
Yamagata,12738,289.5,206,7.1,270,9.31,2743,94.59,5039,173.76,266,9.17,189,6.52,1021,35.21,363,12.52,14,0.48,29,1,-,-,65,9.29,3,0.3,6,0.6,38,3.8,-,-,67,6.7
Fukushima,28855,347.65,568,11.36,588,11.76,3279,65.58,4618,92.36,445,8.9,443,8.86,980,19.6,683,13.66,34,0.68,129,2.58,1,0.08,282,21.69,2,0.29,-,-,20,2.86,-,-,138,19.71
Ibaraki,36641,305.34,437,5.83,578,7.71,3945,52.6,8434,112.45,759,10.12,326,4.35,1306,17.41,460,6.13,92,1.23,105,1.4,-,-,424,26.5,5,0.42,1,0.08,90,7.5,-,-,39,3.25
Tochigi,21693,289.24,317,6.6,222,4.63,2086,43.46,3397,70.77,345,7.19,282,5.88,629,13.1,499,10.4,10,0.21,88,1.83,-,-,112,9.33,1,0.14,-,-,40,5.71,-,-,47,6.71
Gunma,25661,301.89,306,5.88,442,8.5,2513,48.33,6081,116.94,383,7.37,168,3.23,654,12.58,527,10.13,37,0.71,90,1.73,2,0.14,188,13.43,-,-,1,0.13,22,2.75,-,-,132,16.5
Saitama,93414,369.23,1097,6.86,1274,7.96,10225,63.91,27800,173.75,1759,10.99,626,3.91,3753,23.46,1559,9.74,64,0.4,419,2.62,24,0.6,452,11.3,4,0.36,14,1.27,21,1.91,1,0.09,109,9.91
Chiba,67682,319.25,672,5.05,819,6.16,8957,67.35,16433,123.56,1257,9.45,618,4.65,2687,20.2,1083,8.14,148,1.11,267,2.01,9,0.26,338,9.94,9,1,12,1.33,33,3.67,-,-,75,8.33
Tokyo,109624,270.01,1483,5.84,1440,5.67,13246,52.15,41081,161.74,2550,10.04,1028,4.05,4420,17.4,2573,10.13,200,0.79,379,1.49,2,0.05,250,6.76,20,0.83,16,0.67,48,2,19,0.79,175,7.29
Kanagawa,103225,290.77,946,4.19,1075,4.76,10575,46.79,29140,128.94,2355,10.42,841,3.72,2962,13.11,2038,9.02,137,0.61,586,2.59,8,0.16,1156,23.12,6,0.55,5,0.45,24,2.18,-,-,110,10
Niigata,31728,352.53,863,15.14,950,16.67,5574,97.79,7957,139.6,578,10.14,168,2.95,2296,40.28,581,10.19,28,0.49,139,2.44,13,1.3,94,9.4,5,0.38,2,0.15,73,5.62,3,0.23,42,3.23
Toyama,10797,224.94,168,5.79,463,15.97,1557,53.69,4800,165.52,260,8.97,129,4.45,744,25.66,246,8.48,73,2.52,28,0.97,11,1.57,56,8,3,0.6,1,0.2,4,0.8,-,-,18,3.6
Ishikawa,15335,319.48,279,9.62,535,18.45,2868,98.9,4473,154.24,153,5.28,123,4.24,1019,35.14,239,8.24,22,0.76,22,0.76,-,-,53,7.57,3,0.6,4,0.8,44,8.8,-,-,68,13.6
Fukui,10846,309.89,384,17.45,425,19.32,1606,73,3743,170.14,232,10.55,111,5.05,201,9.14,203,9.23,23,1.05,57,2.59,-,-,77,25.67,6,1,4,0.67,11,1.83,-,-,62,10.33
Yamanashi,11267,274.8,74,3.08,55,2.29,771,32.13,2580,107.5,167,6.96,87,3.63,450,18.75,130,5.42,11,0.46,65,2.71,4,0.44,83,9.22,4,0.4,8,0.8,51,5.1,-,-,56,5.6
Nagano,28435,330.64,375,7.08,298,5.62,1959,36.96,7886,148.79,321,6.06,177,3.34,890,16.79,357,6.74,66,1.25,64,1.21,1,0.1,53,5.3,5,0.45,6,0.55,52,4.73,-,-,172,15.64
Gifu,25441,295.83,283,5.44,368,7.08,1229,23.63,3934,75.65,206,3.96,94,1.81,368,7.08,331,6.37,22,0.42,33,0.63,3,0.27,67,6.09,-,-,-,-,12,2.4,1,0.2,108,21.6
Shizuoka,40671,292.6,473,5.31,480,5.39,3584,40.27,13076,146.92,400,4.49,269,3.02,1304,14.65,600,6.74,72,0.81,215,2.42,-,-,260,11.82,4,0.4,16,1.6,19,1.9,1,0.1,19,1.9
Aichi,73022,374.47,1337,7.35,1201,6.6,6870,37.75,20915,114.92,885,4.86,455,2.5,1733,9.52,1205,6.62,131,0.72,278,1.53,6,0.17,261,7.46,6,0.4,12,0.8,72,4.8,1,0.07,369,24.6
Mie,17405,241.74,675,15,376,8.36,1977,43.93,6258,139.07,247,5.49,432,9.6,289,6.42,393,8.73,56,1.24,46,1.02,1,0.08,12,1,7,0.78,18,2,37,4.11,2,0.22,81,9
Shiga,13903,267.37,161,5.19,258,8.32,1048,33.81,3765,121.45,187,6.03,161,5.19,227,7.32,173,5.58,68,2.19,40,1.29,-,-,24,3,4,0.57,1,0.14,3,0.43,1,0.14,34,4.86
Kyoto,32336,258.69,339,4.46,531,6.99,2510,33.03,10120,133.16,424,5.58,682,8.97,1072,14.11,479,6.3,123,1.62,92,1.21,-,-,76,4.47,3,0.43,2,0.29,27,3.86,-,-,120,17.14
Osaka,72780,241.79,3490,17.63,2174,10.98,10728,54.18,29166,147.3,1382,6.98,5358,27.06,2418,12.21,1647,8.32,790,3.99,363,1.83,11,0.21,328,6.31,13,0.81,5,0.31,37,2.31,-,-,367,22.94
Hyogo,48400,244.44,1594,12.45,1371,10.71,4680,36.56,21859,170.77,986,7.7,1662,12.98,1754,13.7,888,6.94,185,1.45,133,1.04,10,0.29,463,13.62,25,1.79,13,0.93,41,2.93,1,0.07,227,16.21
Nara,11483,208.78,400,11.76,344,10.12,1508,44.35,4995,146.91,200,5.88,467,13.74,152,4.47,272,8,67,1.97,33,0.97,-,-,153,15.3,3,0.5,4,0.67,32,5.33,-,-,75,12.5
Wakayama,9005,183.78,730,24.33,202,6.73,656,21.87,3504,116.8,104,3.47,263,8.77,483,16.1,224,7.47,103,3.43,37,1.23,13,3.25,38,9.5,2,0.18,7,0.64,45,4.09,1,0.09,93,8.45
Tottori,7310,252.07,163,8.58,251,13.21,1959,103.11,3293,173.32,178,9.37,630,33.16,87,4.58,160,8.42,49,2.58,20,1.05,1,0.2,91,18.2,3,0.6,2,0.4,8,1.6,-,-,22,4.4
Shimane,7431,195.55,170,7.39,204,8.87,1043,45.35,3306,143.74,133,5.78,499,21.7,77,3.35,252,10.96,20,0.87,30,1.3,-,-,5,1.67,1,0.13,3,0.38,14,1.75,2,0.25,24,3
Okayama,19600,233.33,277,5.13,436,8.07,2062,38.19,8716,161.41,279,5.17,927,17.17,245,4.54,330,6.11,210,3.89,91,1.69,5,0.42,128,10.67,3,0.6,1,0.2,9,1.8,1,0.2,44,8.8
Hiroshima,26421,233.81,676,9.66,854,12.2,3337,47.67,10678,152.54,361,5.16,586,8.37,429,6.13,525,7.5,126,1.8,323,4.61,3,0.17,249,13.83,5,0.25,6,0.3,33,1.65,-,-,88,4.4
Yamaguchi,17362,263.06,1170,25.43,312,6.78,2226,48.39,5816,126.43,190,4.13,436,9.48,451,9.8,462,10.04,126,2.74,86,1.87,1,0.11,115,12.78,4,0.44,1,0.11,55,6.11,-,-,49,5.44
Tokushima,8125,219.59,617,26.83,161,7,407,17.7,3663,159.26,85,3.7,231,10.04,102,4.43,179,7.78,19,0.83,16,0.7,2,0.5,58,14.5,1,0.14,-,-,8,1.14,-,-,4,0.57
Kagawa,11244,239.23,256,9.14,292,10.43,1217,43.46,5047,180.25,159,5.68,93,3.32,321,11.46,304,10.86,47,1.68,120,4.29,5,1,23,4.6,1,0.2,2,0.4,14,2.8,1,0.2,19,3.8
Ehime,14720,241.31,267,7.22,317,8.57,2709,73.22,7621,205.97,275,7.43,82,2.22,297,8.03,513,13.86,32,0.86,107,2.89,1,0.13,538,67.25,-,-,2,0.33,14,2.33,-,-,11,1.83
Kochi,13743,286.31,353,11.77,178,5.93,1677,55.9,3446,114.87,178,5.93,139,4.63,179,5.97,210,7,47,1.57,20,0.67,-,-,34,11.33,2,0.25,1,0.13,63,7.88,4,0.5,87,10.88
Fukuoka,65642,331.53,1853,15.44,1630,13.58,10319,85.99,21325,177.71,1353,11.28,4272,35.6,3031,25.26,1657,13.81,657,5.48,625,5.21,11,0.42,617,23.73,14,0.93,10,0.67,33,2.2,-,-,91,6.07
Saga,10073,258.28,237,10.3,315,13.7,861,37.43,2495,108.48,202,8.78,864,37.57,421,18.3,350,15.22,119,5.17,21,0.91,1,0.25,47,11.75,1,0.17,4,0.67,16,2.67,-,-,60,10
Nagasaki,21561,312.48,201,4.67,510,11.86,1599,37.19,3764,87.53,256,5.95,807,18.77,430,10,417,9.7,171,3.98,76,1.77,5,0.63,133,16.63,5,0.42,13,1.08,30,2.5,-,-,37,3.08
Kumamoto,21739,275.18,571,11.65,504,10.29,2383,48.63,8639,176.31,379,7.73,1539,31.41,340,6.94,789,16.1,434,8.86,120,2.45,1,0.11,439,48.78,3,0.2,9,0.6,15,1,-,-,167,11.13
Oita,19239,331.71,330,9.17,498,13.83,1726,47.94,7755,215.42,311,8.64,1037,28.81,218,6.06,440,12.22,204,5.67,383,10.64,-,-,118,23.6,2,0.18,7,0.64,32,2.91,-,-,20,1.82
Miyazaki,18234,314.38,271,7.74,544,15.54,2547,72.77,6825,195,356,10.17,2615,74.71,550,15.71,546,15.6,730,20.86,100,2.86,-,-,310,51.67,-,-,-,-,-,-,-,-,21,3
Kagoshima,25780,280.22,682,12.63,1300,24.07,2813,52.09,10836,200.67,628,11.63,3724,68.96,284,5.26,509,9.43,657,12.17,164,3.04,1,0.14,309,44.14,4,0.33,1,0.08,5,0.42,-,-,30,2.5
Okinawa,21647,379.77,376,11.39,308,9.33,1173,35.55,2786,84.42,328,9.94,681,20.64,791,23.97,332,10.06,115,3.48,62,1.88,2,0.25,240,30,10,1.43,12,1.71,30,4.29,6,0.86,20,2.86
