"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2016",,,,,,"Data collected as of September 14, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582396,320.84,37724,11.98,50635,16.07,272146,86.4,629830,199.95,43351,13.76,29558,9.38,45529,14.45,54596,17.33,2133,0.68,108089,34.31,107783,34.22,283,0.41,17451,25.29,344,0.73,944,2,10761,22.75,241,0.51,4997,10.56
Hokkaido,83463,370.95,2001,14.09,2270,15.99,21324,150.17,14807,104.27,2247,15.82,747,5.26,2976,20.96,1525,10.74,66,0.46,5277,37.16,6898,48.58,-,-,362,12.93,7,0.32,27,1.23,728,33.09,5,0.23,370,16.82
Aomori,17490,269.08,350,8.33,533,12.69,2310,55,5398,128.52,394,9.38,175,4.17,513,12.21,644,15.33,9,0.21,545,12.98,842,20.05,3,0.27,179,16.27,13,2.17,15,2.5,154,25.67,-,-,109,18.17
Iwate,21213,331.45,419,10.48,437,10.93,5087,127.18,8217,205.43,451,11.28,112,2.8,239,5.98,603,15.08,8,0.2,673,16.83,707,17.68,4,0.29,255,18.21,5,0.26,5,0.26,275,14.47,1,0.05,166,8.74
Miyagi,28058,295.35,561,9.51,664,11.25,7402,125.46,11906,201.8,1065,18.05,1130,19.15,309,5.24,1174,19.9,20,0.34,2725,46.19,807,13.68,-,-,88,7.33,8,0.67,-,-,270,22.5,-,-,14,1.17
Akita,14324,265.26,92,2.63,292,8.34,1806,51.6,4392,125.49,338,9.66,186,5.31,1487,42.49,355,10.14,137,3.91,558,15.94,197,5.63,1,0.14,75,10.71,-,-,1,0.13,143,17.88,-,-,139,17.38
Yamagata,13930,296.38,222,7.66,627,21.62,5325,183.62,6663,229.76,378,13.03,240,8.28,1442,49.72,711,24.52,14,0.48,2135,73.62,2200,75.86,-,-,54,6.75,5,0.5,10,1,91,9.1,4,0.4,18,1.8
Fukushima,23127,300.35,640,13.91,910,19.78,2954,64.22,6102,132.65,716,15.57,215,4.67,934,20.3,1054,22.91,21,0.46,1858,40.39,328,7.13,-,-,348,29,7,1,9,1.29,105,15,8,1.14,60,8.57
Ibaraki,33129,276.08,348,4.64,838,11.17,4991,66.55,14320,190.93,1000,13.33,911,12.15,700,9.33,831,11.08,29,0.39,1918,25.57,2422,32.29,2,0.12,715,42.06,2,0.15,10,0.77,214,16.46,-,-,35,2.69
