"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2017",,,,,,"Data collected as of August 16, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1364472,276.15,40071,12.69,56316,17.84,242250,76.73,580101,183.75,36988,11.72,208230,65.96,8325,2.64,46787,14.82,977,0.31,52839,16.74,57201,18.12,285,0.41,14622,21.1,314,0.66,563,1.18,4895,10.26,160,0.34,4833,10.13
Hokkaido,49327,220.21,3583,25.41,5018,35.59,16386,116.21,12877,91.33,1975,14.01,8684,61.59,214,1.52,1282,9.09,51,0.36,1824,12.94,1595,11.31,9,0.32,336,12,6,0.26,16,0.7,157,6.83,-,-,201,8.74
Aomori,15397,240.58,303,7.39,458,11.17,2370,57.8,6087,148.46,319,7.78,1394,34,182,4.44,603,14.71,4,0.1,395,9.63,525,12.8,3,0.3,86,8.6,10,1.67,4,0.67,130,21.67,-,-,72,12
Iwate,14536,227.13,487,12.49,959,24.59,3560,91.28,6634,170.1,282,7.23,642,16.46,162,4.15,577,14.79,3,0.08,211,5.41,1082,27.74,5,0.36,147,10.5,5,0.26,2,0.11,190,10,4,0.21,107,5.63
Miyagi,27052,287.79,923,15.91,1307,22.53,5256,90.62,9754,168.17,767,13.22,2186,37.69,121,2.09,1089,18.78,10,0.17,377,6.5,422,7.28,-,-,89,8.09,2,0.17,1,0.08,154,12.83,-,-,51,4.25
Akita,13137,247.87,147,4.32,281,8.26,1588,46.71,3676,108.12,388,11.41,1422,41.82,43,1.26,275,8.09,14,0.41,171,5.03,109,3.21,8,1.14,37,5.29,1,0.13,-,-,191,23.88,2,0.25,56,7
Yamagata,11417,242.91,268,9.24,577,19.9,4987,171.97,5226,180.21,422,14.55,1569,54.1,462,15.93,619,21.34,20,0.69,605,20.86,470,16.21,-,-,60,7.5,2,0.2,7,0.7,131,13.1,-,-,78,7.8
Fukushima,23763,308.61,1170,25.43,576,12.52,3814,82.91,6042,131.35,755,16.41,796,17.3,301,6.54,958,20.83,9,0.2,293,6.37,551,11.98,1,0.08,335,27.92,5,0.71,15,2.14,80,11.43,4,0.57,218,31.14
Ibaraki,30901,257.51,445,5.93,1052,14.03,6289,83.85,11038,147.17,812,10.83,1835,24.47,146,1.95,696,9.28,21,0.28,535,7.13,531,7.08,6,0.35,551,32.41,2,0.15,-,-,78,6,-,-,122,9.38
Tochigi,17680,232.63,283,5.9,637,13.27,2148,44.75,4220,87.92,566,11.79,1408,29.33,65,1.35,767,15.98,2,0.04,266,5.54,400,8.33,-,-,345,28.75,4,0.57,5,0.71,83,11.86,2,0.29,89,12.71
Gunma,23698,252.11,327,5.74,730,12.81,5393,94.61,11240,197.19,504,8.84,2533,44.44,311,5.46,877,15.39,2,0.04,1032,18.11,1345,23.6,2,0.15,317,24.38,1,0.13,5,0.63,177,22.13,-,-,314,39.25
