"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2017",,,,,,"Data collected as of April 26, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1310787,264.38,14033,4.44,17239,5.45,109471,34.61,292087,92.34,17849,5.64,8258,2.61,4009,1.27,20163,6.37,379,0.12,1357,0.43,31593,9.99,122,0.18,5553,8.01,153,0.32,242,0.51,3049,6.39,92,0.19,2769,5.81
Hokkaido,44785,199.04,916,6.5,950,6.74,8736,61.96,7023,49.81,1105,7.84,79,0.56,154,1.09,594,4.21,25,0.18,24,0.17,1020,7.23,5,0.18,149,5.32,3,0.13,9,0.39,100,4.35,-,-,91,3.96
Aomori,14641,228.77,86,2.1,191,4.66,1331,32.46,2710,66.1,112,2.73,118,2.88,100,2.44,283,6.9,2,0.05,49,1.2,158,3.85,1,0.09,57,5.18,2,0.33,-,-,63,10.5,-,-,27,4.5
Iwate,13187,206.05,88,2.26,422,10.82,1884,48.31,3231,82.85,117,3,16,0.41,49,1.26,292,7.49,-,-,3,0.08,397,10.18,3,0.21,60,4.29,2,0.11,-,-,93,4.89,-,-,35,1.84
Miyagi,25612,269.6,153,2.59,297,5.03,2557,43.34,3616,61.29,427,7.24,17,0.29,32,0.54,453,7.68,5,0.08,7,0.12,183,3.1,-,-,36,3,2,0.17,-,-,83,6.92,-,-,31,2.58
Akita,12626,233.81,108,3.09,82,2.34,929,26.54,1612,46.06,99,2.83,303,8.66,21,0.6,107,3.06,2,0.06,12,0.34,49,1.4,-,-,18,2.57,-,-,-,-,70,8.75,1,0.13,26,3.25
Yamagata,10555,224.57,88,2.93,128,4.27,2611,87.03,1838,61.27,245,8.17,23,0.77,59,1.97,287,9.57,7,0.23,17,0.57,339,11.3,-,-,38,4.75,1,0.1,4,0.4,61,6.1,-,-,35,3.5
Fukushima,22258,289.06,208,4.52,205,4.46,1806,39.26,3156,68.61,287,6.24,15,0.33,195,4.24,416,9.04,5,0.11,6,0.13,160,3.48,1,0.08,128,10.67,3,0.43,3,0.43,48,6.86,3,0.43,183,26.14
Ibaraki,30184,251.53,135,1.8,257,3.43,2871,38.28,5916,78.88,383,5.11,79,1.05,66,0.88,297,3.96,11,0.15,9,0.12,285,3.8,3,0.18,220,12.94,2,0.15,-,-,50,3.85,-,-,91,7
