"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2016",,,,,,"Data collected as of April 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1533263,309.69,20243,6.41,15597,4.94,129565,41.03,312639,99,19100,6.05,1470,0.47,24767,7.84,18403,5.83,597,0.19,766,0.24,39538,12.52,120,0.17,6398,9.3,119,0.25,257,0.54,3664,7.73,134,0.28,3260,6.88
Hokkaido,78998,351.1,801,5.64,664,4.68,10831,76.27,6430,45.28,807,5.68,112,0.79,2032,14.31,544,3.83,19,0.13,22,0.15,3151,22.19,-,-,118,4.21,2,0.09,5,0.22,97,4.22,3,0.13,174,7.57
Aomori,15706,241.63,86,2.05,189,4.5,1070,25.48,2301,54.79,127,3.02,15,0.36,198,4.71,223,5.31,-,-,5,0.12,430,10.24,1,0.09,84,7.64,8,1.33,7,1.17,68,11.33,-,-,54,9
Iwate,18912,295.5,155,3.88,88,2.2,2813,70.33,4239,105.98,152,3.8,10,0.25,140,3.5,202,5.05,6,0.15,2,0.05,193,4.83,2,0.14,87,6.21,1,0.05,2,0.11,102,5.37,1,0.05,57,3
Miyagi,25941,273.06,242,4.1,189,3.2,3953,67,5966,101.12,425,7.2,6,0.1,172,2.92,395,6.69,6,0.1,3,0.05,343,5.81,-,-,39,3.25,4,0.33,-,-,110,9.17,-,-,9,0.75
Akita,12125,224.54,53,1.51,109,3.11,757,21.63,2296,65.6,113,3.23,10,0.29,1075,30.71,98,2.8,15,0.43,4,0.11,55,1.57,1,0.14,26,3.71,-,-,-,-,58,7.25,-,-,94,11.75
Yamagata,12868,273.79,38,1.31,179,6.17,2950,101.72,3737,128.86,206,7.1,11,0.38,978,33.72,262,9.03,3,0.1,-,-,928,32,-,-,12,1.5,-,-,4,0.4,37,3.7,4,0.4,6,0.6
Fukushima,20917,271.65,260,5.65,223,4.85,1434,31.17,3020,65.65,296,6.43,12,0.26,410,8.91,384,8.35,12,0.26,3,0.07,136,2.96,-,-,130,10.83,2,0.29,3,0.43,31,4.43,-,-,9,1.29
Ibaraki,32259,268.83,179,2.39,266,3.55,2235,29.8,7670,102.27,423,5.64,39,0.52,385,5.13,277,3.69,6,0.08,11,0.15,1058,14.11,-,-,239,14.06,-,-,4,0.31,93,7.15,-,-,13,1
