"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53rd week, 2015",,,,,,"Data collected as of January 7, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1168987,237.41,119948,38.13,72143,22.93,401240,127.54,987671,313.95,77591,24.66,381718,121.33,98500,31.31,84954,27,2675,0.85,98212,31.22,81046,25.76,490,0.71,25030,36.43,450,0.95,1065,2.24,10323,21.69,413,0.87,4342,9.12
Hokkaido,43567,192.77,7061,49.73,5311,37.4,26942,189.73,22692,159.8,3896,27.44,14528,102.31,5435,38.27,2422,17.06,84,0.59,3492,24.59,5561,39.16,8,0.29,602,21.5,10,0.45,14,0.64,514,23.36,2,0.09,422,19.18
Aomori,14893,229.12,1320,31.43,730,17.38,3120,74.29,7828,186.38,778,18.52,6031,143.6,1008,24,994,23.67,12,0.29,691,16.45,345,8.21,-,-,275,25,11,1.83,16,2.67,222,37,-,-,121,20.17
Iwate,15556,243.06,1624,41.64,556,14.26,6457,165.56,11061,283.62,1014,26,4680,120,877,22.49,955,24.49,15,0.38,906,23.23,342,8.77,4,0.29,265,18.93,5,0.26,8,0.42,309,16.26,4,0.21,153,8.05
Miyagi,19840,211.06,2563,44.19,1210,20.86,7980,137.59,19670,339.14,1758,30.31,11057,190.64,1729,29.81,1886,32.52,2,0.03,1918,33.07,412,7.1,4,0.33,198,16.5,8,0.67,5,0.42,401,33.42,1,0.08,79,6.58
Akita,14381,271.34,935,27.5,613,18.03,2327,68.44,6075,178.68,617,18.15,2649,77.91,1038,30.53,438,12.88,6,0.18,469,13.79,360,10.59,10,1.43,118,16.86,1,0.13,-,-,189,23.63,-,-,75,9.38
Yamagata,10141,215.77,1926,66.41,1171,40.38,6693,230.79,11235,387.41,950,32.76,6108,210.62,1499,51.69,1064,36.69,16,0.55,1193,41.14,1399,48.24,-,-,70,10,11,1.1,12,1.2,51,5.1,16,1.6,52,5.2
Fukushima,19553,257.28,3479,77.31,830,18.44,5061,112.47,11254,250.09,1275,28.33,7747,172.16,2337,51.93,1544,34.31,26,0.58,1019,22.64,1072,23.82,-,-,414,34.5,5,0.71,11,1.57,196,28,3,0.43,132,18.86
Ibaraki,22904,190.87,2022,26.96,1390,18.53,8628,115.04,22059,294.12,1848,24.64,6305,84.07,2673,35.64,1380,18.4,45,0.6,1651,22.01,2457,32.76,14,0.82,915,53.82,4,0.31,6,0.46,170,13.08,1,0.08,42,3.23
