"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2021",,,,,,"Data collected as of March 31, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,585,0.12,13235,4.19,7272,2.3,26747,8.47,102051,32.33,4553,1.44,1235,0.39,563,0.18,13580,4.3,1028,0.33,1348,0.43,27,0.04,1448,2.08,73,0.15,106,0.22,204,0.43,4,0.01,27,0.06
Hokkaido,38,0.17,10,0.07,406,2.9,2155,15.39,2292,16.37,264,1.89,7,0.05,12,0.09,348,2.49,5,0.04,37,0.26,1,0.03,39,1.34,1,0.04,-,-,6,0.26,-,-,2,0.09
Aomori,4,0.06,94,2.24,93,2.21,221,5.26,1535,36.55,47,1.12,5,0.12,2,0.05,160,3.81,-,-,5,0.12,-,-,10,0.91,-,-,1,0.17,3,0.5,-,-,-,-
Iwate,3,0.05,524,13.1,68,1.7,766,19.15,1469,36.73,97,2.43,3,0.08,7,0.18,224,5.6,4,0.1,17,0.43,-,-,35,2.5,1,0.05,2,0.11,10,0.53,-,-,2,0.11
Miyagi,8,0.09,98,1.69,160,2.76,322,5.55,1751,30.19,152,2.62,14,0.24,9,0.16,294,5.07,1,0.02,35,0.6,-,-,10,0.83,1,0.08,-,-,15,1.25,-,-,1,0.08
Akita,-,-,6,0.18,41,1.21,255,7.5,530,15.59,64,1.88,6,0.18,9,0.26,89,2.62,2,0.06,3,0.09,-,-,7,1,-,-,-,-,-,-,-,-,2,0.25
Yamagata,65,1.44,3,0.1,118,4.07,480,16.55,1177,40.59,20,0.69,6,0.21,3,0.1,176,6.07,9,0.31,12,0.41,-,-,18,2.25,1,0.1,-,-,-,-,-,-,-,-
Fukushima,15,0.18,136,2.72,156,3.12,630,12.6,1351,27.02,69,1.38,7,0.14,8,0.16,314,6.28,3,0.06,17,0.34,1,0.08,47,3.62,2,0.29,-,-,1,0.14,-,-,-,-
Ibaraki,8,0.07,4,0.05,107,1.43,524,6.99,1424,18.99,74,0.99,18,0.24,11,0.15,204,2.72,30,0.4,24,0.32,-,-,44,2.59,-,-,2,0.17,20,1.67,-,-,-,-
Tochigi,6,0.08,75,1.56,48,1,238,4.96,1090,22.71,47,0.98,18,0.38,8,0.17,254,5.29,13,0.27,27,0.56,1,0.08,43,3.58,1,0.14,5,0.71,16,2.29,-,-,-,-
Gunma,5,0.06,2,0.04,97,1.8,280,5.19,1599,29.61,37,0.69,9,0.17,8,0.15,272,5.04,5,0.09,37,0.69,-,-,71,4.73,2,0.22,-,-,2,0.22,-,-,2,0.22
Saitama,17,0.07,18,0.11,377,2.37,963,6.06,4654,29.27,265,1.67,25,0.16,36,0.23,831,5.23,26,0.16,110,0.69,4,0.1,63,1.62,4,0.36,8,0.73,5,0.45,-,-,2,0.18
Chiba,28,0.13,15,0.11,193,1.46,813,6.16,2686,20.35,231,1.75,21,0.16,24,0.18,466,3.53,7,0.05,76,0.58,1,0.03,92,2.79,3,0.33,6,0.67,5,0.56,-,-,2,0.22
Tokyo,28,0.07,186,0.73,300,1.17,1032,4.03,8513,33.25,297,1.16,60,0.23,82,0.32,1215,4.75,36,0.14,115,0.45,-,-,48,1.3,2,0.08,8,0.32,7,0.28,3,0.12,-,-
Kanagawa,18,0.05,52,0.23,187,0.83,1139,5.06,5465,24.29,288,1.28,27,0.12,52,0.23,921,4.09,26,0.12,102,0.45,4,0.08,181,3.62,2,0.2,2,0.2,1,0.1,-,-,1,0.1
Niigata,15,0.17,-,-,265,4.73,1305,23.3,1335,23.84,129,2.3,4,0.07,18,0.32,263,4.7,4,0.07,32,0.57,9,0.9,7,0.7,4,0.31,5,0.38,12,0.92,-,-,-,-
Toyama,5,0.1,114,3.93,129,4.45,464,16,717,24.72,30,1.03,7,0.24,8,0.28,124,4.28,13,0.45,8,0.28,-,-,1,0.14,1,0.2,1,0.2,6,1.2,-,-,-,-
