"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2015",,,,,,"Data collected as of May 20, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1139044,231.18,27705,8.81,21211,6.75,159286,50.66,434731,138.27,33073,10.52,32168,10.23,28372,9.02,29205,9.29,719,0.23,3088,0.98,19890,6.33,172,0.25,6083,8.88,159,0.33,274,0.58,2165,4.56,132,0.28,3247,6.84
Hokkaido,41005,180.64,1765,12.34,1766,12.35,9766,68.29,9979,69.78,1462,10.22,925,6.47,1249,8.73,853,5.97,23,0.16,41,0.29,1205,8.43,5,0.19,194,7.19,-,-,3,0.14,50,2.27,1,0.05,241,10.95
Aomori,14727,226.57,292,6.95,196,4.67,1280,30.48,3431,81.69,325,7.74,183,4.36,482,11.48,352,8.38,1,0.02,13,0.31,48,1.14,-,-,104,9.45,4,0.67,7,1.17,49,8.17,-,-,91,15.17
Iwate,15201,233.86,264,6.6,184,4.6,2234,55.85,5312,132.8,478,11.95,29,0.73,306,7.65,313,7.83,4,0.1,27,0.68,65,1.63,-,-,96,6.86,1,0.05,2,0.11,91,4.79,2,0.11,127,6.68
Miyagi,19399,208.59,325,5.6,312,5.38,2867,49.43,9951,171.57,756,13.03,291,5.02,1005,17.33,648,11.17,-,-,17,0.29,148,2.55,3,0.25,60,5,1,0.08,3,0.25,135,11.25,-,-,75,6.25
Akita,13102,247.21,115,3.38,173,5.09,976,28.71,3029,89.09,275,8.09,37,1.09,66,1.94,139,4.09,1,0.03,10,0.29,235,6.91,9,1.29,40,5.71,1,0.13,-,-,78,9.75,-,-,25,3.13
Yamagata,9801,208.53,120,4.14,470,16.21,2872,99.03,5645,194.66,430,14.83,639,22.03,220,7.59,354,12.21,4,0.14,11,0.38,376,12.97,-,-,18,2.57,2,0.2,6,0.6,21,2.1,8,0.8,34,3.4
Fukushima,18904,248.74,682,15.16,314,6.98,2148,47.73,6012,133.6,440,9.78,466,10.36,601,13.36,485,10.78,9,0.2,14,0.31,481,10.69,-,-,158,13.17,-,-,4,0.57,84,12,1,0.14,112,16
Ibaraki,22384,186.53,394,5.25,415,5.53,3913,52.17,10387,138.49,705,9.4,267,3.56,589,7.85,462,6.16,6,0.08,35,0.47,349,4.65,-,-,252,14.82,-,-,1,0.08,24,1.85,1,0.08,37,2.85
Tochigi,13854,182.29,283,5.9,160,3.33,1643,34.23,3581,74.6,368,7.67,300,6.25,461,9.6,481,10.02,19,0.4,6,0.13,143,2.98,4,0.33,92,7.67,2,0.29,3,0.43,35,5,1,0.14,43,6.14
Gunma,19438,202.48,421,7.14,313,5.31,3638,61.66,7953,134.8,390,6.61,525,8.9,489,8.29,574,9.73,16,0.27,58,0.98,358,6.07,1,0.08,369,28.38,4,0.5,5,0.63,51,6.38,-,-,178,22.25
Saitama,41213,169.6,927,6.02,1001,6.5,8806,57.18,24348,158.1,1914,12.43,676,4.39,2769,17.98,1701,11.05,24,0.16,98,0.64,1495,9.71,15,0.38,340,8.5,2,0.2,14,1.4,66,6.6,9,0.9,102,10.2
Chiba,47930,228.24,502,3.8,1026,7.77,7328,55.52,16239,123.02,1217,9.22,256,1.94,1942,14.71,1066,8.08,22,0.17,45,0.34,1017,7.7,3,0.09,380,11.52,7,0.78,14,1.56,11,1.22,9,1,46,5.11
Tokyo,57642,140.59,1300,5.02,1258,4.86,14195,54.81,39254,151.56,2725,10.52,697,2.69,4615,17.82,2668,10.3,86,0.33,129,0.5,1228,4.74,4,0.11,293,7.71,16,0.64,20,0.8,87,3.48,14,0.56,76,3.04
Kanagawa,53709,163.25,898,4.38,830,4.05,9585,46.76,28029,136.73,2820,13.76,684,3.34,3532,17.23,2164,10.56,31,0.15,76,0.37,653,3.19,28,0.61,624,13.57,9,0.9,9,0.9,47,4.7,-,-,111,11.1
Niigata,26403,277.93,541,9.02,1092,18.2,4948,82.47,7650,127.5,888,14.8,332,5.53,692,11.53,594,9.9,22,0.37,40,0.67,254,4.23,6,0.6,107,10.7,1,0.08,-,-,61,4.69,34,2.62,35,2.69
Toyama,11266,234.71,135,4.66,385,13.28,1764,60.83,4754,163.93,466,16.07,370,12.76,72,2.48,196,6.76,1,0.03,57,1.97,138,4.76,1,0.14,15,2.14,1,0.2,-,-,130,26,-,-,29,5.8
Ishikawa,13327,277.65,162,5.59,280,9.66,2971,102.45,5098,175.79,406,14,31,1.07,528,18.21,236,8.14,1,0.03,7,0.24,448,15.45,-,-,28,4,-,-,-,-,92,18.4,-,-,66,13.2
Fukui,11067,345.84,228,10.36,251,11.41,1428,64.91,5164,234.73,201,9.14,454,20.64,41,1.86,212,9.64,3,0.14,8,0.36,353,16.05,-,-,17,5.67,5,0.83,5,0.83,7,1.17,-,-,71,11.83
Yamanashi,8703,217.58,99,4.13,62,2.58,963,40.13,2911,121.29,147,6.13,26,1.08,62,2.58,131,5.46,1,0.04,6,0.25,18,0.75,-,-,47,5.22,2,0.2,4,0.4,17,1.7,-,-,66,6.6
Nagano,22097,256.94,341,6.43,142,2.68,2292,43.25,7599,143.38,465,8.77,86,1.62,396,7.47,361,6.81,18,0.34,9,0.17,45,0.85,1,0.1,70,7,-,-,4,0.36,105,9.55,-,-,67,6.09
Gifu,21801,253.5,264,5.08,324,6.23,1011,19.44,4920,94.62,308,5.92,121,2.33,200,3.85,341,6.56,10,0.19,214,4.12,52,1,-,-,43,3.91,1,0.2,-,-,20,4,-,-,48,9.6
Shizuoka,33332,241.54,565,6.42,475,5.4,5721,65.01,11000,125,775,8.81,280,3.18,777,8.83,645,7.33,7,0.08,110,1.25,226,2.57,3,0.14,116,5.52,2,0.2,6,0.6,70,7,26,2.6,55,5.5
Aichi,64061,328.52,854,4.72,1126,6.22,6903,38.14,21621,119.45,1235,6.82,770,4.25,525,2.9,1332,7.36,29,0.16,309,1.71,825,4.56,10,0.29,149,4.38,7,0.5,1,0.07,64,4.57,-,-,116,8.29
Mie,17124,237.83,282,6.27,442,9.82,1926,42.8,5815,129.22,269,5.98,393,8.73,227,5.04,410,9.11,13,0.29,43,0.96,55,1.22,2,0.17,17,1.42,8,0.89,4,0.44,45,5,-,-,10,1.11
Shiga,13592,256.45,233,7.28,150,4.69,1233,38.53,3922,122.56,292,9.13,372,11.63,449,14.03,233,7.28,2,0.06,78,2.44,164,5.13,-,-,19,2.38,2,0.29,3,0.43,14,2,-,-,35,5
Kyoto,21623,177.24,253,3.47,419,5.74,2025,27.74,7910,108.36,450,6.16,791,10.84,430,5.89,462,6.33,2,0.03,48,0.66,242,3.32,1,0.06,70,4.12,3,0.43,2,0.29,6,0.86,-,-,86,12.29
Osaka,52520,171.07,2802,14.08,1197,6.02,9272,46.59,26404,132.68,2253,11.32,4260,21.41,1188,5.97,1889,9.49,55,0.28,179,0.9,846,4.25,16,0.31,207,4.06,4,0.24,12,0.71,101,5.94,1,0.06,222,13.06
Hyogo,42757,215.94,1404,10.97,1019,7.96,4950,38.67,19918,155.61,1318,10.3,2521,19.7,645,5.04,1040,8.13,38,0.3,117,0.91,662,5.17,5,0.14,337,9.63,10,0.83,13,1.08,32,2.67,-,-,45,3.75
Nara,7945,147.13,380,11.18,167,4.91,1082,31.82,3439,101.15,267,7.85,582,17.12,90,2.65,240,7.06,4,0.12,8,0.24,96,2.82,2,0.22,57,6.33,6,1,2,0.33,10,1.67,-,-,95,15.83
Wakayama,9242,184.84,574,18.52,130,4.19,674,21.74,2407,77.65,245,7.9,493,15.9,70,2.26,224,7.23,3,0.1,27,0.87,38,1.23,1,0.25,25,6.25,6,0.55,1,0.09,43,3.91,1,0.09,69,6.27
