"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2015",,,,,,"Data collected as of April 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1125650,228.42,26556,8.45,16509,5.25,133756,42.54,379754,120.79,28516,9.07,22806,7.25,22516,7.16,23921,7.61,554,0.18,1749,0.56,16259,5.17,146,0.21,5021,7.32,133,0.28,228,0.48,1812,3.81,106,0.22,2635,5.55
Hokkaido,40450,178.19,1673,11.7,1455,10.17,8330,58.25,8153,57.01,1267,8.86,815,5.7,992,6.94,717,5.01,15,0.1,34,0.24,984,6.88,4,0.15,162,6,-,-,3,0.14,43,1.95,1,0.05,167,7.59
Aomori,14602,224.65,279,6.64,147,3.5,1091,25.98,2968,70.67,288,6.86,128,3.05,401,9.55,285,6.79,1,0.02,8,0.19,43,1.02,-,-,91,8.27,3,0.5,5,0.83,38,6.33,-,-,78,13
Iwate,14901,229.25,245,6.13,148,3.7,1927,48.18,4734,118.35,427,10.68,15,0.38,272,6.8,268,6.7,4,0.1,10,0.25,56,1.4,-,-,83,5.93,1,0.05,2,0.11,79,4.16,2,0.11,117,6.16
Miyagi,19205,206.51,316,5.45,246,4.24,2450,42.24,8949,154.29,657,11.33,204,3.52,871,15.02,516,8.9,-,-,13,0.22,126,2.17,3,0.25,52,4.33,1,0.08,3,0.25,116,9.67,-,-,62,5.17
Akita,12693,239.49,113,3.32,148,4.35,728,21.41,2622,77.12,249,7.32,30,0.88,43,1.26,121,3.56,1,0.03,4,0.12,216,6.35,7,1,36,5.14,-,-,-,-,72,9,-,-,9,1.13
Yamagata,9518,202.51,118,4.07,374,12.9,2489,85.83,4839,166.86,380,13.1,584,20.14,174,6,281,9.69,2,0.07,8,0.28,309,10.66,-,-,15,2.14,2,0.2,6,0.6,19,1.9,8,0.8,23,2.3
Fukushima,18399,242.09,643,14.29,248,5.51,1743,38.73,5323,118.29,391,8.69,341,7.58,417,9.27,386,8.58,8,0.18,9,0.2,413,9.18,-,-,125,10.42,-,-,4,0.57,71,10.14,1,0.14,91,13
Ibaraki,22258,185.48,391,5.21,330,4.4,3285,43.8,9095,121.27,577,7.69,224,2.99,414,5.52,375,5,2,0.03,24,0.32,249,3.32,-,-,213,12.53,-,-,-,-,19,1.46,-,-,37,2.85
Tochigi,13766,181.13,276,5.75,127,2.65,1348,28.08,3327,69.31,333,6.94,200,4.17,345,7.19,405,8.44,15,0.31,2,0.04,107,2.23,4,0.33,75,6.25,2,0.29,2,0.29,30,4.29,1,0.14,41,5.86
Gunma,19250,200.52,420,7.12,267,4.53,3011,51.03,6845,116.02,329,5.58,415,7.03,332,5.63,457,7.75,13,0.22,45,0.76,284,4.81,1,0.08,292,22.46,4,0.5,5,0.63,40,5,-,-,147,18.38
Saitama,40854,168.12,906,5.92,758,4.95,7303,47.73,21237,138.8,1590,10.39,401,2.62,2102,13.74,1380,9.02,20,0.13,51,0.33,1164,7.61,12,0.3,278,6.95,2,0.2,12,1.2,62,6.2,6,0.6,92,9.2
Chiba,47444,224.85,486,3.68,788,5.97,6215,47.08,14604,110.64,1060,8.03,183,1.39,1567,11.87,887,6.72,12,0.09,31,0.23,818,6.2,2,0.06,307,9.3,6,0.67,12,1.33,11,1.22,8,0.89,42,4.67
Tokyo,57273,139.69,1255,4.86,897,3.48,11709,45.38,34638,134.26,2267,8.79,473,1.83,3781,14.66,2167,8.4,67,0.26,70,0.27,989,3.83,4,0.11,238,6.26,12,0.48,20,0.8,73,2.92,12,0.48,63,2.52
Kanagawa,53510,162.15,868,4.23,600,2.93,8004,39.04,25188,122.87,2448,11.94,427,2.08,3045,14.85,1809,8.82,27,0.13,47,0.23,552,2.69,25,0.54,503,10.93,7,0.7,7,0.7,34,3.4,-,-,93,9.3
Niigata,26080,274.53,492,8.2,856,14.27,4228,70.47,6547,109.12,785,13.08,252,4.2,570,9.5,487,8.12,14,0.23,35,0.58,193,3.22,6,0.6,86,8.6,1,0.08,-,-,52,4,24,1.85,23,1.77
Toyama,11029,229.77,131,4.52,319,11,1519,52.38,4158,143.38,385,13.28,277,9.55,48,1.66,169,5.83,1,0.03,46,1.59,109,3.76,1,0.14,13,1.86,1,0.2,-,-,113,22.6,-,-,22,4.4
Ishikawa,13189,274.77,154,5.31,198,6.83,2664,91.86,4469,154.1,382,13.17,17,0.59,449,15.48,195,6.72,1,0.03,3,0.1,307,10.59,-,-,21,3,-,-,-,-,85,17,-,-,61,12.2
Fukui,10880,340,222,10.09,214,9.73,1263,57.41,4347,197.59,192,8.73,365,16.59,28,1.27,175,7.95,3,0.14,6,0.27,296,13.45,-,-,11,3.67,5,0.83,4,0.67,6,1,-,-,37,6.17
Yamanashi,8639,215.98,97,4.04,51,2.13,784,32.67,2563,106.79,133,5.54,3,0.13,35,1.46,102,4.25,1,0.04,5,0.21,14,0.58,-,-,42,4.67,2,0.2,3,0.3,16,1.6,-,-,58,5.8
Nagano,21778,253.23,338,6.38,105,1.98,1952,36.83,6607,124.66,374,7.06,76,1.43,273,5.15,289,5.45,14,0.26,6,0.11,37,0.7,1,0.1,61,6.1,-,-,4,0.36,91,8.27,-,-,54,4.91
Gifu,21579,250.92,259,4.98,242,4.65,807,15.52,4254,81.81,276,5.31,89,1.71,114,2.19,283,5.44,2,0.04,101,1.94,46,0.88,-,-,40,3.64,-,-,-,-,15,3,-,-,34,6.8
Shizuoka,33068,239.62,551,6.26,352,4,4885,55.51,9759,110.9,650,7.39,188,2.14,612,6.95,516,5.86,5,0.06,81,0.92,179,2.03,3,0.14,97,4.62,2,0.2,3,0.3,61,6.1,25,2.5,51,5.1
Aichi,63568,325.99,834,4.61,883,4.88,5751,31.77,19199,106.07,1043,5.76,592,3.27,359,1.98,1077,5.95,23,0.13,163,0.9,641,3.54,10,0.29,125,3.68,6,0.43,1,0.07,50,3.57,-,-,89,6.36
Mie,16903,234.76,279,6.2,356,7.91,1614,35.87,5228,116.18,230,5.11,271,6.02,174,3.87,345,7.67,11,0.24,10,0.22,50,1.11,1,0.08,14,1.17,8,0.89,4,0.44,38,4.22,-,-,8,0.89
