"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2015",,,,,,"Data collected as of April 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shiga,13476,254.26,228,7.13,109,3.41,1045,32.66,3326,103.94,215,6.72,238,7.44,314,9.81,185,5.78,2,0.06,37,1.16,139,4.34,-,-,15,1.88,2,0.29,1,0.14,11,1.57,-,-,24,3.43
Kyoto,21349,174.99,246,3.37,319,4.37,1709,23.41,6890,94.38,366,5.01,554,7.59,348,4.77,361,4.95,1,0.01,30,0.41,194,2.66,1,0.06,56,3.29,3,0.43,2,0.29,4,0.57,-,-,74,10.57
Osaka,51934,169.72,2710,13.62,916,4.6,7630,38.34,22659,113.86,1962,9.86,2935,14.75,949,4.77,1513,7.6,48,0.24,107,0.54,696,3.5,13,0.25,165,3.24,4,0.24,9,0.53,74,4.35,1,0.06,186,10.94
Hyogo,42212,213.19,1376,10.75,835,6.52,4153,32.45,17150,133.98,1150,8.98,1765,13.79,498,3.89,876,6.84,28,0.22,67,0.52,548,4.28,5,0.14,271,7.74,8,0.67,12,1,21,1.75,-,-,33,2.75
Nara,7858,145.52,366,10.76,131,3.85,800,23.53,2960,87.06,231,6.79,390,11.47,73,2.15,203,5.97,3,0.09,4,0.12,90,2.65,1,0.11,50,5.56,4,0.67,1,0.17,9,1.5,-,-,71,11.83
Wakayama,9139,182.78,568,18.32,95,3.06,571,18.42,2081,67.13,220,7.1,311,10.03,64,2.06,180,5.81,2,0.06,15,0.48,31,1,1,0.25,23,5.75,5,0.45,1,0.09,39,3.55,1,0.09,52,4.73
Tottori,7118,245.45,59,3.11,80,4.21,1833,96.47,2522,132.74,116,6.11,179,9.42,38,2,137,7.21,17,0.89,14,0.74,74,3.89,-,-,4,1.33,1,0.2,-,-,3,0.6,-,-,78,15.6
Shimane,8264,217.47,203,8.83,168,7.3,1562,67.91,2630,114.35,178,7.74,706,30.7,26,1.13,212,9.22,-,-,7,0.3,157,6.83,1,0.33,2,0.67,1,0.13,11,1.38,24,3,1,0.13,45,5.63
Okayama,24950,297.02,253,4.69,151,2.8,1288,23.85,6798,125.89,444,8.22,337,6.24,76,1.41,321,5.94,8,0.15,13,0.24,211,3.91,4,0.33,41,3.42,2,0.4,-,-,2,0.4,-,-,21,4.2
Hiroshima,29308,257.09,440,6.2,457,6.44,3118,43.92,10161,143.11,524,7.38,362,5.1,27,0.38,508,7.15,20,0.28,18,0.25,648,9.13,3,0.16,161,8.47,1,0.05,11,0.52,47,2.24,3,0.14,50,2.38
Yamaguchi,22385,324.42,664,13.83,163,3.4,2726,56.79,6521,135.85,677,14.1,217,4.52,59,1.23,514,10.71,3,0.06,15,0.31,50,1.04,-,-,30,3.33,-,-,-,-,27,3,-,-,32,3.56
Tokushima,8352,225.73,433,18.83,128,5.57,541,23.52,2750,119.57,187,8.13,157,6.83,10,0.43,246,10.7,6,0.26,6,0.26,14,0.61,-,-,6,1.5,2,0.29,1,0.14,16,2.29,-,-,24,3.43
Kagawa,9849,209.55,330,11.79,118,4.21,782,27.93,3222,115.07,147,5.25,372,13.29,70,2.5,228,8.14,2,0.07,7,0.25,33,1.18,1,0.2,12,2.4,1,0.2,2,0.4,46,9.2,1,0.2,24,4.8
Ehime,14434,236.62,617,16.68,91,2.46,1694,45.78,6050,163.51,231,6.24,169,4.57,38,1.03,354,9.57,1,0.03,61,1.65,238,6.43,-,-,233,29.13,1,0.17,-,-,3,0.5,-,-,8,1.33
Kochi,15154,315.71,357,11.9,36,1.2,963,32.1,2886,96.2,203,6.77,438,14.6,29,0.97,178,5.93,6,0.2,13,0.43,316,10.53,-,-,5,1.67,5,0.63,4,0.5,58,7.25,10,1.25,26,3.25
Fukuoka,65383,330.22,1950,16.25,763,6.36,7705,64.21,19299,160.83,1479,12.33,1985,16.54,1386,11.55,1421,11.84,37,0.31,158,1.32,1216,10.13,11,0.42,217,8.35,11,0.73,10,0.67,24,1.6,-,-,24,1.6
Saga,12576,330.95,394,17.13,106,4.61,849,36.91,3152,137.04,304,13.22,654,28.43,130,5.65,252,10.96,4,0.17,11,0.48,560,24.35,-,-,8,2,2,0.33,1,0.17,32,5.33,-,-,79,13.17
Nagasaki,21435,306.21,615,13.98,150,3.41,1604,36.45,5498,124.95,296,6.73,875,19.89,150,3.41,318,7.23,5,0.11,63,1.43,337,7.66,10,1.25,58,7.25,1,0.08,1,0.08,59,4.92,-,-,82,6.83
Kumamoto,25755,321.94,653,13.06,275,5.5,1171,23.42,8607,172.14,557,11.14,979,19.58,61,1.22,590,11.8,8,0.16,117,2.34,330,6.6,-,-,139,15.44,2,0.13,10,0.67,16,1.07,-,-,64,4.27
Oita,22440,386.9,400,11.11,182,5.06,1576,43.78,8132,225.89,547,15.19,626,17.39,331,9.19,478,13.28,19,0.53,44,1.22,263,7.31,-,-,133,26.6,-,-,2,0.18,24,2.18,-,-,37,3.36
Miyazaki,25090,425.25,1080,30,432,12,1067,29.64,6140,170.56,504,14,344,9.56,19,0.53,537,14.92,5,0.14,57,1.58,70,1.94,4,0.67,204,34,-,-,4,0.57,-,-,-,-,14,2
Kagoshima,31409,337.73,746,13.56,511,9.29,3412,62.04,8874,161.35,648,11.78,735,13.36,317,5.76,413,7.51,22,0.4,36,0.65,173,3.15,1,0.14,55,7.86,-,-,2,0.17,-,-,-,-,24,2
Okinawa,24944,430.07,522,15.35,184,5.41,857,25.21,1793,52.74,617,18.15,908,26.71,85,2.5,204,6,45,1.32,37,1.09,1689,49.68,6,0.6,153,15.3,12,1.71,43,6.14,39,5.57,1,0.14,64,9.14
