"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2019",,,,,,"Data collected as of August 7, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,21710,289.47,458,9.54,342,7.13,2536,52.83,4069,84.77,467,9.73,4146,86.38,931,19.4,715,14.9,1168,24.33,130,2.71,-,-,158,13.17,1,0.14,1,0.14,57,8.14,-,-,49,7
Gunma,25689,298.71,429,8.25,611,11.75,3222,61.96,7810,150.19,492,9.46,4388,84.38,1031,19.83,762,14.65,1174,22.58,134,2.58,5,0.36,256,18.29,-,-,1,0.13,31,3.88,-,-,137,17.13
Saitama,93638,368.65,1952,12.12,2249,13.97,13719,85.21,35457,220.23,2489,15.46,17643,109.58,5177,32.16,2288,14.21,3894,24.19,608,3.78,49,1.23,683,17.08,5,0.45,19,1.73,32,2.91,1,0.09,120,10.91
Chiba,67822,319.92,1278,9.61,1343,10.1,11844,89.05,20809,156.46,1728,12.99,13302,100.02,3574,26.87,1571,11.81,1985,14.92,423,3.18,11,0.32,472,13.88,14,1.75,16,2,43,5.38,-,-,82,10.25
Tokyo,109996,270.26,3206,12.52,2486,9.71,17872,69.81,51872,202.63,3575,13.96,21901,85.55,5134,20.05,3609,14.1,6072,23.72,611,2.39,5,0.14,355,9.59,26,1.08,23,0.96,85,3.54,22,0.92,182,7.58
Kanagawa,103700,292.11,1852,8.16,1871,8.24,14219,62.64,36311,159.96,3309,14.58,18640,82.11,3771,16.61,2899,12.77,3904,17.2,959,4.22,10,0.2,1722,33.76,6,0.55,10,0.91,36,3.27,-,-,116,10.55
Niigata,31838,353.76,1506,26.42,1379,24.19,7377,129.42,9923,174.09,756,13.26,5768,101.19,2815,49.39,874,15.33,1383,24.26,195,3.42,17,1.7,135,13.5,8,0.62,5,0.38,82,6.31,3,0.23,48,3.69
Toyama,10866,226.38,298,10.28,615,21.21,1899,65.48,6031,207.97,312,10.76,2601,89.69,1120,38.62,348,12,628,21.66,38,1.31,12,1.71,70,10,4,0.8,3,0.6,4,0.8,-,-,18,3.6
Ishikawa,15380,320.42,349,12.03,689,23.76,3441,118.66,5492,189.38,230,7.93,3212,110.76,1216,41.93,323,11.14,530,18.28,35,1.21,-,-,91,13,3,0.6,8,1.6,63,12.6,-,-,71,14.2
Fukui,10862,301.72,616,28,541,24.59,1967,89.41,4731,215.05,279,12.68,3250,147.73,332,15.09,295,13.41,542,24.64,72,3.27,-,-,87,29,8,1.33,5,0.83,18,3,4,0.67,77,12.83
Yamanashi,11280,275.12,81,3.38,120,5,944,39.33,3184,132.67,248,10.33,1708,71.17,685,28.54,178,7.42,162,6.75,77,3.21,4,0.44,138,15.33,6,0.6,10,1,57,5.7,-,-,57,5.7
Nagano,28451,330.83,470,8.87,482,9.09,2710,51.13,10416,196.53,447,8.43,3153,59.49,2103,39.68,510,9.62,723,13.64,90,1.7,3,0.3,69,6.9,6,0.55,7,0.64,58,5.27,-,-,233,21.18
Gifu,25572,297.35,363,6.98,549,10.56,1613,31.02,5130,98.65,277,5.33,3357,64.56,659,12.67,456,8.77,554,10.65,64,1.23,3,0.27,94,8.55,-,-,1,0.2,16,3.2,1,0.2,115,23
Shizuoka,40788,295.57,679,7.63,886,9.96,4651,52.26,16256,182.65,570,6.4,7072,79.46,1957,21.99,858,9.64,1632,18.34,312,3.51,1,0.05,363,16.5,6,0.6,17,1.7,33,3.3,1,0.1,20,2
Aichi,73197,375.37,1787,9.82,1809,9.94,9099,49.99,25980,142.75,1226,6.74,14847,81.58,3288,18.07,1791,9.84,2848,15.65,394,2.16,6,0.17,369,10.54,11,0.79,22,1.57,96,6.86,1,0.07,377,26.93
Mie,17457,245.87,733,16.66,519,11.8,2652,60.27,8046,182.86,325,7.39,4286,97.41,496,11.27,549,12.48,1079,24.52,80,1.82,1,0.08,15,1.25,8,0.89,19,2.11,44,4.89,2,0.22,84,9.33
Shiga,14001,269.25,228,7.35,525,16.94,1385,44.68,4714,152.06,232,7.48,2923,94.29,665,21.45,247,7.97,631,20.35,62,2,-,-,36,4.5,7,1,2,0.29,4,0.57,1,0.14,42,6
Kyoto,32463,259.7,470,6.18,850,11.18,3328,43.79,12447,163.78,598,7.87,5478,72.08,1811,23.83,658,8.66,943,12.41,128,1.68,-,-,125,7.35,4,0.57,19,2.71,36,5.14,-,-,130,18.57
Osaka,73036,242.64,4329,21.97,3238,16.44,14178,71.97,36332,184.43,1864,9.46,17118,86.89,4213,21.39,2355,11.95,3875,19.67,515,2.61,13,0.25,498,9.58,14,0.88,12,0.75,41,2.56,-,-,378,23.63
Hyogo,48543,245.17,2023,15.8,1986,15.52,6173,48.23,26556,207.47,1252,9.78,13783,107.68,2841,22.2,1272,9.94,1909,14.91,233,1.82,12,0.35,663,19.5,28,2,19,1.36,67,4.79,1,0.07,236,16.86
Nara,11500,209.09,472,13.88,532,15.65,1950,57.35,6019,177.03,293,8.62,2583,75.97,360,10.59,402,11.82,545,16.03,56,1.65,-,-,196,19.6,9,1.5,8,1.33,42,7,-,-,79,13.17
Wakayama,9007,183.82,796,26.53,271,9.03,883,29.43,4281,142.7,147,4.9,1985,66.17,641,21.37,316,10.53,615,20.5,57,1.9,14,3.5,48,12,4,0.36,9,0.82,51,4.64,1,0.09,96,8.73
Tottori,7310,252.07,226,11.89,401,21.11,2483,130.68,4034,212.32,202,10.63,2445,128.68,226,11.89,224,11.79,348,18.32,28,1.47,1,0.2,107,21.4,4,0.8,3,0.6,18,3.6,-,-,43,8.6
Shimane,7435,200.95,185,8.41,248,11.27,1239,56.32,4105,186.59,165,7.5,2119,96.32,102,4.64,353,16.05,108,4.91,46,2.09,-,-,6,2,2,0.25,5,0.63,18,2.25,2,0.25,26,3.25
Okayama,19621,233.58,352,6.52,716,13.26,2568,47.56,10731,198.72,379,7.02,4647,86.06,364,6.74,460,8.52,995,18.43,124,2.3,10,0.83,191,15.92,6,1.2,2,0.4,12,2.4,1,0.2,45,9
Hiroshima,26440,233.98,828,11.83,1223,17.47,4173,59.61,13239,189.13,471,6.73,4664,66.63,679,9.7,748,10.69,1260,18,434,6.2,5,0.28,364,20.22,6,0.3,7,0.35,46,2.3,-,-,93,4.65
Yamaguchi,17401,263.65,1407,30.59,443,9.63,2727,59.28,7156,155.57,260,5.65,4755,103.37,629,13.67,671,14.59,1475,32.07,121,2.63,1,0.11,138,15.33,4,0.44,2,0.22,72,8,-,-,53,5.89
Tokushima,8131,219.76,707,30.74,268,11.65,528,22.96,4596,199.83,129,5.61,1430,62.17,201,8.74,278,12.09,258,11.22,33,1.43,3,0.75,83,20.75,1,0.14,5,0.71,17,2.43,1,0.14,6,0.86
Kagawa,11248,239.32,272,9.71,428,15.29,1610,57.5,6340,226.43,242,8.64,3277,117.04,515,18.39,459,16.39,741,26.46,168,6,5,1,31,6.2,3,0.6,3,0.6,20,4,1,0.2,21,4.2
Ehime,14831,243.13,367,9.92,487,13.16,3326,89.89,9801,264.89,345,9.32,3373,91.16,539,14.57,702,18.97,634,17.14,187,5.05,1,0.13,731,91.38,1,0.17,2,0.33,23,3.83,-,-,13,2.17
Kochi,13747,286.4,437,14.57,350,11.67,2096,69.87,4026,134.2,236,7.87,2177,72.57,367,12.23,298,9.93,507,16.9,29,0.97,1,0.33,43,14.33,2,0.25,1,0.13,82,10.25,4,0.5,88,11
Fukuoka,65924,332.95,2885,24.04,2333,19.44,13520,112.67,26531,221.09,1930,16.08,14991,124.93,4531,37.76,2270,18.92,3562,29.68,822,6.85,11,0.42,870,33.46,22,1.47,12,0.8,45,3,-,-,95,6.33
Saga,10110,259.23,305,13.26,448,19.48,1142,49.65,2880,125.22,268,11.65,2530,110,580,25.22,494,21.48,693,30.13,26,1.13,1,0.25,76,19,2,0.33,5,0.83,19,3.17,-,-,61,10.17
Nagasaki,21627,313.43,424,9.86,614,14.28,2127,49.47,4589,106.72,378,8.79,3080,71.63,804,18.7,552,12.84,749,17.42,125,2.91,5,0.63,152,19,5,0.42,16,1.33,35,2.92,-,-,54,4.5
Kumamoto,21752,275.34,816,16.65,714,14.57,3058,62.41,10734,219.06,457,9.33,4737,96.67,537,10.96,1061,21.65,1672,34.12,226,4.61,1,0.11,588,65.33,5,0.33,20,1.33,22,1.47,-,-,175,11.67
Oita,19259,332.05,411,11.42,734,20.39,2130,59.17,10048,279.11,418,11.61,2884,80.11,414,11.5,628,17.44,854,23.72,446,12.39,-,-,144,28.8,2,0.18,9,0.82,49,4.45,-,-,21,1.91
Miyazaki,18280,315.17,778,22.23,871,24.89,3173,90.66,8418,240.51,413,11.8,3555,101.57,772,22.06,797,22.77,1205,34.43,133,3.8,1,0.17,405,67.5,-,-,-,-,-,-,-,-,24,3.43
Kagoshima,25826,280.72,1110,20.56,1779,32.94,3452,63.93,12904,238.96,779,14.43,5952,110.22,564,10.44,752,13.93,1337,24.76,216,4,2,0.29,415,59.29,4,0.33,2,0.17,12,1,-,-,36,3
Okinawa,25350,444.74,2237,67.79,729,22.09,1439,43.61,3725,112.88,426,12.91,1344,40.73,894,27.09,423,12.82,320,9.7,93,2.82,2,0.25,406,50.75,11,1.57,30,4.29,45,6.43,8,1.14,23,3.29
