"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2015",,,,,,"Data collected as of June 3, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1143523,232.05,28334,9.01,25715,8.18,181410,57.68,479460,152.45,36025,11.45,43773,13.92,33438,10.63,33385,10.62,833,0.26,5257,1.67,22584,7.18,194,0.28,6851,10,178,0.37,308,0.65,2390,5.03,143,0.3,3559,7.49
Hokkaido,41317,182.01,1811,12.66,2112,14.77,11171,78.12,11644,81.43,1608,11.24,1015,7.1,1477,10.33,977,6.83,34,0.24,50,0.35,1364,9.54,5,0.19,202,7.48,-,-,4,0.18,64,2.91,1,0.05,298,13.55
Aomori,14775,227.31,306,7.29,248,5.9,1429,34.02,3818,90.9,353,8.4,265,6.31,557,13.26,394,9.38,1,0.02,18,0.43,55,1.31,-,-,112,10.18,4,0.67,7,1.17,56,9.33,-,-,103,17.17
Iwate,15375,236.54,270,6.75,207,5.18,2579,64.48,5885,147.13,508,12.7,66,1.65,325,8.13,360,9,6,0.15,56,1.4,73,1.83,-,-,105,7.5,1,0.05,2,0.11,102,5.37,2,0.11,130,6.84
Miyagi,19534,210.04,335,5.78,438,7.55,3279,56.53,11107,191.5,832,14.34,398,6.86,1096,18.9,740,12.76,-,-,23,0.4,161,2.78,3,0.25,65,5.42,1,0.08,3,0.25,151,12.58,-,-,76,6.33
Akita,13210,249.25,116,3.41,212,6.24,1132,33.29,3303,97.15,305,8.97,53,1.56,82,2.41,153,4.5,1,0.03,19,0.56,246,7.24,9,1.29,46,6.57,1,0.13,-,-,81,10.13,-,-,32,4
Yamagata,9972,212.17,123,4.24,520,17.93,3170,109.31,6535,225.34,459,15.83,759,26.17,262,9.03,401,13.83,6,0.21,15,0.52,408,14.07,-,-,21,3,2,0.2,6,0.6,24,2.4,9,0.9,41,4.1
Fukushima,19005,250.07,694,15.42,371,8.24,2442,54.27,6691,148.69,470,10.44,595,13.22,766,17.02,565,12.56,9,0.2,36,0.8,532,11.82,-,-,172,14.33,1,0.14,4,0.57,89,12.71,1,0.14,120,17.14
Ibaraki,22417,186.81,398,5.31,494,6.59,4411,58.81,11258,150.11,786,10.48,322,4.29,712,9.49,530,7.07,7,0.09,55,0.73,426,5.68,-,-,290,17.06,2,0.15,1,0.08,26,2,1,0.08,37,2.85
Tochigi,13897,182.86,287,5.98,193,4.02,1931,40.23,3857,80.35,393,8.19,436,9.08,543,11.31,549,11.44,27,0.56,13,0.27,184,3.83,5,0.42,101,8.42,2,0.29,5,0.71,40,5.71,1,0.14,44,6.29
Gunma,19488,203,421,7.14,356,6.03,4121,69.85,8774,148.71,422,7.15,760,12.88,626,10.61,644,10.92,17,0.29,78,1.32,407,6.9,1,0.08,405,31.15,4,0.5,5,0.63,54,6.75,-,-,181,22.63
Saitama,41267,169.13,936,6.08,1286,8.35,10166,66.01,26987,175.24,2126,13.81,1071,6.95,3316,21.53,1940,12.6,29,0.19,153,0.99,1811,11.76,19,0.48,400,10,2,0.2,15,1.5,70,7,11,1.1,106,10.6
Chiba,48041,228.77,512,3.88,1226,9.29,8265,62.61,17726,134.29,1341,10.16,366,2.77,2212,16.76,1255,9.51,24,0.18,83,0.63,1159,8.78,5,0.15,431,13.06,9,1,15,1.67,16,1.78,9,1,47,5.22
Tokyo,57730,140.8,1333,5.15,1684,6.5,16372,63.21,43047,166.2,3023,11.67,1115,4.31,5218,20.15,3096,11.95,100,0.39,235,0.91,1370,5.29,4,0.11,322,8.47,20,0.8,21,0.84,99,3.96,15,0.6,80,3.2
Kanagawa,53753,163.38,905,4.41,1048,5.11,10931,53.32,30366,148.13,3078,15.01,1086,5.3,3927,19.16,2494,12.17,34,0.17,135,0.66,759,3.7,36,0.78,707,15.37,9,0.9,9,0.9,54,5.4,-,-,117,11.7
Niigata,26499,278.94,555,9.25,1286,21.43,5447,90.78,8686,144.77,941,15.68,446,7.43,756,12.6,683,11.38,26,0.43,45,0.75,285,4.75,6,0.6,120,12,1,0.08,-,-,63,4.85,38,2.92,36,2.77
Toyama,11335,236.15,137,4.72,428,14.76,1903,65.62,5246,180.9,523,18.03,432,14.9,83,2.86,221,7.62,1,0.03,72,2.48,152,5.24,1,0.14,18,2.57,1,0.2,-,-,142,28.4,-,-,30,6
