"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2021",,,,,,"Data collected as of September 15, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,746,0.15,205654,65.29,25930,8.23,67686,21.49,318969,101.26,12093,3.84,13773,4.37,1656,0.53,43261,13.73,14608,4.64,5483,1.74,98,0.14,4692,6.76,255,0.53,310,0.65,551,1.15,16,0.03,59,0.12
Hokkaido,53,0.24,7064,50.82,1481,10.65,4784,34.42,7136,51.34,662,4.76,121,0.87,47,0.34,1126,8.1,71,0.51,129,0.93,2,0.07,98,3.5,4,0.18,1,0.05,24,1.09,-,-,3,0.14
Aomori,7,0.11,1280,30.48,274,6.52,407,9.69,3759,89.5,130,3.1,30,0.71,32,0.76,465,11.07,110,2.62,34,0.81,-,-,23,2.09,4,0.67,3,0.5,19,3.17,-,-,-,-
Iwate,3,0.05,1509,37.73,192,4.8,1808,45.2,4407,110.18,195,4.88,821,20.53,20,0.5,696,17.4,154,3.85,56,1.4,-,-,82,5.86,4,0.21,4,0.21,16,0.84,-,-,2,0.11
Miyagi,12,0.13,5056,87.17,455,7.84,804,13.86,4518,77.9,289,4.98,177,3.05,38,0.66,986,17,49,0.84,123,2.12,1,0.08,51,4.25,2,0.17,-,-,33,2.75,-,-,1,0.08
Akita,-,-,1592,46.82,148,4.35,646,19,1870,55,165,4.85,28,0.82,17,0.5,286,8.41,56,1.65,15,0.44,3,0.43,17,2.43,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,66,1.47,2940,101.38,364,12.55,1017,35.07,2315,79.83,92,3.17,55,1.9,14,0.48,517,17.83,373,12.86,45,1.55,-,-,43,5.38,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,4085,81.7,582,11.64,1310,26.2,4515,90.3,186,3.72,64,1.28,30,0.6,1033,20.66,89,1.78,88,1.76,1,0.08,135,10.38,6,0.86,1,0.14,2,0.29,-,-,2,0.29
Ibaraki,17,0.14,2518,33.57,443,5.91,1706,22.75,5097,67.96,227,3.03,116,1.55,30,0.4,676,9.01,625,8.33,107,1.43,-,-,249,14.65,-,-,2,0.17,80,6.67,-,-,1,0.08
Tochigi,9,0.12,2195,45.73,176,3.67,658,13.71,2991,62.31,125,2.6,65,1.35,32,0.67,773,16.1,75,1.56,90,1.88,4,0.33,137,11.42,2,0.29,14,2,16,2.29,-,-,-,-
Gunma,7,0.08,1797,33.91,358,6.75,662,12.49,5254,99.13,134,2.53,60,1.13,24,0.45,796,15.02,63,1.19,115,2.17,-,-,184,12.27,4,0.44,2,0.22,6,0.67,-,-,2,0.22
Saitama,26,0.1,8136,51.17,1186,7.46,2429,15.28,18248,114.77,667,4.19,295,1.86,101,0.64,2546,16.01,449,2.82,394,2.48,24,0.62,273,7,8,0.73,18,1.64,9,0.82,-,-,3,0.27
Chiba,31,0.15,6297,48.07,522,3.98,2115,16.15,8501,64.89,623,4.76,187,1.43,72,0.55,1626,12.41,368,2.81,287,2.19,4,0.12,241,7.3,7,0.78,13,1.44,12,1.33,-,-,3,0.33
Tokyo,31,0.08,15850,61.91,1178,4.6,2846,11.12,28025,109.47,867,3.39,451,1.76,191,0.75,3839,15,565,2.21,482,1.88,1,0.03,193,5.22,12,0.5,16,0.67,14,0.58,12,0.5,3,0.13
Kanagawa,22,0.06,10984,49.26,795,3.57,2788,12.5,17551,78.7,838,3.76,311,1.39,120,0.54,2895,12.98,266,1.19,418,1.87,9,0.18,606,12.12,6,0.55,12,1.09,18,1.64,-,-,2,0.18
Niigata,18,0.2,6888,123,1108,19.79,3018,53.89,3976,71,334,5.96,96,1.71,42,0.75,803,14.34,684,12.21,123,2.2,12,1.2,43,4.3,9,0.69,7,0.54,23,1.77,-,-,1,0.08
Toyama,5,0.1,3040,104.83,359,12.38,850,29.31,2845,98.1,100,3.45,37,1.28,31,1.07,351,12.1,137,4.72,31,1.07,-,-,4,0.57,2,0.4,2,0.4,11,2.2,-,-,1,0.2
Ishikawa,-,-,3352,115.59,471,16.24,602,20.76,2921,100.72,178,6.14,26,0.9,9,0.31,415,14.31,50,1.72,29,1,-,-,12,1.71,1,0.2,1,0.2,15,3,-,-,1,0.2
Fukui,-,-,2764,120.17,293,12.74,553,24.04,3717,161.61,97,4.22,26,1.13,6,0.26,326,14.17,96,4.17,22,0.96,-,-,10,3.33,16,2.67,2,0.33,2,0.33,-,-,-,-
