"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2019",,,,,,"Data collected as of August 14, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1427523,289.5,49808,15.8,43806,13.9,223495,70.91,556079,176.42,34525,10.95,291889,92.6,71351,22.64,41035,13.02,64419,20.44,10116,3.21,238,0.34,13767,19.87,304,0.64,399,0.83,2444,5.11,63,0.13,4590,9.6
Hokkaido,58977,268.08,2734,19.81,2139,15.5,15468,112.09,14055,101.85,1383,10.02,6711,48.63,2703,19.59,1092,7.91,1109,8.04,242,1.75,6,0.21,418,14.93,9,0.41,5,0.23,208,9.45,4,0.18,315,14.32
Aomori,14942,229.88,327,7.79,312,7.43,2169,51.64,6245,148.69,371,8.83,2665,63.45,1256,29.9,543,12.93,462,11,303,7.21,4,0.36,91,8.27,2,0.33,2,0.33,152,25.33,-,-,69,11.5
Iwate,17729,277.02,326,8.15,390,9.75,4111,102.78,5723,143.08,416,10.4,2370,59.25,763,19.08,539,13.48,310,7.75,252,6.3,-,-,243,17.36,8,0.42,7,0.37,79,4.16,2,0.11,245,12.89
Miyagi,30405,323.46,1241,21.4,529,9.12,6138,105.83,10453,180.22,985,16.98,6854,118.17,2679,46.19,934,16.1,901,15.53,173,2.98,4,0.33,96,8,2,0.17,2,0.17,121,10.08,-,-,32,2.67
Akita,14937,281.83,107,3.15,180,5.29,1531,45.03,3214,94.53,175,5.15,1026,30.18,345,10.15,257,7.56,278,8.18,25,0.74,-,-,50,8.33,5,0.63,-,-,91,11.38,-,-,33,4.13
Yamagata,12779,290.43,471,16.24,460,15.86,3573,123.21,6091,210.03,342,11.79,3931,135.55,1169,40.31,511,17.62,850,29.31,43,1.48,-,-,77,11,3,0.3,7,0.7,51,5.1,-,-,74,7.4
Fukushima,29014,349.57,1317,26.34,948,18.96,4080,81.6,6007,120.14,606,12.12,6328,126.56,1464,29.28,976,19.52,785,15.7,173,3.46,2,0.15,372,28.62,3,0.43,1,0.14,27,3.86,-,-,145,20.71
Ibaraki,36680,305.67,994,13.25,925,12.33,5042,67.23,10669,142.25,1008,13.44,6266,83.55,1901,25.35,704,9.39,1828,24.37,197,2.63,-,-,608,38,6,0.5,3,0.25,124,10.33,-,-,50,4.17
Tochigi,21711,289.48,514,10.71,358,7.46,2564,53.42,4101,85.44,470,9.79,4575,95.31,954,19.88,734,15.29,1255,26.15,136,2.83,-,-,159,13.25,1,0.14,1,0.14,60,8.57,-,-,49,7
Gunma,25691,298.73,520,10,628,12.08,3288,63.23,7984,153.54,508,9.77,4943,95.06,1061,20.4,790,15.19,1338,25.73,137,2.63,7,0.5,275,19.64,1,0.13,1,0.13,37,4.63,-,-,137,17.13
Saitama,93645,370.14,2226,13.91,2323,14.52,13922,87.01,35987,224.92,2538,15.86,19170,119.81,5277,32.98,2363,14.77,4401,27.51,619,3.87,49,1.23,720,18,5,0.45,20,1.82,32,2.91,1,0.09,120,10.91
