"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2019",,,,,,"Data collected as of June 26, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1421170,287.74,30859,9.78,31881,10.11,186506,59.13,471731,149.57,27361,8.68,64585,20.48,52925,16.78,31112,9.86,13172,4.18,7655,2.43,187,0.27,10405,14.99,238,0.5,270,0.56,1873,3.91,50,0.1,4399,9.18
Hokkaido,58907,267.76,1966,14.25,1524,11.04,13448,97.45,11506,83.38,1108,8.03,363,2.63,1865,13.51,785,5.69,73,0.53,179,1.3,6,0.21,310,11.07,9,0.41,4,0.18,159,7.23,3,0.14,276,12.55
Aomori,14916,229.48,204,4.86,235,5.6,1922,45.76,5345,127.26,284,6.76,678,16.14,950,22.62,411,9.79,73,1.74,236,5.62,3,0.27,73,6.64,2,0.33,2,0.33,102,17,-,-,60,10
Iwate,17706,272.4,214,5.35,302,7.55,3565,89.13,4929,123.23,344,8.6,275,6.88,640,16,409,10.23,18,0.45,214,5.35,-,-,212,15.14,8,0.42,2,0.11,65,3.42,1,0.05,240,12.63
Miyagi,30385,323.24,733,12.64,383,6.6,4995,86.12,8795,151.64,834,14.38,150,2.59,2443,42.12,684,11.79,35,0.6,116,2,4,0.33,70,5.83,1,0.08,1,0.08,90,7.5,-,-,30,2.5
Akita,14928,281.66,82,2.41,149,4.38,1323,38.91,2659,78.21,125,3.68,23,0.68,308,9.06,183,5.38,23,0.68,21,0.62,-,-,39,6.5,2,0.25,-,-,80,10,-,-,22,2.75
Yamagata,12752,283.38,241,8.31,328,11.31,3024,104.28,5454,188.07,284,9.79,273,9.41,1070,36.9,398,13.72,24,0.83,32,1.1,-,-,72,10.29,3,0.3,7,0.7,44,4.4,-,-,71,7.1
Fukushima,28920,348.43,627,12.54,712,14.24,3588,71.76,5137,102.74,472,9.44,792,15.84,1076,21.52,742,14.84,71,1.42,137,2.74,1,0.08,296,22.77,3,0.43,-,-,21,3,-,-,145,20.71
Ibaraki,36657,305.48,473,6.31,686,9.15,4286,57.15,9107,121.43,839,11.19,732,9.76,1439,19.19,502,6.69,219,2.92,135,1.8,-,-,468,29.25,5,0.42,1,0.08,97,8.08,-,-,50,4.17
Tochigi,21706,289.41,327,6.81,264,5.5,2263,47.15,3620,75.42,374,7.79,413,8.6,695,14.48,552,11.5,32,0.67,98,2.04,-,-,129,10.75,1,0.14,-,-,46,6.57,-,-,48,6.86
Gunma,25667,301.96,314,6.04,506,9.73,2798,53.81,6642,127.73,417,8.02,212,4.08,764,14.69,593,11.4,53,1.02,96,1.85,2,0.14,204,14.57,-,-,1,0.13,22,2.75,-,-,135,16.88
