"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2019",,,,,,"Data collected as of March 27, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1351168,273.02,16066,5.08,12156,3.85,89152,28.2,225928,71.47,12679,4.01,5099,1.61,24661,7.8,12135,3.84,683,0.22,3406,1.08,73,0.1,5026,7.22,118,0.25,124,0.26,1070,2.23,21,0.04,1023,2.13
Hokkaido,55781,252.4,1065,7.66,457,3.29,7090,51.01,3925,28.24,456,3.28,64,0.46,597,4.29,324,2.33,9,0.06,73,0.53,2,0.07,143,5.11,3,0.13,2,0.09,105,4.57,1,0.04,28,1.22
Aomori,13167,202.57,120,2.86,111,2.64,993,23.64,2574,61.29,159,3.79,83,1.98,363,8.64,186,4.43,2,0.05,120,2.86,3,0.27,34,3.09,1,0.17,2,0.33,59,9.83,-,-,18,3
Iwate,16239,249.83,123,3.08,149,3.73,2003,50.08,1890,47.25,185,4.63,160,4,433,10.83,154,3.85,7,0.18,150,3.75,-,-,113,8.07,2,0.11,1,0.05,45,2.37,1,0.05,31,1.63
Miyagi,28603,301.08,279,4.73,160,2.71,2359,39.98,3713,62.93,420,7.12,68,1.15,1782,30.2,255,4.32,7,0.12,48,0.81,3,0.25,36,3,-,-,-,-,57,4.75,-,-,2,0.17
Akita,12542,236.64,40,1.18,71,2.09,744,21.88,1177,34.62,61,1.79,17,0.5,230,6.76,83,2.44,2,0.06,7,0.21,-,-,21,3,2,0.25,-,-,69,8.63,-,-,-,-
Yamagata,11610,252.39,76,2.62,145,5,1425,49.14,2537,87.48,154,5.31,71,2.45,642,22.14,181,6.24,11,0.38,18,0.62,-,-,50,6.25,2,0.2,2,0.2,24,2.4,-,-,20,2
Fukushima,26280,316.63,270,5.4,288,5.76,1719,34.38,2038,40.76,261,5.22,134,2.68,547,10.94,312,6.24,8,0.16,71,1.42,1,0.08,157,12.08,2,0.29,-,-,14,2,-,-,31,4.43
Ibaraki,35549,296.24,262,3.49,230,3.07,1904,25.39,4804,64.05,314,4.19,69,0.92,490,6.53,180,2.4,12,0.16,36,0.48,-,-,184,10.82,1,0.08,-,-,55,4.23,-,-,6,0.46
Tochigi,20932,275.42,162,3.38,70,1.46,1080,22.5,1976,41.17,161,3.35,50,1.04,263,5.48,203,4.23,3,0.06,39,0.81,-,-,55,4.58,1,0.14,-,-,23,3.29,-,-,5,0.71
