"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2017",,,,,,"Data collected as of January 18, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,127847,25.86,2583,0.82,1890,0.6,7913,2.51,37270,11.82,3164,1,962,0.31,577,0.18,2036,0.65,35,0.01,184,0.06,5323,1.69,16,0.02,807,1.17,16,0.03,29,0.06,663,1.4,13,0.03,50,0.11
Hokkaido,4648,20.57,194,1.37,113,0.8,569,4.01,736,5.18,252,1.77,15,0.11,16,0.11,63,0.44,1,0.01,4,0.03,184,1.3,1,0.03,21,0.72,-,-,1,0.04,25,1.09,-,-,2,0.09
Aomori,1109,17.33,19,0.46,24,0.59,74,1.8,471,11.49,14,0.34,15,0.37,11,0.27,33,0.8,-,-,5,0.12,27,0.66,-,-,21,1.91,1,0.17,-,-,9,1.5,-,-,4,0.67
Iwate,1283,19.74,12,0.3,39,0.98,122,3.05,544,13.6,25,0.63,4,0.1,4,0.1,36,0.9,-,-,2,0.05,31,0.78,-,-,11,0.79,1,0.05,-,-,12,0.63,-,-,1,0.05
Miyagi,1884,19.83,21,0.36,22,0.37,179,3.03,558,9.46,101,1.71,6,0.1,6,0.1,40,0.68,1,0.02,3,0.05,23,0.39,-,-,7,0.58,-,-,-,-,17,1.42,-,-,1,0.08
Akita,1872,34.67,14,0.4,13,0.37,81,2.31,231,6.6,16,0.46,25,0.71,2,0.06,10,0.29,-,-,1,0.03,14,0.4,-,-,-,-,-,-,-,-,11,1.38,-,-,-,-
Yamagata,851,17.73,6,0.2,13,0.43,170,5.67,336,11.2,32,1.07,1,0.03,1,0.03,29,0.97,-,-,6,0.2,77,2.57,-,-,3,0.38,-,-,-,-,16,1.6,-,-,1,0.1
Fukushima,2098,27.25,54,1.17,17,0.37,129,2.8,456,9.91,71,1.54,5,0.11,36,0.78,42,0.91,1,0.02,1,0.02,18,0.39,-,-,13,1.08,-,-,-,-,13,1.86,-,-,9,1.29
Ibaraki,4293,35.78,28,0.37,25,0.33,158,2.11,1004,13.39,84,1.12,10,0.13,16,0.21,36,0.48,-,-,1,0.01,46,0.61,-,-,32,1.88,-,-,-,-,15,1.15,-,-,-,-
