"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2017",,,,,,"Data collected as of August 23, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1365155,276.24,45789,14.5,57987,18.37,245365,77.72,589197,186.63,37767,11.96,227005,71.91,8489,2.69,48038,15.22,1011,0.32,56950,18.04,58509,18.53,293,0.42,15284,22.02,328,0.69,593,1.24,5036,10.56,166,0.35,4840,10.15
Hokkaido,49330,220.22,3796,26.92,5224,37.05,16587,117.64,13020,92.34,1997,14.16,9694,68.75,214,1.52,1319,9.35,52,0.37,2011,14.26,1615,11.45,9,0.32,355,12.68,6,0.26,16,0.7,160,6.96,-,-,202,8.78
Aomori,15399,240.61,346,8.44,464,11.32,2394,58.39,6171,150.51,324,7.9,1717,41.88,184,4.49,618,15.07,5,0.12,458,11.17,550,13.41,3,0.27,91,8.27,10,1.67,5,0.83,132,22,-,-,74,12.33
Iwate,14536,227.13,581,14.9,974,24.97,3611,92.59,6743,172.9,298,7.64,901,23.1,178,4.56,590,15.13,3,0.08,279,7.15,1152,29.54,5,0.36,151,10.79,5,0.26,2,0.11,194,10.21,4,0.21,107,5.63
Miyagi,27071,284.96,1034,17.53,1333,22.59,5297,89.78,9924,168.2,777,13.17,2727,46.22,130,2.2,1114,18.88,10,0.17,463,7.85,433,7.34,-,-,92,7.67,2,0.17,1,0.08,160,13.33,-,-,51,4.25
Akita,13139,243.31,187,5.34,303,8.66,1602,45.77,3736,106.74,393,11.23,1515,43.29,43,1.23,283,8.09,14,0.4,200,5.71,112,3.2,8,1.14,41,5.86,1,0.13,-,-,209,26.13,2,0.25,56,7
Yamagata,11417,242.91,342,11.79,603,20.79,5022,173.17,5286,182.28,427,14.72,1840,63.45,468,16.14,633,21.83,22,0.76,679,23.41,474,16.34,-,-,60,7.5,2,0.2,7,0.7,139,13.9,-,-,78,7.8
Fukushima,23767,308.66,1344,29.22,582,12.65,3852,83.74,6097,132.54,772,16.78,1219,26.5,305,6.63,969,21.07,9,0.2,350,7.61,576,12.52,1,0.08,346,28.83,5,0.71,15,2.14,80,11.43,4,0.57,218,31.14
Ibaraki,30921,257.68,569,7.59,1098,14.64,6387,85.16,11241,149.88,835,11.13,2537,33.83,151,2.01,724,9.65,21,0.28,659,8.79,540,7.2,6,0.35,573,33.71,2,0.15,-,-,87,6.69,-,-,122,9.38
