"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2017",,,,,,"Data collected as of July 26, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1361752,275.05,26832,8.49,50072,15.84,228863,72.38,547058,173.01,34588,10.94,125602,39.72,7742,2.45,42493,13.44,842,0.27,31666,10.01,52950,16.75,265,0.38,12768,18.37,279,0.58,478,1,4531,9.5,149,0.31,4811,10.09
Hokkaido,49304,220.11,2950,20.92,4325,30.67,15598,110.62,12424,88.11,1892,13.42,3666,26,210,1.49,1161,8.23,47,0.33,841,5.96,1555,11.03,9,0.32,307,10.96,6,0.26,15,0.65,142,6.17,-,-,200,8.7
Aomori,15394,240.53,193,4.71,442,10.78,2288,55.8,5769,140.71,300,7.32,603,14.71,182,4.44,547,13.34,2,0.05,186,4.54,426,10.39,1,0.09,83,7.55,9,1.5,4,0.67,123,20.5,-,-,72,12
Iwate,14536,227.13,248,6.36,889,22.79,3364,86.26,6272,160.82,253,6.49,162,4.15,147,3.77,542,13.9,1,0.03,50,1.28,956,24.51,4,0.29,126,9,4,0.21,2,0.11,168,8.84,2,0.11,105,5.53
Miyagi,27048,284.72,548,9.29,1193,20.22,5036,85.36,9086,154,723,12.25,831,14.08,106,1.8,992,16.81,8,0.14,164,2.78,371,6.29,-,-,77,6.42,2,0.17,1,0.08,142,11.83,-,-,51,4.25
Akita,13130,243.15,119,3.4,227,6.49,1547,44.2,3538,101.09,361,10.31,1094,31.26,42,1.2,241,6.89,14,0.4,79,2.26,98,2.8,8,1.14,37,5.29,1,0.13,-,-,151,18.88,2,0.25,56,7
Yamagata,11416,242.89,175,5.83,484,16.13,4795,159.83,4874,162.47,417,13.9,562,18.73,381,12.7,567,18.9,13,0.43,176,5.87,451,15.03,-,-,48,6,2,0.2,7,0.7,111,11.1,-,-,78,7.8
Fukushima,23760,308.57,671,14.59,527,11.46,3620,78.7,5772,125.48,698,15.17,131,2.85,284,6.17,866,18.83,8,0.17,105,2.28,459,9.98,1,0.08,292,24.33,5,0.71,9,1.29,72,10.29,4,0.57,218,31.14
Ibaraki,30866,257.22,281,3.75,911,12.15,5879,78.39,10380,138.4,749,9.99,514,6.85,136,1.81,613,8.17,18,0.24,217,2.89,492,6.56,6,0.35,493,29,2,0.15,-,-,74,5.69,-,-,122,9.38
Tochigi,17674,232.55,200,4.17,583,12.15,2059,42.9,3983,82.98,529,11.02,415,8.65,60,1.25,689,14.35,2,0.04,107,2.23,346,7.21,-,-,325,27.08,3,0.43,5,0.71,78,11.14,2,0.29,89,12.71
