"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2017",,,,,,"Data collected as of February 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,10041,132.12,48,1,59,1.23,451,9.4,1048,21.83,92,1.92,10,0.21,8,0.17,138,2.88,-,-,1,0.02,56,1.17,-,-,74,6.17,-,-,-,-,34,4.86,2,0.29,3,0.43
Gunma,15662,164.86,67,1.16,120,2.07,969,16.71,2231,38.47,128,2.21,145,2.5,47,0.81,159,2.74,-,-,13,0.22,206,3.55,-,-,65,4.64,-,-,1,0.13,67,8.38,-,-,12,1.5
Saitama,58890,235.56,174,1.1,259,1.64,2563,16.22,6121,38.74,508,3.22,80,0.51,59,0.37,367,2.32,5,0.03,13,0.08,586,3.71,9,0.23,109,2.73,-,-,7,0.7,31,3.1,6,0.6,4,0.4
Chiba,48552,225.82,106,0.79,133,0.99,2760,20.44,4736,35.08,313,2.32,96,0.71,91,0.67,320,2.37,7,0.05,9,0.07,237,1.76,5,0.15,157,4.62,-,-,5,0.56,36,4,-,-,2,0.22
Tokyo,72797,175.84,190,0.73,411,1.58,3122,12.01,10656,40.98,558,2.15,127,0.49,217,0.83,731,2.81,10,0.04,10,0.04,556,2.14,1,0.03,83,2.18,6,0.24,2,0.08,60,2.4,12,0.48,23,0.92
Kanagawa,68961,199.31,173,0.8,222,1.03,2403,11.18,7178,33.39,598,2.78,77,0.36,112,0.52,574,2.67,2,0.01,11,0.05,927,4.31,3,0.06,421,8.59,2,0.18,3,0.27,27,2.45,-,-,39,3.55
Niigata,13817,150.18,157,2.71,268,4.62,1064,18.34,3945,68.02,174,3,11,0.19,48,0.83,151,2.6,3,0.05,6,0.1,1040,17.93,1,0.1,49,4.9,2,0.15,1,0.08,65,5,6,0.46,2,0.15
Toyama,6794,141.54,196,6.76,96,3.31,262,9.03,1590,54.83,53,1.83,45,1.55,4,0.14,55,1.9,2,0.07,6,0.21,309,10.66,1,0.14,52,7.43,1,0.2,-,-,18,3.6,-,-,6,1.2
Ishikawa,9428,196.42,25,0.86,101,3.48,543,18.72,2222,76.62,59,2.03,12,0.41,9,0.31,71,2.45,-,-,3,0.1,29,1,-,-,3,0.43,-,-,-,-,35,7,-,-,3,0.6
Fukui,7232,226,45,2.05,63,2.86,284,12.91,1686,76.64,45,2.05,9,0.41,6,0.27,49,2.23,1,0.05,1,0.05,76,3.45,-,-,3,1,3,0.5,1,0.17,24,4,-,-,-,-
Yamanashi,7788,189.95,20,0.83,92,3.83,401,16.71,1510,62.92,38,1.58,32,1.33,10,0.42,36,1.5,-,-,2,0.08,147,6.13,1,0.11,14,1.56,1,0.1,-,-,59,5.9,2,0.2,2,0.2
Nagano,18150,211.05,148,2.79,20,0.38,668,12.6,3296,62.19,97,1.83,60,1.13,33,0.62,96,1.81,-,-,6,0.11,706,13.32,3,0.27,35,3.18,1,0.09,1,0.09,47,4.27,-,-,3,0.27
Gifu,16073,184.75,108,2.04,106,2,263,4.96,1521,28.7,96,1.81,38,0.72,10,0.19,88,1.66,2,0.04,-,-,289,5.45,-,-,15,1.36,-,-,2,0.4,58,11.6,-,-,24,4.8
Shizuoka,28208,202.94,159,1.79,185,2.08,1451,16.3,3063,34.42,141,1.58,62,0.7,24,0.27,167,1.88,4,0.04,5,0.06,267,3,5,0.24,48,2.29,2,0.2,1,0.1,46,4.6,10,1,7,0.7
Aichi,49882,255.81,366,2.01,338,1.86,1819,9.99,5407,29.71,301,1.65,153,0.84,49,0.27,333,1.83,5,0.03,14,0.08,424,2.33,3,0.09,67,1.91,2,0.13,7,0.47,98,6.53,1,0.07,6,0.4
Mie,14501,201.4,216,4.8,169,3.76,385,8.56,1251,27.8,92,2.04,72,1.6,51,1.13,114,2.53,1,0.02,3,0.07,80,1.78,1,0.08,7,0.58,2,0.22,9,1,30,3.33,5,0.56,1,0.11
Shiga,8440,162.31,80,2.58,43,1.39,151,4.87,1269,40.94,88,2.84,48,1.55,4,0.13,63,2.03,1,0.03,14,0.45,130,4.19,-,-,9,1.13,-,-,3,0.43,23,3.29,-,-,1,0.14
Kyoto,19650,157.2,70,0.92,192,2.53,519,6.83,2256,29.68,122,1.61,63,0.83,20,0.26,130,1.71,4,0.05,14,0.18,243,3.2,1,0.06,38,2.24,2,0.29,3,0.43,28,4,-,-,1,0.14
Osaka,53056,172.82,827,4.16,467,2.35,1970,9.9,6180,31.06,532,2.67,265,1.33,40,0.2,492,2.47,7,0.04,48,0.24,1309,6.58,4,0.08,104,2,4,0.24,4,0.24,79,4.65,-,-,13,0.76
Hyogo,34111,171.41,465,3.6,377,2.92,956,7.41,5344,41.43,309,2.4,107,0.83,70,0.54,274,2.12,4,0.03,11,0.09,754,5.84,-,-,72,2.06,2,0.18,4,0.36,54,4.91,-,-,5,0.45
Nara,8030,148.7,204,6,86,2.53,347,10.21,708,20.82,50,1.47,37,1.09,8,0.24,97,2.85,-,-,7,0.21,230,6.76,-,-,35,3.5,2,0.33,5,0.83,25,4.17,-,-,4,0.67
Wakayama,6630,132.6,124,4,77,2.48,99,3.19,1158,37.35,76,2.45,12,0.39,17,0.55,73,2.35,5,0.16,6,0.19,427,13.77,1,0.25,4,1,-,-,3,0.27,20,1.82,3,0.27,4,0.36
Tottori,3390,116.9,31,1.63,43,2.26,680,35.79,526,27.68,109,5.74,11,0.58,6,0.32,35,1.84,2,0.11,-,-,130,6.84,-,-,30,6,-,-,2,0.4,17,3.4,-,-,1,0.2
Shimane,4463,117.45,52,2.26,57,2.48,388,16.87,950,41.3,60,2.61,44,1.91,78,3.39,75,3.26,5,0.22,1,0.04,222,9.65,-,-,1,0.33,-,-,4,0.5,25,3.13,-,-,-,-
Okayama,16151,192.27,120,2.22,191,3.54,284,5.26,2032,37.63,93,1.72,136,2.52,27,0.5,113,2.09,3,0.06,11,0.2,142,2.63,-,-,26,2.17,-,-,2,0.4,21,4.2,1,0.2,1,0.2
Hiroshima,20672,179.76,254,3.53,258,3.58,802,11.14,2285,31.74,214,2.97,132,1.83,73,1.01,161,2.24,4,0.06,21,0.29,181,2.51,1,0.05,106,5.58,3,0.15,1,0.05,52,2.6,-,-,6,0.3
Yamaguchi,14605,214.78,213,4.44,172,3.58,560,11.67,1403,29.23,119,2.48,70,1.46,50,1.04,143,2.98,-,-,11,0.23,771,16.06,-,-,27,3,3,0.33,1,0.11,56,6.22,1,0.11,2,0.22
Tokushima,6472,174.92,146,6.35,67,2.91,187,8.13,1030,44.78,38,1.65,48,2.09,24,1.04,82,3.57,3,0.13,4,0.17,129,5.61,-,-,4,1,-,-,-,-,7,1,-,-,1,0.14
Kagawa,6840,145.53,95,3.39,85,3.04,386,13.79,1619,57.82,35,1.25,43,1.54,27,0.96,73,2.61,3,0.11,23,0.82,230,8.21,-,-,9,1.8,2,0.4,2,0.4,26,5.2,-,-,6,1.2
Ehime,11499,188.51,129,3.49,52,1.41,614,16.59,2713,73.32,90,2.43,51,1.38,78,2.11,140,3.78,2,0.05,11,0.3,428,11.57,-,-,73,9.13,1,0.17,1,0.17,19,3.17,-,-,-,-
Kochi,10514,219.04,134,4.47,39,1.3,397,13.23,1441,48.03,98,3.27,14,0.47,33,1.1,51,1.7,7,0.23,-,-,55,1.83,-,-,5,1.67,1,0.13,-,-,28,3.5,2,0.25,5,0.63
Fukuoka,48520,245.05,509,4.24,371,3.09,2372,19.77,8356,69.63,451,3.76,357,2.98,66,0.55,464,3.87,19,0.16,36,0.3,654,5.45,-,-,100,3.85,2,0.13,11,0.73,122,8.13,-,-,5,0.33
Saga,7735,198.33,144,6.26,101,4.39,332,14.43,932,40.52,56,2.43,92,4,10,0.43,80,3.48,-,-,5,0.22,62,2.7,-,-,25,6.25,4,0.67,-,-,13,2.17,-,-,1,0.17
Nagasaki,12062,172.31,103,2.34,60,1.36,1090,24.77,2172,49.36,107,2.43,93,2.11,8,0.18,114,2.59,8,0.18,10,0.23,170,3.86,-,-,22,2.75,1,0.08,-,-,31,2.58,-,-,3,0.25
Kumamoto,14597,182.46,140,2.8,154,3.08,612,12.24,4230,84.6,220,4.4,226,4.52,17,0.34,212,4.24,-,-,97,1.94,356,7.12,1,0.11,96,10.67,1,0.07,1,0.07,36,2.4,-,-,10,0.67
Oita,13639,235.16,95,2.64,70,1.94,696,19.33,5105,141.81,161,4.47,12,0.33,4,0.11,141,3.92,3,0.08,6,0.17,125,3.47,-,-,21,4.2,-,-,-,-,30,2.73,-,-,10,0.91
Miyazaki,14664,248.54,169,4.69,157,4.36,489,13.58,3025,84.03,175,4.86,198,5.5,149,4.14,175,4.86,-,-,12,0.33,93,2.58,1,0.2,69,13.8,-,-,-,-,12,1.71,-,-,5,0.71
Kagoshima,18411,197.97,265,4.82,281,5.11,567,10.31,3689,67.07,213,3.87,223,4.05,22,0.4,139,2.53,1,0.02,30,0.55,831,15.11,-,-,29,4.14,3,0.25,1,0.08,13,1.08,-,-,-,-
Okinawa,9658,166.52,70,2.06,78,2.29,222,6.53,1310,38.53,113,3.32,12,0.35,10,0.29,54,1.59,13,0.38,9,0.26,29,0.85,-,-,40,4.44,1,0.14,11,1.57,38,5.43,-,-,4,0.57
