"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2017",,,,,,"Data collected as of February 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,915981,184.79,7603,2.41,7068,2.24,43195,13.66,131018,41.45,8180,2.59,3587,1.13,1921,0.61,7926,2.51,158,0.05,564,0.18,14866,4.7,48,0.07,2460,3.55,61,0.13,102,0.22,1841,3.88,51,0.11,304,0.64
Hokkaido,24650,109.07,511,3.6,371,2.61,3353,23.61,3009,21.19,576,4.06,41,0.29,72,0.51,256,1.8,11,0.08,13,0.09,513,3.61,2,0.07,84,3,1,0.04,2,0.09,56,2.43,-,-,12,0.52
Aomori,9196,143.69,52,1.27,102,2.49,432,10.54,1589,38.76,42,1.02,52,1.27,35,0.85,119,2.9,2,0.05,27,0.66,76,1.85,1,0.09,40,3.64,2,0.33,-,-,32,5.33,-,-,5,0.83
Iwate,7896,121.48,43,1.08,128,3.2,758,18.95,1740,43.5,54,1.35,9,0.23,13,0.33,118,2.95,-,-,2,0.05,123,3.08,2,0.14,24,1.71,1,0.05,-,-,52,2.74,-,-,5,0.26
Miyagi,16943,178.35,69,1.17,69,1.17,1147,19.44,1430,24.24,211,3.58,8,0.14,15,0.25,174,2.95,1,0.02,6,0.1,88,1.49,-,-,15,1.25,1,0.08,-,-,56,4.67,-,-,3,0.25
Akita,7845,145.28,67,1.91,40,1.14,416,11.89,838,23.94,48,1.37,75,2.14,11,0.31,49,1.4,1,0.03,5,0.14,26,0.74,-,-,3,0.43,-,-,-,-,29,3.63,-,-,1,0.13
Yamagata,6387,133.06,28,0.93,50,1.67,970,32.33,866,28.87,103,3.43,17,0.57,12,0.4,114,3.8,2,0.07,14,0.47,190,6.33,-,-,6,0.75,1,0.1,1,0.1,37,3.7,-,-,2,0.2
Fukushima,11773,152.9,124,2.7,80,1.74,792,17.22,1512,32.87,140,3.04,11,0.24,109,2.37,148,3.22,2,0.04,4,0.09,68,1.48,-,-,45,3.75,1,0.14,-,-,37,5.29,-,-,50,7.14
Ibaraki,20706,172.55,72,0.96,108,1.44,1199,15.99,2840,37.87,184,2.45,51,0.68,35,0.47,118,1.57,3,0.04,3,0.04,146,1.95,1,0.06,96,5.65,-,-,-,-,32,2.46,-,-,1,0.08
