"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2015",,,,,,"Data collected as of April 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1097755,222.89,24383,7.77,13108,4.17,107627,34.28,316741,100.87,24325,7.75,15285,4.87,16318,5.2,18420,5.87,413,0.13,1015,0.32,12951,4.12,114,0.17,4052,5.92,108,0.23,182,0.38,1474,3.1,92,0.19,1927,4.06
Hokkaido,39135,172.4,1542,10.78,1192,8.34,6764,47.3,6305,44.09,1064,7.44,707,4.94,723,5.06,587,4.1,11,0.08,30,0.21,787,5.5,4,0.15,133,4.93,-,-,2,0.09,34,1.55,1,0.05,98,4.45
Aomori,14390,221.38,241,5.74,115,2.74,839,19.98,2507,59.69,237,5.64,59,1.4,307,7.31,206,4.9,-,-,6,0.14,36,0.86,-,-,78,7.09,2,0.33,4,0.67,28,4.67,-,-,65,10.83
Iwate,14307,220.11,225,5.63,126,3.15,1611,40.28,4160,104,378,9.45,10,0.25,224,5.6,211,5.28,1,0.03,7,0.18,49,1.23,-,-,70,5,1,0.05,1,0.05,64,3.37,2,0.11,110,5.79
Miyagi,18756,201.68,304,5.24,203,3.5,2023,34.88,7904,136.28,574,9.9,159,2.74,721,12.43,397,6.84,-,-,12,0.21,98,1.69,1,0.08,36,3,1,0.08,3,0.25,105,8.75,-,-,51,4.25
Akita,12315,228.06,102,2.91,113,3.23,550,15.71,2339,66.83,215,6.14,26,0.74,34,0.97,83,2.37,1,0.03,1,0.03,179,5.11,7,1,25,3.57,-,-,-,-,55,6.88,-,-,5,0.63
Yamagata,8774,186.68,105,3.62,291,10.03,2008,69.24,3867,133.34,327,11.28,500,17.24,131,4.52,213,7.34,2,0.07,5,0.17,245,8.45,-,-,15,2.14,-,-,5,0.5,13,1.3,6,0.6,8,0.8
Fukushima,17552,230.95,588,13.07,187,4.16,1362,30.27,4555,101.22,335,7.44,256,5.69,255,5.67,278,6.18,8,0.18,4,0.09,338,7.51,-,-,102,8.5,-,-,3,0.43,57,8.14,1,0.14,65,9.29
Ibaraki,21846,182.05,384,5.12,262,3.49,2584,34.45,7837,104.49,495,6.6,188,2.51,261,3.48,283,3.77,2,0.03,19,0.25,181,2.41,-,-,171,10.06,-,-,-,-,15,1.15,-,-,29,2.23
Tochigi,13563,178.46,263,5.48,102,2.13,1003,20.9,2991,62.31,275,5.73,140,2.92,241,5.02,326,6.79,12,0.25,2,0.04,82,1.71,3,0.25,67,5.58,1,0.14,1,0.14,24,3.43,1,0.14,36,5.14
Gunma,18723,195.03,414,7.02,230,3.9,2344,39.73,5566,94.34,277,4.69,310,5.25,214,3.63,350,5.93,8,0.14,30,0.51,204,3.46,1,0.08,218,16.77,4,0.5,4,0.5,34,4.25,-,-,100,12.5
Saitama,39912,165.61,847,5.57,594,3.91,5864,38.58,17754,116.8,1359,8.94,266,1.75,1521,10.01,1064,7,12,0.08,30,0.2,890,5.86,9,0.23,207,5.18,1,0.1,10,1,49,4.9,6,0.6,67,6.7
Chiba,46196,217.91,454,3.44,594,4.5,4942,37.44,12588,95.36,919,6.96,146,1.11,1100,8.33,681,5.16,9,0.07,18,0.14,643,4.87,1,0.03,252,7.64,6,0.67,12,1.33,8,0.89,7,0.78,36,4
Tokyo,55710,136.21,1146,4.44,705,2.73,9150,35.47,28442,110.24,1844,7.15,342,1.33,2758,10.69,1664,6.45,52,0.2,46,0.18,807,3.13,3,0.08,183,4.82,9,0.38,18,0.75,57,2.38,11,0.46,49,2.04
Kanagawa,52465,159.47,803,3.94,448,2.2,6455,31.64,21243,104.13,2062,10.11,272,1.33,2319,11.37,1386,6.79,20,0.1,33,0.16,426,2.09,20,0.43,416,9.04,4,0.4,5,0.5,31,3.1,-,-,67,6.7
Niigata,25051,263.69,418,6.97,722,12.03,3354,55.9,5278,87.97,697,11.62,201,3.35,459,7.65,378,6.3,9,0.15,31,0.52,132,2.2,4,0.4,70,7,-,-,-,-,39,3,19,1.46,15,1.15
Toyama,10518,219.13,123,4.24,269,9.28,1139,39.28,3459,119.28,318,10.97,150,5.17,37,1.28,121,4.17,1,0.03,40,1.38,82,2.83,1,0.14,10,1.43,1,0.2,-,-,96,19.2,-,-,14,2.8
Ishikawa,12768,266,130,4.48,160,5.52,2231,76.93,3606,124.34,352,12.14,13,0.45,364,12.55,147,5.07,1,0.03,-,-,198,6.83,-,-,17,2.43,-,-,-,-,74,14.8,-,-,41,8.2
Fukui,10591,330.97,198,9,153,6.95,1040,47.27,3588,163.09,176,8,235,10.68,17,0.77,137,6.23,3,0.14,4,0.18,246,11.18,-,-,10,3.33,5,0.83,4,0.67,6,1,-,-,21,3.5
Yamanashi,8428,210.7,95,3.96,38,1.58,574,23.92,2222,92.58,106,4.42,3,0.13,18,0.75,68,2.83,1,0.04,1,0.04,11,0.46,-,-,33,3.67,2,0.2,-,-,10,1,-,-,28,2.8
Nagano,21183,246.31,330,6.23,85,1.6,1583,29.87,5567,105.04,316,5.96,70,1.32,193,3.64,229,4.32,12,0.23,5,0.09,25,0.47,-,-,54,5.4,1,0.09,3,0.27,77,7,-,-,39,3.55
Gifu,21226,246.81,250,4.81,194,3.73,633,12.17,3662,70.42,238,4.58,73,1.4,61,1.17,218,4.19,-,-,34,0.65,39,0.75,-,-,37,3.36,-,-,-,-,12,2.4,-,-,15,3
Shizuoka,32357,234.47,522,5.93,285,3.24,3875,44.03,8292,94.23,576,6.55,130,1.48,428,4.86,364,4.14,4,0.05,69,0.78,144,1.64,3,0.14,84,4,2,0.2,2,0.2,49,4.9,25,2.5,45,4.5
Aichi,62418,320.09,793,4.38,695,3.84,4683,25.87,16000,88.4,885,4.89,455,2.51,232,1.28,814,4.5,16,0.09,59,0.33,500,2.76,6,0.18,105,3.09,4,0.29,-,-,41,2.93,-,-,51,3.64
Mie,16497,229.13,268,5.96,301,6.69,1318,29.29,4522,100.49,174,3.87,203,4.51,117,2.6,266,5.91,8,0.18,9,0.2,43,0.96,1,0.08,14,1.17,8,0.89,4,0.44,25,2.78,-,-,8,0.89
Shiga,13283,250.62,218,6.81,80,2.5,898,28.06,2753,86.03,180,5.63,142,4.44,154,4.81,150,4.69,2,0.06,26,0.81,120,3.75,-,-,14,1.75,1,0.14,1,0.14,7,1,-,-,15,2.14
Kyoto,20814,170.61,231,3.16,257,3.52,1361,18.64,5729,78.48,297,4.07,376,5.15,252,3.45,282,3.86,-,-,21,0.29,156,2.14,1,0.06,41,2.41,1,0.14,2,0.29,1,0.14,-,-,54,7.71
Osaka,50719,165.21,2521,12.67,719,3.61,6043,30.37,18431,92.62,1636,8.22,1617,8.13,625,3.14,1170,5.88,39,0.2,62,0.31,538,2.7,12,0.23,129,2.48,3,0.18,4,0.24,62,3.65,1,0.06,135,7.94
Hyogo,41021,207.18,1328,10.38,683,5.34,3351,26.18,14080,110,996,7.78,1122,8.77,356,2.78,669,5.23,20,0.16,46,0.36,462,3.61,3,0.09,200,5.71,8,0.67,12,1,18,1.5,-,-,20,1.67
Nara,7594,140.63,351,10.32,96,2.82,631,18.56,2446,71.94,187,5.5,253,7.44,61,1.79,168,4.94,1,0.03,2,0.06,80,2.35,1,0.11,37,4.11,3,0.5,1,0.17,8,1.33,-,-,44,7.33
Wakayama,8928,178.56,553,17.84,83,2.68,428,13.81,1766,56.97,185,5.97,208,6.71,36,1.16,142,4.58,2,0.06,10,0.32,30,0.97,1,0.25,20,5,4,0.36,1,0.09,33,3,1,0.09,40,3.64
Tottori,6878,237.17,56,2.95,59,3.11,1495,78.68,2210,116.32,106,5.58,47,2.47,32,1.68,111,5.84,13,0.68,9,0.47,62,3.26,-,-,4,1.33,1,0.2,-,-,1,0.2,-,-,75,15
Shimane,8041,211.61,180,7.83,108,4.7,1332,57.91,2177,94.65,165,7.17,399,17.35,26,1.13,176,7.65,-,-,5,0.22,131,5.7,-,-,2,0.67,1,0.13,10,1.25,19,2.38,1,0.13,27,3.38
Okayama,24124,287.19,237,4.39,123,2.28,1132,20.96,5775,106.94,398,7.37,271,5.02,63,1.17,252,4.67,7,0.13,11,0.2,174,3.22,4,0.33,28,2.33,2,0.4,-,-,2,0.4,-,-,17,3.4
Hiroshima,28799,252.62,401,5.65,373,5.25,2580,36.34,8491,119.59,455,6.41,271,3.82,14,0.2,401,5.65,16,0.23,13,0.18,540,7.61,2,0.11,133,7,1,0.05,11,0.52,38,1.81,2,0.1,24,1.14
Yamaguchi,21983,318.59,596,12.42,120,2.5,2104,43.83,5396,112.42,601,12.52,135,2.81,31,0.65,397,8.27,3,0.06,7,0.15,44,0.92,-,-,22,2.44,-,-,-,-,26,2.89,-,-,13,1.44
Tokushima,8270,217.63,404,17.57,95,4.13,456,19.83,2369,103,169,7.35,93,4.04,8,0.35,203,8.83,5,0.22,1,0.04,13,0.57,-,-,6,1.5,2,0.29,1,0.14,13,1.86,-,-,20,2.86
Kagawa,9587,203.98,318,11.36,106,3.79,668,23.86,2689,96.04,116,4.14,285,10.18,44,1.57,185,6.61,1,0.04,6,0.21,23,0.82,-,-,9,1.8,1,0.2,2,0.4,36,7.2,-,-,11,2.2
Ehime,14147,231.92,559,15.11,68,1.84,1373,37.11,5240,141.62,205,5.54,148,4,26,0.7,273,7.38,1,0.03,29,0.78,206,5.57,-,-,195,24.38,1,0.17,-,-,3,0.5,-,-,8,1.33
Kochi,14762,307.54,339,11.3,30,1,771,25.7,2465,82.17,170,5.67,301,10.03,22,0.73,140,4.67,4,0.13,7,0.23,263,8.77,-,-,4,1.33,3,0.38,3,0.38,46,5.75,8,1,22,2.75
Fukuoka,64306,324.78,1713,14.28,614,5.12,6486,54.05,15375,128.13,1238,10.32,1253,10.44,1037,8.64,1103,9.19,26,0.22,78,0.65,926,7.72,11,0.42,182,7,11,0.79,8,0.57,20,1.43,-,-,21,1.5
Saga,12229,321.82,381,16.57,92,4,673,29.26,2765,120.22,262,11.39,457,19.87,106,4.61,200,8.7,2,0.09,8,0.35,445,19.35,-,-,6,1.5,2,0.33,1,0.17,27,4.5,-,-,71,11.83
Nagasaki,20945,299.21,510,11.59,116,2.64,1323,30.07,4967,112.89,261,5.93,582,13.23,109,2.48,229,5.2,4,0.09,13,0.3,240,5.45,8,1,56,7,-,-,-,-,50,4.17,-,-,73,6.08
Kumamoto,25340,316.75,608,12.16,223,4.46,1008,20.16,7150,143,482,9.64,602,12.04,41,0.82,452,9.04,6,0.12,73,1.46,273,5.46,-,-,113,12.56,2,0.13,8,0.53,13,0.87,-,-,53,3.53
Oita,22169,382.22,377,10.47,123,3.42,1309,36.36,6567,182.42,472,13.11,384,10.67,221,6.14,371,10.31,12,0.33,29,0.81,208,5.78,-,-,102,20.4,-,-,-,-,20,1.82,-,-,25,2.27
Miyazaki,24663,418.02,1022,28.39,316,8.78,824,22.89,4937,137.14,413,11.47,190,5.28,18,0.5,422,11.72,5,0.14,27,0.75,59,1.64,1,0.17,160,26.67,-,-,4,0.57,-,-,-,-,13,1.86
Kagoshima,30694,330.04,580,10.55,401,7.29,2696,49.02,7140,129.82,571,10.38,578,10.51,228,4.15,306,5.56,19,0.35,11,0.2,150,2.73,1,0.14,49,7,-,-,2,0.17,-,-,-,-,23,1.92
Okinawa,23778,409.97,355,10.44,159,4.68,756,22.24,1569,46.15,561,16.5,657,19.32,73,2.15,147,4.32,32,0.94,26,0.76,1423,41.85,5,0.5,133,13.3,9,1.29,30,4.29,28,4,-,-,60,8.57
