"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2021",,,,,,"Data collected as of August 4, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Gunma,7,0.08,732,13.81,328,6.19,590,11.13,4733,89.3,101,1.91,51,0.96,20,0.38,702,13.25,33,0.62,92,1.74,-,-,151,10.07,4,0.44,1,0.11,5,0.56,-,-,2,0.22
Saitama,26,0.1,4932,30.83,1102,6.89,2211,13.82,16054,100.34,597,3.73,215,1.34,94,0.59,2275,14.22,180,1.13,327,2.04,19,0.48,235,5.88,8,0.73,16,1.45,7,0.64,-,-,3,0.27
Chiba,31,0.15,5231,39.93,474,3.62,1929,14.73,7502,57.27,568,4.34,117,0.89,68,0.52,1383,10.56,202,1.54,232,1.77,3,0.09,202,6.12,5,0.56,12,1.33,9,1,-,-,3,0.33
Tokyo,31,0.08,13197,51.35,1045,4.07,2544,9.9,24929,97,756,2.94,359,1.4,174,0.68,3332,12.96,299,1.16,385,1.5,-,-,161,4.35,10,0.42,15,0.63,10,0.42,12,0.5,3,0.13
Kanagawa,22,0.06,10145,45.09,701,3.12,2572,11.43,15661,69.6,751,3.34,202,0.9,114,0.51,2537,11.28,142,0.63,324,1.44,8,0.16,483,9.66,5,0.45,12,1.09,18,1.64,-,-,1,0.09
Niigata,18,0.2,3287,58.7,1037,18.52,2663,47.55,3424,61.14,308,5.5,74,1.32,39,0.7,699,12.48,44,0.79,102,1.82,11,1.1,38,3.8,8,0.62,6,0.46,17,1.31,-,-,1,0.08
Toyama,5,0.1,2791,96.24,339,11.69,811,27.97,2539,87.55,67,2.31,28,0.97,28,0.97,304,10.48,35,1.21,26,0.9,-,-,1,0.14,2,0.4,2,0.4,9,1.8,-,-,1,0.2
Ishikawa,-,-,3043,104.93,448,15.45,574,19.79,2540,87.59,167,5.76,20,0.69,7,0.24,354,12.21,5,0.17,25,0.86,-,-,12,1.71,-,-,1,0.2,11,2.2,-,-,1,0.2
Fukui,-,-,2507,109,270,11.74,498,21.65,3438,149.48,79,3.43,10,0.43,5,0.22,268,11.65,25,1.09,18,0.78,-,-,8,2.67,13,2.17,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,473,19.71,34,1.42,200,8.33,1413,58.88,39,1.63,13,0.54,17,0.71,171,7.13,11,0.46,24,1,-,-,37,4.11,-,-,3,0.3,4,0.4,-,-,-,-
Nagano,7,0.08,279,5.26,171,3.23,751,14.17,4982,94,203,3.83,44,0.83,27,0.51,576,10.87,97,1.83,60,1.13,1,0.09,21,1.91,6,0.6,4,0.4,5,0.5,-,-,1,0.1
Gifu,26,0.3,2818,54.19,279,5.37,679,13.06,2287,43.98,67,1.29,37,0.71,20,0.38,394,7.58,261,5.02,25,0.48,1,0.09,16,1.45,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,8,0.06,6916,78.59,576,6.55,1079,12.26,6607,75.08,269,3.06,67,0.76,44,0.5,960,10.91,50,0.57,129,1.47,-,-,48,2.18,12,1.2,14,1.4,4,0.4,-,-,-,-
Aichi,31,0.16,7879,43.29,694,3.81,2463,13.53,12588,69.16,356,1.96,136,0.75,46,0.25,1458,8.01,233,1.28,200,1.1,4,0.11,83,2.37,6,0.4,18,1.2,1,0.07,-,-,1,0.07
Mie,22,0.32,4725,107.39,285,6.48,389,8.84,4340,98.64,122,2.77,24,0.55,13,0.3,485,11.02,322,7.32,33,0.75,-,-,12,1,1,0.11,2,0.22,20,2.22,-,-,1,0.11
Shiga,27,0.46,1179,33.69,154,4.4,606,17.31,2135,61,100,2.86,96,2.74,11,0.31,339,9.69,183,5.23,47,1.34,-,-,8,1,10,1.43,4,0.57,3,0.43,-,-,-,-
Kyoto,61,0.49,2808,36.95,404,5.32,1401,18.43,5345,70.33,229,3.01,94,1.24,20,0.26,582,7.66,112,1.47,88,1.16,-,-,42,2.47,1,0.14,3,0.43,3,0.43,1,0.14,-,-
Osaka,68,0.23,13593,69.35,1540,7.86,3272,16.69,18315,93.44,576,2.94,209,1.07,83,0.42,2033,10.37,277,1.41,304,1.55,4,0.08,159,3.06,5,0.31,9,0.56,4,0.25,-,-,4,0.25
Hyogo,24,0.12,8462,66.11,965,7.54,1702,13.3,14354,112.14,314,2.45,170,1.33,51,0.4,1317,10.29,136,1.06,217,1.7,-,-,180,5.14,7,0.5,26,1.86,8,0.57,1,0.07,5,0.36
Nara,1,0.02,2673,78.62,372,10.94,386,11.35,2905,85.44,55,1.62,63,1.85,7,0.21,392,11.53,40,1.18,36,1.06,1,0.1,63,6.3,7,1.17,3,0.5,4,0.67,-,-,3,0.5
Wakayama,1,0.02,2577,85.9,166,5.53,552,18.4,2513,83.77,70,2.33,8,0.27,9,0.3,293,9.77,17,0.57,32,1.07,-,-,21,5.25,14,1.27,7,0.64,13,1.18,-,-,1,0.09
Tottori,5,0.17,156,8.21,221,11.63,1536,80.84,2417,127.21,81,4.26,33,1.74,10,0.53,214,11.26,82,4.32,10,0.53,1,0.2,16,3.2,5,1,2,0.4,1,0.2,-,-,-,-
Shimane,14,0.37,817,35.52,153,6.65,258,11.22,3394,147.57,113,4.91,106,4.61,4,0.17,381,16.57,13,0.57,8,0.35,-,-,3,1,11,1.38,9,1.13,4,0.5,-,-,-,-
Okayama,44,0.52,1415,26.2,288,5.33,495,9.17,6414,118.78,133,2.46,102,1.89,19,0.35,509,9.43,328,6.07,91,1.69,-,-,20,1.67,3,0.6,2,0.4,4,0.8,-,-,1,0.2
Hiroshima,17,0.15,2496,35.15,690,9.72,804,11.32,9921,139.73,197,2.77,166,2.34,26,0.37,714,10.06,313,4.41,129,1.82,2,0.11,137,7.21,5,0.24,2,0.1,11,0.52,1,0.05,4,0.19
Yamaguchi,9,0.14,4970,110.44,225,5,1063,23.62,4325,96.11,103,2.29,49,1.09,28,0.62,699,15.53,44,0.98,48,1.07,-,-,34,3.78,-,-,3,0.33,27,3,-,-,-,-
Tokushima,3,0.08,1888,82.09,189,8.22,199,8.65,1900,82.61,76,3.3,11,0.48,4,0.17,300,13.04,298,12.96,16,0.7,-,-,10,2.5,1,0.14,2,0.29,2,0.29,-,-,-,-
Kagawa,2,0.04,1037,37.04,299,10.68,431,15.39,4534,161.93,95,3.39,70,2.5,15,0.54,372,13.29,953,34.04,64,2.29,1,0.2,15,3,-,-,4,0.8,1,0.2,-,-,-,-
Ehime,8,0.13,1267,35.19,279,7.75,846,23.5,7713,214.25,95,2.64,58,1.61,18,0.5,640,17.78,287,7.97,74,2.06,1,0.13,189,23.63,1,0.17,4,0.67,1,0.17,-,-,2,0.33
Kochi,4,0.09,2001,71.46,180,6.43,282,10.07,3578,127.79,101,3.61,277,9.89,28,1,314,11.21,783,27.96,17,0.61,-,-,13,4.33,3,0.38,1,0.13,7,0.88,-,-,3,0.38
Fukuoka,5,0.03,11275,93.96,1831,15.26,7666,63.88,13963,116.36,561,4.68,342,2.85,71,0.59,2184,18.2,200,1.67,277,2.31,8,0.31,185,7.12,9,0.64,15,1.07,9,0.64,-,-,-,-
Saga,1,0.03,1986,86.35,359,15.61,686,29.83,997,43.35,87,3.78,53,2.3,6,0.26,543,23.61,36,1.57,16,0.7,-,-,7,1.75,6,1,2,0.33,6,1,-,-,-,-
Nagasaki,6,0.09,2863,66.58,439,10.21,2001,46.53,2306,53.63,226,5.26,85,1.98,21,0.49,531,12.35,49,1.14,64,1.49,-,-,12,1.5,7,0.58,15,1.25,33,2.75,-,-,1,0.08
Kumamoto,3,0.04,3401,68.02,454,9.08,649,12.98,4194,83.88,194,3.88,1467,29.34,50,1,1034,20.68,163,3.26,55,1.1,-,-,143,15.89,-,-,8,0.53,3,0.2,-,-,1,0.07
Oita,2,0.03,2698,74.94,295,8.19,460,12.78,5846,162.39,275,7.64,45,1.25,17,0.47,612,17,38,1.06,62,1.72,1,0.2,30,6,-,-,1,0.09,31,2.82,-,-,-,-
Miyazaki,1,0.02,3655,101.53,507,14.08,1447,40.19,6901,191.69,142,3.94,194,5.39,18,0.5,730,20.28,181,5.03,46,1.28,-,-,95,15.83,-,-,1,0.14,-,-,-,-,-,-
Kagoshima,6,0.07,1322,24.48,1341,24.83,1334,24.7,8838,163.67,281,5.2,343,6.35,32,0.59,669,12.39,142,2.63,83,1.54,-,-,73,10.43,3,0.25,4,0.33,1,0.08,-,-,1,0.08
Okinawa,14,0.25,394,11.59,496,14.59,892,26.24,1732,50.94,212,6.24,94,2.76,5,0.15,297,8.74,105,3.09,70,2.06,1,0.11,162,18,16,2.29,12,1.71,3,0.43,-,-,1,0.14
