"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2021",,,,,,"Data collected as of August 4, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,737,0.15,163173,51.69,23237,7.36,60505,19.17,280443,88.83,10601,3.36,6080,1.93,1506,0.48,37241,11.8,7653,2.42,4396,1.39,74,0.11,3799,5.47,217,0.45,268,0.56,466,0.97,15,0.03,58,0.12
Hokkaido,53,0.24,3388,24.37,1243,8.94,4181,30.08,6596,47.45,602,4.33,59,0.42,43,0.31,952,6.85,38,0.27,95,0.68,1,0.04,81,2.89,4,0.17,1,0.04,18,0.78,-,-,3,0.13
Aomori,6,0.09,1104,26.29,261,6.21,390,9.29,3400,80.95,115,2.74,20,0.48,27,0.64,408,9.71,17,0.4,27,0.64,-,-,21,1.91,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1267,31.68,182,4.55,1599,39.98,3893,97.33,168,4.2,140,3.5,17,0.43,600,15,15,0.38,41,1.03,-,-,71,5.07,3,0.16,3,0.16,15,0.79,-,-,2,0.11
Miyagi,11,0.12,4196,72.34,441,7.6,710,12.24,3844,66.28,260,4.48,83,1.43,35,0.6,873,15.05,23,0.4,96,1.66,1,0.08,44,3.67,2,0.17,-,-,32,2.67,-,-,1,0.08
Akita,-,-,1516,44.59,126,3.71,555,16.32,1676,49.29,155,4.56,19,0.56,14,0.41,242,7.12,20,0.59,12,0.35,1,0.14,13,1.86,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,2375,81.9,306,10.55,939,32.38,2030,70,77,2.66,41,1.41,12,0.41,433,14.93,317,10.93,39,1.34,-,-,34,4.25,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,1982,39.64,492,9.84,1158,23.16,4169,83.38,166,3.32,41,0.82,29,0.58,884,17.68,32,0.64,74,1.48,1,0.08,106,8.15,6,0.86,1,0.14,1,0.14,-,-,2,0.29
Ibaraki,16,0.13,1628,21.71,395,5.27,1495,19.93,4503,60.04,184,2.45,92,1.23,29,0.39,591,7.88,427,5.69,86,1.15,-,-,198,11.65,-,-,2,0.17,61,5.08,-,-,1,0.08
Tochigi,7,0.09,1829,38.91,161,3.43,557,11.85,2755,58.62,108,2.3,53,1.13,31,0.66,661,14.06,45,0.96,70,1.49,3,0.25,106,8.83,2,0.29,12,1.71,16,2.29,-,-,-,-
