"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2021",,,,,,"Data collected as of October 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,9,0.12,2275,47.4,181,3.77,719,14.98,3144,65.5,133,2.77,74,1.54,34,0.71,855,17.81,121,2.52,104,2.17,4,0.33,156,13,5,0.71,17,2.43,16,2.29,-,-,-,-
Gunma,7,0.08,2128,40.15,366,6.91,717,13.53,5632,106.26,157,2.96,70,1.32,25,0.47,861,16.25,144,2.72,121,2.28,-,-,201,13.4,4,0.44,2,0.22,6,0.67,-,-,2,0.22
Saitama,26,0.1,8628,54.26,1245,7.83,2569,16.16,19802,124.54,744,4.68,349,2.19,115,0.72,2778,17.47,594,3.74,439,2.76,25,0.64,307,7.87,8,0.73,21,1.91,10,0.91,-,-,3,0.27
Chiba,31,0.15,6369,48.62,543,4.15,2304,17.59,9219,70.37,675,5.15,244,1.86,77,0.59,1797,13.72,469,3.58,305,2.33,4,0.12,262,7.94,7,0.78,13,1.44,13,1.44,-,-,3,0.33
Tokyo,32,0.08,16047,62.44,1242,4.83,3051,11.87,30495,118.66,974,3.79,640,2.49,206,0.8,4258,16.57,969,3.77,534,2.08,1,0.03,226,6.11,14,0.58,19,0.79,16,0.67,13,0.54,3,0.13
Kanagawa,22,0.06,11080,49.69,828,3.71,2978,13.35,19035,85.36,893,4,391,1.75,125,0.56,3186,14.29,384,1.72,452,2.03,10,0.2,703,14.06,8,0.73,14,1.27,18,1.64,-,-,2,0.18
Niigata,18,0.2,7245,131.73,1131,20.56,3237,58.85,4366,79.38,353,6.42,103,1.87,46,0.84,850,15.45,918,16.69,135,2.45,12,1.33,46,5.11,9,0.75,7,0.58,23,1.92,-,-,1,0.08
Toyama,5,0.1,3056,105.38,374,12.9,888,30.62,3107,107.14,115,3.97,39,1.34,31,1.07,377,13,162,5.59,35,1.21,-,-,4,0.57,2,0.4,2,0.4,11,2.2,-,-,1,0.2
Ishikawa,-,-,3385,116.72,480,16.55,617,21.28,3184,109.79,181,6.24,112,3.86,9,0.31,464,16,135,4.66,33,1.14,-,-,17,2.43,1,0.2,1,0.2,16,3.2,-,-,1,0.2
Fukui,-,-,2778,120.78,311,13.52,602,26.17,3935,171.09,108,4.7,34,1.48,6,0.26,366,15.91,216,9.39,26,1.13,-,-,11,3.67,19,3.17,2,0.33,2,0.33,-,-,-,-
Yamanashi,-,-,774,32.25,43,1.79,222,9.25,1733,72.21,49,2.04,20,0.83,18,0.75,211,8.79,12,0.5,43,1.79,-,-,45,5,2,0.2,4,0.4,4,0.4,-,-,-,-
Nagano,7,0.08,2481,46.81,215,4.06,925,17.45,6051,114.17,257,4.85,66,1.25,32,0.6,724,13.66,233,4.4,105,1.98,1,0.09,25,2.27,6,0.6,5,0.5,8,0.8,-,-,1,0.1
Gifu,28,0.33,3177,61.1,343,6.6,806,15.5,2743,52.75,76,1.46,64,1.23,23,0.44,514,9.88,574,11.04,53,1.02,1,0.09,51,4.64,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,12,0.09,7390,83.98,700,7.95,1296,14.73,8308,94.41,323,3.67,105,1.19,50,0.57,1220,13.86,183,2.08,214,2.43,-,-,68,3.09,15,1.5,18,1.8,6,0.6,-,-,-,-
Aichi,32,0.16,8644,47.49,794,4.36,3187,17.51,15361,84.4,432,2.37,195,1.07,49,0.27,1871,10.28,1556,8.55,251,1.38,6,0.17,141,4.03,8,0.53,24,1.6,2,0.13,1,0.07,1,0.07
Mie,23,0.33,5024,114.18,326,7.41,458,10.41,5099,115.89,159,3.61,50,1.14,16,0.36,627,14.25,674,15.32,53,1.2,-,-,16,1.45,2,0.22,3,0.33,24,2.67,-,-,1,0.11
Shiga,27,0.46,1446,41.31,167,4.77,767,21.91,2660,76,139,3.97,224,6.4,13,0.37,424,12.11,678,19.37,66,1.89,-,-,11,1.38,12,1.71,5,0.71,4,0.57,-,-,-,-
Kyoto,65,0.52,3514,46.24,516,6.79,1631,21.46,6701,88.17,266,3.5,361,4.75,21,0.28,763,10.04,505,6.64,109,1.43,-,-,57,3.35,2,0.29,4,0.57,3,0.43,1,0.14,-,-
Osaka,72,0.24,15602,79.6,1874,9.56,3937,20.09,22976,117.22,729,3.72,1398,7.13,96,0.49,2627,13.4,807,4.12,404,2.06,11,0.21,220,4.23,9,0.56,10,0.63,4,0.25,-,-,4,0.25
Hyogo,26,0.13,10576,82.63,1122,8.77,1972,15.41,18200,142.19,394,3.08,1414,11.05,59,0.46,1712,13.38,770,6.02,261,2.04,1,0.03,246,7.03,10,0.71,36,2.57,10,0.71,1,0.07,5,0.36
Nara,1,0.02,3009,88.5,430,12.65,447,13.15,3698,108.76,82,2.41,147,4.32,10,0.29,508,14.94,107,3.15,38,1.12,1,0.1,79,7.9,9,1.5,4,0.67,4,0.67,-,-,3,0.5
Wakayama,1,0.02,2936,97.87,188,6.27,616,20.53,3077,102.57,93,3.1,18,0.6,13,0.43,388,12.93,101,3.37,44,1.47,-,-,23,5.75,17,1.55,11,1,14,1.27,-,-,1,0.09
Tottori,5,0.17,1382,72.74,264,13.89,1994,104.95,2922,153.79,102,5.37,43,2.26,10,0.53,275,14.47,205,10.79,18,0.95,1,0.2,20,4,6,1.2,4,0.8,1,0.2,-,-,-,-
Shimane,14,0.37,1591,69.17,173,7.52,296,12.87,3981,173.09,133,5.78,120,5.22,4,0.17,491,21.35,227,9.87,13,0.57,-,-,11,3.67,13,1.63,9,1.13,5,0.63,-,-,-,-
Okayama,40,0.48,2083,38.57,318,5.89,579,10.72,7567,140.13,178,3.3,575,10.65,21,0.39,660,12.22,791,14.65,106,1.96,2,0.17,32,2.67,4,0.8,2,0.4,5,1,-,-,1,0.2
Hiroshima,18,0.16,4141,58.32,798,11.24,948,13.35,11631,163.82,236,3.32,308,4.34,33,0.46,934,13.15,852,12,153,2.15,6,0.32,214,11.26,8,0.4,3,0.15,11,0.55,1,0.05,4,0.2
Yamaguchi,10,0.15,5866,130.36,259,5.76,1295,28.78,5321,118.24,137,3.04,682,15.16,31,0.69,897,19.93,308,6.84,85,1.89,-,-,41,4.56,1,0.11,4,0.44,29,3.22,-,-,-,-
Tokushima,3,0.08,2908,126.43,204,8.87,222,9.65,3053,132.74,104,4.52,14,0.61,5,0.22,395,17.17,360,15.65,21,0.91,-,-,11,2.75,1,0.14,2,0.29,4,0.57,-,-,-,-
Kagawa,2,0.04,2137,76.32,326,11.64,528,18.86,5730,204.64,116,4.14,147,5.25,18,0.64,466,16.64,1006,35.93,75,2.68,2,0.4,17,3.4,2,0.4,4,0.8,1,0.2,-,-,-,-
Ehime,8,0.13,3133,87.03,298,8.28,997,27.69,9164,254.56,121,3.36,466,12.94,23,0.64,814,22.61,522,14.5,87,2.42,1,0.13,238,29.75,2,0.33,4,0.67,1,0.17,-,-,2,0.33
Kochi,4,0.09,3208,114.57,214,7.64,364,13,3898,139.21,130,4.64,999,35.68,33,1.18,374,13.36,1034,36.93,28,1,-,-,17,5.67,5,0.63,2,0.25,9,1.13,-,-,4,0.5
Fukuoka,5,0.03,12504,104.2,2141,17.84,8858,73.82,18943,157.86,685,5.71,6014,50.12,82,0.68,2855,23.79,1212,10.1,355,2.96,11,0.42,240,9.23,12,0.86,26,1.86,9,0.64,-,-,-,-
Saga,1,0.03,2146,93.3,424,18.43,776,33.74,1359,59.09,112,4.87,456,19.83,8,0.35,695,30.22,141,6.13,27,1.17,-,-,15,3.75,6,1,5,0.83,6,1,-,-,-,-
Nagasaki,7,0.1,3119,72.53,513,11.93,2525,58.72,2883,67.05,297,6.91,401,9.33,32,0.74,679,15.79,130,3.02,112,2.6,-,-,25,3.13,8,0.67,18,1.5,39,3.25,-,-,1,0.08
Kumamoto,3,0.04,3792,75.84,537,10.74,730,14.6,5518,110.36,233,4.66,4049,80.98,64,1.28,1315,26.3,363,7.26,89,1.78,-,-,178,19.78,1,0.07,11,0.73,3,0.2,-,-,1,0.07
Oita,2,0.03,2818,78.28,373,10.36,535,14.86,8115,225.42,330,9.17,1641,45.58,20,0.56,795,22.08,467,12.97,91,2.53,2,0.4,55,11,-,-,1,0.09,40,3.64,-,-,-,-
Miyazaki,3,0.05,3857,107.14,609,16.92,1738,48.28,8443,234.53,188,5.22,1362,37.83,25,0.69,963,26.75,922,25.61,96,2.67,-,-,143,23.83,-,-,2,0.29,-,-,-,-,-,-
Kagoshima,7,0.08,2940,54.44,1540,28.52,1624,30.07,10314,191,361,6.69,2384,44.15,39,0.72,856,15.85,436,8.07,138,2.56,-,-,106,15.14,3,0.25,4,0.33,1,0.08,-,-,1,0.08
Okinawa,16,0.28,913,27.67,562,17.03,1143,34.64,2004,60.73,250,7.58,112,3.39,5,0.15,391,11.85,128,3.88,87,2.64,1,0.11,212,23.56,20,2.86,13,1.86,4,0.57,-,-,1,0.14
