"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2017",,,,,,"Data collected as of May 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1326270,267.55,14913,4.71,18747,5.93,117962,37.29,312910,98.93,18998,6.01,9624,3.04,4223,1.34,21813,6.9,404,0.13,1572,0.5,33258,10.51,132,0.19,5939,8.56,170,0.36,258,0.54,3170,6.65,98,0.21,3170,6.65
Hokkaido,46409,206.26,994,7.05,1055,7.48,9343,66.26,7533,53.43,1148,8.14,86,0.61,157,1.11,647,4.59,25,0.18,24,0.17,1082,7.67,5,0.18,167,5.96,4,0.17,9,0.39,101,4.39,-,-,106,4.61
Aomori,14819,231.55,92,2.24,205,5,1431,34.9,2939,71.68,130,3.17,119,2.9,105,2.56,303,7.39,2,0.05,50,1.22,164,4,1,0.09,57,5.18,4,0.67,-,-,68,11.33,-,-,34,5.67
Iwate,13503,210.98,97,2.49,467,11.97,2016,51.69,3419,87.67,125,3.21,18,0.46,52,1.33,318,8.15,-,-,4,0.1,443,11.36,3,0.21,63,4.5,2,0.11,-,-,96,5.05,-,-,46,2.42
Miyagi,26092,274.65,165,2.8,345,5.85,2725,46.19,3908,66.24,446,7.56,18,0.31,34,0.58,493,8.36,5,0.08,8,0.14,190,3.22,-,-,36,3,2,0.17,-,-,88,7.33,-,-,39,3.25
Akita,12800,237.04,113,3.23,86,2.46,989,28.26,1754,50.11,114,3.26,332,9.49,24,0.69,115,3.29,2,0.06,14,0.4,52,1.49,-,-,19,2.71,-,-,-,-,74,9.25,1,0.13,32,4
Yamagata,10784,229.45,106,3.53,139,4.63,2841,94.7,2028,67.6,257,8.57,24,0.8,66,2.2,310,10.33,7,0.23,17,0.57,349,11.63,-,-,38,4.75,1,0.1,4,0.4,70,7,-,-,43,4.3
Fukushima,22707,294.9,225,4.89,216,4.7,1926,41.87,3333,72.46,306,6.65,17,0.37,202,4.39,454,9.87,5,0.11,7,0.15,170,3.7,1,0.08,141,11.75,4,0.57,4,0.57,51,7.29,4,0.57,188,26.86
Ibaraki,30462,253.85,141,1.88,276,3.68,3080,41.07,6343,84.57,417,5.56,81,1.08,72,0.96,325,4.33,11,0.15,10,0.13,292,3.89,3,0.18,237,13.94,2,0.15,-,-,54,4.15,-,-,96,7.38
Tochigi,17252,227,95,1.98,151,3.15,1027,21.4,2546,53.04,298,6.21,18,0.38,37,0.77,340,7.08,1,0.02,3,0.06,143,2.98,-,-,150,12.5,1,0.14,4,0.57,56,8,2,0.29,72,10.29
Gunma,23151,246.29,103,1.78,258,4.45,2632,45.38,6351,109.5,252,4.34,213,3.67,132,2.28,394,6.79,-,-,31,0.53,609,10.5,1,0.07,136,9.71,1,0.13,2,0.25,118,14.75,-,-,243,30.38
Saitama,83319,330.63,361,2.27,671,4.22,7070,44.47,17193,108.13,1222,7.69,158,0.99,143,0.9,1153,7.25,12,0.08,46,0.29,1305,8.21,18,0.45,331,8.28,1,0.1,11,1.1,59,5.9,7,0.7,73,7.3
Chiba,67227,314.14,271,2.02,402,3,7157,53.41,13159,98.2,806,6.01,132,0.99,145,1.08,875,6.53,15,0.11,49,0.37,557,4.16,13,0.38,437,12.85,7,0.78,11,1.22,68,7.56,-,-,68,7.56
Tokyo,105577,255.02,597,2.29,1057,4.05,8606,32.97,30148,115.51,1449,5.55,341,1.31,458,1.75,2033,7.79,25,0.1,36,0.14,1155,4.43,3,0.08,221,5.82,11,0.46,11,0.46,102,4.25,22,0.92,181,7.54
Kanagawa,96322,278.39,410,1.91,607,2.82,6573,30.57,20748,96.5,1545,7.19,185,0.86,257,1.2,1514,7.04,14,0.07,36,0.17,1830,8.51,12,0.24,1018,20.36,3,0.3,9,0.9,56,5.6,-,-,179,17.9
Niigata,24630,270.66,263,4.61,583,10.23,2689,47.18,6752,118.46,336,5.89,36,0.63,139,2.44,381,6.68,7,0.12,13,0.23,2064,36.21,4,0.4,115,11.5,5,0.38,4,0.31,97,7.46,11,0.85,48,3.69
Toyama,10496,218.67,326,11.24,219,7.55,875,30.17,3102,106.97,149,5.14,133,4.59,9,0.31,161,5.55,2,0.07,18,0.62,707,24.38,4,0.57,164,23.43,1,0.2,1,0.2,36,7.2,-,-,37,7.4
Ishikawa,15716,327.42,110,3.79,288,9.93,1310,45.17,4734,163.24,224,7.72,24,0.83,12,0.41,189,6.52,3,0.1,4,0.14,65,2.24,-,-,18,2.57,1,0.2,-,-,61,12.2,-,-,53,10.6
Fukui,11247,351.47,69,3.14,181,8.23,830,37.73,3259,148.14,140,6.36,19,0.86,12,0.55,133,6.05,4,0.18,3,0.14,162,7.36,-,-,8,2.67,4,0.67,4,0.67,39,6.5,1,0.17,45,7.5
Yamanashi,10479,255.59,26,1.08,193,8.04,983,40.96,2515,104.79,98,4.08,48,2,31,1.29,96,4,1,0.04,5,0.21,274,11.42,1,0.11,47,5.22,3,0.3,3,0.3,79,7.9,2,0.2,41,4.1
Nagano,26978,313.7,185,3.49,53,1,1722,32.49,6564,123.85,233,4.4,73,1.38,74,1.4,271,5.11,6,0.11,8,0.15,1831,34.55,5,0.45,64,5.82,1,0.09,1,0.09,91,8.27,-,-,76,6.91
Gifu,22110,254.14,183,3.45,234,4.42,728,13.74,3155,59.53,211,3.98,71,1.34,31,0.58,239,4.51,5,0.09,5,0.09,692,13.06,-,-,41,3.73,-,-,7,1.4,93,18.6,-,-,60,12
Shizuoka,37893,272.61,253,2.84,476,5.35,4033,45.31,8382,94.18,388,4.36,124,1.39,65,0.73,468,5.26,9,0.1,10,0.11,611,6.87,9,0.43,129,6.14,7,0.7,12,1.2,72,7.2,19,1.9,45,4.5
Aichi,64985,333.26,634,3.48,828,4.55,4552,25.01,13424,73.76,748,4.11,513,2.82,116,0.64,934,5.13,11,0.06,37,0.2,954,5.24,5,0.14,142,4.06,4,0.27,13,0.87,160,10.67,2,0.13,127,8.47
Mie,18951,263.21,395,8.78,481,10.69,1051,23.36,3322,73.82,198,4.4,115,2.56,72,1.6,336,7.47,6,0.13,12,0.27,187,4.16,2,0.17,13,1.08,15,1.67,15,1.67,61,6.78,10,1.11,10,1.11
Shiga,11906,228.96,141,4.55,140,4.52,513,16.55,2835,91.45,180,5.81,85,2.74,11,0.35,177,5.71,3,0.1,41,1.32,364,11.74,-,-,20,2.5,2,0.29,7,1,33,4.71,1,0.14,10,1.43
Kyoto,27384,220.84,139,1.85,437,5.83,1487,19.83,5783,77.11,298,3.97,390,5.2,43,0.57,363,4.84,12,0.16,68,0.91,568,7.57,1,0.06,91,5.35,2,0.29,4,0.57,42,6,-,-,42,6
Osaka,66237,215.76,1599,8.04,1335,6.71,6144,30.87,17320,87.04,1198,6.02,1160,5.83,119,0.6,1368,6.87,20,0.1,152,0.76,2717,13.65,8,0.15,216,4.15,12,0.75,8,0.5,147,9.19,-,-,137,8.56
Hyogo,44353,224.01,845,6.6,1069,8.35,2965,23.16,13997,109.35,722,5.64,279,2.18,185,1.45,765,5.98,14,0.11,38,0.3,1667,13.02,6,0.17,188,5.37,8,0.62,8,0.62,87,6.69,-,-,101,7.77
Nara,10154,188.04,430,12.65,302,8.88,1159,34.09,2068,60.82,134,3.94,88,2.59,27,0.79,248,7.29,1,0.03,17,0.5,480,14.12,-,-,72,7.2,8,1.33,8,1.33,66,11,1,0.17,37,6.17
Wakayama,8335,170.1,202,6.73,168,5.6,290,9.67,2325,77.5,134,4.47,16,0.53,28,0.93,203,6.77,6,0.2,11,0.37,1002,33.4,7,1.75,12,3,3,0.27,7,0.64,36,3.27,4,0.36,39,3.55
Tottori,5902,203.52,38,2,148,7.79,1871,98.47,1592,83.79,239,12.58,13,0.68,23,1.21,126,6.63,6,0.32,17,0.89,510,26.84,2,0.4,51,10.2,2,0.4,11,2.2,32,6.4,-,-,50,10
Shimane,7115,187.24,64,2.78,154,6.7,1072,46.61,2082,90.52,111,4.83,68,2.96,166,7.22,218,9.48,7,0.3,6,0.26,559,24.3,-,-,1,0.33,-,-,7,0.88,38,4.75,-,-,16,2
Okayama,21717,258.54,167,3.09,437,8.09,888,16.44,4777,88.46,173,3.2,289,5.35,50,0.93,327,6.06,5,0.09,36,0.67,347,6.43,8,0.67,89,7.42,2,0.4,4,0.8,28,5.6,1,0.2,15,3
