"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2020",,,,,,"Data collected as of September 24, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562907,114.32,13281,4.22,25471,8.09,166730,52.98,321151,102.05,23666,7.52,13158,4.18,17659,5.61,46913,14.91,17477,5.55,5965,1.9,147,0.21,6837,9.87,308,0.65,335,0.7,3138,6.58,53,0.11,225,0.47
Hokkaido,26993,124.97,911,6.75,1339,9.92,8201,60.75,5005,37.07,918,6.8,202,1.5,1436,10.64,1335,9.89,139,1.03,151,1.12,9,0.32,411,14.68,9,0.41,7,0.32,187,8.5,1,0.05,28,1.27
Aomori,5299,81.52,187,4.45,260,6.19,1529,36.4,4250,101.19,248,5.9,305,7.26,372,8.86,570,13.57,30,0.71,41,0.98,1,0.09,82,7.45,1,0.17,-,-,48,8,-,-,2,0.33
Iwate,9107,140.11,202,4.93,325,7.93,3479,84.85,4285,104.51,318,7.76,346,8.44,211,5.15,744,18.15,42,1.02,79,1.93,-,-,146,10.43,3,0.16,3,0.16,73,3.84,-,-,6,0.32
Miyagi,7748,82.43,410,7.07,441,7.6,3493,60.22,5016,86.48,467,8.05,374,6.45,167,2.88,1074,18.52,51,0.88,94,1.62,3,0.25,59,4.92,2,0.17,-,-,190,15.83,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,158,4.65,839,24.68,2280,67.06,129,3.79,274,8.06,93,2.74,280,8.24,25,0.74,34,1,4,0.67,33,5.5,1,0.13,-,-,25,3.13,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,486,16.76,3141,108.31,2773,95.62,309,10.66,65,2.24,231,7.97,599,20.66,102,3.52,26,0.9,-,-,53,7.57,4,0.4,-,-,30,3,1,0.1,1,0.1
Fukushima,10239,123.36,329,6.58,478,9.56,3265,65.3,3882,77.64,410,8.2,132,2.64,614,12.28,1134,22.68,85,1.7,89,1.78,-,-,240,18.46,5,0.83,3,0.5,38,6.33,-,-,2,0.33
Ibaraki,11751,97.93,181,2.41,643,8.57,3578,47.71,6915,92.2,627,8.36,158,2.11,259,3.45,717,9.56,93,1.24,107,1.43,2,0.12,409,24.06,-,-,6,0.5,120,10,-,-,5,0.42
Tochigi,5942,78.18,164,3.42,126,2.63,1528,31.83,2610,54.38,330,6.88,133,2.77,161,3.35,846,17.63,23,0.48,84,1.75,-,-,73,6.08,2,0.29,6,0.86,65,9.29,3,0.43,2,0.29
Gunma,11040,129.88,112,2.11,430,8.11,2039,38.47,4879,92.06,417,7.87,149,2.81,219,4.13,848,16,72,1.36,111,2.09,-,-,188,13.43,8,0.89,4,0.44,85,9.44,2,0.22,1,0.11
Saitama,29315,116.79,547,3.46,1193,7.55,8223,52.04,19504,123.44,1671,10.58,693,4.39,505,3.2,2582,16.34,257,1.63,397,2.51,35,0.9,412,10.56,9,0.82,19,1.73,83,7.55,-,-,1,0.09
Chiba,24827,118.22,311,2.36,519,3.93,8964,67.91,11359,86.05,996,7.55,379,2.87,371,2.81,1711,12.96,130,0.98,315,2.39,6,0.18,339,10.27,10,1.11,9,1,80,8.89,-,-,1,0.11
Tokyo,33388,81.83,540,2.11,1037,4.05,11653,45.52,31045,121.27,1979,7.73,891,3.48,406,1.59,3848,15.03,496,1.94,492,1.92,9,0.24,240,6.49,23,0.96,27,1.13,156,6.5,24,1,7,0.29
Kanagawa,29720,85.9,523,2.35,786,3.52,10438,46.81,20604,92.39,1695,7.6,642,2.88,377,1.69,2943,13.2,208,0.93,442,1.98,4,0.08,857,17.14,8,0.73,18,1.64,44,4,1,0.09,3,0.27
Niigata,9882,109.8,411,7.21,1125,19.74,6801,119.32,4035,70.79,674,11.82,245,4.3,165,2.89,953,16.72,43,0.75,113,1.98,19,1.9,96,9.6,5,0.38,4,0.31,93,7.15,3,0.23,1,0.08
Toyama,3564,74.25,74,2.55,346,11.93,2966,102.28,4162,143.52,241,8.31,112,3.86,229,7.9,405,13.97,87,3,31,1.07,-,-,17,2.83,1,0.2,7,1.4,61,12.2,1,0.2,4,0.8
Ishikawa,6189,128.94,107,3.69,254,8.76,3377,116.45,3998,137.86,411,14.17,83,2.86,237,8.17,412,14.21,14,0.48,30,1.03,-,-,10,1.43,-,-,6,1.2,60,12,-,-,1,0.2
Fukui,4975,134.46,98,4.26,327,14.22,1374,59.74,3181,138.3,107,4.65,54,2.35,376,16.35,298,12.96,36,1.57,28,1.22,-,-,14,4.67,7,1.17,6,1,16,2.67,3,0.5,-,-
Yamanashi,4328,105.56,42,1.75,49,2.04,719,29.96,1889,78.71,138,5.75,40,1.67,82,3.42,209,8.71,24,1,36,1.5,1,0.11,150,16.67,7,0.7,3,0.3,43,4.3,1,0.1,-,-
Nagano,11116,129.26,343,6.47,136,2.57,2270,42.83,6990,131.89,399,7.53,122,2.3,576,10.87,706,13.32,261,4.92,73,1.38,1,0.1,64,6.4,6,0.55,7,0.64,33,3,-,-,16,1.45
Gifu,11482,133.51,180,3.46,282,5.42,952,18.31,2901,55.79,134,2.58,105,2.02,178,3.42,517,9.94,19,0.37,45,0.87,1,0.09,38,3.45,-,-,-,-,36,7.2,-,-,3,0.6
Shizuoka,15955,114.78,262,2.94,617,6.93,4237,47.61,8447,94.91,475,5.34,233,2.62,343,3.85,1153,12.96,174,1.96,187,2.1,1,0.05,216,9.82,10,1,18,1.8,73,7.3,1,0.1,-,-
Aichi,31888,163.53,588,3.23,1007,5.53,7245,39.81,15088,82.9,772,4.24,477,2.62,813,4.47,1897,10.42,171,0.94,253,1.39,4,0.11,120,3.43,16,1.07,28,1.87,163,10.87,1,0.07,7,0.47
Mie,8492,119.61,290,6.59,488,11.09,1675,38.07,4315,98.07,293,6.66,96,2.18,459,10.43,714,16.23,52,1.18,52,1.18,-,-,22,2,11,1.22,9,1,63,7,-,-,1,0.11
Shiga,7144,125.33,79,2.32,155,4.56,1079,31.74,2742,80.65,146,4.29,119,3.5,152,4.47,363,10.68,171,5.03,47,1.38,1,0.13,6,0.75,13,1.86,5,0.71,39,5.57,-,-,2,0.29
Kyoto,15018,120.14,174,2.29,393,5.17,3067,40.36,5245,69.01,346,4.55,246,3.24,291,3.83,823,10.83,188,2.47,81,1.07,-,-,83,4.88,2,0.33,7,1.17,83,13.83,-,-,-,-
Osaka,42887,143.43,1045,5.33,1429,7.29,7785,39.72,17819,90.91,1220,6.22,536,2.73,726,3.7,2781,14.19,732,3.73,406,2.07,9,0.18,255,5,9,0.56,14,0.88,90,5.63,1,0.06,2,0.13
Hyogo,24344,122.95,601,4.7,872,6.81,3304,25.81,14167,110.68,743,5.8,332,2.59,560,4.38,1626,12.7,406,3.17,208,1.63,7,0.2,378,10.8,34,2.43,21,1.5,120,8.57,1,0.07,6,0.43
Nara,5928,107.78,174,5.12,208,6.12,1175,34.56,3052,89.76,174,5.12,150,4.41,277,8.15,489,14.38,135,3.97,24,0.71,2,0.2,65,6.5,6,1,4,0.67,29,4.83,1,0.17,9,1.5
Wakayama,4322,88.2,315,10.86,209,7.21,851,29.34,2105,72.59,139,4.79,39,1.34,214,7.38,396,13.66,47,1.62,27,0.93,5,1.25,13,3.25,11,1,9,0.82,103,9.36,2,0.18,1,0.09
Tottori,3159,108.93,50,2.63,265,13.95,2398,126.21,2493,131.21,190,10,52,2.74,314,16.53,266,14,140,7.37,18,0.95,-,-,50,10,3,0.6,2,0.4,29,5.8,-,-,1,0.2
Shimane,3549,93.39,75,3.26,121,5.26,894,38.87,2587,112.48,134,5.83,53,2.3,171,7.43,505,21.96,44,1.91,22,0.96,-,-,3,1,3,0.38,5,0.63,20,2.5,-,-,-,-
Okayama,12125,144.35,150,2.78,532,9.85,1308,24.22,6724,124.52,309,5.72,282,5.22,322,5.96,589,10.91,434,8.04,101,1.87,3,0.25,65,5.42,7,1.4,2,0.4,18,3.6,-,-,1,0.2
Hiroshima,10533,93.21,291,4.16,979,13.99,2688,38.4,8358,119.4,417,5.96,185,2.64,340,4.86,928,13.26,194,2.77,143,2.04,6,0.33,229,12.72,7,0.35,5,0.25,68,3.4,-,-,11,0.55
Yamaguchi,5478,81.76,556,12.09,293,6.37,2049,44.54,4977,108.2,268,5.83,243,5.28,356,7.74,920,20,935,20.33,74,1.61,-,-,72,8,1,0.11,5,0.56,57,6.33,-,-,14,1.56
Tokushima,3092,85.89,125,5.43,174,7.57,400,17.39,2701,117.43,155,6.74,57,2.48,112,4.87,381,16.57,15,0.65,34,1.48,-,-,23,5.75,3,0.5,2,0.33,39,6.5,-,-,1,0.17
Kagawa,5019,109.11,129,4.78,288,10.67,1011,37.44,5251,194.48,191,7.07,82,3.04,226,8.37,561,20.78,97,3.59,52,1.93,4,1,21,5.25,2,0.5,4,1,46,11.5,1,0.25,3,0.75
Ehime,8121,133.13,112,3.03,202,5.46,2575,69.59,5822,157.35,236,6.38,87,2.35,365,9.86,852,23.03,67,1.81,249,6.73,5,0.63,302,37.75,2,0.33,1,0.17,29,4.83,-,-,6,1
Kochi,7096,154.26,175,6.25,238,8.5,1355,48.39,2009,71.75,174,6.21,468,16.71,234,8.36,375,13.39,62,2.21,84,3,-,-,12,4,2,0.25,1,0.13,85,10.63,-,-,7,0.88
Fukuoka,24825,126.02,639,5.37,1510,12.69,14924,125.41,17478,146.87,1693,14.23,1041,8.75,1075,9.03,2798,23.51,3590,30.17,399,3.35,1,0.04,208,8.32,13,0.87,17,1.13,95,6.33,-,-,2,0.13
Saga,4816,123.49,101,4.39,439,19.09,1764,76.7,1923,83.61,219,9.52,272,11.83,302,13.13,552,24,922,40.09,29,1.26,-,-,12,4,6,1,6,1,30,5,-,-,1,0.17
Nagasaki,9860,140.86,96,2.18,552,12.55,3579,81.34,4217,95.84,451,10.25,272,6.18,458,10.41,689,15.66,1530,34.77,81,1.84,2,0.25,43,5.38,6,0.5,3,0.25,91,7.58,-,-,3,0.25
Kumamoto,6617,82.71,159,3.18,597,11.94,2235,44.7,5573,111.46,556,11.12,733,14.66,795,15.9,1280,25.6,1964,39.28,117,2.34,-,-,266,33.25,3,0.2,7,0.47,39,2.6,1,0.07,4,0.27
Oita,6906,119.07,121,3.36,278,7.72,1583,43.97,7326,203.5,413,11.47,178,4.94,538,14.94,826,22.94,842,23.39,94,2.61,1,0.2,58,11.6,-,-,2,0.18,95,8.64,-,-,-,-
Miyazaki,8216,141.66,53,1.51,715,20.43,3490,99.71,7632,218.06,375,10.71,229,6.54,437,12.49,1024,29.26,440,12.57,105,3,-,-,110,18.33,4,0.57,-,-,7,1,-,-,3,0.43
Kagoshima,11144,122.46,879,16.58,1599,30.17,3294,62.15,9585,180.85,531,10.02,969,18.28,474,8.94,992,18.72,1586,29.92,167,3.15,1,0.14,107,15.29,5,0.42,1,0.08,19,1.58,-,-,7,0.58
Okinawa,8172,143.37,181,5.48,571,17.3,1936,58.67,1952,59.15,428,12.97,223,6.76,40,1.21,402,12.18,302,9.15,93,2.82,-,-,167,18.56,18,2.57,22,3.14,42,6,2,0.29,45,6.43
