"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2016",,,,,,"Data collected as of March 23, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1348666,272.4,17911,5.67,12637,4,103885,32.9,244400,77.39,14875,4.71,1150,0.36,20589,6.52,13142,4.16,435,0.14,500,0.16,28985,9.18,86,0.13,4944,7.2,84,0.18,184,0.39,2979,6.3,112,0.24,1999,4.23
Hokkaido,66645,294.89,749,5.27,569,4.01,8519,59.99,4874,34.32,609,4.29,98,0.69,1738,12.24,383,2.7,16,0.11,20,0.14,2299,16.19,-,-,92,3.29,1,0.04,4,0.17,80,3.48,3,0.13,126,5.48
Aomori,11777,181.18,84,2,157,3.74,788,18.76,1631,38.83,95,2.26,14,0.33,172,4.1,158,3.76,-,-,4,0.1,303,7.21,-,-,67,6.09,5,0.83,4,0.67,53,8.83,-,-,22,3.67
Iwate,14904,229.29,142,3.55,73,1.83,2202,55.05,3184,79.6,109,2.73,7,0.18,120,3,151,3.78,6,0.15,2,0.05,141,3.53,2,0.14,70,5,1,0.05,2,0.11,76,4,1,0.05,27,1.42
Miyagi,21173,222.87,226,3.83,159,2.69,3455,58.56,4939,83.71,345,5.85,6,0.1,135,2.29,287,4.86,3,0.05,2,0.03,278,4.71,-,-,30,2.5,3,0.25,-,-,94,7.83,-,-,5,0.42
Akita,8811,163.17,52,1.49,90,2.57,584,16.69,1868,53.37,85,2.43,10,0.29,910,26,67,1.91,7,0.2,3,0.09,47,1.34,1,0.14,15,2.14,-,-,-,-,41,5.13,-,-,76,9.5
Yamagata,10192,216.85,36,1.24,141,4.86,2444,84.28,3106,107.1,180,6.21,10,0.34,818,28.21,198,6.83,1,0.03,-,-,580,20,-,-,11,1.38,-,-,3,0.3,34,3.4,4,0.4,3,0.3
Fukushima,17168,222.96,237,5.15,168,3.65,1141,24.8,2496,54.26,231,5.02,10,0.22,325,7.07,254,5.52,9,0.2,3,0.07,111,2.41,-,-,90,7.5,2,0.29,3,0.43,21,3,-,-,4,0.57
Ibaraki,29157,242.98,170,2.27,217,2.89,1745,23.27,6248,83.31,335,4.47,32,0.43,325,4.33,181,2.41,1,0.01,8,0.11,806,10.75,-,-,196,11.53,-,-,2,0.15,83,6.38,-,-,5,0.38
