"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2022",,,,,,"Data collected as of March 9, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,386,0.08,8762,2.79,4448,1.42,10797,3.44,153059,48.81,2259,0.72,5781,1.84,370,0.12,7191,2.29,1132,0.36,656,0.21,29,0.04,971,1.4,51,0.11,48,0.1,38,0.08,5,0.01,33,0.07
Hokkaido,9,0.04,676,4.86,258,1.86,713,5.13,1514,10.89,146,1.05,56,0.4,9,0.06,194,1.4,16,0.12,25,0.18,3,0.11,21,0.75,2,0.09,-,-,3,0.13,1,0.04,6,0.26
Aomori,1,0.02,2,0.05,39,0.95,71,1.73,1467,35.78,27,0.66,107,2.61,5,0.12,90,2.2,1,0.02,12,0.29,-,-,12,1.09,-,-,-,-,5,0.83,-,-,1,0.17
Iwate,2,0.03,312,8,69,1.77,268,6.87,1700,43.59,50,1.28,19,0.49,6,0.15,120,3.08,35,0.9,8,0.21,-,-,10,0.71,1,0.05,-,-,3,0.16,-,-,2,0.11
Miyagi,13,0.14,51,0.88,75,1.29,163,2.81,3496,60.28,69,1.19,57,0.98,11,0.19,184,3.17,45,0.78,15,0.26,1,0.08,16,1.33,2,0.17,-,-,2,0.17,-,-,-,-
Akita,2,0.04,17,0.5,39,1.15,136,4,929,27.32,57,1.68,5,0.15,-,-,37,1.09,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Yamagata,3,0.07,2,0.07,73,2.52,152,5.24,2635,90.86,27,0.93,23,0.79,4,0.14,90,3.1,27,0.93,4,0.14,-,-,20,2.5,-,-,-,-,-,-,-,-,1,0.1
Fukushima,5,0.06,56,1.12,146,2.92,194,3.88,2341,46.82,46,0.92,109,2.18,17,0.34,215,4.3,25,0.5,8,0.16,-,-,33,2.54,-,-,1,0.14,1,0.14,-,-,-,-
Ibaraki,14,0.12,30,0.4,58,0.77,210,2.8,3121,41.61,42,0.56,43,0.57,3,0.04,104,1.39,10,0.13,17,0.23,-,-,45,2.65,1,0.08,-,-,10,0.83,-,-,-,-
