"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2016",,,,,,"Data collected as of December 7, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tokyo,113007,274.29,6802,26.26,4605,17.78,28892,111.55,87804,339.01,4941,19.08,6667,25.74,2309,8.92,6812,26.3,164,0.63,13046,50.37,8040,31.04,11,0.29,1123,29.55,36,1.44,74,2.96,949,37.96,44,1.76,104,4.16
Kanagawa,103194,308.96,3967,18.8,3188,15.11,18958,89.85,65452,310.2,4627,21.93,4548,21.55,1388,6.58,5166,24.48,103,0.49,10208,48.38,9348,44.3,62,1.27,3857,78.71,8,0.8,43,4.3,266,26.6,1,0.1,64,6.4
Niigata,36452,396.22,3271,56.4,1839,31.71,7257,125.12,15518,267.55,1085,18.71,524,9.03,748,12.9,1369,23.6,157,2.71,4036,69.59,5708,98.41,16,1.6,299,29.9,9,0.69,11,0.85,279,21.46,78,6,57,4.38
Toyama,14707,312.91,866,30.93,601,21.46,3164,113,7494,267.64,486,17.36,194,6.93,658,23.5,578,20.64,22,0.79,1185,42.32,2635,94.11,1,0.14,38,5.43,1,0.2,4,0.8,255,51,3,0.6,25,5
Ishikawa,17113,356.52,1015,35,1101,37.97,3185,109.83,6733,232.17,385,13.28,501,17.28,474,16.34,600,20.69,3,0.1,944,32.55,2254,77.72,-,-,81,11.57,6,1.2,17,3.4,322,64.4,-,-,29,5.8
Fukui,13212,412.88,825,37.5,998,45.36,2342,106.45,6674,303.36,403,18.32,138,6.27,622,28.27,448,20.36,40,1.82,775,35.23,499,22.68,1,0.33,16,5.33,14,2.33,9,1.5,208,34.67,4,0.67,37,6.17
Yamanashi,13561,339.03,524,21.83,380,15.83,2548,106.17,5130,213.75,330,13.75,495,20.63,536,22.33,371,15.46,27,1.13,1105,46.04,495,20.63,3,0.33,146,16.22,6,0.6,22,2.2,241,24.1,3,0.3,27,2.7
Nagano,33727,392.17,1250,23.58,471,8.89,5947,112.21,13480,254.34,848,16,792,14.94,1158,21.85,942,17.77,123,2.32,2783,52.51,3007,56.74,2,0.18,439,39.91,4,0.36,4,0.36,414,37.64,-,-,127,11.55
Gifu,31689,368.48,888,17.08,665,12.79,2948,56.69,8601,165.4,488,9.38,892,17.15,362,6.96,735,14.13,37,0.71,1118,21.5,1442,27.73,2,0.18,260,23.64,1,0.2,26,5.2,530,106,-,-,76,15.2
Shizuoka,44321,318.86,2174,24.43,1495,16.8,14619,164.26,23467,263.67,1259,14.15,1438,16.16,793,8.91,1734,19.48,40,0.45,3718,41.78,3471,39,8,0.38,485,23.1,6,0.67,28,3.11,551,61.22,48,5.33,22,2.44
Aichi,86872,445.5,4175,23.07,2420,13.37,15695,86.71,42134,232.78,2582,14.27,2294,12.67,2805,15.5,3273,18.08,105,0.58,5624,31.07,4969,27.45,13,0.38,1086,31.94,31,2.21,48,3.43,745,53.21,4,0.29,361,25.79
Mie,23621,328.07,1476,32.8,1019,22.64,2912,64.71,15829,351.76,616,13.69,387,8.6,1422,31.6,1071,23.8,35,0.78,2333,51.84,635,14.11,10,0.83,97,8.08,13,1.44,38,4.22,259,28.78,20,2.22,21,2.33
Shiga,15711,302.13,508,16.39,421,13.58,2027,65.39,9087,293.13,697,22.48,630,20.32,228,7.35,589,19,14,0.45,1553,50.1,1133,36.55,-,-,70,8.75,10,1.43,15,2.14,100,14.29,-,-,98,14
Kyoto,34303,278.89,1238,16.51,1233,16.44,4531,60.41,21409,285.45,1100,14.67,1783,23.77,764,10.19,1166,15.55,23,0.31,1938,25.84,3444,45.92,3,0.18,198,11.65,1,0.14,15,2.14,200,28.57,1,0.14,122,17.43
Osaka,91816,299.07,7521,37.61,4676,23.38,19937,99.69,61370,306.85,3755,18.78,2449,12.25,1967,9.84,4569,22.85,155,0.78,8514,42.57,13466,67.33,28,0.55,1345,26.37,29,1.71,55,3.24,1002,58.94,4,0.24,405,23.82
Hyogo,63103,317.1,3420,26.51,2768,21.46,9363,72.58,43820,339.69,2571,19.93,1349,10.46,1660,12.87,2502,19.4,94,0.73,4244,32.9,7182,55.67,15,0.44,643,18.91,17,1.55,38,3.45,416,37.82,1,0.09,186,16.91
Nara,15600,288.89,1127,33.15,693,20.38,2587,76.09,9794,288.06,474,13.94,354,10.41,842,24.76,848,24.94,14,0.41,1081,31.79,2370,69.71,4,0.44,313,34.78,17,2.83,12,2,280,46.67,1,0.17,99,16.5
Wakayama,11662,233.24,926,30.87,559,18.63,905,30.17,5120,170.67,452,15.07,133,4.43,810,27,690,23,18,0.6,1339,44.63,1658,55.27,7,1.75,53,13.25,3,0.27,30,2.73,178,16.18,5,0.45,98,8.91
Tottori,7827,269.9,657,34.58,550,28.95,4210,221.58,5859,308.37,265,13.95,226,11.89,580,30.53,416,21.89,21,1.11,863,45.42,546,28.74,12,3,250,62.5,6,1.2,13,2.6,172,34.4,2,0.4,136,27.2
Shimane,7772,204.53,989,43,1150,50,2547,110.74,9211,400.48,277,12.04,501,21.78,700,30.43,686,29.83,15,0.65,529,23,1018,44.26,-,-,74,24.67,2,0.25,41,5.13,182,22.75,2,0.25,240,30
Okayama,22862,272.17,1144,21.19,736,13.63,2596,48.07,16601,307.43,715,13.24,785,14.54,688,12.74,972,18,21,0.39,1691,31.31,2952,54.67,7,0.58,187,15.58,6,1.2,17,3.4,61,12.2,1,0.2,25,5
Hiroshima,36402,319.32,2041,28.75,2013,28.35,6652,93.69,26772,377.07,1308,18.42,754,10.62,1852,26.08,1401,19.73,112,1.58,1646,23.18,2381,33.54,11,0.61,781,43.39,9,0.43,11,0.52,413,19.67,3,0.14,381,18.14
Yamaguchi,25032,368.12,2142,44.63,826,17.21,6280,130.83,14417,300.35,630,13.13,395,8.23,1448,30.17,1218,25.38,36,0.75,1385,28.85,1884,39.25,2,0.22,180,20,11,1.22,7,0.78,354,39.33,-,-,111,12.33
Tokushima,9509,257,1747,75.96,406,17.65,1194,51.91,8287,360.3,272,11.83,302,13.13,300,13.04,745,32.39,30,1.3,867,37.7,1297,56.39,1,0.25,25,6.25,2,0.29,2,0.29,55,7.86,1,0.14,58,8.29
Kagawa,13516,287.57,794,28.36,699,24.96,2185,78.04,9542,340.79,360,12.86,427,15.25,548,19.57,647,23.11,37,1.32,1200,42.86,1222,43.64,4,0.8,91,18.2,6,1.2,10,2,238,47.6,2,0.4,152,30.4
Ehime,21563,353.49,1453,39.27,606,16.38,4853,131.16,14419,389.7,573,15.49,1014,27.41,902,24.38,1124,30.38,37,1,1928,52.11,887,23.97,5,0.63,736,92,4,0.67,5,0.83,177,29.5,-,-,82,13.67
Kochi,14883,310.06,1033,34.43,678,22.6,2309,76.97,6276,209.2,470,15.67,348,11.6,337,11.23,493,16.43,117,3.9,783,26.1,903,30.1,-,-,20,6.67,10,1.25,34,4.25,305,38.13,30,3.75,239,29.88
Fukuoka,83627,422.36,5763,48.03,3921,32.68,16944,141.2,41998,349.98,2833,23.61,3327,27.73,2051,17.09,4025,33.54,168,1.4,3607,30.06,7459,62.16,19,0.73,1299,49.96,32,2.29,137,9.79,1311,93.64,1,0.07,27,1.93
Saga,12688,325.33,786,34.17,802,34.87,1919,83.43,4295,186.74,364,15.83,410,17.83,378,16.43,838,36.43,20,0.87,698,30.35,2264,98.43,-,-,194,48.5,2,0.33,17,2.83,180,30,-,-,62,10.33
Nagasaki,24283,351.93,1244,28.27,839,19.07,4079,92.7,8985,204.2,737,16.75,707,16.07,413,9.39,920,20.91,11,0.25,636,14.45,2396,54.45,4,0.5,815,101.88,3,0.25,57,4.75,421,35.08,-,-,53,4.42
Kumamoto,23014,291.32,2208,45.06,886,18.08,3174,64.78,19679,401.61,720,14.69,1790,36.53,1442,29.43,1665,33.98,18,0.37,1922,39.22,4179,85.29,3,0.33,924,102.67,10,0.67,86,5.73,365,24.33,2,0.13,178,11.87
Oita,19941,343.81,1471,40.86,804,22.33,5585,155.14,18059,501.64,1022,28.39,581,16.14,702,19.5,1299,36.08,56,1.56,1814,50.39,799,22.19,4,0.8,144,28.8,1,0.09,2,0.18,313,28.45,3,0.27,21,1.91
Miyazaki,21150,358.47,1953,54.25,996,27.67,3675,102.08,15305,425.14,685,19.03,2090,58.06,1533,42.58,1553,43.14,17,0.47,1741,48.36,4252,118.11,8,1.6,864,172.8,2,0.29,29,4.14,287,41,-,-,84,12
Kagoshima,35831,385.28,2108,38.33,1878,34.15,6545,119,20512,372.95,1289,23.44,3785,68.82,910,16.55,1177,21.4,45,0.82,1423,25.87,4915,89.36,-,-,504,72,4,0.33,19,1.58,245,20.42,-,-,127,10.58
Okinawa,31713,546.78,1668,49.06,905,26.62,1489,43.79,6239,183.5,717,21.09,2615,76.91,137,4.03,454,13.35,221,6.5,373,10.97,2084,61.29,18,2,501,55.67,44,6.29,91,13,457,65.29,2,0.29,88,12.57
