"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2016",,,,,,"Data collected as of December 7, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1627056,329.36,95044,30.12,61626,19.53,338951,107.43,903687,286.43,57770,18.31,64143,20.33,49935,15.83,71729,22.74,2835,0.9,128398,40.7,147804,46.85,368,0.53,24285,35.09,466,0.98,1302,2.75,17798,37.55,328,0.69,5142,10.85
Hokkaido,86960,386.49,4481,31.56,2756,19.41,26872,189.24,18346,129.2,3389,23.87,1501,10.57,3100,21.83,2033,14.32,89,0.63,7253,51.08,8280,58.31,2,0.07,501,17.28,9,0.41,39,1.77,1203,54.68,7,0.32,372,16.91
Aomori,17595,270.69,956,22.76,613,14.6,2915,69.4,6948,165.43,457,10.88,400,9.52,574,13.67,857,20.4,17,0.4,1024,24.38,1041,24.79,4,0.36,247,22.45,14,2.33,17,2.83,297,49.5,-,-,110,18.33
Iwate,22299,348.42,1272,31.8,665,16.63,6090,152.25,9928,248.2,579,14.48,242,6.05,267,6.68,791,19.78,8,0.2,1128,28.2,999,24.98,5,0.36,309,22.07,6,0.32,8,0.42,452,23.79,1,0.05,168,8.84
Miyagi,28881,304.01,2121,35.95,709,12.02,8940,151.53,20749,351.68,1348,22.85,2316,39.25,337,5.71,1538,26.07,26,0.44,3832,64.95,945,16.02,-,-,114,9.5,12,1,2,0.17,479,39.92,-,-,20,1.67
Akita,14699,272.2,658,18.8,380,10.86,2395,68.43,5420,154.86,446,12.74,271,7.74,1501,42.89,445,12.71,146,4.17,953,27.23,296,8.46,2,0.29,85,12.14,1,0.13,1,0.13,268,33.5,-,-,140,17.5
Yamagata,14093,299.85,1512,52.14,694,23.93,6882,237.31,9688,334.07,543,18.72,387,13.34,1462,50.41,923,31.83,20,0.69,2932,101.1,2837,97.83,1,0.13,65,8.13,7,0.7,13,1.3,158,15.8,4,0.4,20,2
Fukushima,23993,311.6,2305,50.11,996,21.65,3851,83.72,8226,178.83,927,20.15,597,12.98,1066,23.17,1388,30.17,28,0.61,2513,54.63,463,10.07,-,-,426,35.5,8,1.14,13,1.86,207,29.57,8,1.14,62,8.86
Ibaraki,34163,284.69,1471,19.61,930,12.4,6414,85.52,19981,266.41,1347,17.96,1924,25.65,791,10.55,1073,14.31,39,0.52,2215,29.53,2684,35.79,4,0.24,912,53.65,3,0.23,12,0.92,405,31.15,-,-,35,2.69
Tochigi,20756,276.75,1217,25.35,433,9.02,3564,74.25,8035,167.4,630,13.13,995,20.73,1314,27.38,1177,24.52,13,0.27,2169,45.19,1289,26.85,6,0.5,514,42.83,5,0.71,25,3.57,227,32.43,7,1,35,5
Gunma,28261,300.65,1436,25.19,832,14.6,7502,131.61,14256,250.11,885,15.53,661,11.6,1158,20.32,1317,23.11,106,1.86,2554,44.81,1576,27.65,2,0.14,603,43.07,4,0.5,8,1,582,72.75,1,0.13,73,9.13
Saitama,87246,350.39,3750,23.73,2870,18.16,19746,124.97,50333,318.56,4128,26.13,3606,22.82,1920,12.15,4108,26,68,0.43,7655,48.45,8420,53.29,41,1.03,1230,30.75,7,0.7,32,3.2,428,42.8,31,3.1,54,5.4
Chiba,72826,343.52,2691,20.08,1921,14.34,19727,147.22,36405,271.68,2755,20.56,5618,41.93,1978,14.76,2983,22.26,119,0.89,5520,41.19,5780,43.13,17,0.52,1141,34.58,24,2.67,65,7.22,361,40.11,3,0.33,31,3.44
