"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2015",,,,,,"Data collected as of July 29, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1145718,234.2,31120,9.96,42563,13.62,253972,81.3,612240,195.98,46328,14.83,184495,59.06,57598,18.44,48916,15.66,1387,0.44,50715,16.23,35715,11.43,269,0.4,10924,16.09,238,0.5,488,1.03,3473,7.33,197,0.42,3936,8.3
Hokkaido,41427,182.5,2035,14.23,3619,25.31,15815,110.59,15736,110.04,2296,16.06,3118,21.8,2455,17.17,1387,9.7,55,0.38,443,3.1,2208,15.44,6,0.22,321,11.89,-,-,8,0.36,142,6.45,2,0.09,382,17.36
Aomori,14798,227.66,364,8.67,381,9.07,2012,47.9,5020,119.52,479,11.4,1391,33.12,787,18.74,558,13.29,2,0.05,64,1.52,82,1.95,-,-,160,14.55,7,1.17,9,1.5,81,13.5,-,-,117,19.5
Iwate,15431,241.11,341,8.74,389,9.97,3659,93.82,7505,192.44,625,16.03,757,19.41,562,14.41,539,13.82,7,0.18,272,6.97,113,2.9,2,0.14,157,11.21,3,0.16,2,0.11,141,7.42,2,0.11,135,7.11
Miyagi,19605,208.56,355,6.12,887,15.29,4821,83.12,13968,240.83,1038,17.9,2969,51.19,1415,24.4,1091,18.81,1,0.02,536,9.24,235,4.05,3,0.25,112,9.33,2,0.17,3,0.25,212,17.67,1,0.08,76,6.33
Akita,13227,249.57,121,3.56,366,10.76,1556,45.76,4199,123.5,377,11.09,164,4.82,219,6.44,247,7.26,4,0.12,97,2.85,288,8.47,10,1.43,60,8.57,1,0.13,-,-,100,12.5,-,-,70,8.75
Yamagata,10045,213.72,128,4.41,730,25.17,4060,140,8286,285.72,545,18.79,2098,72.34,566,19.52,604,20.83,10,0.34,132,4.55,610,21.03,-,-,31,4.43,4,0.4,7,0.7,27,2.7,12,1.2,49,4.9
Fukushima,19038,250.5,736,16.36,582,12.93,3384,75.2,8221,182.69,635,14.11,3717,82.6,1446,32.13,844,18.76,11,0.24,325,7.22,734,16.31,-,-,224,18.67,3,0.43,4,0.57,116,16.57,2,0.29,126,18
Ibaraki,22499,187.49,405,5.4,875,11.67,6055,80.73,14201,189.35,1067,14.23,1998,26.64,1562,20.83,802,10.69,13,0.17,668,8.91,807,10.76,9,0.53,412,24.24,3,0.23,3,0.23,35,2.69,1,0.08,37,2.85
Tochigi,13909,183.01,290,6.04,265,5.52,2756,57.42,4799,99.98,512,10.67,3877,80.77,1036,21.58,802,16.71,37,0.77,229,4.77,349,7.27,5,0.42,142,11.83,2,0.29,8,1.14,60,8.57,2,0.29,44,6.29
Gunma,19528,201.32,424,7.19,514,8.71,5576,94.51,11220,190.17,551,9.34,4663,79.03,1224,20.75,936,15.86,27,0.46,461,7.81,607,10.29,1,0.08,644,49.54,5,0.63,5,0.63,73,9.13,-,-,185,23.13
Saitama,41300,167.89,980,6.28,2459,15.76,14821,95.01,35537,227.8,2880,18.46,12094,77.53,5914,37.91,2896,18.56,44,0.28,2236,14.33,3059,19.61,27,0.68,763,19.08,3,0.3,23,2.3,108,10.8,19,1.9,112,11.2
Chiba,48135,228.13,548,4.12,2195,16.5,11875,89.29,23305,175.23,1719,12.92,3755,28.23,3541,26.62,1923,14.46,54,0.41,2149,16.16,1861,13.99,8,0.24,722,21.88,13,1.44,20,2.22,24,2.67,10,1.11,52,5.78
Tokyo,57841,140.73,1439,5.56,3172,12.25,23347,90.14,55504,214.3,4117,15.9,15649,60.42,7815,30.17,4612,17.81,171,0.66,3561,13.75,2080,8.03,9,0.24,524,13.79,27,1.08,34,1.36,152,6.08,20,0.8,85,3.4
Kanagawa,53876,164.76,972,4.74,2171,10.59,15291,74.59,39096,190.71,4067,19.84,11878,57.94,5312,25.91,3561,17.37,45,0.22,2836,13.83,1317,6.42,44,0.94,1102,23.45,10,1,14,1.4,91,9.1,-,-,123,12.3
Niigata,26597,282.95,610,10.34,2066,35.02,6937,117.58,11087,187.92,1099,18.63,2848,48.27,1027,17.41,1024,17.36,39,0.66,269,4.56,432,7.32,13,1.3,158,15.8,2,0.15,-,-,75,5.77,49,3.77,45,3.46
Toyama,11380,237.08,141,4.86,584,20.14,2400,82.76,6641,229,674,23.24,1415,48.79,111,3.83,357,12.31,2,0.07,403,13.9,244,8.41,1,0.14,37,5.29,1,0.2,-,-,174,34.8,-,-,33,6.6
Ishikawa,13462,280.46,186,6.41,486,16.76,3796,130.9,6682,230.41,467,16.1,1659,57.21,775,26.72,389,13.41,3,0.1,318,10.97,908,31.31,-,-,64,9.14,1,0.2,-,-,113,22.6,-,-,74,14.8
Fukui,11198,349.94,250,11.36,356,16.18,1940,88.18,6981,317.32,231,10.5,2527,114.86,90,4.09,327,14.86,9,0.41,395,17.95,466,21.18,1,0.33,22,7.33,8,1.33,8,1.33,14,2.33,-,-,104,17.33
Yamanashi,8723,218.08,99,4.13,117,4.88,1668,69.5,4245,176.88,239,9.96,788,32.83,419,17.46,227,9.46,2,0.08,497,20.71,36,1.5,1,0.11,90,10,2,0.2,21,2.1,29,2.9,-,-,68,6.8
Nagano,22353,259.92,349,6.58,312,5.89,4338,81.85,10806,203.89,642,12.11,917,17.3,1418,26.75,627,11.83,30,0.57,245,4.62,141,2.66,2,0.2,103,10.3,1,0.09,5,0.45,152,13.82,-,-,81,7.36
Gifu,21866,254.26,271,5.21,695,13.37,1762,33.88,6987,134.37,379,7.29,502,9.65,784,15.08,589,11.33,10,0.19,1313,25.25,97,1.87,-,-,60,5.45,1,0.2,5,1,55,11,-,-,77,15.4
Shizuoka,33465,242.5,605,6.88,1124,12.77,9808,111.45,16037,182.24,1141,12.97,4548,51.68,1710,19.43,1194,13.57,39,0.44,1965,22.33,484,5.5,3,0.14,158,7.52,3,0.3,10,1,111,11.1,29,2.9,55,5.5
Aichi,64360,330.05,897,4.96,2084,11.51,12349,68.23,30864,170.52,1855,10.25,4339,23.97,1607,8.88,2365,13.07,55,0.3,5333,29.46,1529,8.45,16,0.47,258,7.59,11,0.79,2,0.14,103,7.36,-,-,178,12.71
Mie,17232,239.33,298,6.62,768,17.07,2831,62.91,7932,176.27,475,10.56,2176,48.36,472,10.49,749,16.64,29,0.64,2649,58.87,104,2.31,2,0.17,33,2.75,10,1.11,9,1,64,7.11,-,-,11,1.22
Shiga,13626,262.04,239,7.47,343,10.72,2051,64.09,5809,181.53,510,15.94,2182,68.19,1149,35.91,367,11.47,10,0.31,855,26.72,251,7.84,-,-,34,4.25,5,0.71,7,1,32,4.57,-,-,41,5.86
Kyoto,21717,178.01,262,3.59,804,11.01,3196,43.78,11519,157.79,683,9.36,7100,97.26,868,11.89,807,11.05,14,0.19,602,8.25,483,6.62,1,0.06,150,8.82,3,0.5,4,0.67,16,2.67,3,0.5,98,16.33
Osaka,52743,171.8,2904,14.59,2504,12.58,15217,76.47,38484,193.39,3180,15.98,17234,86.6,2881,14.48,3207,16.12,118,0.59,2431,12.22,1704,8.56,21,0.41,442,8.67,6,0.35,17,1,189,11.12,3,0.18,251,14.76
Hyogo,40168,249.49,1368,13.15,1698,16.33,6890,66.25,23137,222.47,1571,15.11,9437,90.74,1375,13.22,1469,14.13,60,0.58,1081,10.39,1068,10.27,6,0.22,667,24.7,9,0.82,13,1.18,50,4.55,-,-,50,4.55
Nara,7961,147.43,393,11.56,319,9.38,1874,55.12,4607,135.5,335,9.85,3224,94.82,214,6.29,417,12.26,6,0.18,355,10.44,130,3.82,5,0.56,91,10.11,8,1.33,2,0.33,20,3.33,1,0.17,108,18
Wakayama,9307,186.14,586,18.9,229,7.39,1052,33.94,3401,109.71,325,10.48,2081,67.13,165,5.32,368,11.87,5,0.16,616,19.87,81,2.61,2,0.5,33,8.25,8,0.73,5,0.45,48,4.36,2,0.18,76,6.91
Tottori,7340,253.1,71,3.74,209,11,3336,175.58,3945,207.63,150,7.89,1566,82.42,80,4.21,267,14.05,28,1.47,171,9,88,4.63,-,-,16,5.33,2,0.4,7,1.4,10,2,-,-,95,19
Shimane,8410,221.32,235,10.22,494,21.48,2509,109.09,4276,185.91,260,11.3,1780,77.39,60,2.61,412,17.91,2,0.09,52,2.26,245,10.65,1,0.33,26,8.67,2,0.25,22,2.75,44,5.5,1,0.13,75,9.38
Okayama,25540,304.05,285,5.28,368,6.81,2137,39.57,11200,207.41,593,10.98,2615,48.43,244,4.52,597,11.06,20,0.37,731,13.54,517,9.57,5,0.42,100,8.33,2,0.4,3,0.6,9,1.8,1,0.2,29,5.8
Hiroshima,29751,260.97,508,7.15,1265,17.82,6152,86.65,15766,222.06,847,11.93,2795,39.37,243,3.42,1009,14.21,37,0.52,1018,14.34,1464,20.62,11,0.58,372,19.58,2,0.1,18,0.86,108,5.14,4,0.19,117,5.57
Yamaguchi,22605,332.43,865,18.4,343,7.3,5041,107.26,10439,222.11,890,18.94,3598,76.55,259,5.51,992,21.11,9,0.19,456,9.7,117,2.49,-,-,83,9.22,1,0.11,-,-,47,5.22,-,-,42,4.67
Tokushima,8476,229.08,444,19.3,269,11.7,927,40.3,4226,183.74,314,13.65,2811,122.22,40,1.74,506,22,8,0.35,124,5.39,34,1.48,-,-,11,2.75,3,0.43,3,0.43,24,3.43,-,-,29,4.14
Kagawa,10099,214.87,342,12.21,351,12.54,1400,50,5326,190.21,270,9.64,2971,106.11,278,9.93,445,15.89,14,0.5,502,17.93,123,4.39,4,0.8,30,6,1,0.2,7,1.4,100,20,1,0.2,66,13.2
Ehime,14713,241.2,653,17.65,231,6.24,3664,99.03,10303,278.46,400,10.81,1199,32.41,134,3.62,739,19.97,13,0.35,1743,47.11,397,10.73,1,0.13,364,45.5,1,0.17,2,0.33,9,1.5,-,-,16,2.67
Kochi,15318,319.13,433,14.43,97,3.23,1894,63.13,4401,146.7,347,11.57,1180,39.33,77,2.57,392,13.07,10,0.33,236,7.87,497,16.57,-,-,10,3.33,9,1.13,7,0.88,127,15.88,27,3.38,63,7.88
Fukuoka,66320,334.95,2544,21.2,1971,16.43,13501,112.51,30355,252.96,2339,19.49,10734,89.45,3293,27.44,2809,23.41,91,0.76,5502,45.85,2866,23.88,14,0.54,631,24.27,18,1.2,38,2.53,51,3.4,-,-,30,2
Saga,12760,335.79,423,18.39,279,12.13,1546,67.22,4238,184.26,429,18.65,2138,92.96,465,20.22,516,22.43,8,0.35,694,30.17,1127,49,-,-,17,4.25,2,0.33,8,1.33,59,9.83,-,-,84,14
Nagasaki,21849,316.65,701,15.93,309,7.02,3665,83.3,8090,183.86,450,10.23,3007,68.34,733,16.66,613,13.93,7,0.16,339,7.7,1004,22.82,19,2.38,113,14.13,6,0.5,24,2,108,9,-,-,85,7.08
Kumamoto,26124,326.55,693,13.86,500,10,1974,39.48,14705,294.1,779,15.58,4545,90.9,287,5.74,1170,23.4,20,0.4,1189,23.78,673,13.46,-,-,463,51.44,2,0.13,23,1.53,54,3.6,-,-,75,5
Oita,22726,391.83,475,13.19,372,10.33,3025,84.03,14529,403.58,1029,28.58,2818,78.28,1172,32.56,943,26.19,27,0.75,1330,36.94,565,15.69,-,-,201,40.2,-,-,3,0.27,38,3.45,-,-,52,4.73
Miyazaki,25626,434.34,1205,33.47,831,23.08,2343,65.08,10735,298.19,836,23.22,2706,75.17,91,2.53,1045,29.03,16,0.44,1446,40.17,233,6.47,4,0.67,377,62.83,-,-,5,0.71,-,-,1,0.14,33,4.71
Kagoshima,32679,351.39,1194,21.71,1121,20.38,6447,117.22,15169,275.8,885,16.09,4835,87.91,1048,19.05,806,14.65,53,0.96,1615,29.36,365,6.64,1,0.14,108,15.43,3,0.25,2,0.17,11,0.92,-,-,27,2.25
Okinawa,28565,492.5,1453,42.74,459,13.5,1274,37.47,2721,80.03,796,23.41,2092,61.53,175,5.15,370,10.88,112,3.29,231,6.79,2892,85.06,11,1.1,228,22.8,22,3.14,68,9.71,67,9.57,4,0.57,75,10.71
