"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2021",,,,,,"Data collected as of May 7, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,666,0.14,29898,9.49,10099,3.2,37115,11.78,152309,48.32,6293,2,1564,0.5,880,0.28,20294,6.44,1492,0.47,1938,0.61,37,0.05,2019,2.91,110,0.23,150,0.31,262,0.55,9,0.02,35,0.07
Hokkaido,46,0.21,137,0.98,540,3.86,2891,20.65,4003,28.59,365,2.61,8,0.06,23,0.16,518,3.7,7,0.05,46,0.33,1,0.03,44,1.52,3,0.13,-,-,8,0.35,-,-,2,0.09
Aomori,4,0.06,380,9.05,117,2.79,296,7.05,2389,56.88,71,1.69,6,0.14,6,0.14,222,5.29,1,0.02,10,0.24,-,-,14,1.27,-,-,2,0.33,6,1,-,-,-,-
Iwate,3,0.05,944,23.6,93,2.33,1039,25.98,2149,53.73,116,2.9,4,0.1,9,0.23,313,7.83,4,0.1,24,0.6,-,-,47,3.36,2,0.11,2,0.11,11,0.58,-,-,2,0.11
Miyagi,10,0.11,223,3.84,206,3.55,428,7.38,2230,38.45,190,3.28,19,0.33,12,0.21,460,7.93,2,0.03,47,0.81,-,-,15,1.25,2,0.17,-,-,17,1.42,-,-,1,0.08
Akita,-,-,238,7,61,1.79,335,9.85,1061,31.21,84,2.47,6,0.18,10,0.29,137,4.03,3,0.09,4,0.12,-,-,7,1,-,-,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,147,5.07,153,5.28,654,22.55,1452,50.07,36,1.24,9,0.31,11,0.38,251,8.66,9,0.31,18,0.62,-,-,19,2.38,2,0.2,-,-,1,0.1,-,-,1,0.1
Fukushima,15,0.18,195,3.9,211,4.22,803,16.06,2285,45.7,99,1.98,11,0.22,15,0.3,468,9.36,3,0.06,22,0.44,1,0.08,64,4.92,4,0.57,-,-,1,0.14,-,-,-,-
Ibaraki,9,0.08,15,0.2,154,2.05,783,10.44,2222,29.63,105,1.4,26,0.35,17,0.23,323,4.31,37,0.49,37,0.49,-,-,75,4.41,-,-,2,0.17,32,2.67,-,-,-,-
