"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2022",,,,,,"Data collected as of February 9, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,276,0.06,6027,1.92,2972,0.95,7200,2.3,101359,32.31,1476,0.47,4642,1.48,205,0.07,4324,1.38,891,0.28,392,0.12,19,0.03,611,0.88,30,0.06,31,0.06,20,0.04,2,0,22,0.05
Hokkaido,6,0.03,474,3.41,190,1.37,467,3.36,1011,7.27,102,0.73,42,0.3,8,0.06,129,0.93,13,0.09,15,0.11,2,0.07,10,0.36,1,0.04,-,-,1,0.04,1,0.04,5,0.22
Aomori,1,0.02,2,0.05,25,0.61,56,1.37,851,20.76,16,0.39,91,2.22,1,0.02,54,1.32,-,-,6,0.15,-,-,11,1,-,-,-,-,2,0.33,-,-,-,-
Iwate,2,0.03,223,5.72,38,0.97,161,4.13,1045,26.79,32,0.82,15,0.38,2,0.05,64,1.64,32,0.82,4,0.1,-,-,8,0.57,1,0.05,-,-,1,0.05,-,-,1,0.05
Miyagi,7,0.07,10,0.17,51,0.88,101,1.74,2637,45.47,46,0.79,52,0.9,8,0.14,108,1.86,32,0.55,10,0.17,-,-,9,0.75,2,0.17,-,-,1,0.08,-,-,-,-
Akita,2,0.04,8,0.24,27,0.79,84,2.47,499,14.68,13,0.38,5,0.15,-,-,27,0.79,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Yamagata,3,0.07,-,-,50,1.72,99,3.41,1909,65.83,24,0.83,21,0.72,1,0.03,55,1.9,21,0.72,3,0.1,-,-,8,1,-,-,-,-,-,-,-,-,1,0.1
Fukushima,5,0.06,43,0.86,72,1.44,138,2.76,1421,28.42,22,0.44,88,1.76,14,0.28,115,2.3,23,0.46,3,0.06,-,-,24,1.85,-,-,1,0.14,1,0.14,-,-,-,-
Ibaraki,6,0.05,25,0.33,36,0.48,123,1.64,1876,25.01,31,0.41,35,0.47,2,0.03,68,0.91,6,0.08,10,0.13,-,-,29,1.71,-,-,-,-,6,0.5,-,-,-,-
Tochigi,5,0.07,19,0.4,18,0.38,78,1.63,752,15.67,12,0.25,111,2.31,5,0.1,99,2.06,6,0.13,4,0.08,-,-,14,1.17,2,0.29,-,-,-,-,-,-,-,-
Gunma,1,0.01,44,0.81,49,0.91,71,1.31,1819,33.69,19,0.35,40,0.74,7,0.13,92,1.7,19,0.35,10,0.19,1,0.08,19,1.46,-,-,-,-,-,-,-,-,-,-
Saitama,5,0.02,39,0.25,132,0.84,174,1.1,6343,40.15,72,0.46,114,0.72,11,0.07,224,1.42,34,0.22,24,0.15,3,0.08,42,1.08,1,0.09,1,0.09,-,-,-,-,-,-
Chiba,15,0.07,5,0.04,87,0.69,284,2.24,4030,31.73,63,0.5,73,0.57,5,0.04,175,1.38,15,0.12,33,0.26,-,-,20,0.63,2,0.22,1,0.11,1,0.11,-,-,-,-
Tokyo,15,0.04,36,0.14,93,0.37,285,1.13,9463,37.4,87,0.34,261,1.03,17,0.07,328,1.3,47,0.19,39,0.15,-,-,29,0.76,1,0.04,1,0.04,1,0.04,1,0.04,-,-
Kanagawa,22,0.06,26,0.12,77,0.35,322,1.47,5755,26.28,89,0.41,238,1.09,18,0.08,264,1.21,58,0.26,32,0.15,2,0.04,77,1.57,-,-,2,0.18,-,-,-,-,-,-
Niigata,3,0.03,21,0.37,109,1.91,394,6.91,1122,19.68,29,0.51,187,3.28,2,0.04,106,1.86,100,1.75,10,0.18,2,0.2,10,1,1,0.08,2,0.15,1,0.08,-,-,-,-
Toyama,-,-,202,6.97,77,2.66,96,3.31,1167,40.24,17,0.59,91,3.14,-,-,36,1.24,48,1.66,4,0.14,-,-,1,0.14,1,0.2,-,-,-,-,-,-,-,-
Ishikawa,1,0.02,17,0.59,66,2.28,92,3.17,1349,46.52,17,0.59,38,1.31,-,-,39,1.34,13,0.45,1,0.03,-,-,4,0.57,-,-,1,0.2,1,0.2,-,-,-,-
Fukui,-,-,44,1.91,54,2.35,54,2.35,1109,48.22,6,0.26,107,4.65,17,0.74,18,0.78,20,0.87,1,0.04,-,-,2,0.67,2,0.33,1,0.17,-,-,-,-,-,-
