"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2020",,,,,,"Data collected as of April 8, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,561899,113.98,11198,3.56,14767,4.69,113106,35.93,197284,62.67,15613,4.96,5188,1.65,14732,4.68,12283,3.9,940,0.3,2140,0.68,65,0.09,3724,5.38,116,0.24,125,0.26,2112,4.43,26,0.05,168,0.35
Hokkaido,26940,123.01,868,6.38,742,5.46,5763,42.38,3163,23.26,616,4.53,45,0.33,1329,9.77,327,2.4,29,0.21,52,0.38,4,0.14,271,9.68,5,0.23,5,0.23,136,6.18,-,-,20,0.91
Aomori,5148,79.2,155,3.69,98,2.33,1028,24.48,2790,66.43,123,2.93,210,5,282,6.71,175,4.17,3,0.07,15,0.36,-,-,45,4.09,-,-,-,-,28,4.67,-,-,1,0.17
Iwate,8946,135.55,151,3.68,98,2.39,1979,48.27,2198,53.61,168,4.1,209,5.1,188,4.59,166,4.05,6,0.15,32,0.78,-,-,68,4.86,2,0.11,-,-,24,1.26,-,-,4,0.21
Miyagi,7739,82.33,352,6.07,287,4.95,2775,47.84,3534,60.93,347,5.98,223,3.84,136,2.34,234,4.03,3,0.05,36,0.62,1,0.08,28,2.33,1,0.08,-,-,101,8.42,1,0.08,2,0.17
Akita,7114,134.23,54,1.59,58,1.71,417,12.26,1457,42.85,59,1.74,141,4.15,38,1.12,73,2.15,3,0.09,11,0.32,1,0.17,16,2.67,1,0.13,-,-,14,1.75,-,-,2,0.25
Yamagata,4159,92.42,123,4.24,287,9.9,2107,72.66,1731,59.69,239,8.24,13,0.45,187,6.45,182,6.28,9,0.31,11,0.38,-,-,35,5,2,0.2,-,-,24,2.4,1,0.1,-,-
Fukushima,10230,123.25,298,5.96,246,4.92,2031,40.62,2588,51.76,273,5.46,62,1.24,519,10.38,308,6.16,6,0.12,30,0.6,-,-,137,10.54,2,0.29,-,-,30,4.29,-,-,2,0.29
Ibaraki,11744,97.87,154,2.05,397,5.29,2322,30.96,4385,58.47,427,5.69,39,0.52,207,2.76,186,2.48,9,0.12,39,0.52,-,-,176,10.35,-,-,2,0.17,85,7.08,-,-,4,0.33
Tochigi,5931,78.04,149,3.1,72,1.5,1084,22.58,1722,35.88,208,4.33,33,0.69,119,2.48,203,4.23,2,0.04,24,0.5,-,-,33,2.75,-,-,-,-,37,5.29,-,-,1,0.14
Gunma,11030,129.76,108,2.08,287,5.52,1333,25.63,2922,56.19,272,5.23,62,1.19,181,3.48,226,4.35,12,0.23,40,0.77,-,-,100,7.14,2,0.22,1,0.11,68,7.56,1,0.11,1,0.11
Saitama,29293,115.78,514,3.23,850,5.35,6219,39.11,12259,77.1,1195,7.52,305,1.92,399,2.51,654,4.11,23,0.14,141,0.89,12,0.3,213,5.33,4,0.36,4,0.36,61,5.55,-,-,1,0.09
Chiba,24804,116.45,295,2.22,395,2.97,6620,49.77,7522,56.56,700,5.26,162,1.22,299,2.25,413,3.11,26,0.2,114,0.86,4,0.12,194,5.71,3,0.38,1,0.13,61,7.63,-,-,-,-
Tokyo,33370,81.99,514,2.02,724,2.84,9100,35.69,19939,78.19,1441,5.65,306,1.2,275,1.08,1078,4.23,144,0.56,175,0.69,2,0.05,117,3.16,5,0.21,12,0.5,112,4.67,15,0.63,2,0.08
Kanagawa,29699,84.37,467,2.08,550,2.44,7878,35.01,13659,60.71,1189,5.28,237,1.05,274,1.22,770,3.42,23,0.1,157,0.7,1,0.02,488,9.76,4,0.36,3,0.27,37,3.36,-,-,2,0.18
Niigata,9880,109.78,362,6.35,583,10.23,4623,81.11,2572,45.12,417,7.32,81,1.42,115,2.02,258,4.53,12,0.21,34,0.6,13,1.3,56,5.6,3,0.23,3,0.23,49,3.77,-,-,1,0.08
Toyama,3541,73.77,63,2.17,212,7.31,2357,81.28,2494,86,175,6.03,75,2.59,208,7.17,115,3.97,29,1,8,0.28,-,-,13,2.17,-,-,4,0.8,30,6,-,-,2,0.4
Ishikawa,6183,128.81,102,3.52,120,4.14,2715,93.62,2626,90.55,332,11.45,45,1.55,200,6.9,89,3.07,3,0.1,13,0.45,-,-,8,1.14,-,-,3,0.6,33,6.6,-,-,-,-
Fukui,4970,134.32,87,3.78,208,9.04,1011,43.96,2188,95.13,62,2.7,16,0.7,328,14.26,71,3.09,13,0.57,4,0.17,-,-,5,1.67,1,0.17,5,0.83,9,1.5,-,-,-,-
Yamanashi,4327,105.54,41,1.71,39,1.63,515,21.46,1126,46.92,94,3.92,6,0.25,76,3.17,49,2.04,3,0.13,7,0.29,-,-,95,10.56,2,0.2,1,0.1,33,3.3,-,-,-,-
Nagano,11112,129.21,339,6.4,84,1.58,1554,29.32,4224,79.7,256,4.83,39,0.74,469,8.85,197,3.72,42,0.79,23,0.43,-,-,43,4.3,2,0.2,1,0.1,27,2.7,-,-,13,1.3
Gifu,11452,133.16,157,3.02,168,3.23,590,11.35,1983,38.13,68,1.31,48,0.92,165,3.17,137,2.63,5,0.1,16,0.31,1,0.09,16,1.45,-,-,-,-,34,6.8,-,-,3,0.6
Shizuoka,15939,120.75,248,2.92,367,4.32,3055,35.94,4917,57.85,268,3.15,72,0.85,261,3.07,278,3.27,7,0.08,62,0.73,-,-,121,5.76,3,0.33,9,1,50,5.56,1,0.11,-,-
Aichi,31853,163.35,534,2.93,680,3.74,4585,25.19,9334,51.29,496,2.73,242,1.33,689,3.79,521,2.86,30,0.16,64,0.35,2,0.06,70,2,3,0.2,12,0.8,124,8.27,-,-,4,0.27
Mie,8488,119.55,267,6.07,313,7.11,1214,27.59,2592,58.91,145,3.3,53,1.2,359,8.16,174,3.95,5,0.11,19,0.43,-,-,13,1.18,5,0.56,2,0.22,33,3.67,-,-,1,0.11
Shiga,7132,137.15,73,2.43,91,3.03,685,22.83,1472,49.07,71,2.37,29,0.97,122,4.07,80,2.67,15,0.5,13,0.43,1,0.13,5,0.63,4,0.57,2,0.29,26,3.71,-,-,2,0.29
