"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2016",,,,,,"Data collected as of February 24, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,749908,151.4,14228,4.51,8915,2.82,66782,21.15,165237,52.32,10663,3.38,859,0.27,14898,4.72,8682,2.75,287,0.09,321,0.1,18762,5.94,50,0.07,3472,5.05,55,0.12,113,0.24,2059,4.34,66,0.14,969,2.04
Hokkaido,39675,175.55,617,4.35,409,2.88,5085,35.81,3318,23.37,450,3.17,79,0.56,1377,9.7,257,1.81,9,0.06,15,0.11,1425,10.04,-,-,55,1.96,1,0.04,3,0.13,52,2.26,3,0.13,87,3.78
Aomori,7492,115.26,73,1.74,104,2.48,456,10.86,1010,24.05,67,1.6,11,0.26,134,3.19,99,2.36,-,-,3,0.07,190,4.52,-,-,49,4.45,5,0.83,4,0.67,34,5.67,-,-,12,2
Iwate,8201,126.17,120,3,46,1.15,1373,34.33,2020,50.5,56,1.4,7,0.18,89,2.23,94,2.35,6,0.15,2,0.05,87,2.18,2,0.14,53,3.79,1,0.05,2,0.11,55,2.89,-,-,7,0.37
Miyagi,9800,103.16,191,3.24,105,1.78,2247,38.08,3428,58.1,263,4.46,3,0.05,87,1.47,184,3.12,2,0.03,1,0.02,187,3.17,-,-,18,1.5,2,0.17,-,-,70,5.83,-,-,3,0.25
Akita,4848,89.78,46,1.31,52,1.49,359,10.26,1340,38.29,60,1.71,6,0.17,619,17.69,38,1.09,5,0.14,3,0.09,32,0.91,1,0.14,8,1.14,-,-,-,-,31,3.88,-,-,35,4.38
Yamagata,4405,93.72,31,1.07,112,3.86,1588,54.76,2193,75.62,108,3.72,7,0.24,547,18.86,127,4.38,1,0.03,-,-,376,12.97,-,-,9,1.13,-,-,1,0.1,23,2.3,3,0.3,2,0.2
Fukushima,9196,119.43,185,4.02,130,2.83,709,15.41,1974,42.91,155,3.37,7,0.15,247,5.37,169,3.67,6,0.13,3,0.07,84,1.83,-,-,68,5.67,1,0.14,1,0.14,17,2.43,-,-,3,0.43
Ibaraki,18412,153.43,144,1.92,166,2.21,1140,15.2,4505,60.07,266,3.55,21,0.28,246,3.28,117,1.56,1,0.01,6,0.08,555,7.4,-,-,139,8.18,-,-,1,0.08,62,4.77,-,-,1,0.08
