"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2015",,,,,,"Data collected as of February 12, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,882999,180.13,14558,4.66,5340,1.71,36962,11.84,131834,42.21,11691,3.74,5212,1.67,6790,2.17,7002,2.24,162,0.05,346,0.11,4989,1.6,54,0.08,1765,2.6,46,0.1,71,0.15,631,1.33,28,0.06,350,0.74
Hokkaido,25095,110.55,992,6.94,622,4.35,1964,13.73,2183,15.27,513,3.59,278,1.94,320,2.24,262,1.83,5,0.03,10,0.07,280,1.96,3,0.11,67,2.48,-,-,-,-,17,0.77,-,-,4,0.18
Aomori,11258,173.2,122,2.9,44,1.05,205,4.88,1213,28.88,88,2.1,11,0.26,132,3.14,84,2,-,-,4,0.1,11,0.26,-,-,36,3.27,1,0.17,-,-,17,2.83,-,-,24,4
Iwate,10314,158.68,135,3.38,46,1.15,548,13.7,1864,46.6,165,4.13,8,0.2,127,3.18,80,2,-,-,4,0.1,26,0.65,-,-,39,2.79,-,-,-,-,30,1.58,-,-,28,1.47
Miyagi,14802,159.16,237,4.09,60,1.03,773,13.33,3677,63.4,277,4.78,62,1.07,404,6.97,153,2.64,-,-,4,0.07,34,0.59,-,-,8,0.67,-,-,2,0.17,46,3.83,-,-,10,0.83
Akita,9159,169.61,81,2.31,49,1.4,195,5.57,1356,38.74,111,3.17,7,0.2,4,0.11,39,1.11,1,0.03,-,-,67,1.91,6,0.86,9,1.29,-,-,-,-,27,3.38,-,-,2,0.25
Yamagata,6458,140.39,70,2.41,102,3.52,655,22.59,1577,54.38,147,5.07,195,6.72,52,1.79,80,2.76,2,0.07,-,-,105,3.62,-,-,5,0.71,-,-,4,0.4,10,1,2,0.2,-,-
Fukushima,13670,179.87,434,9.64,82,1.82,493,10.96,2196,48.8,179,3.98,58,1.29,117,2.6,119,2.64,3,0.07,1,0.02,150,3.33,-,-,53,4.42,-,-,1,0.14,30,4.29,1,0.14,15,2.14
Ibaraki,18396,153.3,303,4.04,105,1.4,822,10.96,3861,51.48,303,4.04,82,1.09,90,1.2,108,1.44,-,-,4,0.05,67,0.89,-,-,85,5,-,-,-,-,9,0.69,-,-,4,0.31
