"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2016",,,,,,"Data collected as of May 18, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1576160,318.48,22011,6.97,20948,6.64,158783,50.3,384627,121.83,24171,7.66,2268,0.72,29053,9.2,25129,7.96,812,0.26,1572,0.5,49822,15.78,162,0.23,8243,11.95,159,0.34,355,0.75,4496,9.49,151,0.32,4271,9.01
Hokkaido,82858,368.26,849,5.98,880,6.2,13248,93.3,8405,59.19,1038,7.31,124,0.87,2285,16.09,689,4.85,30,0.21,27,0.19,3815,26.87,-,-,159,5.68,3,0.14,9,0.41,134,6.09,3,0.14,236,10.73
Aomori,17246,265.32,99,2.36,251,5.98,1328,31.62,3003,71.5,172,4.1,17,0.4,250,5.95,293,6.98,2,0.05,5,0.12,516,12.29,1,0.09,102,9.27,8,1.33,7,1.17,84,14,-,-,67,11.17
Iwate,20999,328.11,168,4.2,135,3.38,3272,81.8,5330,133.25,230,5.75,15,0.38,170,4.25,274,6.85,6,0.15,8,0.2,251,6.28,3,0.21,123,8.79,3,0.16,2,0.11,131,6.89,1,0.05,114,6
Miyagi,27864,293.31,256,4.34,249,4.22,4654,78.88,7397,125.37,528,8.95,11,0.19,197,3.34,525,8.9,7,0.12,5,0.08,418,7.08,-,-,53,4.42,4,0.33,-,-,139,11.58,-,-,10,0.83
Akita,14110,261.3,61,1.74,146,4.17,933,26.66,2814,80.4,150,4.29,13,0.37,1217,34.77,144,4.11,25,0.71,5,0.14,64,1.83,1,0.14,37,5.29,-,-,-,-,68,8.5,-,-,109,13.63
Yamagata,13833,294.32,42,1.45,252,8.69,3506,120.9,4398,151.66,232,8,15,0.52,1106,38.14,356,12.28,7,0.24,1,0.03,1221,42.1,-,-,20,2.5,1,0.1,4,0.4,42,4.2,4,0.4,8,0.8
Fukushima,22729,295.18,279,6.07,315,6.85,1738,37.78,3822,83.09,390,8.48,19,0.41,525,11.41,497,10.8,13,0.28,6,0.13,179,3.89,-,-,173,14.42,2,0.29,5,0.71,43,6.14,-,-,18,2.57
Ibaraki,33016,275.13,192,2.56,348,4.64,2828,37.71,9079,121.05,603,8.04,69,0.92,452,6.03,390,5.2,6,0.08,23,0.31,1322,17.63,-,-,289,17,-,-,4,0.31,107,8.23,-,-,24,1.85
Tochigi,18751,246.72,118,2.46,119,2.48,1677,34.94,3160,65.83,278,5.79,20,0.42,530,11.04,429,8.94,5,0.1,6,0.13,506,10.54,3,0.25,159,13.25,3,0.43,6,0.86,72,10.29,2,0.29,23,3.29
Gunma,27224,289.62,185,3.25,273,4.79,3467,60.82,6213,109,402,7.05,21,0.37,497,8.72,481,8.44,35,0.61,18,0.32,376,6.6,-,-,182,13,2,0.25,3,0.38,123,15.38,-,-,52,6.5
Saitama,84696,337.43,499,3.16,902,5.71,8705,55.09,19861,125.7,1783,11.28,110,0.7,1321,8.36,1408,8.91,23,0.15,53,0.34,2928,18.53,19,0.48,431,10.78,3,0.3,4,0.4,88,8.8,11,1.1,31,3.1
Chiba,70710,331.97,359,2.68,645,4.81,8309,62.01,15121,112.84,1224,9.13,94,0.7,1234,9.21,1049,7.83,31,0.23,40,0.3,2818,21.03,8,0.24,378,11.45,10,1.11,26,2.89,72,8,2,0.22,22,2.44
Tokyo,108832,263.52,910,3.5,1244,4.78,13237,50.91,32887,126.49,2084,8.02,204,0.78,1279,4.92,2305,8.87,44,0.17,89,0.34,2497,9.6,3,0.08,372,9.79,14,0.56,16,0.64,229,9.16,17,0.68,77,3.08
Kanagawa,100140,293.67,613,2.89,805,3.8,8270,39.01,25185,118.8,1990,9.39,110,0.52,688,3.25,1808,8.53,31,0.15,61,0.29,2492,11.75,22,0.46,1206,25.13,3,0.3,18,1.8,62,6.2,1,0.1,48,4.8
Niigata,35595,382.74,341,5.88,766,13.21,3868,66.69,7620,131.38,498,8.59,41,0.71,264,4.55,444,7.66,31,0.53,11,0.19,1266,21.83,11,1.1,143,14.3,3,0.23,4,0.31,77,5.92,35,2.69,35,2.69
