"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2015",,,,,,"Data collected as of January 5, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1164687,236.48,116773,37.11,71118,22.6,397244,126.23,973444,309.32,76134,24.19,381581,121.25,97514,30.99,84306,26.79,2657,0.84,98168,31.19,79327,25.21,485,0.71,24765,36.05,442,0.93,1054,2.21,10112,21.24,408,0.86,4294,9.02
Hokkaido,42954,190.06,6919,48.73,5241,36.91,26608,187.38,22373,157.56,3843,27.06,14518,102.24,5311,37.4,2400,16.9,82,0.58,3485,24.54,5392,37.97,8,0.29,599,21.39,10,0.45,14,0.64,507,23.05,2,0.09,420,19.09
Aomori,14858,228.58,1293,30.79,716,17.05,3091,73.6,7751,184.55,761,18.12,6027,143.5,1000,23.81,987,23.5,12,0.29,691,16.45,339,8.07,-,-,265,24.09,11,1.83,15,2.5,220,36.67,-,-,121,20.17
Iwate,15520,242.5,1596,40.92,550,14.1,6369,163.31,10906,279.64,996,25.54,4679,119.97,871,22.33,949,24.33,15,0.38,906,23.23,329,8.44,4,0.29,256,18.29,5,0.26,8,0.42,308,16.21,4,0.21,153,8.05
Miyagi,19797,210.61,2521,43.47,1192,20.55,7878,135.83,19406,334.59,1730,29.83,11056,190.62,1719,29.64,1867,32.19,2,0.03,1918,33.07,407,7.02,4,0.33,196,16.33,8,0.67,5,0.42,394,32.83,1,0.08,79,6.58
Akita,13981,263.79,915,26.91,603,17.74,2312,68,5985,176.03,612,18,2649,77.91,1003,29.5,437,12.85,6,0.18,469,13.79,359,10.56,10,1.43,114,16.29,1,0.13,-,-,186,23.25,-,-,75,9.38
Yamagata,10129,215.51,1909,65.83,1154,39.79,6587,227.14,11101,382.79,943,32.52,6107,210.59,1467,50.59,1059,36.52,16,0.55,1193,41.14,1365,47.07,-,-,68,9.71,11,1.1,12,1.2,50,5,16,1.6,52,5.2
Fukushima,19409,255.38,3411,75.8,814,18.09,5011,111.36,11094,246.53,1243,27.62,7742,172.04,2312,51.38,1526,33.91,26,0.58,1019,22.64,1062,23.6,-,-,410,34.17,5,0.71,11,1.57,192,27.43,3,0.43,132,18.86
Ibaraki,22788,189.9,1951,26.01,1365,18.2,8521,113.61,21601,288.01,1768,23.57,6303,84.04,2637,35.16,1368,18.24,44,0.59,1649,21.99,2328,31.04,14,0.82,901,53,4,0.31,6,0.46,160,12.31,1,0.08,42,3.23
Tochigi,14007,184.3,1841,38.35,382,7.96,4403,91.73,7100,147.92,813,16.94,6426,133.88,1768,36.83,1394,29.04,51,1.06,462,9.63,889,18.52,6,0.5,331,27.58,4,0.57,23,3.29,146,20.86,5,0.71,50,7.14
Gunma,19750,203.61,1677,28.42,800,13.56,8615,146.02,18041,305.78,931,15.78,8504,144.14,1833,31.07,1572,26.64,63,1.07,1212,20.54,1095,18.56,1,0.08,1176,90.46,6,0.75,9,1.13,186,23.25,-,-,191,23.88
Saitama,41912,169.68,4498,28.65,4342,27.66,22991,146.44,54399,346.49,4914,31.3,23457,149.41,8658,55.15,4790,30.51,93,0.59,4572,29.12,6276,39.97,43,1.08,1626,40.65,9,0.9,44,4.4,267,26.7,21,2.1,113,11.3
Chiba,48762,231.1,2431,18.28,3493,26.26,18619,139.99,36176,272,3218,24.2,12800,96.24,5312,39.94,3337,25.09,135,1.02,4556,34.26,4252,31.97,17,0.52,1412,42.79,19,2.11,52,5.78,121,13.44,18,2,53,5.89
Tokyo,59267,144.55,7084,27.46,5328,20.65,34761,134.73,89870,348.33,6666,25.84,32596,126.34,10123,39.24,7763,30.09,300,1.16,7198,27.9,4820,18.68,14,0.37,1247,32.82,42,1.75,72,3,744,31,60,2.5,98,4.08
Kanagawa,54721,169.41,3854,18.89,3761,18.44,22436,109.98,64735,317.33,6697,32.83,26779,131.27,6454,31.64,5964,29.24,103,0.5,5716,28.02,3201,15.69,77,1.64,2297,48.87,18,1.8,31,3.1,280,28,1,0.1,133,13.3
Niigata,27015,287.39,2977,50.46,3200,54.24,10074,170.75,16600,281.36,1760,29.83,11367,192.66,1374,23.29,1765,29.92,68,1.15,1769,29.98,1098,18.61,21,2.1,323,32.3,4,0.31,3,0.23,166,12.77,112,8.62,52,4
Toyama,11541,240.44,1139,39.28,806,27.79,3783,130.45,10133,349.41,928,32,3360,115.86,210,7.24,626,21.59,8,0.28,1130,38.97,457,15.76,3,0.43,75,10.71,2,0.4,-,-,330,66,-,-,33,6.6
Ishikawa,13522,281.71,1168,40.28,889,30.66,5081,175.21,10199,351.69,663,22.86,3148,108.55,910,31.38,703,24.24,7,0.24,564,19.45,2258,77.86,-,-,96,13.71,1,0.2,5,1,236,47.2,-,-,76,15.2
Fukui,11271,352.22,1307,59.41,632,28.73,2978,135.36,10570,480.45,339,15.41,3384,153.82,390,17.73,546,24.82,24,1.09,643,29.23,627,28.5,1,0.33,34,11.33,17,2.83,17,2.83,51,8.5,-,-,107,17.83
Yamanashi,8779,219.48,518,21.58,192,8,2807,116.96,5957,248.21,348,14.5,1766,73.58,723,30.13,418,17.42,4,0.17,950,39.58,94,3.92,1,0.11,187,20.78,7,0.7,58,5.8,117,11.7,3,0.3,68,6.8
Nagano,22525,261.92,2102,39.66,579,10.92,6832,128.91,15410,290.75,1033,19.49,7495,141.42,2181,41.15,1104,20.83,64,1.21,1949,36.77,687,12.96,3,0.3,208,20.8,5,0.45,6,0.55,296,26.91,-,-,83,7.55
Gifu,22108,257.07,1583,30.44,906,17.42,2785,53.56,10647,204.75,603,11.6,2261,43.48,1502,28.88,997,19.17,38,0.73,1834,35.27,253,4.87,1,0.09,98,8.91,2,0.4,14,2.8,264,52.8,-,-,78,15.6
Shizuoka,33845,245.25,2579,29.31,2060,23.41,17736,201.55,25232,286.73,1780,20.23,7974,90.61,2612,29.68,2041,23.19,68,0.77,3034,34.48,1922,21.84,12,0.57,367,17.48,11,1.1,23,2.3,315,31.5,45,4.5,56,5.6
Aichi,65061,333.65,4793,26.48,3186,17.6,19604,108.31,48338,267.06,3273,18.08,12234,67.59,4033,22.28,4013,22.17,141,0.78,7724,42.67,2788,15.4,30,0.88,520,15.29,20,1.43,23,1.64,390,27.86,-,-,185,13.21
Mie,17428,242.06,1829,40.64,1054,23.42,3888,86.4,12852,285.6,826,18.36,4065,90.33,901,20.02,1321,29.36,45,1,3487,77.49,222,4.93,10,0.83,74,6.17,15,1.67,19,2.11,180,20,4,0.44,12,1.33
Shiga,13728,264,892,28.77,556,17.94,2883,93,9408,303.48,924,29.81,3784,122.06,1526,49.23,660,21.29,19,0.61,1371,44.23,416,13.42,-,-,86,10.75,9,1.29,14,2,111,15.86,1,0.14,47,6.71
Kyoto,21978,181.64,1518,20.79,1299,17.79,5063,69.36,19144,262.25,1257,17.22,9184,125.81,1518,20.79,1317,18.04,28,0.38,1035,14.18,1298,17.78,4,0.24,305,17.94,3,0.5,10,1.67,79,13.17,8,1.33,100,16.67
Osaka,53385,173.89,10326,51.89,4580,23.02,22873,114.94,62853,315.84,5418,27.23,27491,138.15,5367,26.97,5449,27.38,217,1.09,5092,25.59,3703,18.61,40,0.78,1049,20.57,16,0.94,35,2.06,626,36.82,9,0.53,291,17.12
Hyogo,43573,220.07,4854,37.92,3369,26.32,13315,104.02,48338,377.64,3191,24.93,18329,143.2,2847,22.24,3014,23.55,132,1.03,2883,22.52,2573,20.1,19,0.54,1465,41.86,17,1.42,36,3,161,13.42,1,0.08,81,6.75
Nara,8071,149.46,1762,51.82,648,19.06,2757,81.09,7662,225.35,515,15.15,4271,125.62,523,15.38,769,22.62,11,0.32,685,20.15,366,10.76,5,0.56,138,15.33,9,1.5,6,1,132,22,1,0.17,122,20.33
