"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2016",,,,,,"Data collected as of May 25, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1578689,319.12,22327,7.07,22717,7.2,167672,53.13,404004,128.01,25325,8.02,2697,0.85,30369,9.62,26965,8.54,877,0.28,2229,0.71,52802,16.73,170,0.25,8695,12.62,168,0.35,385,0.81,4756,10.03,160,0.34,4455,9.4
Hokkaido,83104,369.35,875,6.16,960,6.76,13946,98.21,8983,63.26,1107,7.8,126,0.89,2353,16.57,733,5.16,30,0.21,28,0.2,3959,27.88,-,-,172,6.14,4,0.18,12,0.55,183,8.32,3,0.14,253,11.5
Aomori,17387,267.49,102,2.43,262,6.24,1392,33.14,3279,78.07,184,4.38,18,0.43,265,6.31,310,7.38,2,0.05,6,0.14,541,12.88,1,0.09,106,9.64,8,1.33,7,1.17,93,15.5,-,-,75,12.5
Iwate,21127,330.11,169,4.23,154,3.85,3412,85.3,5654,141.35,245,6.13,16,0.4,180,4.5,290,7.25,7,0.18,8,0.2,275,6.88,3,0.21,136,9.71,3,0.16,2,0.11,142,7.47,1,0.05,121,6.37
Miyagi,27923,293.93,258,4.37,267,4.53,4894,82.95,7867,133.34,550,9.32,12,0.2,206,3.49,567,9.61,9,0.15,7,0.12,446,7.56,-,-,55,4.58,4,0.33,-,-,145,12.08,-,-,11,0.92
Akita,14187,262.72,61,1.74,152,4.34,987,28.2,2927,83.63,162,4.63,14,0.4,1249,35.69,153,4.37,30,0.86,5,0.14,77,2.2,1,0.14,40,5.71,-,-,-,-,73,9.13,-,-,117,14.63
Yamagata,13891,295.55,45,1.55,288,9.93,3636,125.38,4598,158.55,234,8.07,15,0.52,1157,39.9,382,13.17,7,0.24,1,0.03,1313,45.28,-,-,25,3.13,1,0.1,4,0.4,44,4.4,4,0.4,8,0.8
Fukushima,22866,296.96,283,6.15,345,7.5,1842,40.04,4038,87.78,411,8.93,19,0.41,551,11.98,534,11.61,13,0.28,6,0.13,185,4.02,-,-,181,15.08,2,0.29,5,0.71,43,6.14,-,-,21,3
Ibaraki,33046,275.38,194,2.59,370,4.93,2991,39.88,9436,125.81,619,8.25,74,0.99,464,6.19,411,5.48,6,0.08,30,0.4,1375,18.33,1,0.06,301,17.71,-,-,4,0.31,109,8.38,-,-,27,2.08
Tochigi,18765,246.91,118,2.46,129,2.69,1804,37.58,3272,68.17,293,6.1,22,0.46,585,12.19,459,9.56,5,0.1,6,0.13,554,11.54,3,0.25,172,14.33,4,0.57,6,0.86,75,10.71,2,0.29,27,3.86
Gunma,27257,289.97,186,3.26,287,5.04,3618,63.47,6558,115.05,412,7.23,21,0.37,533,9.35,526,9.23,36,0.63,23,0.4,386,6.77,-,-,198,14.14,2,0.25,3,0.38,130,16.25,-,-,55,6.88
Saitama,84723,337.54,505,3.2,981,6.21,9255,58.58,20884,132.18,1879,11.89,118,0.75,1343,8.5,1526,9.66,25,0.16,64,0.41,3146,19.91,22,0.55,456,11.4,3,0.3,4,0.4,90,9,11,1.1,35,3.5
Chiba,70740,332.11,363,2.71,701,5.23,8746,65.27,15814,118.01,1264,9.43,102,0.76,1271,9.49,1139,8.5,33,0.25,51,0.38,2963,22.11,11,0.33,400,12.12,10,1.11,26,2.89,74,8.22,2,0.22,24,2.67
Tokyo,108932,263.76,925,3.56,1378,5.3,14024,53.94,34567,132.95,2174,8.36,225,0.87,1325,5.1,2511,9.66,46,0.18,106,0.41,2658,10.22,3,0.08,394,10.37,14,0.56,19,0.76,236,9.44,17,0.68,81,3.24
Kanagawa,100187,293.8,618,2.9,905,4.25,8805,41.34,26323,123.58,2086,9.79,128,0.6,721,3.38,1955,9.18,37,0.17,83,0.39,2689,12.62,22,0.46,1278,26.63,3,0.3,18,1.8,66,6.6,1,0.1,53,5.3
Niigata,35695,383.82,343,5.91,816,14.07,4096,70.62,8181,141.05,524,9.03,42,0.72,281,4.84,471,8.12,31,0.53,13,0.22,1342,23.14,11,1.1,149,14.9,3,0.23,4,0.31,77,5.92,38,2.92,43,3.31
Toyama,14079,299.55,78,2.79,283,10.11,2199,78.54,3635,129.82,277,9.89,54,1.93,369,13.18,241,8.61,4,0.14,23,0.82,447,15.96,-,-,17,2.43,-,-,2,0.4,81,16.2,1,0.2,21,4.2
Ishikawa,16539,344.56,31,1.07,541,18.66,1700,58.62,2847,98.17,163,5.62,15,0.52,331,11.41,205,7.07,-,-,4,0.14,1401,48.31,-,-,37,5.29,2,0.4,4,0.8,100,20,-,-,28,5.6
Fukui,12526,391.44,90,4.09,305,13.86,1415,64.32,3120,141.82,199,9.05,12,0.55,468,21.27,194,8.82,11,0.5,11,0.5,113,5.14,1,0.33,12,4,2,0.33,7,1.17,36,6,1,0.17,32,5.33
Yamanashi,13228,330.7,95,3.96,81,3.38,1488,62,2455,102.29,128,5.33,13,0.54,219,9.13,145,6.04,4,0.17,3,0.13,66,2.75,-,-,72,8,3,0.3,6,0.6,59,5.9,3,0.3,22,2.2
Nagano,33167,385.66,378,7.13,178,3.36,2625,49.53,6852,129.28,313,5.91,20,0.38,548,10.34,366,6.91,21,0.4,11,0.21,845,15.94,-,-,55,5,1,0.09,1,0.09,121,11,-,-,99,9
Gifu,31115,357.64,211,3.98,270,5.09,1450,27.36,4309,81.3,194,3.66,46,0.87,227,4.28,271,5.11,18,0.34,12,0.23,260,4.91,1,0.09,39,3.55,1,0.2,12,2.4,104,20.8,-,-,67,13.4
Shizuoka,43373,312.04,514,5.78,525,5.9,7590,85.28,10954,123.08,636,7.15,25,0.28,547,6.15,635,7.13,21,0.24,24,0.27,1496,16.81,3,0.14,139,6.62,3,0.3,9,0.9,173,17.3,31,3.1,20,2
Aichi,85249,437.17,1065,5.88,841,4.65,7755,42.85,19124,105.66,1115,6.16,115,0.64,1515,8.37,1248,6.9,37,0.2,48,0.27,1538,8.5,6,0.18,280,8.24,8,0.57,15,1.07,202,14.43,1,0.07,345,24.64
Mie,23422,325.31,389,8.64,372,8.27,1441,32.02,6505,144.56,292,6.49,17,0.38,677,15.04,414,9.2,7,0.16,13,0.29,233,5.18,2,0.17,42,3.5,3,0.33,8,0.89,95,10.56,8,0.89,20,2.22
Shiga,15392,290.42,180,5.63,115,3.59,914,28.56,4769,149.03,385,12.03,63,1.97,143,4.47,238,7.44,2,0.06,47,1.47,283,8.84,-,-,30,3.75,3,0.43,3,0.43,35,5,-,-,96,13.71
Kyoto,33777,274.61,211,2.85,394,5.32,2230,30.14,9767,131.99,460,6.22,70,0.95,490,6.62,411,5.55,9,0.12,90,1.22,1243,16.8,1,0.06,72,4.24,-,-,4,0.57,85,12.14,-,-,112,16
