"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2022",,,,,,"Data collected as of March 16, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,404,0.08,9385,2.99,4755,1.52,11618,3.7,164896,52.56,2438,0.78,5956,1.9,401,0.13,7951,2.53,1187,0.38,743,0.24,31,0.04,1067,1.54,57,0.12,57,0.12,45,0.09,6,0.01,36,0.08
Hokkaido,9,0.04,723,5.2,271,1.95,783,5.63,1652,11.88,165,1.19,57,0.41,9,0.06,215,1.55,16,0.12,26,0.19,3,0.11,25,0.89,3,0.13,-,-,3,0.13,1,0.04,6,0.26
Aomori,1,0.02,2,0.05,40,0.98,73,1.78,1552,37.85,31,0.76,109,2.66,5,0.12,99,2.41,1,0.02,12,0.29,-,-,12,1.09,-,-,-,-,5,0.83,-,-,1,0.17
Iwate,2,0.03,334,8.56,71,1.82,295,7.56,1827,46.85,55,1.41,19,0.49,6,0.15,133,3.41,35,0.9,9,0.23,-,-,10,0.71,1,0.05,1,0.05,3,0.16,-,-,2,0.11
Miyagi,13,0.14,72,1.24,78,1.34,173,2.98,3652,62.97,73,1.26,57,0.98,13,0.22,202,3.48,50,0.86,15,0.26,1,0.08,17,1.42,2,0.17,-,-,2,0.17,-,-,-,-
Akita,2,0.04,18,0.53,41,1.21,148,4.35,1019,29.97,61,1.79,5,0.15,-,-,42,1.24,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,1,0.13,-,-,-,-
Yamagata,3,0.07,2,0.07,77,2.66,166,5.72,2743,94.59,29,1,23,0.79,4,0.14,102,3.52,27,0.93,5,0.17,-,-,21,2.63,-,-,-,-,-,-,-,-,1,0.1
Fukushima,5,0.06,59,1.18,158,3.16,203,4.06,2505,50.1,48,0.96,111,2.22,17,0.34,232,4.64,25,0.5,9,0.18,-,-,34,2.62,-,-,2,0.29,1,0.14,-,-,-,-
Ibaraki,14,0.12,31,0.41,66,0.88,218,2.91,3362,44.83,42,0.56,45,0.6,4,0.05,113,1.51,10,0.13,18,0.24,-,-,51,3,1,0.08,-,-,12,1,-,-,-,-
Tochigi,6,0.08,87,1.81,30,0.63,139,2.9,1431,29.81,15,0.31,158,3.29,5,0.1,179,3.73,10,0.21,7,0.15,-,-,24,2,2,0.29,-,-,-,-,-,-,-,-
Gunma,1,0.01,57,1.06,75,1.39,98,1.81,3384,62.67,37,0.69,85,1.57,7,0.13,173,3.2,22,0.41,22,0.41,1,0.08,34,2.62,1,0.11,-,-,-,-,-,-,-,-
Saitama,10,0.04,63,0.4,167,1.06,254,1.61,9991,63.23,133,0.84,135,0.85,29,0.18,442,2.8,37,0.23,48,0.3,5,0.13,67,1.72,1,0.09,3,0.27,-,-,-,-,-,-
Chiba,19,0.09,7,0.05,108,0.84,409,3.2,6663,52.05,96,0.75,93,0.73,11,0.09,312,2.44,20,0.16,53,0.41,2,0.06,40,1.21,4,0.44,2,0.22,2,0.22,-,-,-,-
Tokyo,17,0.04,65,0.25,131,0.51,397,1.56,15106,59.24,142,0.56,307,1.2,37,0.15,587,2.3,51,0.2,80,0.31,-,-,53,1.39,1,0.04,4,0.16,2,0.08,5,0.2,2,0.08
Kanagawa,28,0.08,33,0.15,111,0.5,489,2.21,9492,42.95,128,0.58,286,1.29,32,0.14,488,2.21,69,0.31,55,0.25,2,0.04,134,2.68,-,-,5,0.45,-,-,-,-,-,-
