"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2020",,,,,,"Data collected as of July 1, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562854,114.05,12091,3.83,19167,6.08,141341,44.83,250227,79.36,19590,6.21,7904,2.51,17123,5.43,27967,8.87,2449,0.78,3961,1.26,108,0.16,5081,7.32,230,0.48,225,0.47,2767,5.8,43,0.09,206,0.43
Hokkaido,26990,122.68,895,6.53,971,7.09,7088,51.74,3935,28.72,754,5.5,86,0.63,1422,10.38,823,6.01,42,0.31,89,0.65,7,0.25,316,11.29,7,0.32,6,0.27,168,7.64,1,0.05,23,1.05
Aomori,5298,81.51,187,4.45,170,4.05,1400,33.33,3534,84.14,212,5.05,269,6.4,362,8.62,375,8.93,8,0.19,24,0.57,1,0.09,64,5.82,-,-,-,-,36,6,-,-,2,0.33
Iwate,9107,140.11,169,4.12,235,5.73,2928,71.41,3202,78.1,245,5.98,237,5.78,209,5.1,424,10.34,13,0.32,54,1.32,-,-,106,7.57,2,0.11,1,0.05,56,2.95,-,-,5,0.26
Miyagi,7748,82.43,400,6.9,331,5.71,3219,55.5,4166,71.83,405,6.98,292,5.03,157,2.71,634,10.93,15,0.26,64,1.1,1,0.08,43,3.58,2,0.17,-,-,148,12.33,1,0.08,2,0.17
Akita,7132,134.57,57,1.68,117,3.44,688,20.24,1863,54.79,78,2.29,172,5.06,87,2.56,173,5.09,4,0.12,23,0.68,4,0.67,24,4,1,0.13,-,-,20,2.5,1,0.13,2,0.25
Yamagata,4164,92.53,127,4.38,366,12.62,2683,92.52,2187,75.41,280,9.66,27,0.93,220,7.59,380,13.1,14,0.48,20,0.69,-,-,47,6.71,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10238,123.35,314,6.28,325,6.5,2740,54.8,3136,62.72,343,6.86,93,1.86,604,12.08,653,13.06,16,0.32,57,1.14,-,-,181,13.92,4,0.67,-,-,36,6,-,-,2,0.33
Ibaraki,11750,97.92,173,2.31,472,6.29,2950,39.33,5466,72.88,534,7.12,83,1.11,249,3.32,425,5.67,28,0.37,69,0.92,1,0.06,268,15.76,-,-,4,0.33,115,9.58,-,-,5,0.42
Tochigi,5940,78.16,163,3.4,98,2.04,1334,27.79,2106,43.88,266,5.54,67,1.4,153,3.19,491,10.23,6,0.13,46,0.96,-,-,54,4.5,1,0.14,4,0.57,56,8,1,0.14,2,0.29
Gunma,11040,128.37,112,2.11,335,6.32,1704,32.15,3772,71.17,332,6.26,91,1.72,205,3.87,497,9.38,29,0.55,71,1.34,-,-,145,10.36,6,0.67,2,0.22,84,9.33,1,0.11,1,0.11
Saitama,29311,115.85,534,3.36,957,6.02,7155,45,14957,94.07,1390,8.74,475,2.99,466,2.93,1463,9.2,54,0.34,263,1.65,22,0.55,306,7.65,8,0.73,8,0.73,75,6.82,-,-,1,0.09
Chiba,24826,117.1,307,2.31,435,3.27,7650,57.52,9080,68.27,844,6.35,253,1.9,354,2.66,939,7.06,42,0.32,203,1.53,5,0.15,260,7.65,6,0.67,4,0.44,68,7.56,-,-,1,0.11
Tokyo,33387,81.63,529,2.06,818,3.18,10282,40.01,24067,93.65,1673,6.51,509,1.98,358,1.39,2174,8.46,208,0.81,329,1.28,4,0.11,156,4.22,16,0.67,18,0.75,150,6.25,21,0.88,3,0.13
Kanagawa,29720,84.91,512,2.28,612,2.72,9018,40.08,16398,72.88,1431,6.36,393,1.75,348,1.55,1641,7.29,52,0.23,289,1.28,3,0.06,637,12.74,7,0.64,10,0.91,43,3.91,1,0.09,3,0.27
Niigata,9882,109.8,399,7,860,15.09,6007,105.39,3200,56.14,561,9.84,120,2.11,158,2.77,582,10.21,22,0.39,76,1.33,17,1.7,75,7.5,5,0.38,4,0.31,82,6.31,-,-,1,0.08
Toyama,3563,74.23,73,2.52,287,9.9,2728,94.07,3149,108.59,211,7.28,79,2.72,221,7.62,237,8.17,49,1.69,19,0.66,-,-,14,2.33,1,0.2,6,1.2,47,9.4,-,-,4,0.8
Ishikawa,6189,128.94,104,3.59,203,7,3138,108.21,3155,108.79,385,13.28,51,1.76,230,7.93,223,7.69,6,0.21,21,0.72,-,-,10,1.43,-,-,4,0.8,53,10.6,-,-,1,0.2
