"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2020",,,,,,"Data collected as of February 5, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,398660,81.28,4700,1.5,5924,1.89,38782,12.4,88277,28.22,6265,2,2485,0.79,7234,2.31,4189,1.34,368,0.12,750,0.24,28,0.04,1492,2.17,37,0.08,47,0.1,742,1.56,3,0.01,64,0.13
Hokkaido,12265,56.52,530,3.96,291,2.17,1966,14.67,1490,11.12,220,1.64,24,0.18,721,5.38,117,0.87,11,0.08,19,0.14,2,0.07,65,2.32,2,0.09,5,0.23,62,2.82,-,-,12,0.55
Aomori,3623,55.74,70,1.67,51,1.21,314,7.48,1312,31.24,41,0.98,99,2.36,106,2.52,55,1.31,3,0.07,6,0.14,-,-,19,1.73,-,-,-,-,9,1.5,-,-,-,-
Iwate,5314,80.52,77,1.88,41,1,605,14.76,1013,24.71,46,1.12,51,1.24,94,2.29,60,1.46,1,0.02,9,0.22,-,-,21,1.5,-,-,-,-,11,0.58,-,-,-,-
Miyagi,5853,62.27,133,2.29,115,1.98,929,16.02,1508,26,165,2.84,74,1.28,71,1.22,78,1.34,-,-,5,0.09,1,0.08,15,1.25,1,0.08,-,-,34,2.83,-,-,-,-
Akita,5749,108.47,42,1.24,21,0.62,171,5.03,518,15.24,31,0.91,49,1.44,10,0.29,17,0.5,-,-,5,0.15,1,0.17,3,0.5,-,-,-,-,5,0.63,-,-,1,0.13
Yamagata,3025,70.35,53,1.89,112,4,680,24.29,650,23.21,89,3.18,4,0.14,48,1.71,74,2.64,4,0.14,3,0.11,-,-,15,1.88,1,0.1,-,-,10,1,-,-,-,-
Fukushima,7991,96.28,108,2.16,87,1.74,635,12.7,997,19.94,98,1.96,33,0.66,264,5.28,108,2.16,1,0.02,12,0.24,-,-,60,4.62,-,-,-,-,11,1.57,-,-,-,-
Ibaraki,9951,82.93,63,0.84,164,2.19,839,11.19,2123,28.31,222,2.96,21,0.28,96,1.28,66,0.88,3,0.04,17,0.23,-,-,71,4.18,-,-,1,0.08,27,2.25,-,-,-,-
Tochigi,5007,65.88,57,1.19,30,0.63,318,6.63,845,17.6,83,1.73,17,0.35,38,0.79,65,1.35,1,0.02,7,0.15,-,-,15,1.25,-,-,-,-,13,1.86,-,-,1,0.14
Gunma,7893,96.26,59,1.16,104,2.04,477,9.35,1308,25.65,125,2.45,35,0.69,82,1.61,76,1.49,4,0.08,10,0.2,-,-,42,3.23,1,0.11,-,-,23,2.56,-,-,1,0.11
Saitama,20247,80.99,232,1.48,382,2.43,2194,13.97,5315,33.85,489,3.11,145,0.92,188,1.2,223,1.42,8,0.05,44,0.28,5,0.13,77,1.97,1,0.09,1,0.09,19,1.73,-,-,-,-
Chiba,18071,84.84,121,0.91,153,1.15,2371,17.83,3680,27.67,272,2.05,107,0.8,155,1.17,137,1.03,13,0.1,35,0.26,3,0.09,103,3.03,2,0.25,-,-,19,2.38,-,-,-,-
Tokyo,22913,58.01,191,0.77,277,1.12,3175,12.85,9070,36.72,564,2.28,172,0.7,116,0.47,362,1.47,77,0.31,56,0.23,1,0.03,51,1.46,-,-,5,0.21,54,2.25,2,0.08,2,0.08
Kanagawa,20070,58.17,148,0.67,218,0.99,2751,12.5,6437,29.26,444,2.02,134,0.61,126,0.57,261,1.19,9,0.04,60,0.27,-,-,174,3.63,1,0.09,-,-,11,1,-,-,2,0.18
Niigata,7095,78.83,126,2.21,236,4.14,1541,27.04,937,16.44,170,2.98,59,1.04,37,0.65,103,1.81,10,0.18,8,0.14,3,0.3,23,2.3,1,0.08,1,0.08,11,0.85,-,-,-,-
Toyama,2479,51.65,35,1.21,55,1.9,677,23.34,1062,36.62,63,2.17,48,1.66,99,3.41,50,1.72,11,0.38,3,0.1,-,-,10,1.43,-,-,1,0.2,9,1.8,-,-,-,-
Ishikawa,3456,72,44,1.52,47,1.62,882,30.41,1163,40.1,141,4.86,29,1,99,3.41,33,1.14,1,0.03,4,0.14,-,-,3,0.43,-,-,1,0.2,11,2.2,-,-,-,-
Fukui,3772,101.95,30,1.3,103,4.48,338,14.7,1065,46.3,18,0.78,6,0.26,164,7.13,25,1.09,4,0.17,2,0.09,-,-,3,1,1,0.17,-,-,5,0.83,-,-,-,-
Yamanashi,3123,76.17,22,0.92,10,0.42,167,6.96,557,23.21,45,1.88,5,0.21,43,1.79,18,0.75,3,0.13,2,0.08,-,-,35,3.89,1,0.1,1,0.1,14,1.4,-,-,-,-
Nagano,7942,92.35,225,4.25,33,0.62,636,12,1703,32.13,130,2.45,29,0.55,206,3.89,69,1.3,18,0.34,6,0.11,-,-,20,2,-,-,-,-,12,1.09,-,-,9,0.82
Gifu,8987,104.5,59,1.13,53,1.02,197,3.79,841,16.17,21,0.4,26,0.5,87,1.67,43,0.83,1,0.02,4,0.08,1,0.09,9,0.82,-,-,-,-,18,3.6,-,-,2,0.4
Shizuoka,12521,90.08,132,1.48,134,1.51,1120,12.58,2223,24.98,81,0.91,41,0.46,139,1.56,105,1.18,5,0.06,19,0.21,-,-,54,2.45,1,0.1,1,0.1,21,2.1,-,-,-,-
Aichi,23043,118.17,243,1.34,226,1.24,1704,9.36,4005,22.01,228,1.25,134,0.74,405,2.23,165,0.91,9,0.05,21,0.12,-,-,29,0.83,-,-,7,0.47,40,2.67,-,-,1,0.07
