"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2017",,,,,,"Data collected as of May 24, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1348440,272.08,16887,5.34,24245,7.67,143700,45.43,375291,118.65,22852,7.22,15385,4.86,4906,1.55,26772,8.46,495,0.16,2697,0.85,38400,12.14,168,0.24,7541,10.87,205,0.43,306,0.64,3504,7.35,105,0.22,4029,8.45
Hokkaido,48395,215.09,1247,8.84,1503,10.66,10855,76.99,8945,63.44,1318,9.35,104,0.74,172,1.22,762,5.4,35,0.25,31,0.22,1232,8.74,7,0.25,194,6.93,5,0.22,11,0.48,108,4.7,-,-,139,6.04
Aomori,15156,236.81,100,2.44,255,6.22,1690,41.22,3573,87.15,167,4.07,139,3.39,134,3.27,346,8.44,2,0.05,52,1.27,219,5.34,1,0.09,61,5.55,5,0.83,-,-,74,12.33,-,-,51,8.5
Iwate,14035,219.3,110,2.82,572,14.67,2410,61.79,4215,108.08,148,3.79,18,0.46,67,1.72,388,9.95,-,-,4,0.1,551,14.13,3,0.21,80,5.71,2,0.11,1,0.05,109,5.74,-,-,78,4.11
Miyagi,26779,281.88,202,3.42,455,7.71,3293,55.81,5056,85.69,493,8.36,38,0.64,49,0.83,602,10.2,6,0.1,15,0.25,222,3.76,-,-,40,3.33,2,0.17,-,-,103,8.58,-,-,49,4.08
Akita,13042,241.52,116,3.31,111,3.17,1178,33.66,2363,67.51,161,4.6,464,13.26,28,0.8,146,4.17,2,0.06,24,0.69,60,1.71,4,0.57,25,3.57,1,0.13,-,-,87,10.88,1,0.13,48,6
Yamagata,11258,239.53,129,4.3,176,5.87,3429,114.3,2694,89.8,295,9.83,36,1.2,88,2.93,381,12.7,8,0.27,20,0.67,375,12.5,-,-,39,4.88,1,0.1,4,0.4,83,8.3,-,-,53,5.3
Fukushima,23481,304.95,253,5.5,261,5.67,2366,51.43,4035,87.72,371,8.07,21,0.46,224,4.87,542,11.78,5,0.11,10,0.22,203,4.41,1,0.08,177,14.75,5,0.71,4,0.57,53,7.57,4,0.57,209,29.86
Ibaraki,30770,256.42,156,2.08,362,4.83,3673,48.97,7464,99.52,509,6.79,96,1.28,85,1.13,381,5.08,11,0.15,16,0.21,321,4.28,3,0.18,297,17.47,2,0.15,-,-,61,4.69,-,-,115,8.85
Tochigi,17617,231.8,101,2.1,217,4.52,1293,26.94,2976,62,363,7.56,25,0.52,42,0.88,420,8.75,1,0.02,7,0.15,179,3.73,-,-,194,16.17,2,0.29,5,0.71,59,8.43,2,0.29,87,12.43
Gunma,23623,251.31,127,2.23,317,5.56,3180,55.79,7710,135.26,289,5.07,243,4.26,170,2.98,492,8.63,-,-,41,0.72,730,12.81,1,0.08,179,13.77,1,0.13,4,0.5,122,15.25,-,-,296,37
Saitama,84497,335.31,436,2.73,917,5.73,8769,54.81,21306,133.16,1421,8.88,202,1.26,183,1.14,1448,9.05,16,0.1,67,0.42,1534,9.59,25,0.63,447,11.18,4,0.4,11,1.1,64,6.4,7,0.7,98,9.8
Chiba,68073,318.1,309,2.31,606,4.52,8517,63.56,15444,115.25,1008,7.52,195,1.46,167,1.25,1089,8.13,20,0.15,89,0.66,678,5.06,17,0.5,559,16.44,13,1.44,13,1.44,75,8.33,-,-,87,9.67
